"Time","rskj-miner1","rskj-miner2","rskj-miner3","rskj-miner4","rskj-node1","rskj-node2"
2026-02-10 13:00:00,,110 µs,,,,88 µs
2026-02-10 13:02:00,,110 µs,,,,88 µs
2026-02-10 13:22:00,,103 µs,,,,125 µs
2026-02-10 13:24:00,3.17 s,103 µs,3.01 s,2.64 s,3.27 s,125 µs
2026-02-10 13:26:00,3.17 s,103 µs,3.01 s,2.64 s,3.27 s,125 µs
2026-02-10 13:28:00,3.17 s,,3.01 s,2.64 s,3.27 s,
2026-02-10 13:48:00,,105 µs,,,,370 µs
2026-02-10 13:50:00,,105 µs,,,,370 µs
2026-02-10 14:10:00,,428 µs,,,,147 µs
2026-02-10 14:12:00,,428 µs,,,,147 µs
2026-02-10 14:38:00,,146 µs,,,,153 µs
2026-02-10 14:40:00,,146 µs,,,,153 µs
2026-02-10 14:42:00,,146 µs,,,,153 µs
2026-02-10 15:06:00,,161 µs,,,,179 µs
2026-02-10 15:08:00,,161 µs,,,,179 µs
2026-02-10 15:12:00,4.56 s,,4.59 s,4.78 s,4.40 s,
2026-02-10 15:14:00,4.56 s,,4.59 s,4.78 s,4.40 s,
2026-02-10 15:30:00,,122 µs,,,,111 µs
2026-02-10 15:32:00,,122 µs,,,,111 µs
2026-02-10 15:50:00,299 µs,262 µs,212 µs,424 µs,9.27 ms,147 µs
2026-02-10 15:52:00,299 µs,262 µs,212 µs,424 µs,9.27 ms,147 µs
2026-02-10 16:12:00,,809 µs,,,,137 µs
2026-02-10 16:14:00,,809 µs,,,,137 µs
2026-02-10 16:16:00,,809 µs,,,,137 µs
2026-02-10 16:36:00,,150 µs,,,,
2026-02-10 16:38:00,,150 µs,,,,133 µs
2026-02-10 16:40:00,,150 µs,,,,133 µs
2026-02-10 17:02:00,,250 µs,,,,138 µs
2026-02-10 17:04:00,,250 µs,,,,138 µs
2026-02-10 17:28:00,3.76 s,12.0 ms,5.62 s,5.31 s,5.78 s,324 µs
2026-02-10 17:30:00,3.76 s,12.0 ms,5.62 s,5.31 s,5.78 s,324 µs
2026-02-10 17:32:00,3.76 s,,5.62 s,5.31 s,5.78 s,
2026-02-10 17:52:00,,162 µs,,,,286 µs
2026-02-10 17:54:00,,162 µs,,,,286 µs
2026-02-10 17:56:00,,162 µs,,,,286 µs
2026-02-10 18:16:00,,138 µs,,,,126 µs
2026-02-10 18:18:00,,138 µs,,,,126 µs
2026-02-10 18:20:00,,138 µs,,,,126 µs
2026-02-10 18:42:00,,231 µs,,,,158 µs
