"Time","rskj-miner1","rskj-miner2","rskj-miner3","rskj-miner4","rskj-node1","rskj-node2"
2026-02-10 12:40:00,40.7 KiB/s,11.0 KiB/s,11.0 KiB/s,11.0 KiB/s,10.9 KiB/s,10.9 KiB/s
2026-02-10 12:50:00,42.4 KiB/s,11.0 KiB/s,11.0 KiB/s,11.0 KiB/s,10.8 KiB/s,10.9 KiB/s
2026-02-10 13:00:00,45.8 KiB/s,11.7 KiB/s,11.7 KiB/s,11.7 KiB/s,11.6 KiB/s,11.6 KiB/s
2026-02-10 13:10:00,42.7 KiB/s,11.5 KiB/s,11.4 KiB/s,11.4 KiB/s,11.4 KiB/s,11.4 KiB/s
2026-02-10 13:20:00,43.0 KiB/s,11.1 KiB/s,11.1 KiB/s,11.0 KiB/s,11.0 KiB/s,11.0 KiB/s
2026-02-10 13:30:00,29.9 KiB/s,10.4 KiB/s,10.4 KiB/s,10.4 KiB/s,10.3 KiB/s,10.3 KiB/s
2026-02-10 13:40:00,43.2 KiB/s,11.3 KiB/s,11.3 KiB/s,11.2 KiB/s,11.1 KiB/s,11.2 KiB/s
2026-02-10 13:50:00,43.5 KiB/s,11.6 KiB/s,11.4 KiB/s,11.5 KiB/s,11.4 KiB/s,11.5 KiB/s
2026-02-10 14:00:00,42.7 KiB/s,11.8 KiB/s,11.8 KiB/s,11.6 KiB/s,11.5 KiB/s,11.7 KiB/s
2026-02-10 14:10:00,43.0 KiB/s,11.3 KiB/s,11.4 KiB/s,11.4 KiB/s,11.2 KiB/s,11.3 KiB/s
2026-02-10 14:20:00,41.5 KiB/s,11.4 KiB/s,11.3 KiB/s,11.3 KiB/s,11.2 KiB/s,11.3 KiB/s
2026-02-10 14:30:00,40.8 KiB/s,11.5 KiB/s,11.5 KiB/s,11.5 KiB/s,11.3 KiB/s,11.4 KiB/s
2026-02-10 14:40:00,44.4 KiB/s,11.4 KiB/s,11.5 KiB/s,11.3 KiB/s,11.2 KiB/s,11.3 KiB/s
2026-02-10 14:50:00,41.9 KiB/s,11.1 KiB/s,11.1 KiB/s,11.1 KiB/s,10.9 KiB/s,11.0 KiB/s
2026-02-10 15:00:00,41.4 KiB/s,11.3 KiB/s,11.2 KiB/s,11.3 KiB/s,11.1 KiB/s,11.2 KiB/s
2026-02-10 15:10:00,38.8 KiB/s,11.0 KiB/s,11.1 KiB/s,11.0 KiB/s,10.9 KiB/s,11.0 KiB/s
2026-02-10 15:20:00,41.9 KiB/s,11.4 KiB/s,11.5 KiB/s,11.5 KiB/s,11.3 KiB/s,11.4 KiB/s
2026-02-10 15:30:00,44.0 KiB/s,12.1 KiB/s,12.1 KiB/s,12.1 KiB/s,11.9 KiB/s,12.0 KiB/s
2026-02-10 15:40:00,39.0 KiB/s,11.4 KiB/s,11.4 KiB/s,11.5 KiB/s,11.2 KiB/s,11.3 KiB/s
2026-02-10 15:50:00,43.1 KiB/s,11.4 KiB/s,11.3 KiB/s,11.3 KiB/s,11.3 KiB/s,11.3 KiB/s
2026-02-10 16:00:00,42.3 KiB/s,12.0 KiB/s,12.0 KiB/s,12.0 KiB/s,11.8 KiB/s,11.8 KiB/s
2026-02-10 16:10:00,42.9 KiB/s,11.6 KiB/s,11.6 KiB/s,11.6 KiB/s,11.4 KiB/s,11.5 KiB/s
2026-02-10 16:20:00,41.9 KiB/s,11.0 KiB/s,10.9 KiB/s,11.0 KiB/s,10.8 KiB/s,10.9 KiB/s
2026-02-10 16:30:00,39.8 KiB/s,10.9 KiB/s,10.9 KiB/s,11.0 KiB/s,10.8 KiB/s,10.9 KiB/s
2026-02-10 16:40:00,41.4 KiB/s,11.5 KiB/s,11.5 KiB/s,11.4 KiB/s,11.3 KiB/s,11.4 KiB/s
2026-02-10 16:50:00,41.7 KiB/s,10.7 KiB/s,10.7 KiB/s,10.8 KiB/s,10.6 KiB/s,10.6 KiB/s
2026-02-10 17:00:00,38.6 KiB/s,11.0 KiB/s,11.0 KiB/s,11.0 KiB/s,10.9 KiB/s,10.9 KiB/s
2026-02-10 17:10:00,43.3 KiB/s,11.3 KiB/s,11.3 KiB/s,11.3 KiB/s,11.1 KiB/s,11.2 KiB/s
2026-02-10 17:20:00,38.9 KiB/s,10.9 KiB/s,10.9 KiB/s,11.0 KiB/s,10.8 KiB/s,10.9 KiB/s
2026-02-10 17:30:00,38.0 KiB/s,11.2 KiB/s,11.1 KiB/s,11.2 KiB/s,11.0 KiB/s,11.1 KiB/s
2026-02-10 17:40:00,42.4 KiB/s,11.9 KiB/s,11.8 KiB/s,11.8 KiB/s,11.6 KiB/s,11.7 KiB/s
2026-02-10 17:50:00,39.8 KiB/s,10.9 KiB/s,10.8 KiB/s,10.8 KiB/s,10.7 KiB/s,10.7 KiB/s
2026-02-10 18:00:00,45.4 KiB/s,10.9 KiB/s,10.9 KiB/s,11.0 KiB/s,10.9 KiB/s,10.9 KiB/s
2026-02-10 18:10:00,41.7 KiB/s,11.2 KiB/s,11.1 KiB/s,11.1 KiB/s,11.0 KiB/s,11.1 KiB/s
2026-02-10 18:20:00,43.0 KiB/s,11.5 KiB/s,11.5 KiB/s,11.4 KiB/s,11.3 KiB/s,11.4 KiB/s
2026-02-10 18:30:00,39.0 KiB/s,11.6 KiB/s,11.5 KiB/s,11.6 KiB/s,11.4 KiB/s,11.4 KiB/s
2026-02-10 18:40:00,44.4 KiB/s,11.6 KiB/s,11.7 KiB/s,11.6 KiB/s,11.4 KiB/s,11.5 KiB/s
2026-02-10 18:50:00,40.3 KiB/s,11.0 KiB/s,10.9 KiB/s,11.0 KiB/s,10.8 KiB/s,10.9 KiB/s
2026-02-10 19:00:00,39.2 KiB/s,10.7 KiB/s,10.7 KiB/s,10.6 KiB/s,10.5 KiB/s,10.6 KiB/s
2026-02-10 19:10:00,41.3 KiB/s,11.3 KiB/s,11.2 KiB/s,11.3 KiB/s,11.1 KiB/s,11.2 KiB/s
2026-02-10 19:20:00,44.4 KiB/s,12.0 KiB/s,12.0 KiB/s,12.1 KiB/s,11.8 KiB/s,11.9 KiB/s
2026-02-10 19:30:00,45.2 KiB/s,11.5 KiB/s,11.5 KiB/s,11.4 KiB/s,11.3 KiB/s,11.4 KiB/s
2026-02-10 19:40:00,37.8 KiB/s,10.7 KiB/s,10.7 KiB/s,10.7 KiB/s,10.6 KiB/s,10.6 KiB/s
2026-02-10 19:50:00,39.5 KiB/s,11.5 KiB/s,11.4 KiB/s,11.5 KiB/s,11.3 KiB/s,11.4 KiB/s
2026-02-10 20:00:00,35.9 KiB/s,10.7 KiB/s,10.8 KiB/s,10.7 KiB/s,10.6 KiB/s,10.7 KiB/s
