"Time","rskj-miner1","rskj-miner2","rskj-miner3","rskj-miner4","rskj-node1","rskj-node2","rskj-node2","rskj-node1","rskj-miner3","rskj-miner4","rskj-miner2","rskj-miner1"
2026-02-10 12:46:00,0,0.705,0,0,0,0.730,,,,,,
2026-02-10 12:48:00,0,0.705,0,0,0,0.730,,,,,,
2026-02-10 12:50:00,0,0.705,0,0,0,0.730,,,,,,
2026-02-10 12:52:00,0,0.705,0,0,0,0.730,,,,,,
2026-02-10 12:54:00,0,0.705,0,0,0,0.730,,,,,,
2026-02-10 12:56:00,0,0.705,0,0,0,0.730,,,,,,
2026-02-10 12:58:00,0,0.705,0,0,0,0.730,,,,,,
2026-02-10 13:00:00,0,0.717,0,0,0,0.723,,,,,,
2026-02-10 13:02:00,0,0.717,0,0,0,0.723,,,,,,
2026-02-10 13:04:00,0,0.717,0,0,0,0.723,,,,,,
2026-02-10 13:06:00,0,0.717,0,0,0,0.723,,,,,,
2026-02-10 13:08:00,0,0.717,0,0,0,0.723,,,,,,
2026-02-10 13:10:00,0,0.717,0,0,0,0.723,,,,,,
2026-02-10 13:12:00,0,0.717,0,0,0,0.723,,,,,,
2026-02-10 13:14:00,0,0.717,0,0,0,0.723,,,,,,
2026-02-10 13:16:00,0,0.717,0,0,0,0.723,,,,,,
2026-02-10 13:18:00,0,0.717,0,0,0,0.723,,,,,,
2026-02-10 13:20:00,0,0.717,0,0,0,0.723,,,,,,
2026-02-10 13:22:00,0,0.842,0,0,0,0.901,,,,,,
2026-02-10 13:24:00,0,0.842,0,0,0,0.901,,,,,,
2026-02-10 13:26:00,0,0.842,0,0,0,0.901,,,,,,
2026-02-10 13:28:00,0,0.842,0,0,0,0.901,,,,,,
2026-02-10 13:30:00,0,0.842,0,0,0,0.901,,,,,,
2026-02-10 13:32:00,0,0.842,0,0,0,0.901,,,,,,
2026-02-10 13:34:00,0,0.842,0,0,0,0.901,,,,,,
2026-02-10 13:36:00,0,0.842,0,0,0,0.901,,,,,,
2026-02-10 13:38:00,0,0.842,0,0,0,0.901,,,,,,
2026-02-10 13:40:00,0,0.842,0,0,0,0.901,,,,,,
2026-02-10 13:42:00,0,0.842,0,0,0,0.901,,,,,,
2026-02-10 13:44:00,0,0.842,0,0,0,0.901,,,,,,
2026-02-10 13:46:00,0,0.842,0,0,0,0.901,,,,,,
2026-02-10 13:48:00,0,1.11,0,0,0,1.17,,,,,,
2026-02-10 13:50:00,0,1.11,0,0,0,1.17,,,,,,
2026-02-10 13:52:00,0,1.11,0,0,0,1.17,,,,,,
2026-02-10 13:54:00,0,1.11,0,0,0,1.17,,,,,,
2026-02-10 13:56:00,0,1.11,0,0,0,1.17,,,,,,
2026-02-10 13:58:00,0,1.11,0,0,0,1.17,,,,,,
2026-02-10 14:00:00,0,1.11,0,0,0,1.17,,,,,,
2026-02-10 14:02:00,0,1.11,0,0,0,1.17,,,,,,
2026-02-10 14:04:00,0,1.11,0,0,0,1.17,,,,,,
2026-02-10 14:06:00,0,1.11,0,0,0,1.17,,,,,,
2026-02-10 14:08:00,0,1.11,0,0,0,1.17,,,,,,
2026-02-10 14:10:00,0,0.855,0,0,0,0.858,,,,,,
2026-02-10 14:12:00,0,0.855,0,0,0,0.858,,,,,,
2026-02-10 14:14:00,0,0.855,0,0,0,0.858,,,,,,
2026-02-10 14:16:00,0,0.855,0,0,0,0.858,,,,,,
2026-02-10 14:18:00,0,0.855,0,0,0,0.858,,,,,,
2026-02-10 14:20:00,0,0.855,0,0,0,0.858,,,,,,
2026-02-10 14:22:00,0,0.855,0,0,0,0.858,,,,,,
2026-02-10 14:24:00,0,0.855,0,0,0,0.858,,,,,,
2026-02-10 14:26:00,0,0.855,0,0,0,0.858,,,,,,
2026-02-10 14:28:00,0,0.855,0,0,0,0.858,,,,,,
2026-02-10 14:30:00,0,0.855,0,0,0,0.858,,,,,,
2026-02-10 14:32:00,0,0.855,0,0,0,0.858,,,,,,
2026-02-10 14:34:00,0,0.855,0,0,0,0.858,,,,,,
2026-02-10 14:36:00,0,0.855,0,0,0,0.858,,,,,,
2026-02-10 14:38:00,0,0.959,0,0,0,1.04,,,,,,
2026-02-10 14:40:00,0,0.959,0,0,0,1.04,,,,,,
2026-02-10 14:42:00,0,0.959,0,0,0,1.04,,,,,,
2026-02-10 14:44:00,0,0.959,0,0,0,1.04,,,,,,
2026-02-10 14:46:00,0,0.959,0,0,0,1.04,,,,,,
2026-02-10 14:48:00,0,0.959,0,0,0,1.04,,,,,,
2026-02-10 14:50:00,0,0.959,0,0,0,1.04,,,,,,
2026-02-10 14:52:00,0,0.959,0,0,0,1.04,,,,,,
2026-02-10 14:54:00,0,0.959,0,0,0,1.04,,,,,,
2026-02-10 14:56:00,0,0.959,0,0,0,1.04,,,,,,
2026-02-10 14:58:00,0,0.959,0,0,0,1.04,,,,,,
2026-02-10 15:00:00,0,0.959,0,0,0,1.04,,,,,,
2026-02-10 15:02:00,0,0.959,0,0,0,1.04,,,,,,
2026-02-10 15:04:00,0,0.959,0,0,0,1.04,,,,,,
2026-02-10 15:06:00,0,0.738,0,0,0,0.817,,,,,,
2026-02-10 15:08:00,0,0.738,0,0,0,0.817,,,,,,
2026-02-10 15:10:00,0,0.738,0,0,0,0.817,,,,,,
2026-02-10 15:12:00,0,0.738,0,0,0,0.817,,,,,,
2026-02-10 15:14:00,0,0.738,0,0,0,0.817,,,,,,
2026-02-10 15:16:00,0,0.738,0,0,0,0.817,,,,,,
2026-02-10 15:18:00,0,0.738,0,0,0,0.817,,,,,,
2026-02-10 15:20:00,0,0.738,0,0,0,0.817,,,,,,
2026-02-10 15:22:00,0,0.738,0,0,0,0.817,,,,,,
2026-02-10 15:24:00,0,0.738,0,0,0,0.817,,,,,,
2026-02-10 15:26:00,0,0.738,0,0,0,0.817,,,,,,
2026-02-10 15:28:00,0,0.738,0,0,0,0.817,,,,,,
2026-02-10 15:30:00,0,1.32,0,0,0,1.30,,,,,,
2026-02-10 15:32:00,0,1.32,0,0,0,1.30,,,,,,
2026-02-10 15:34:00,0,1.32,0,0,0,1.30,,,,,,
2026-02-10 15:36:00,0,1.32,0,0,0,1.30,,,,,,
2026-02-10 15:38:00,0,1.32,0,0,0,1.30,,,,,,
2026-02-10 15:40:00,0,1.32,0,0,0,1.30,,,,,,
