"Time","rskj-miner1","rskj-miner2","rskj-miner3","rskj-miner4","rskj-node1","rskj-node2"
2026-02-10 13:50:00,,1.15,,,,1.18
2026-02-10 15:50:00,3.16,1.22,2.20,3.08,3.15,1.22
2026-02-10 16:15:00,,1.22,,,,1.14
2026-02-10 16:40:00,,,,,,1.19
2026-02-10 17:30:00,,1.60,,,,1.60
2026-02-10 18:45:00,,2.01,,,,2.08
2026-02-10 20:40:00,,1.01,,,,1.05
2026-02-10 23:35:00,,,,,,1.78
2026-02-10 23:55:00,3.44,1.99,,,,
2026-02-11 01:25:00,,,3.90,4.24,4.58,
2026-02-11 01:50:00,,1.08,,,,
2026-02-11 02:20:00,,,,5.16,,
2026-02-11 03:25:00,,,,,,1.02
2026-02-11 06:20:00,,,,,,1.00
2026-02-11 07:10:00,,,7.54,6.87,6.64,
2026-02-11 07:35:00,,1.51,,,,
2026-02-11 08:00:00,,,,4.01,3.98,1.87
2026-02-11 09:20:00,,1.37,,,,
2026-02-11 10:25:00,,,,,,1.12
2026-02-11 11:15:00,,1.11,,,,
2026-02-11 12:30:00,1.30,2.47,,,,
