"Time","rskj-miner1","rskj-miner2","rskj-miner3","rskj-miner4","rskj-node1","rskj-node2"
2026-02-10 12:40:00,125 kB/s,163 kB/s,10.5 kB/s,10.5 kB/s,1.14 kB/s,154 kB/s
2026-02-10 12:50:00,124 kB/s,8.75 kB/s,8.91 kB/s,8.78 kB/s,1.20 kB/s,1.61 kB/s
2026-02-10 13:00:00,136 kB/s,176 kB/s,11.3 kB/s,11.3 kB/s,1.31 kB/s,167 kB/s
2026-02-10 13:10:00,125 kB/s,11.8 kB/s,11.8 kB/s,11.9 kB/s,1.22 kB/s,1.30 kB/s
2026-02-10 13:20:00,135 kB/s,9.63 kB/s,9.28 kB/s,9.62 kB/s,1.20 kB/s,1.23 kB/s
2026-02-10 13:30:00,87.8 kB/s,9.36 kB/s,9.04 kB/s,9.31 kB/s,1.23 kB/s,1.18 kB/s
2026-02-10 13:40:00,140 kB/s,8.28 kB/s,8.17 kB/s,8.13 kB/s,1.44 kB/s,1.22 kB/s
2026-02-10 13:50:00,137 kB/s,507 kB/s,13.7 kB/s,13.7 kB/s,1.36 kB/s,494 kB/s
2026-02-10 14:00:00,141 kB/s,13.4 kB/s,13.7 kB/s,14.0 kB/s,1.42 kB/s,1.42 kB/s
2026-02-10 14:10:00,133 kB/s,170 kB/s,10.2 kB/s,10.1 kB/s,1.28 kB/s,161 kB/s
2026-02-10 14:20:00,125 kB/s,10.5 kB/s,10.6 kB/s,10.5 kB/s,1.22 kB/s,1.22 kB/s
2026-02-10 14:30:00,124 kB/s,10.7 kB/s,11.0 kB/s,11.1 kB/s,1.31 kB/s,1.31 kB/s
2026-02-10 14:40:00,137 kB/s,172 kB/s,8.96 kB/s,8.83 kB/s,1.18 kB/s,164 kB/s
2026-02-10 14:50:00,136 kB/s,11.1 kB/s,11.1 kB/s,11.5 kB/s,1.30 kB/s,1.22 kB/s
2026-02-10 15:00:00,129 kB/s,7.00 kB/s,8.04 kB/s,8.80 kB/s,1.11 kB/s,1.04 kB/s
2026-02-10 15:10:00,112 kB/s,48.9 kB/s,49.0 kB/s,48.6 kB/s,1.08 kB/s,1.24 kB/s
2026-02-10 15:20:00,128 kB/s,9.95 kB/s,10.3 kB/s,9.81 kB/s,1.23 kB/s,1.24 kB/s
2026-02-10 15:30:00,131 kB/s,828 kB/s,11.8 kB/s,11.8 kB/s,1.36 kB/s,817 kB/s
2026-02-10 15:40:00,103 kB/s,10.9 kB/s,10.6 kB/s,10.5 kB/s,1.26 kB/s,1.28 kB/s
2026-02-10 15:50:00,624 kB/s,178 kB/s,499 kB/s,500 kB/s,492 kB/s,171 kB/s
2026-02-10 16:00:00,121 kB/s,12.1 kB/s,12.2 kB/s,12.2 kB/s,1.34 kB/s,1.31 kB/s
2026-02-10 16:10:00,125 kB/s,8.67 kB/s,9.04 kB/s,9.39 kB/s,1.34 kB/s,1.39 kB/s
2026-02-10 16:20:00,138 kB/s,9.35 kB/s,9.63 kB/s,9.58 kB/s,1.23 kB/s,1.26 kB/s
