"Time","rskj-miner1:8080 (Copy)","rskj-miner2:8080 (Copy)","rskj-miner3:8080 (Copy)","rskj-miner4:8080 (Copy)","rskj-node1:8080 (Copy)","rskj-node2:8080 (Copy)","rskj-miner1:8080 (MarkSweepCompact)","rskj-miner2:8080 (MarkSweepCompact)","rskj-miner3:8080 (MarkSweepCompact)","rskj-miner4:8080 (MarkSweepCompact)","rskj-node1:8080 (MarkSweepCompact)","rskj-node2:8080 (MarkSweepCompact)"
2026-02-10 18:12:00,1.53 ms,1.69 ms,1.08 ms,1.47 ms,1.17 ms,1.24 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 18:14:00,2.81 ms,1.47 ms,2.54 ms,2.46 ms,2.81 ms,949 µs,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 18:16:00,2.24 ms,1.22 ms,1.44 ms,1.32 ms,2.42 ms,4.00 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 18:18:00,3.19 ms,2.44 ms,2.56 ms,1.95 ms,2.61 ms,4.71 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 18:20:00,1.78 ms,3.92 ms,1.31 ms,1.17 ms,1.37 ms,2.56 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 18:22:00,2.83 ms,4.85 ms,3.85 ms,2.98 ms,2.29 ms,6.34 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 18:24:00,3.39 ms,2.44 ms,2.08 ms,1.39 ms,1.69 ms,4.71 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 18:26:00,2.92 ms,6.27 ms,4.17 ms,3.81 ms,2.46 ms,2.54 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 18:28:00,1.81 ms,2.95 ms,1.90 ms,1.31 ms,2.51 ms,3.03 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 18:30:00,3.59 ms,780 µs,2.15 ms,4.51 ms,2.34 ms,5.76 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 18:32:00,1.73 ms,2.10 ms,2.25 ms,1.76 ms,1.25 ms,1.12 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 18:34:00,1.83 ms,1.51 ms,2.59 ms,2.34 ms,1.54 ms,1.08 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 18:36:00,3.07 ms,983 µs,1.39 ms,1.41 ms,2.07 ms,1.31 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 18:38:00,3.51 ms,1.20 ms,3.29 ms,2.73 ms,1.63 ms,1.42 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 18:40:00,3.05 ms,1.07 ms,3.10 ms,2.66 ms,2.19 ms,1.12 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 18:42:00,3.41 ms,3.24 ms,1.58 ms,2.10 ms,2.36 ms,5.27 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 18:44:00,3.17 ms,3.31 ms,2.93 ms,3.92 ms,3.02 ms,3.25 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 18:46:00,3.24 ms,2.86 ms,2.14 ms,3.41 ms,2.20 ms,3.44 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 18:48:00,2.03 ms,4.93 ms,1.54 ms,3.41 ms,1.42 ms,3.56 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 18:50:00,1.88 ms,2.44 ms,2.69 ms,2.00 ms,1.64 ms,3.88 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 18:52:00,2.56 ms,3.19 ms,3.20 ms,1.86 ms,1.56 ms,5.64 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 18:54:00,2.34 ms,3.12 ms,2.46 ms,1.93 ms,0 s,3.90 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 18:56:00,2.73 ms,593 µs,2.80 ms,2.85 ms,2.47 ms,2.68 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 18:58:00,1.64 ms,831 µs,2.12 ms,2.17 ms,1.54 ms,932 µs,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 19:00:00,1.39 ms,1.41 ms,4.69 ms,1.90 ms,1.54 ms,1.20 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 19:02:00,3.07 ms,1.64 ms,4.12 ms,2.54 ms,2.41 ms,898 µs,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 19:04:00,4.78 ms,1.80 ms,2.71 ms,1.15 ms,2.03 ms,2.14 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 19:06:00,2.83 ms,763 µs,5.08 ms,2.49 ms,1.54 ms,1.51 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 19:08:00,3.24 ms,1.41 ms,4.93 ms,2.73 ms,1.54 ms,1.95 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 19:10:00,31.9 ms,3.14 ms,13.6 ms,8.47 ms,8.75 ms,2.88 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 19:12:00,1.75 ms,5.37 ms,6.85 ms,7.15 ms,8.46 ms,5.19 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 19:14:00,1.02 ms,2.98 ms,6.44 ms,3.88 ms,4.95 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 19:16:00,3.07 ms,7.81 ms,9.09 ms,7.71 ms,6.34 ms,4.37 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 19:18:00,2.25 ms,5.93 ms,627 µs,2.56 ms,831 µs,6.24 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 19:20:00,2.05 ms,5.64 ms,1.69 ms,831 µs,2.41 ms,4.05 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 19:22:00,2.42 ms,2.10 ms,1.29 ms,2.81 ms,1.07 ms,2.73 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 19:24:00,3.12 ms,2.41 ms,1.98 ms,2.25 ms,2.88 ms,4.61 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 19:26:00,2.07 ms,1.76 ms,2.14 ms,2.42 ms,1.63 ms,1.42 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 19:28:00,2.37 ms,1.49 ms,2.25 ms,3.00 ms,3.25 ms,2.51 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 19:30:00,2.22 ms,6.75 ms,1.80 ms,949 µs,1.17 ms,2.20 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 19:32:00,2.05 ms,6.05 ms,3.69 ms,2.14 ms,3.32 ms,6.46 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 19:34:00,2.56 ms,3.46 ms,2.63 ms,1.93 ms,2.00 ms,6.64 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 19:36:00,492 µs,6.27 ms,3.05 ms,2.27 ms,2.71 ms,5.64 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 19:38:00,3.14 ms,5.97 ms,3.15 ms,1.53 ms,1.47 ms,5.61 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 19:40:00,1.95 ms,6.85 ms,1.19 ms,1.75 ms,1.66 ms,5.02 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 19:42:00,1.36 ms,1.12 ms,1.15 ms,1.39 ms,2.15 ms,3.44 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 19:44:00,2.14 ms,847 µs,966 µs,2.53 ms,3.17 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 19:46:00,2.81 ms,1.69 ms,881 µs,2.47 ms,1.39 ms,3.39 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 19:48:00,1.34 ms,1.44 ms,864 µs,1.44 ms,1.59 ms,3.51 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 19:50:00,1.32 ms,814 µs,1.80 ms,1.54 ms,0 s,2.24 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 19:52:00,2.54 ms,746 µs,1.17 ms,2.29 ms,3.78 ms,4.29 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 19:54:00,13.1 ms,4.92 ms,6.17 ms,6.36 ms,2.61 ms,5.93 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 19:56:00,1.59 ms,6.00 ms,3.30 ms,5.19 ms,4.25 ms,4.27 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 19:58:00,1.95 ms,5.92 ms,5.80 ms,4.66 ms,8.41 ms,4.86 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 20:00:00,492 µs,6.47 ms,7.42 ms,3.56 ms,5.08 ms,3.37 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 20:02:00,1.12 ms,6.69 ms,7.25 ms,5.56 ms,5.41 ms,3.69 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 20:04:00,1.85 ms,4.98 ms,3.29 ms,3.93 ms,6.88 ms,4.71 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 20:06:00,2.02 ms,2.88 ms,3.54 ms,3.68 ms,5.02 ms,2.49 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 20:08:00,2.31 ms,3.20 ms,3.36 ms,1.97 ms,8.08 ms,6.07 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 20:10:00,1.37 ms,1.98 ms,1.51 ms,695 µs,864 µs,983 µs,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 20:12:00,1.61 ms,695 µs,814 µs,763 µs,1.61 ms,915 µs,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 20:14:00,2.00 ms,1.68 ms,678 µs,2.22 ms,814 µs,1.00 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 20:16:00,2.42 ms,1.73 ms,2.12 ms,1.54 ms,3.61 ms,831 µs,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 20:18:00,1.83 ms,831 µs,2.32 ms,898 µs,2.22 ms,3.34 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 20:20:00,3.27 ms,8.05 ms,3.37 ms,1.14 ms,3.12 ms,3.12 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 20:22:00,2.32 ms,5.68 ms,1.93 ms,4.22 ms,1.20 ms,2.47 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 20:24:00,1.05 ms,3.19 ms,1.58 ms,1.14 ms,2.02 ms,4.97 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 20:26:00,2.53 ms,7.93 ms,983 µs,4.24 ms,1.66 ms,4.25 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 20:28:00,3.08 ms,5.81 ms,1.39 ms,1.39 ms,1.97 ms,2.64 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 20:30:00,1.44 ms,5.42 ms,3.15 ms,1.90 ms,1.34 ms,5.44 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 20:32:00,3.29 ms,729 µs,2.59 ms,1.07 ms,3.22 ms,5.98 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 20:34:00,2.56 ms,1.78 ms,1.22 ms,949 µs,0 s,2.44 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 20:36:00,3.36 ms,2.31 ms,1.29 ms,3.19 ms,5.10 ms,1.73 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 20:38:00,2.22 ms,3.20 ms,2.34 ms,2.29 ms,3.14 ms,1.37 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 20:40:00,2.85 ms,1.76 ms,1.17 ms,2.75 ms,1.68 ms,864 µs,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 20:42:00,3.00 ms,10.1 ms,4.59 ms,1.20 ms,4.69 ms,8.03 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 20:44:00,1.90 ms,4.95 ms,3.53 ms,1.54 ms,1.61 ms,3.32 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 20:46:00,2.08 ms,6.19 ms,1.24 ms,1.10 ms,3.51 ms,3.03 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 20:48:00,3.05 ms,7.34 ms,2.29 ms,3.19 ms,1.61 ms,2.15 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 20:50:00,3.49 ms,3.14 ms,2.12 ms,2.46 ms,2.78 ms,4.68 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 20:52:00,1.25 ms,2.29 ms,1.17 ms,1.25 ms,2.07 ms,3.53 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 20:54:00,4.37 ms,1.75 ms,3.90 ms,2.59 ms,2.64 ms,3.81 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 20:56:00,1.93 ms,780 µs,3.36 ms,2.25 ms,2.03 ms,898 µs,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 20:58:00,1.80 ms,1.32 ms,1.42 ms,2.69 ms,1.24 ms,864 µs,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 21:00:00,4.15 ms,1.78 ms,4.68 ms,2.85 ms,4.05 ms,932 µs,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 21:02:00,3.49 ms,949 µs,1.86 ms,2.97 ms,2.24 ms,1.03 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 21:04:00,3.29 ms,949 µs,2.86 ms,3.00 ms,3.44 ms,1.75 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 21:06:00,3.53 ms,4.85 ms,1.63 ms,4.03 ms,4.46 ms,4.80 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 21:08:00,3.53 ms,5.53 ms,3.25 ms,2.58 ms,3.22 ms,4.66 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 21:10:00,3.86 ms,5.27 ms,4.48 ms,1.49 ms,1.66 ms,2.25 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 21:12:00,4.17 ms,6.32 ms,3.86 ms,3.64 ms,5.83 ms,3.08 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 21:14:00,3.15 ms,5.47 ms,1.42 ms,4.22 ms,2.05 ms,2.36 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 21:16:00,1.59 ms,2.25 ms,2.27 ms,3.46 ms,2.69 ms,2.73 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 21:18:00,2.56 ms,966 µs,2.02 ms,2.07 ms,2.76 ms,6.41 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 21:20:00,4.80 ms,983 µs,2.12 ms,4.14 ms,4.86 ms,1.25 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 21:22:00,2.75 ms,2.10 ms,2.54 ms,2.47 ms,1.86 ms,1.27 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 21:24:00,2.80 ms,2.78 ms,4.78 ms,1.78 ms,3.47 ms,1.19 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 21:26:00,3.46 ms,3.34 ms,3.71 ms,3.95 ms,4.20 ms,3.90 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 21:28:00,4.69 ms,3.02 ms,5.70 ms,12.4 ms,9.12 ms,6.39 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 21:30:00,14.0 ms,6.24 ms,7.58 ms,16.3 ms,11.2 ms,7.32 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 21:32:00,1.78 ms,7.56 ms,10.3 ms,7.95 ms,16.9 ms,6.03 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 21:34:00,2.05 ms,3.47 ms,542 µs,542 µs,5.97 ms,2.59 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 21:36:00,356 µs,5.85 ms,492 µs,1.22 ms,0 s,3.14 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 21:38:00,2.53 ms,1.53 ms,2.29 ms,1.75 ms,1.97 ms,4.07 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 21:40:00,3.15 ms,1.25 ms,1.47 ms,1.93 ms,949 µs,2.88 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 21:42:00,1.49 ms,1.08 ms,1.15 ms,1.98 ms,1.15 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 21:44:00,898 µs,3.46 ms,0 s,2.83 ms,1.51 ms,1.31 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 21:46:00,3.12 ms,2.03 ms,2.41 ms,3.24 ms,1.05 ms,2.25 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 21:48:00,1.76 ms,5.68 ms,2.02 ms,1.20 ms,1.20 ms,2.39 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 21:50:00,2.27 ms,2.98 ms,1.31 ms,2.31 ms,2.36 ms,2.66 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 21:52:00,1.68 ms,5.66 ms,1.12 ms,1.34 ms,1.36 ms,3.44 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 21:54:00,2.31 ms,2.71 ms,2.29 ms,847 µs,4.12 ms,3.93 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 21:56:00,1.17 ms,6.70 ms,814 µs,1.31 ms,0 s,4.78 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 21:58:00,2.42 ms,5.88 ms,1.08 ms,2.54 ms,1.64 ms,3.00 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 22:00:00,2.53 ms,3.51 ms,1.95 ms,2.02 ms,1.29 ms,4.42 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 22:02:00,2.44 ms,746 µs,1.98 ms,1.15 ms,2.34 ms,2.98 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 22:04:00,3.29 ms,1.59 ms,3.39 ms,2.54 ms,1.37 ms,2.17 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 22:06:00,2.39 ms,3.64 ms,2.95 ms,1.54 ms,2.68 ms,1.41 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 22:08:00,1.47 ms,1000 µs,0 s,1.07 ms,0 s,2.20 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 22:10:00,1.90 ms,2.14 ms,1.41 ms,1.02 ms,1.42 ms,1.05 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 22:12:00,2.39 ms,2.05 ms,2.36 ms,1.47 ms,2.27 ms,1.68 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 22:14:00,2.86 ms,8.73 ms,3.02 ms,4.73 ms,1.75 ms,2.56 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 22:16:00,3.59 ms,5.47 ms,1.54 ms,1.46 ms,2.34 ms,2.85 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 22:18:00,2.02 ms,3.25 ms,1.58 ms,2.49 ms,3.41 ms,6.68 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 22:20:00,3.75 ms,7.44 ms,1.20 ms,2.41 ms,3.63 ms,5.20 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 22:22:00,3.03 ms,7.49 ms,4.05 ms,2.15 ms,1.49 ms,3.14 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 22:24:00,1.05 ms,4.69 ms,3.41 ms,1.75 ms,2.07 ms,5.22 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 22:26:00,1.95 ms,1.80 ms,2.63 ms,2.34 ms,5.36 ms,4.88 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 22:28:00,3.68 ms,1.93 ms,1.15 ms,5.17 ms,4.24 ms,1.34 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 22:30:00,1.31 ms,1.12 ms,1.56 ms,2.63 ms,2.53 ms,797 µs,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 22:32:00,3.42 ms,729 µs,2.59 ms,1.41 ms,2.44 ms,2.80 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 22:34:00,2.46 ms,2.22 ms,2.92 ms,1.92 ms,3.00 ms,1.59 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 22:36:00,2.64 ms,1.14 ms,1.36 ms,1.73 ms,1.66 ms,1.69 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 22:38:00,3.81 ms,3.37 ms,1.64 ms,1.49 ms,1.83 ms,2.00 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 22:40:00,3.03 ms,4.88 ms,1.75 ms,3.90 ms,2.58 ms,3.17 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 22:42:00,1.12 ms,4.93 ms,3.90 ms,1.76 ms,2.12 ms,3.32 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 22:44:00,2.86 ms,2.63 ms,2.54 ms,0 s,3.02 ms,3.51 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 22:46:00,1.76 ms,2.44 ms,2.02 ms,1.97 ms,2.02 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 22:48:00,847 µs,2.59 ms,2.39 ms,2.39 ms,0 s,3.46 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 22:50:00,2.78 ms,2.76 ms,2.81 ms,3.03 ms,2.69 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 22:52:00,3.81 ms,1.07 ms,1.75 ms,2.02 ms,3.17 ms,7.25 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 22:54:00,1.71 ms,1.27 ms,1.83 ms,2.15 ms,1.66 ms,1.49 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 22:56:00,2.86 ms,1.31 ms,2.08 ms,1.78 ms,4.02 ms,1.68 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 22:58:00,2.44 ms,1.56 ms,1.68 ms,3.66 ms,1.59 ms,864 µs,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 23:00:00,3.07 ms,746 µs,3.95 ms,2.17 ms,1.53 ms,915 µs,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 23:02:00,3.42 ms,1.17 ms,3.61 ms,3.34 ms,4.17 ms,1.88 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 23:04:00,3.68 ms,2.08 ms,2.70 ms,1.61 ms,3.53 ms,1.15 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 23:06:00,3.32 ms,2.68 ms,2.64 ms,1.75 ms,5.46 ms,7.54 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 23:08:00,2.95 ms,4.02 ms,2.36 ms,2.02 ms,2.53 ms,7.34 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 23:10:00,6.20 ms,5.90 ms,6.10 ms,5.92 ms,11.9 ms,3.08 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 23:12:00,2.80 ms,6.95 ms,4.51 ms,11.6 ms,5.41 ms,6.00 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 23:14:00,2.25 ms,2.34 ms,11.1 ms,4.59 ms,4.64 ms,3.76 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 23:16:00,2.39 ms,3.54 ms,1.37 ms,1.86 ms,5.66 ms,4.47 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 23:18:00,1.20 ms,1.41 ms,1.08 ms,1.42 ms,1.07 ms,3.54 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 23:20:00,1.42 ms,1.49 ms,0 s,695 µs,0 s,1.58 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 23:22:00,1.97 ms,2.47 ms,2.15 ms,847 µs,2.08 ms,1000 µs,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 23:24:00,932 µs,1.17 ms,1.29 ms,1.97 ms,2.44 ms,2.02 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 23:26:00,2.27 ms,780 µs,1.85 ms,2.19 ms,1.24 ms,2.41 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 23:28:00,2.25 ms,1.54 ms,2.75 ms,966 µs,1.02 ms,1.42 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 23:30:00,1.61 ms,2.34 ms,1.47 ms,2.20 ms,2.27 ms,1.20 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 23:32:00,1.63 ms,4.58 ms,3.10 ms,915 µs,1.05 ms,4.92 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 23:34:00,2.12 ms,4.68 ms,1.80 ms,1.31 ms,1.54 ms,2.80 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 23:36:00,3.56 ms,7.22 ms,2.32 ms,1.29 ms,2.85 ms,6.15 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 23:38:00,3.75 ms,6.03 ms,1.46 ms,1.14 ms,1.22 ms,3.47 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 23:40:00,2.24 ms,3.10 ms,1.68 ms,1000 µs,1.49 ms,6.31 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 23:42:00,2.66 ms,2.37 ms,1.19 ms,2.64 ms,1.95 ms,2.83 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 23:44:00,1.97 ms,695 µs,1.15 ms,3.12 ms,1.02 ms,8.02 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 23:46:00,3.15 ms,2.41 ms,2.24 ms,2.39 ms,1.46 ms,5.59 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 23:48:00,2.37 ms,2.00 ms,1.22 ms,2.27 ms,2.66 ms,2.53 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 23:50:00,2.32 ms,1.02 ms,2.64 ms,2.07 ms,2.59 ms,3.24 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 23:52:00,1.00 ms,1.31 ms,1.88 ms,1.88 ms,1.20 ms,2.34 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 23:54:00,3.29 ms,1.80 ms,2.20 ms,2.75 ms,2.71 ms,1.12 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 23:56:00,14.0 ms,5.61 ms,8.59 ms,3.51 ms,2.98 ms,6.05 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-10 23:58:00,2.02 ms,3.39 ms,9.64 ms,3.76 ms,7.73 ms,3.47 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 00:00:00,966 µs,2.07 ms,5.09 ms,3.37 ms,3.44 ms,3.59 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 00:02:00,2.20 ms,5.81 ms,3.53 ms,3.07 ms,2.68 ms,0 s,0 s,0 s,0 s,0 s,0 s,0 s
