"Time","rskj-miner1","rskj-miner2","rskj-miner3","rskj-miner4","rskj-node1","rskj-node2"
2026-02-10 12:40:00,35.8 KiB/s,3.15 KiB/s,3.15 KiB/s,3.17 KiB/s,3.16 KiB/s,3.15 KiB/s
2026-02-10 12:50:00,37.9 KiB/s,2.60 KiB/s,2.60 KiB/s,2.58 KiB/s,2.52 KiB/s,2.59 KiB/s
2026-02-10 13:00:00,41.2 KiB/s,3.45 KiB/s,3.46 KiB/s,3.47 KiB/s,3.48 KiB/s,3.46 KiB/s
2026-02-10 13:10:00,37.7 KiB/s,3.18 KiB/s,3.19 KiB/s,3.18 KiB/s,3.20 KiB/s,3.17 KiB/s
2026-02-10 13:20:00,38.4 KiB/s,2.74 KiB/s,2.77 KiB/s,2.76 KiB/s,2.76 KiB/s,2.74 KiB/s
2026-02-10 13:30:00,23.9 KiB/s,1.90 KiB/s,1.91 KiB/s,1.89 KiB/s,1.91 KiB/s,1.89 KiB/s
2026-02-10 13:40:00,38.5 KiB/s,2.95 KiB/s,2.98 KiB/s,2.96 KiB/s,2.99 KiB/s,2.94 KiB/s
2026-02-10 13:50:00,38.6 KiB/s,3.21 KiB/s,3.22 KiB/s,3.23 KiB/s,3.23 KiB/s,3.17 KiB/s
2026-02-10 14:00:00,37.6 KiB/s,3.42 KiB/s,3.42 KiB/s,3.36 KiB/s,3.47 KiB/s,3.41 KiB/s
2026-02-10 14:10:00,38.2 KiB/s,3.05 KiB/s,3.06 KiB/s,3.03 KiB/s,3.08 KiB/s,3.03 KiB/s
2026-02-10 14:20:00,36.4 KiB/s,2.98 KiB/s,3.03 KiB/s,3.03 KiB/s,3.05 KiB/s,2.98 KiB/s
2026-02-10 14:30:00,35.6 KiB/s,3.16 KiB/s,3.17 KiB/s,3.18 KiB/s,3.21 KiB/s,3.13 KiB/s
2026-02-10 14:40:00,39.7 KiB/s,3.01 KiB/s,3.06 KiB/s,3.04 KiB/s,3.06 KiB/s,3.01 KiB/s
2026-02-10 14:50:00,37.2 KiB/s,2.69 KiB/s,2.70 KiB/s,2.68 KiB/s,2.71 KiB/s,2.66 KiB/s
2026-02-10 15:00:00,36.6 KiB/s,2.86 KiB/s,2.80 KiB/s,2.88 KiB/s,2.89 KiB/s,2.83 KiB/s
2026-02-10 15:10:00,33.7 KiB/s,2.63 KiB/s,2.64 KiB/s,2.62 KiB/s,2.65 KiB/s,2.60 KiB/s
2026-02-10 15:20:00,36.7 KiB/s,3.08 KiB/s,3.07 KiB/s,3.12 KiB/s,3.11 KiB/s,3.07 KiB/s
2026-02-10 15:30:00,38.7 KiB/s,3.87 KiB/s,3.87 KiB/s,3.89 KiB/s,3.90 KiB/s,3.80 KiB/s
2026-02-10 15:40:00,33.4 KiB/s,3.07 KiB/s,3.06 KiB/s,3.05 KiB/s,3.08 KiB/s,3.04 KiB/s
2026-02-10 15:50:00,38.3 KiB/s,2.98 KiB/s,2.99 KiB/s,3.01 KiB/s,3.01 KiB/s,2.97 KiB/s
2026-02-10 16:00:00,36.8 KiB/s,3.65 KiB/s,3.70 KiB/s,3.68 KiB/s,3.68 KiB/s,3.61 KiB/s
2026-02-10 16:10:00,37.6 KiB/s,3.24 KiB/s,3.27 KiB/s,3.27 KiB/s,3.27 KiB/s,3.23 KiB/s
2026-02-10 16:20:00,37.2 KiB/s,2.51 KiB/s,2.51 KiB/s,2.52 KiB/s,2.52 KiB/s,2.50 KiB/s
