"Time","rskj-miner1","rskj-miner2","rskj-miner3","rskj-miner4","rskj-node1","rskj-node2"
2026-02-10 12:40:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-10 12:50:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-10 13:00:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-10 13:10:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-10 13:20:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-10 13:30:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-10 13:40:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-10 13:50:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-10 14:00:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-10 14:10:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-10 14:20:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-10 14:30:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-10 14:40:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-10 14:50:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-10 15:00:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-10 15:10:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-10 15:20:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-10 15:30:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-10 15:40:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-10 15:50:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-10 16:00:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-10 16:10:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-10 16:20:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-10 16:30:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-10 16:40:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-10 16:50:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-10 17:00:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-10 17:10:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-10 17:20:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-10 17:30:00,13.4 B/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-10 17:40:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-10 17:50:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-10 18:00:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-10 18:10:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-10 18:20:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-10 18:30:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-10 18:40:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-10 18:50:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-10 19:00:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-10 19:10:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-10 19:20:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-10 19:30:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-10 19:40:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-10 19:50:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-10 20:00:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
