Time,"container_id=""rskj-miner1"",job=""docker-json-logs"",service_name=""docker-json-logs"",source=""promtail"""
2026-02-23 21:04:30,15
2026-02-23 21:05:00,15.18987341772152
2026-02-23 21:05:30,15.789473684210526
2026-02-23 21:06:00,15.384615384615383
2026-02-23 21:06:30,15.584415584415586
2026-02-23 21:07:00,15.384615384615383
2026-02-23 21:07:30,16.216216216216218
2026-02-23 21:08:00,16.216216216216218
2026-02-23 21:08:30,16.901408450704224
2026-02-23 21:09:00,17.391304347826086
2026-02-23 21:09:30,17.142857142857142
2026-02-23 21:10:00,18.46153846153846
2026-02-23 21:10:30,18.181818181818183
2026-02-23 21:11:00,17.647058823529413
2026-02-23 21:11:30,17.910447761194032
2026-02-23 21:12:00,17.647058823529413
2026-02-23 21:12:30,17.910447761194032
2026-02-23 21:13:00,17.910447761194032
2026-02-23 21:13:30,18.181818181818183
2026-02-23 21:14:00,19.047619047619047
2026-02-23 21:14:30,20
2026-02-23 21:15:00,20
2026-02-23 21:15:30,19.672131147540984
2026-02-23 21:16:00,19.672131147540984
2026-02-23 21:16:30,19.35483870967742
2026-02-23 21:17:00,20
2026-02-23 21:17:30,18.75
2026-02-23 21:18:00,18.46153846153846
2026-02-23 21:18:30,17.910447761194032
2026-02-23 21:19:00,18.181818181818183
2026-02-23 21:19:30,18.181818181818183
2026-02-23 21:20:00,18.181818181818183
2026-02-23 21:20:30,17.910447761194032
2026-02-23 21:21:00,17.910447761194032
2026-02-23 21:21:30,18.181818181818183
2026-02-23 21:22:00,18.46153846153846
2026-02-23 21:22:30,19.047619047619047
2026-02-23 21:23:00,18.181818181818183
2026-02-23 21:23:30,17.391304347826086
2026-02-23 21:24:00,17.391304347826086
2026-02-23 21:24:30,16.901408450704224
2026-02-23 21:25:00,16.43835616438356
