Time,"__name__=""dockerstats_memory_usage_bytes"",id=""32e8878a18b4"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner2""","__name__=""dockerstats_memory_usage_bytes"",id=""607db649cdaf"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner4""","__name__=""dockerstats_memory_usage_bytes"",id=""613f6ff7e2df"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner3""","__name__=""dockerstats_memory_usage_bytes"",id=""7dbd4d4b5e3e"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node2""","__name__=""dockerstats_memory_usage_bytes"",id=""7f4d8d0f8f10"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node1""","__name__=""dockerstats_memory_usage_bytes"",id=""856dd1ab9191"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner1"""
2026-02-23 21:04:57,1581715456,1587113984,2857426944,2809917440,1563516928,1785470976
2026-02-23 21:05:27,1592741888,1587109888,2876596224,2824683520,1574494208,1789579264
2026-02-23 21:05:57,1597755392,1602228224,2882629632,2830036992,1578946560,1804017664
2026-02-23 21:06:27,1606176768,1602469888,2882371584,2830049280,1579225088,1805520896
2026-02-23 21:06:57,1610604544,1617010688,2883936256,2834083840,1589547008,1826959360
2026-02-23 21:07:27,1625837568,1617772544,2886561792,2834554880,1589997568,1729941504
2026-02-23 21:07:57,1627136000,1629233152,2900303872,2835677184,1593049088,1737367552
2026-02-23 21:08:27,1639776256,1629487104,2900303872,2840432640,1593053184,1738575872
2026-02-23 21:08:57,1639919616,1637777408,2900697088,2840080384,1593147392,1747619840
2026-02-23 21:09:27,1642590208,1640669184,2900963328,2842673152,1604116480,1762144256
2026-02-23 21:09:57,1644601344,1649868800,2905026560,2844418048,1605824512,1771212800
2026-02-23 21:10:27,1658273792,1667727360,2918653952,2847440896,1608908800,1781923840
2026-02-23 21:10:57,1659326464,1668755456,2921779200,2848518144,1620369408,1794818048
2026-02-23 21:11:27,1664483328,1680908288,2924769280,2853277696,1625010176,1801043968
2026-02-23 21:11:57,1665449984,1682259968,2926161920,2862698496,1626157056,1810042880
2026-02-23 21:12:27,1665495040,1682259968,2926157824,2862702592,1628266496,1817792512
2026-02-23 21:12:57,1668128768,1682808832,2926235648,2863206400,1628753920,1822744576
2026-02-23 21:13:27,1669558272,1684160512,2927423488,2864799744,1630113792,1833066496
2026-02-23 21:13:57,1674612736,1685221376,2928648192,2865610752,1639534592,1848307712
2026-02-23 21:14:27,1677111296,1690484736,2934222848,2868744192,1642614784,1856655360
2026-02-23 21:14:57,1682354176,1691504640,2935255040,2882396160,1647996928,1869934592
2026-02-23 21:15:27,1683742720,1703817216,2938867712,2883772416,1649065984,1885790208
2026-02-23 21:15:57,1692725248,1704394752,2939420672,2884313088,1649553408,1894313984
2026-02-23 21:16:27,1694150656,1705295872,2949459968,2885636096,1657446400,1910345728
2026-02-23 21:16:57,1694220288,1705361408,2949533696,2885701632,1657483264,1922924544
2026-02-23 21:17:27,1695625216,1709694976,2951819264,2887499776,1660940288,1932419072
2026-02-23 21:17:57,1697013760,1714847744,2954887168,2899009536,1662255104,1945927680
2026-02-23 21:18:27,1702576128,1715392512,2956271616,2899632128,1662791680,1952567296
2026-02-23 21:18:57,1706098688,1727782912,2979864576,2901561344,1672605696,1978355712
2026-02-23 21:19:27,1720852480,1727524864,2979868672,2901573632,1672601600,1893244928
2026-02-23 21:19:57,1723875328,1728045056,2980392960,2902081536,1673072640,1907527680
2026-02-23 21:20:27,1726017536,1736511488,2984988672,2904625152,1681473536,1922052096
2026-02-23 21:20:57,1729167360,1738579968,2987016192,2920357888,1683808256,1939140608
2026-02-23 21:21:27,1729835008,1739239424,2987724800,2921033728,1688735744,1959268352
2026-02-23 21:21:57,1732448256,1739751424,2996752384,2919993344,1689251840,1975603200
2026-02-23 21:22:27,1732665344,1740230656,2996985856,2920202240,1689481216,1989320704
2026-02-23 21:22:57,1741836288,1753341952,2999861248,2920894464,1702854656,2002673664
2026-02-23 21:23:27,1742934016,1754865664,3001065472,2921951232,1703927808,2016997376
2026-02-23 21:23:57,1743798272,1755762688,3001573376,2922397696,1704366080,2017361920
2026-02-23 21:24:27,1744703488,1755971584,3001827328,2931425280,1704681472,2017611776
2026-02-23 21:24:57,1746907136,1758171136,3009159168,2931499008,1717399552,2017837056
