Time,"name=""rskj-miner1""","name=""rskj-miner2""","name=""rskj-miner3""","name=""rskj-miner4""","name=""rskj-node1""","name=""rskj-node2"""
2026-02-23 21:04:57,1292695.2653539774,1528.2595951584535,1493.2928721680055,1457.8778578571673,1485.0856926100898,1534.5356736439185
2026-02-23 21:05:27,1307732.5425014654,75933.72185247765,90814.85568467877,90780.09586537465,90789.61343494602,90777.40611745231
2026-02-23 21:05:57,1398353.5172413792,210419.0344827586,180713.24137931035,188094.89655172414,210363.1724137931,210399.79310344826
2026-02-23 21:06:27,1262715.359679978,60925.236223187814,60897.92399475827,68248.29298572316,60885.92316711498,60931.857369473764
2026-02-23 21:06:57,1323736.9310344828,270094.7586206896,240334.3448275862,269985.5862068965,270033.9310344828,270062.3448275862
2026-02-23 21:07:27,1307650.3224026756,75988.89693458845,90825.90255508429,90836.2470259646,90810.79962759904,90801.48960380675
2026-02-23 21:07:57,1435318.92003724,91035.27464570187,105906.83079893795,90936.31254094685,105850.97065618426,105896.62425433604
2026-02-23 21:08:27,1270300.4137931035,75807.37931034483,75837.79310344828,75791.44827586207,75791.24137931035,75825.37931034483
2026-02-23 21:08:57,1251531.8804096691,441709.9899996551,441689.43756681256,441671.43694610154,441638.8151315562,441713.3694265319
2026-02-23 21:09:27,1365499.9655172413,16183.655172413793,16162.551724137931,1308.6206896551723,16168.344827586207,16158.620689655172
2026-02-23 21:09:57,1358615.3315631573,31483.5683989103,46316.70057588192,31458.257181282108,46268.90582433876,46306.28642366978
2026-02-23 21:10:27,1324838.2013172866,31163.764267733364,16280.354494982583,31112.8659608952,31104.17600606917,31145.97055070864
2026-02-23 21:10:57,1247152.6604365667,31367.1505913997,16510.98313734956,16477.395772268006,31325.97675781923,31377.771647298177
2026-02-23 21:11:27,1299705.0932790784,280553.81220042065,310000.6896789544,295366.32297665434,310001.86213317694,309973.9991034173
2026-02-23 21:11:57,1273113.103448276,30887.793103448275,30841.379310344826,30842.896551724138,30882.62068965517,30877.241379310344
2026-02-23 21:12:27,1376497.7586206896,1291.2413793103449,1250.896551724138,1190.0689655172414,1201.2413793103449,1240.7586206896551
2026-02-23 21:12:57,1310059.6937719842,1579.0399337885372,1535.1403545072073,1560.1765639009586,1563.0043451272502,1572.3843023656802
2026-02-23 21:13:27,1221037.863374599,30619.331701093135,30641.263491844544,30613.46942998034,30634.228766509186,30635.677092313523
2026-02-23 21:13:57,1325411.448275862,215206.1379310345,229318,229305.8620689655,229225.8620689655,229273.44827586206
2026-02-23 21:14:27,1209868.202351805,314682.6442291113,328987.1374874995,328801.3379771716,328798.303389772,328802.16559191694
2026-02-23 21:14:57,1296371.6551724137,91518.75862068965,105716.13793103448,106511.5172413793,106510.48275862068,106556.89655172413
2026-02-23 21:15:27,1339891.44453257,253276.31987309904,253245.90503120795,224012.96596434357,252412.56595055,252316.63160798643
2026-02-23 21:15:57,1238107.344827586,144023.0344827586,158175.79310344826,158134,158084.6896551724,158137.44827586206
2026-02-23 21:16:27,1296325.367266708,158081.2469825505,172229.67101179392,172216.2218084006,172196.7721911856,172198.0136561142
2026-02-23 21:16:57,1216147.418876513,1525.9836546087795,1471.5679851029345,1467.0850718990307,1464.11945239491,1532.2597330942444
2026-02-23 21:17:27,1215458.1925966772,243358.44764596398,248625.8358034052,224797.20135107185,253082.4429585717,253057.07589439576
2026-02-23 21:17:57,1295633.032266961,119798.12465526753,105680.91560948706,105617.55377826808,119811.43132928849,119794.26365140652
2026-02-23 21:18:27,1238100.9655172413,143898.6896551724,157953.44827586206,157937.93103448275,157944.55172413794,157930.6896551724
2026-02-23 21:18:57,1254374.8749956894,199006.8623055967,198977.68888582362,199518.0523466326,213139.6255043277,213066.03675988823
2026-02-23 21:19:27,1140978.9295813506,1243.3271260086906,1231.9470308297125,1242.2925719015107,1224.498241258018,1252.6381129733088
2026-02-23 21:19:57,1099637.783601131,70428.93593545273,84025.10171712296,83943.45217571202,83936.00441348873,84002.62050893043
2026-02-23 21:20:27,1128654.2758620689,248674.27586206896,248697.44827586206,235125.10344827586,248635.58620689655,248648.41379310345
2026-02-23 21:20:57,1159794.4067036794,165944.34290837613,174571.19211007273,165944.20497258523,174594.08945136037,174642.7807855443
2026-02-23 21:21:27,1133945.099662046,115489.4820332437,121672.5291399407,108012.96641147668,121617.49086143874,121636.94047865372
2026-02-23 21:21:57,1145720.0344827585,84247.6551724138,84207.10344827586,70614.96551724138,84166.41379310345,84254.3448275862
2026-02-23 21:22:27,1156742.8788192288,1316.9873784398924,7479.205462445686,7500.931098696462,7465.7562590523485,7501.138009517897
2026-02-23 21:22:57,1065311.448275862,153302.2068965517,153372,147084.55172413794,153311.79310344826,153318.6896551724
2026-02-23 21:23:27,1106129.3492879064,121764.75050863822,129129.41825580191,135346.39125487083,135301.28625125,135304.32083864958
2026-02-23 21:23:57,38991.37901306941,48045.518810993475,41849.44308424428,48016.75919859305,48023.58702024207,48047.38094417048
2026-02-23 21:24:27,201757.44827586206,418368.4137931034,422829.1034482759,422750.2068965517,422782.7586206896,422778
2026-02-23 21:24:57,370583.77875099133,694966.7229904479,694944.3773923238,694494.4998103381,694646.6429876891,694623.7456464015
