Time,"name=""rskj-miner1""","name=""rskj-miner2""","name=""rskj-miner3""","name=""rskj-node1""","name=""rskj-node2"""
2026-03-06 18:59:10,,,1.269335542,1.994080751,
2026-03-06 19:36:10,,5.387726502,,,
2026-03-06 19:43:10,,,1.532741417,2.887996293,
2026-03-06 20:07:10,,,,2.616780876,
2026-03-06 20:49:10,,,3.040698376,9.679417046,
2026-03-06 22:03:10,,,1.568102417,,
2026-03-06 22:31:10,1.455360501,,,,
2026-03-06 22:36:10,,1.003561,1.007524168,1.121976,
2026-03-06 22:42:10,,,,1.583967167,
2026-03-06 22:46:10,,1.095623625,1.290136583,1.220564917,1.782074709
2026-03-06 22:50:10,,,2.467749376,3.75403846,
2026-03-06 23:01:10,1.052811209,,,,
2026-03-06 23:26:10,,,,1.367639084,
2026-03-06 23:36:10,,,1.442485918,,
2026-03-06 23:39:10,,,,,3.083474918
2026-03-06 23:41:10,,1.225219292,,,
2026-03-06 23:46:10,1.232180251,,,,
2026-03-06 23:51:10,,2.664411418,,,1.152637459
2026-03-07 00:01:10,,,1.971120293,,
2026-03-07 00:06:10,1.203937709,1.853643876,1.769939876,,1.825216875
2026-03-07 00:08:10,,1.377904793,,,
2026-03-07 00:20:10,,1.492674751,,,
2026-03-07 00:26:10,,1.245322959,,1.013770542,
2026-03-07 00:46:10,,2.169631709,,,
2026-03-07 01:06:10,1.22508325,,,,
2026-03-07 01:26:10,1.646796585,2.069806918,,,
2026-03-07 01:36:10,,,1.051974751,,
2026-03-07 01:44:10,,1.422437917,,,
2026-03-07 01:57:10,,,,1.317349125,
2026-03-07 02:06:10,,,,,1.221085167
2026-03-07 02:11:10,,1.487716501,,,3.504827626
2026-03-07 02:15:10,,1.385380208,,,
2026-03-07 02:21:10,,1.77958046,1.120036376,3.129930376,
2026-03-07 02:26:10,1.337336542,,,,
2026-03-07 02:36:10,,1.169830042,,,1.664741375
2026-03-07 02:48:10,1.067330083,,,1.324582001,
2026-03-07 02:53:10,,1.001092292,,,
2026-03-07 03:06:10,1.52005925,1.305379834,,1.219451584,
2026-03-07 03:17:10,,,2.347218251,,
2026-03-07 03:28:10,,1.086923042,,,
2026-03-07 03:51:10,,,,1.437588293,
2026-03-07 04:01:10,,,1.093704167,,1.627413709
2026-03-07 04:07:10,1.494143167,,,,
2026-03-07 04:16:10,1.022752501,2.305590209,,,
2026-03-07 04:23:10,,,4.698197419,6.662696087,
2026-03-07 04:31:10,1.006401167,1.133539709,,,
2026-03-07 04:33:10,,1.37625725,,,
2026-03-07 04:48:10,,,,,1.559105293
2026-03-07 04:51:10,2.024600001,,,1.007008125,
2026-03-07 04:52:10,,1.70467075,,,
2026-03-07 04:56:10,,,1.472722751,,
2026-03-07 04:57:10,,,,1.302985,
2026-03-07 05:08:10,,2.698458209,,,
2026-03-07 05:09:10,,,5.229443628,13.285195339,
2026-03-07 05:11:10,1.218122834,,3.025856084,1.206916084,1.288924834
2026-03-07 05:16:10,,,1.225346292,1.423425751,1.096159292
2026-03-07 05:56:10,,,,1.853286918,
2026-03-07 06:01:10,1.110686584,,,,
2026-03-07 06:11:10,1.192998875,,,1.604501459,1.910341835
2026-03-07 07:24:10,,,,1.199128334,
2026-03-07 07:34:10,,,,,3.980181002
2026-03-07 07:55:10,,,,1.289485876,
2026-03-07 08:26:10,,,,,1.034568083
2026-03-07 08:40:10,,,,,1.722545584
2026-03-07 09:39:10,8.851838879,,,,
2026-03-07 09:40:10,,,,4.478064127,15.815063424
2026-03-07 09:41:10,,,,,15.815063424
2026-03-07 10:19:10,,,,2.277185335,
