Time,"__name__=""promtail_custom_block_datasource_flush_seconds"",container_id=""rskj-miner3"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail""","__name__=""promtail_custom_block_datasource_flush_seconds"",container_id=""rskj-miner4"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail""","__name__=""promtail_custom_block_datasource_flush_seconds"",container_id=""rskj-node1"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail"""
2026-03-10 13:28:59,0.001112,0.000699,0.001442
2026-03-10 13:29:29,0.001112,0.000699,0.001442
2026-03-10 13:29:59,0.001112,0.000699,0.001442
2026-03-10 13:30:29,0.001112,0.000699,0.001442
2026-03-10 13:30:59,0.001112,0.000699,0.001442
2026-03-10 13:31:29,0.001112,0.000699,0.001442
2026-03-10 13:31:59,0.001112,0.000699,0.001442
2026-03-10 13:32:29,0.001112,0.000699,0.001442
2026-03-10 13:32:59,0.001112,0.000699,0.001442
2026-03-10 13:33:29,0.001112,0.000699,0.001442
2026-03-10 13:49:59,0.001253,0.004063,0.000575
2026-03-10 13:50:29,0.001253,0.004063,0.000575
2026-03-10 13:50:59,0.001253,0.004063,0.000575
2026-03-10 13:51:29,0.001253,0.004063,0.000575
2026-03-10 13:51:59,0.001253,0.004063,0.000575
2026-03-10 13:52:29,0.001253,0.004063,0.000575
2026-03-10 13:52:59,0.001253,0.004063,0.000575
2026-03-10 13:53:29,0.001253,0.004063,0.000575
2026-03-10 13:53:59,0.001253,0.004063,0.000575
2026-03-10 13:54:29,0.001253,0.004063,0.000575
