Time,"__name__=""node_load1"",instance=""host.docker.internal:9300"",job=""node-exporter"""
2026-03-10 13:12:59,8.14
2026-03-10 13:13:29,9.01
2026-03-10 13:13:59,14.44
2026-03-10 13:14:29,15.45
2026-03-10 13:14:59,16.95
2026-03-10 13:15:29,14.77
2026-03-10 13:15:59,14.47
2026-03-10 13:16:29,14.15
2026-03-10 13:16:59,12.33
2026-03-10 13:17:29,9.46
2026-03-10 13:17:59,8.73
2026-03-10 13:18:29,11.31
2026-03-10 13:18:59,10.87
2026-03-10 13:19:29,12.09
2026-03-10 13:19:59,10.62
2026-03-10 13:20:29,11.17
2026-03-10 13:20:59,13.1
2026-03-10 13:21:29,13.81
2026-03-10 13:21:59,16.49
2026-03-10 13:22:29,17.52
2026-03-10 13:22:59,14.27
2026-03-10 13:23:29,12.44
2026-03-10 13:23:59,10.71
2026-03-10 13:24:29,8.63
2026-03-10 13:24:59,6.94
2026-03-10 13:25:29,6.36
2026-03-10 13:25:59,6.25
2026-03-10 13:26:29,7.35
2026-03-10 13:26:59,7.63
2026-03-10 13:27:29,9.45
2026-03-10 13:27:59,13.18
2026-03-10 13:28:29,14.74
2026-03-10 13:28:59,11.78
2026-03-10 13:29:29,14.44
2026-03-10 13:29:59,15.14
2026-03-10 13:30:29,13.69
2026-03-10 13:30:59,11.32
2026-03-10 13:31:29,14.51
2026-03-10 13:31:59,12.57
2026-03-10 13:32:29,11.87
2026-03-10 13:32:59,10.76
2026-03-10 13:33:29,11.37
2026-03-10 13:33:59,11.3
2026-03-10 13:34:29,10.45
2026-03-10 13:34:59,11.79
2026-03-10 13:35:29,9.99
2026-03-10 13:35:59,9.76
2026-03-10 13:36:29,9.58
2026-03-10 13:36:59,9.31
2026-03-10 13:37:29,8.63
2026-03-10 13:37:59,8.27
2026-03-10 13:38:29,8.38
2026-03-10 13:38:59,8.75
2026-03-10 13:39:29,8.35
2026-03-10 13:39:59,7.58
2026-03-10 13:40:29,10.68
2026-03-10 13:40:59,14.14
2026-03-10 13:41:29,13.92
2026-03-10 13:41:59,13.12
2026-03-10 13:42:29,14.14
2026-03-10 13:42:59,12
2026-03-10 13:43:29,12.64
2026-03-10 13:43:59,11.48
2026-03-10 13:44:29,10.43
2026-03-10 13:44:59,9.53
2026-03-10 13:45:29,12.58
2026-03-10 13:45:59,11.49
2026-03-10 13:46:29,8.76
2026-03-10 13:46:59,10.56
2026-03-10 13:47:29,9.55
2026-03-10 13:47:59,11.31
2026-03-10 13:48:29,9.43
2026-03-10 13:48:59,9.57
2026-03-10 13:49:29,9.35
2026-03-10 13:49:59,7.29
2026-03-10 13:50:29,7.28
2026-03-10 13:50:59,7.38
2026-03-10 13:51:29,6.64
2026-03-10 13:51:59,6.83
2026-03-10 13:52:29,7.79
2026-03-10 13:52:59,7.03
2026-03-10 13:53:29,6.67
2026-03-10 13:53:59,8.22
2026-03-10 13:54:29,7.2
2026-03-10 13:54:59,6.45
2026-03-10 13:55:29,8.37
2026-03-10 13:55:59,9.62
2026-03-10 13:56:29,9.64
2026-03-10 13:56:59,10.41
2026-03-10 13:57:29,10.86
2026-03-10 13:57:59,12.98
2026-03-10 13:58:29,12.27
2026-03-10 13:58:59,11.59
2026-03-10 13:59:29,9.62
2026-03-10 13:59:59,7.96
2026-03-10 14:00:29,10.19
2026-03-10 14:00:59,11.47
2026-03-10 14:01:29,12.95
2026-03-10 14:01:59,15.48
2026-03-10 14:02:29,16.89
2026-03-10 14:02:59,16.9
2026-03-10 14:03:29,16.58
2026-03-10 14:03:59,18.82
2026-03-10 14:04:29,15.82
2026-03-10 14:04:59,14.03
2026-03-10 14:05:29,13.48
2026-03-10 14:05:59,11.28
2026-03-10 14:06:29,11.28
2026-03-10 14:06:59,9.66
2026-03-10 14:07:29,8.37
2026-03-10 14:07:59,9.78
2026-03-10 14:08:29,10.92
2026-03-10 14:08:59,8.87
2026-03-10 14:09:29,9.12
2026-03-10 14:09:59,8.47
2026-03-10 14:10:29,9.96
2026-03-10 14:10:59,11.97
2026-03-10 14:11:29,9.37
2026-03-10 14:11:59,8.21
2026-03-10 14:12:29,11.66
2026-03-10 14:12:59,10.8
