Time,"__name__=""promtail_custom_block_processed_after_seconds"",container_id=""rskj-miner1"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail""","__name__=""promtail_custom_block_processed_after_seconds"",container_id=""rskj-miner2"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail""","__name__=""promtail_custom_block_processed_after_seconds"",container_id=""rskj-miner4"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail""","__name__=""promtail_custom_block_processed_after_seconds"",container_id=""rskj-node1"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail""","__name__=""promtail_custom_block_processed_after_seconds"",container_id=""rskj-node2"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail"""
2026-02-27 17:04:01,0.033587,0.014829,0.01637,0.013675,0.014344
2026-02-27 17:04:31,0.033587,0.014829,0.01637,0.013675,0.014344
2026-02-27 17:05:01,0.085544,0.135639,0.192072,0.01249,0.021585
2026-02-27 17:05:31,0.105053,0.066237,0.092148,0.038872,0.030411
2026-02-27 17:06:01,0.094511,0.061897,0.098799,0.019535,0.039215
2026-02-27 17:06:31,0.087246,0.063293,0.179388,0.016356,0.018469
2026-02-27 17:07:01,0.044054,0.041111,0.036031,0.020425,0.013135
2026-02-27 17:07:31,0.055583,0.036714,0.047199,0.031193,0.040082
2026-02-27 17:08:01,0.054054,0.039699,0.090571,0.035151,0.024689
2026-02-27 17:08:31,0.051477,0.028199,0.040183,0.021505,0.012146
2026-02-27 17:09:01,0.065849,0.047319,0.049248,0.034617,0.022438
2026-02-27 17:09:31,0.068768,0.106202,0.051188,0.043498,0.030091
2026-02-27 17:10:01,0.045899,0.054576,0.080086,0.020392,0.019525
2026-02-27 17:10:31,0.029046,0.034917,0.036526,0.02239,0.024241
2026-02-27 17:11:01,0.050582,0.048859,0.047559,0.039221,0.040449
2026-02-27 17:11:31,0.05017,0.048225,0.034324,0.019452,0.021888
2026-02-27 17:12:01,0.05017,0.048225,0.034324,0.019452,0.021888
2026-02-27 17:12:31,0.041074,0.029745,0.043869,0.024859,0.02684
2026-02-27 17:13:01,0.046727,0.107018,0.080465,0.034347,0.063041
2026-02-27 17:13:31,0.04987,0.044874,0.075604,0.053162,0.054126
2026-02-27 17:14:01,0.056126,0.027944,0.034695,0.016745,0.036604
2026-02-27 17:14:31,0.027314,0.017264,0.00638,0.005624,0.01212
2026-02-27 17:15:01,0.078262,0.046371,0.064873,0.030843,0.031224
2026-02-27 17:15:31,0.078262,0.046371,0.064873,0.030843,0.031224
2026-02-27 17:16:01,0.051217,0.075366,0.079521,0.204901,0.065966
2026-02-27 17:16:31,0.048068,0.104556,0.037265,0.092215,0.027874
2026-02-27 17:17:01,0.041807,0.026755,0.027239,0.021732,0.015264
2026-02-27 17:17:31,0.070672,0.027799,0.041585,0.055592,0.050907
2026-02-27 17:18:01,0.070672,0.027799,0.041585,0.055592,0.050907
2026-02-27 17:18:31,0.019045,0.043096,0.047432,0.009059,0.008538
2026-02-27 17:19:01,0.028128,0.054931,0.046838,0.013798,0.055398
2026-02-27 17:19:31,0.028128,0.054931,0.046838,0.013798,0.055398
2026-02-27 17:20:01,0.105657,0.071674,0.043756,0.053874,0.04257
2026-02-27 17:20:31,0.057639,0.069347,0.079312,0.05351,0.061816
2026-02-27 17:21:01,0.056296,0.283748,0.078943,0.088225,0.059675
2026-02-27 17:21:31,0.051126,0.009702,0.012258,0.003682,0.003705
2026-02-27 17:22:01,0.051126,0.009702,0.012258,0.003682,0.003705
2026-02-27 17:22:31,0.061419,0.03917,0.34522,0.04524,0.038175
2026-02-27 17:23:01,0.089668,0.100838,0.110751,0.033279,0.033892
2026-02-27 17:23:31,0.078441,0.117717,0.083154,0.101006,0.055602
2026-02-27 17:24:01,0.078441,0.117717,0.083154,0.101006,0.055602
2026-02-27 17:24:31,0.226143,0.043892,0.072473,0.060723,0.065677
2026-02-27 17:25:01,0.333888,0.177179,0.077217,0.053128,0.056305
2026-02-27 17:25:31,0.333888,0.177179,0.077217,0.053128,0.056305
2026-02-27 17:26:01,0.333888,0.177179,0.077217,0.053128,0.056305
2026-02-27 17:26:31,0.046755,0.018294,0.095506,0.065157,0.061898
2026-02-27 17:27:01,0.070661,0.00971,0.015396,0.009503,0.013965
2026-02-27 17:27:31,0.329298,0.082585,0.204102,0.019687,0.015276
2026-02-27 17:28:01,0.082252,0.142475,0.085739,0.014829,0.015602
