Time,"__name__=""dockerstats_memory_usage_bytes"",id=""02a2e3e124fe"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node2""","__name__=""dockerstats_memory_usage_bytes"",id=""41d1baaf2c95"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node1""","__name__=""dockerstats_memory_usage_bytes"",id=""56826f41bc79"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner1""","__name__=""dockerstats_memory_usage_bytes"",id=""6b9f86a23579"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node2""","__name__=""dockerstats_memory_usage_bytes"",id=""77eea1274db0"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner3""","__name__=""dockerstats_memory_usage_bytes"",id=""b98b00f798aa"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node2""","__name__=""dockerstats_memory_usage_bytes"",id=""c09c05c2ffc8"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner2""","__name__=""dockerstats_memory_usage_bytes"",id=""efdc5cfa15c3"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner4"""
2026-02-27 17:14:31,,3932459008,4293603328,,4291784704,6176464896,3838185472,3964018688
2026-02-27 17:15:01,,3938684928,4292624384,,4291784704,6177046528,3839221760,3965087744
2026-02-27 17:15:31,,3940728832,4293652480,,4292276224,6178144256,3840552960,3966685184
2026-02-27 17:16:01,,3941740544,4293103616,,4292276224,6178177024,3841462272,3967664128
2026-02-27 17:16:31,,3953008640,4293832704,,4292407296,6181212160,3843710976,3970027520
2026-02-27 17:17:01,,3957923840,4294221824,,4292411392,6202396672,3846459392,3973111808
2026-02-27 17:17:31,,3961122816,4294877184,,4292419584,6204104704,3849736192,3975704576
2026-02-27 17:18:01,,3967397888,4293726208,,4292415488,6205575168,3851997184,3977752576
2026-02-27 17:18:31,,3972157440,4293906432,,4292419584,6207664128,3856420864,3982102528
2026-02-27 17:19:01,,3981434880,4293369856,,4292415488,6210670592,3873005568,3984838656
2026-02-27 17:19:31,,3981881344,4186189824,,4292632576,6210686976,3873513472,3993251840
2026-02-27 17:20:01,,3983413248,4208070656,,4292640768,6212145152,3874791424,3994820608
2026-02-27 17:20:31,,3990913024,4221476864,,4293148672,6212849664,3875778560,3995512832
2026-02-27 17:21:01,,3992952832,4236558336,,4293148672,6214463488,3877388288,4007768064
2026-02-27 17:21:31,,3998113792,4259913728,,4293160960,6216998912,3881676800,4012605440
2026-02-27 17:22:01,,4009930752,4274069504,,4293156864,6229139456,3881734144,4012679168
2026-02-27 17:22:31,,4010823680,4294045696,,4293165056,6230016000,3889717248,4013645824
2026-02-27 17:23:01,,4012437504,4294082560,,4293160960,6231171072,3891757056,4015357952
2026-02-27 17:23:31,,4012449792,4294348800,,4293165056,6231179264,3891904512,4015382528
2026-02-27 17:24:01,,4013744128,4293435392,,4293160960,6232899584,3893268480,4023455744
2026-02-27 17:24:31,,4014841856,4294279168,,4293296128,6234083328,3894046720,4024762368
2026-02-27 17:25:01,,4016238592,4293177344,,4293300224,6235492352,3895377920,4026408960
2026-02-27 17:25:31,,4017692672,4293455872,,4293799936,6236250112,3896700928,4032040960
2026-02-27 17:26:01,,4017737728,4293226496,,4293808128,6236274688,3896537088,4032368640
2026-02-27 17:26:31,,4017737728,4293365760,,4293812224,6236286976,3900473344,4032143360
2026-02-27 17:27:01,,4028596224,4293218304,,4293623808,6237745152,3901784064,4032901120
2026-02-27 17:27:31,,4029636608,4293267456,,4293939200,6239272960,3902873600,4034207744
2026-02-27 17:28:01,,4030959616,4293234688,,4293943296,6240555008,3916378112,4036100096
2026-02-27 17:28:31,,4033052672,4188712960,,4293947392,6242201600,3918827520,4039233536
2026-02-27 17:29:01,,4033085440,4189102080,,4293947392,6242250752,3930509312,4055220224
2026-02-27 17:29:31,,4047941632,4137713664,,4294168576,6241873920,3932925952,4056723456
2026-02-27 17:30:01,,4048429056,4139503616,,4294168576,6241849344,3933372416,4056707072
2026-02-27 17:30:31,,4049395712,4143394816,,4293685248,6242988032,3934367744,4058378240
2026-02-27 17:31:01,,4059250688,4146380800,,4293685248,6244007936,3935473664,4059947008
2026-02-27 17:31:31,,4059254784,4146814976,,4293693440,6244585472,3935502336,4059439104
2026-02-27 17:32:01,,4075024384,4148621312,,4293689344,6248333312,3935797248,4060286976
2026-02-27 17:32:31,,4081504256,4177469440,,4293738496,6251978752,3941388288,4070653952
2026-02-27 17:33:01,,4082315264,4185227264,,4293734400,6252310528,3942187008,4070985728
2026-02-27 17:33:31,,4083335168,4187770880,,4293742592,6253043712,3943383040,4077920256
2026-02-27 17:34:01,,4033712128,4196646912,,4293738496,6255804416,3948199936,4079681536
2026-02-27 17:34:31,,4043005952,4199866368,,4293849088,6255796224,3948326912,4085661696
2026-02-27 17:35:01,,4047781888,4215054336,,4293857280,6257713152,3952717824,4090744832
2026-02-27 17:35:31,,4049211392,4224512000,,4288884736,6259965952,3959640064,4093456384
2026-02-27 17:36:01,,4051070976,4233949184,,4288876544,6260969472,3960561664,4094173184
2026-02-27 17:36:31,,4052426752,4236787712,,4288913408,6273073152,3961503744,4095082496
2026-02-27 17:37:01,,4053676032,4261257216,,4288909312,6290710528,3962855424,4096806912
2026-02-27 17:37:31,,4054806528,4271308800,,4288913408,6291595264,3964358656,4097527808
2026-02-27 17:38:01,,4055613440,4279271424,,4288700416,6292103168,3968266240,4098670592
2026-02-27 17:38:31,,4058247168,4288512000,,4288831488,6294482944,3970834432,4101468160
2026-02-27 17:39:01,,4059131904,4293267456,,4288827392,6294790144,3974774784,4103106560
2026-02-27 17:39:31,,4059140096,4293619712,,4288815104,6294810624,3974856704,4107382784
2026-02-27 17:40:01,,4069289984,4293316608,,4288815104,6295986176,3975684096,4108824576
2026-02-27 17:40:31,,4072878080,4293787648,,4288937984,6297870336,3984527360,4122603520
2026-02-27 17:41:01,,4075454464,4294168576,,4288937984,6325030912,3989663744,4127006720
2026-02-27 17:41:31,,4077359104,4293509120,,4288937984,6326759424,3991437312,4130308096
2026-02-27 17:42:01,,4080148480,4292603904,,4288933888,6327750656,4005945344,4132073472
2026-02-27 17:42:31,,4086480896,4293562368,,4288937984,6329339904,4007694336,4149043200
2026-02-27 17:43:01,,4087492608,4293591040,,4288933888,6330290176,4013510656,4150099968
2026-02-27 17:43:31,,4087492608,4287893504,,4288937984,6330036224,4013617152,4150087680
2026-02-27 17:44:01,,4103303168,4294967296,,4288933888,6330957824,4023230464,4162396160
2026-02-27 17:44:31,,4103966720,4293574656,,4288835584,6332547072,4024082432,4162801664
2026-02-27 17:45:01,,4106424320,4288618496,,4288831488,6333935616,4039065600,4174516224
2026-02-27 17:45:31,,4110155776,4293451776,,4289191936,6358556672,4043448320,4177764352
2026-02-27 17:46:01,,4113031168,4293300224,,4289187840,6319648768,3980410880,4180357120
2026-02-27 17:46:31,,4121280512,4293488640,,4289187840,6322802688,3984429056,4184449024
2026-02-27 17:47:01,,4122345472,4294057984,,4289187840,6323810304,3992793088,4199239680
2026-02-27 17:47:31,,4125147136,4294094848,,4289191936,6325805056,3996049408,4202131456
2026-02-27 17:48:01,,4128514048,4292775936,,4289187840,6326341632,4002312192,4203061248
2026-02-27 17:48:31,,4133994496,4293619712,,4289191936,6330720256,4007604224,4210536448
2026-02-27 17:49:01,,4144189440,4293812224,,4288978944,6355976192,4031012864,4214472704
2026-02-27 17:49:31,,4148588544,4293513216,,4230807552,6359838720,4051083264,4178935808
2026-02-27 17:50:01,,4164726784,4293939200,,4169535488,6361403392,4003606528,3730239488
2026-02-27 17:50:31,,4165894144,4291776512,,4169682944,6362423296,4011368448,3740983296
2026-02-27 17:51:01,,4167606272,4293124096,,4169678848,6363938816,4013248512,3742863360
2026-02-27 17:51:31,,4179517440,4213465088,,4169682944,6365966336,4022370304,3745837056
2026-02-27 17:52:01,,4180639744,4223016960,,4169678848,6366310400,4023504896,3747028992
2026-02-27 17:52:31,,4192276480,4240457728,,4169678848,6369452032,4027150336,3751317504
2026-02-27 17:53:01,,3825721344,4257374208,,4171059200,6396841984,4031045632,3762597888
2026-02-27 17:53:31,,3829039104,4273594368,,4170964992,6398820352,4041662464,3765895168
2026-02-27 17:54:01,,3843006464,4286619648,,4170964992,6401331200,4044427264,3777732608
2026-02-27 17:54:31,,3844907008,4294275072,,4170985472,6402269184,4045541376,3779178496
2026-02-27 17:55:01,,3848318976,4293124096,,4170985472,6405230592,4048121856,3782070272
2026-02-27 17:55:31,,3857412096,4293951488,,4171096064,6405898240,4048187392,3792326656
2026-02-27 17:56:01,,3859423232,4293689344,,4171087872,6407458816,4050345984,3794444288
2026-02-27 17:56:31,,3861102592,4294156288,,4171096064,6408486912,4051562496,3796357120
2026-02-27 17:57:01,,3863855104,4188319744,,4171087872,6410199040,4064268288,3798556672
2026-02-27 17:57:31,,3864825856,4190957568,,4171100160,6419898368,4065329152,3800289280
2026-02-27 17:58:01,,3877040128,4195930112,,4171096064,6420926464,4067336192,3802329088
2026-02-27 17:58:31,,3877670912,4197273600,,4171100160,6422052864,4067614720,3802787840
2026-02-27 17:59:01,,3893792768,4201783296,,4171096064,6422126592,4075376640,3814363136
2026-02-27 17:59:31,,3898220544,4208259072,,4170887168,6424985600,4077903872,3816550400
2026-02-27 18:00:01,,3900092416,4210937856,,4170899456,6426124288,4085313536,3832279040
2026-02-27 18:00:31,,3900100608,4211265536,,4171108352,6425608192,4085092352,3832156160
2026-02-27 18:01:01,,3905503232,4214095872,,4171104256,6426198016,4085846016,3832856576
2026-02-27 18:01:31,,3906105344,4215836672,,4171108352,6426931200,4087619584,3834351616
2026-02-27 18:02:01,,3910627328,4218175488,,4171104256,6431969280,4089024512,3835772928
2026-02-27 18:02:31,,3910635520,4218544128,,4171108352,6431973376,4089040896,3835781120
2026-02-27 18:03:01,,3912179712,4220465152,,4171104256,6432669696,4089487360,3836956672
2026-02-27 18:03:31,,3913617408,4222787584,,4171108352,6433193984,4090404864,3838005248
2026-02-27 18:04:01,,3914616832,4224876544,,4171104256,6434435072,4091404288,3839078400
2026-02-27 18:04:31,,3915214848,4226424832,,4171001856,6434611200,4097581056,3839459328
2026-02-27 18:05:01,,3924938752,4230201344,,4171001856,6436597760,4099313664,3841650688
2026-02-27 18:05:31,,3926290432,4232916992,,4171112448,6437613568,4100861952,3842920448
2026-02-27 18:06:01,,3928088576,4237791232,,4171104256,6438694912,4111028224,3852697600
2026-02-27 18:06:31,,3932475392,4244299776,,4171108352,6439407616,4112306176,3855757312
2026-02-27 18:07:01,,3933818880,4247478272,,4171108352,6441000960,4112519168,3858685952
2026-02-27 18:07:31,,3935662080,4251144192,,4171112448,6441979904,4113522688,3859677184
2026-02-27 18:08:01,,3936645120,4253151232,,4171108352,6442934272,4114612224,3860340736
2026-02-27 18:08:31,,3938037760,4254658560,,4171112448,6443450368,4114718720,3860987904
2026-02-27 18:09:01,,3938091008,4256198656,,4171108352,6443495424,4114743296,3861078016
2026-02-27 18:09:31,,3938856960,4154122240,,4092370944,6738423808,3987464192,3760902144
2026-02-27 18:10:01,,3943833600,4170346496,,4092403712,6769827840,3995160576,3765379072
2026-02-27 18:10:31,,3954479104,4173234176,,4092510208,6770319360,3995770880,3765952512
2026-02-27 18:11:01,,3957161984,4180901888,,4092510208,6772101120,4000903168,3769188352
2026-02-27 18:11:31,,3959812096,4186124288,,4092514304,6773547008,3855949824,3771871232
2026-02-27 18:12:01,,3960983552,4188778496,,4092510208,6774075392,3866419200,3781509120
2026-02-27 18:12:31,,3963867136,4193914880,,4092514304,6775881728,3868143616,3784044544
2026-02-27 18:13:01,,3966844928,4201811968,,4092510208,6777991168,3873210368,3792965632
2026-02-27 18:13:31,,3966885888,4205076480,,4092514304,6778036224,3872751616,3793047552
2026-02-27 18:14:01,,3981008896,4214018048,,4092510208,6780596224,3890700288,3814723584
2026-02-27 18:14:31,,3981017088,4216885248,,4092432384,6780600320,3890835456,3814727680
2026-02-27 18:15:01,,3985924096,4225495040,,4092432384,6784167936,3894546432,3817934848
2026-02-27 18:15:31,,3989303296,4230340608,,4092534784,6784679936,3895787520,3818901504
2026-02-27 18:16:01,,3991662592,4236750848,,4092534784,6786572288,3905712128,3821268992
2026-02-27 18:16:31,,3996028928,4246638592,,4092538880,6789320704,3908714496,3832504320
2026-02-27 18:17:01,,4000456704,4250824704,,4092534784,6789844992,3913883648,3833118720
2026-02-27 18:17:31,,4006141952,4260630528,,4087668736,6739939328,3831394304,4052733952
2026-02-27 18:18:01,,4015919104,4268240896,,4087664640,6741364736,3838611456,4054413312
2026-02-27 18:18:31,,4017184768,4216406016,,4087599104,6698512384,3781767168,4058714112
2026-02-27 18:19:01,,4022648832,4231327744,,4087595008,6700310528,3796226048,4062953472
2026-02-27 18:19:31,,4034220032,4238286848,,4087508992,6702346240,3798011904,4064002048
2026-02-27 18:20:01,,4071043072,4253294592,,4087508992,6590435328,3680555008,4028567552
2026-02-27 18:20:31,,4080160768,4260007936,,4087615488,6592651264,3681742848,4029644800
2026-02-27 18:21:01,,4085592064,4272685056,,4087615488,6596071424,3696201728,3765211136
2026-02-27 18:21:31,,4090331136,4279898112,,4087541760,6596939776,3697074176,3765813248
2026-02-27 18:22:01,,4092243968,4188295168,,4087533568,6599221248,3707654144,3783761920
2026-02-27 18:22:31,,4095885312,4201349120,,4087537664,6601302016,3712012288,3786944512
2026-02-27 18:23:01,,4108570624,4215943168,,4087533568,6604582912,3721445376,3795730432
2026-02-27 18:23:31,,4114681856,4236898304,,4087537664,6610096128,3729727488,3801939968
2026-02-27 18:24:01,,4123885568,4249100288,,4087533568,6611415040,3731800064,3803926528
2026-02-27 18:24:31,,4125818880,4262408192,,4087574528,6613766144,3733716992,3805777920
2026-02-27 18:25:01,,4127887360,4275355648,,4087562240,6616481792,3741724672,3807920128
2026-02-27 18:25:31,,4142071808,4293521408,,4087685120,6621306880,3746656256,3819438080
2026-02-27 18:26:01,,4143656960,4265431040,,4087648256,6581612544,3755159552,3796529152
2026-02-27 18:26:31,,4148043776,4251537408,,4082409472,6389694464,3760238592,3753734144
2026-02-27 18:27:01,,4160626688,4268466176,,4082405376,6393102336,3764363264,3766562816
2026-02-27 18:27:31,,4161576960,4186927104,,4082409472,6393634816,3764981760,3767132160
2026-02-27 18:28:01,,4164132864,4189294592,,4082405376,6395559936,3767447552,3771166720
2026-02-27 18:28:31,,4165496832,4194271232,,4082409472,6397149184,3777531904,3773607936
2026-02-27 18:29:01,,4174647296,4199395328,,4082405376,6399401984,3779637248,3775467520
2026-02-27 18:29:31,,4175847424,4202901504,,4082311168,6322040832,3933851648,3749736448
2026-02-27 18:30:01,,4177014784,4204797952,,4082331648,6323130368,3946041344,3773288448
2026-02-27 18:30:31,,4177186816,4208275456,,4082470912,6323310592,3946332160,3773517824
2026-02-27 18:31:01,,4199542784,4208578560,,4082470912,6323347456,3946352640,3773587456
2026-02-27 18:31:31,,4200525824,4210655232,,4082475008,6323769344,3955781632,3774615552
2026-02-27 18:32:01,,4202110976,4215078912,,4082466816,6325235712,3956854784,3776258048
2026-02-27 18:32:31,,4203040768,4216049664,,4082380800,6326140928,3957657600,3777249280
2026-02-27 18:33:01,,4203765760,4216868864,,4082376704,6326607872,3957723136,3777912832
2026-02-27 18:33:31,,4205780992,4222484480,,4082380800,6328598528,3960729600,3780870144
2026-02-27 18:34:01,,4209573888,4228481024,,4082376704,6331281408,3963707392,3784302592
2026-02-27 18:34:31,,4211183616,4231368704,,4082360320,6332776448,3965034496,3785965568
2026-02-27 18:35:01,,4212682752,4234969088,,4082356224,6333845504,3971055616,3787980800
2026-02-27 18:35:31,,4212686848,4235821056,,4082462720,6333853696,3971309568,3787993088
2026-02-27 18:36:01,,4225773568,4238716928,,4082458624,6335606784,3975880704,3795058688
2026-02-27 18:36:31,,4225744896,4241043456,,4082458624,6336294912,3976904704,3796066304
2026-02-27 18:37:01,,4227219456,4243804160,,4082458624,6337376256,3977707520,3797331968
2026-02-27 18:37:31,,4228370432,4246224896,,4082458624,6337675264,3978473472,3803598848
2026-02-27 18:38:01,,4228399104,4247072768,,4082454528,6337712128,3978493952,3803627520
2026-02-27 18:38:31,,4229881856,4250447872,,4082458624,6339764224,3980378112,3805597696
2026-02-27 18:39:01,,4233056256,4255281152,,4082454528,6342086656,3982798848,3808620544
2026-02-27 18:39:31,,4233744384,4257882112,,4082561024,6342979584,3983921152,3809591296
2026-02-27 18:40:01,,4238602240,4266692608,,4082573312,6346403840,3988250624,3814010880
2026-02-27 18:40:31,,4241375232,4273025024,,4082982912,6348754944,3991179264,3817697280
2026-02-27 18:41:01,,4242718720,4276064256,,4082974720,6349860864,4001038336,3818790912
2026-02-27 18:41:31,,4252127232,4252442624,,4080500736,5971976192,4004380672,4269731840
2026-02-27 18:42:01,,4253216768,4256317440,,4080496640,5974196224,4015214592,3829428224
2026-02-27 18:42:31,,4261519360,4261588992,,4080504832,5977198592,4028162048,3839578112
2026-02-27 18:43:01,,4265578496,4216094720,,4080336896,5980061696,4031373312,3843473408
2026-02-27 18:43:31,,4273881088,4223270912,,4080631808,5982240768,4038299648,3850952704
2026-02-27 18:44:01,,3882545152,4232884224,,4080635904,5985083392,4041437184,3855523840
2026-02-27 18:44:31,,3884040192,4238114816,,4080848896,5986377728,4059815936,3870932992
2026-02-27 18:45:01,,3898019840,4241858560,,4080857088,5987106816,4060291072,3871690752
2026-02-27 18:45:31,,3903361024,4249722880,,4081258496,5993365504,4072042496,3875868672
2026-02-27 18:46:01,,3906174976,4257243136,,4081246208,5995573248,4074569728,3884990464
2026-02-27 18:46:31,,3909361664,4260401152,,4081254400,5995577344,4074610688,3884990464
2026-02-27 18:47:01,,3910782976,4264685568,,4081250304,5996597248,4075876352,3896958976
2026-02-27 18:47:31,,3925581824,4273160192,,4081254400,5999161344,4085596160,3901267968
2026-02-27 18:48:01,,3926450176,4277112832,,4081250304,5999935488,4086362112,3901849600
2026-02-27 18:48:31,,3929235456,4287586304,,4081254400,6003134464,4096557056,3905015808
2026-02-27 18:49:01,,3943985152,4294017024,,4081250304,6007717888,4101189632,3910250496
2026-02-27 18:49:31,,3947077632,4259872768,,4081369088,6451961856,4111683584,3890827264
2026-02-27 18:50:01,,3958788096,4267761664,,4081405952,6015397888,4113793024,3861774336
2026-02-27 18:50:31,,3960754176,4275933184,,4081967104,6016999424,4120530944,3877236736
2026-02-27 18:51:01,,3963019264,4284211200,,4081967104,6018179072,4121985024,3879124992
2026-02-27 18:51:31,,3977752576,4292739072,,4081971200,6023815168,4069888000,3891937280
2026-02-27 18:52:01,,3980558336,4293341184,,4081971200,6026317824,4077821952,3894239232
2026-02-27 18:52:31,,3983568896,4189446144,,4081971200,6028713984,4080386048,3906281472
2026-02-27 18:53:01,,3985104896,4198756352,,4081971200,6029991936,4094644224,3907928064
2026-02-27 18:53:31,,4004241408,4211023872,,4081971200,6030761984,4095569920,3916148736
2026-02-27 18:54:01,,4005269504,4222349312,,4081831936,6031331328,4096712704,3917242368
2026-02-27 18:54:31,,4008472576,4237578240,,4082290688,6033436672,4099502080,3920125952
2026-02-27 18:55:01,,4011110400,4229595136,,4082290688,5945331712,4101574656,3899113472
2026-02-27 18:55:31,,4011114496,4242907136,,4082700288,5898203136,4109156352,3899113472
2026-02-27 18:56:01,,4012277760,4233584640,,4082692096,5853204480,4110225408,3900125184
2026-02-27 18:56:31,,4013633536,4248743936,,4082700288,5854547968,4111470592,3909586944
2026-02-27 18:57:01,,4021084160,4232892416,,4082696192,5809455104,4112732160,3910737920
2026-02-27 18:57:31,,4022194176,4253556736,,4082700288,5810069504,4114280448,3911266304
2026-02-27 18:58:01,,4022226944,4183793664,,4082696192,5679742976,4114059264,3911331840
2026-02-27 18:58:31,,4022239232,4185141248,,4082704384,5679230976,4115742720,3911340032
2026-02-27 18:59:01,,4024307712,4177608704,,4082700288,5648113664,4116770816,3914395648
2026-02-27 18:59:31,,4025757696,4182335488,,4082896896,5648805888,4123226112,3915497472
2026-02-27 19:00:01,,4026335232,4186693632,,4082900992,5649797120,4124094464,3933421568
2026-02-27 19:00:31,,4029235200,4197560320,,4083351552,5652590592,4137230336,3936010240
2026-02-27 19:01:01,,4047740928,4200968192,,4083347456,5653196800,4138119168,3936546816
2026-02-27 19:01:31,,4049158144,4205244416,,4083355648,5654589440,4139053056,3941265408
2026-02-27 19:02:01,,4049186816,4205674496,,4083351552,5654614016,4144984064,3941318656
2026-02-27 19:02:31,,4055244800,4207804416,,4083380224,5655592960,4145750016,3942301696
2026-02-27 19:03:01,,4055736320,4213944320,,4083376128,5656006656,4146434048,3942744064
2026-02-27 19:03:31,,4057870336,4218830848,,4083384320,5657239552,4147871744,3945250816
2026-02-27 19:04:01,,4058693632,4223062016,,4083404800,5657985024,4148764672,3945066496
2026-02-27 19:04:31,,4061560832,4229718016,,4083630080,5660123136,4151775232,3990700032
2026-02-27 19:05:01,,4065738752,4239360000,,4083638272,5663297536,4159643648,3952824320
2026-02-27 19:05:31,,4066340864,4243898368,,4083982336,5664137216,4160102400,3953610752
2026-02-27 19:06:01,,4079689728,4238917632,,4083974144,5664509952,4160860160,3954348032
2026-02-27 19:06:31,,4080607232,4241752064,,4083982336,5664985088,4161359872,3954413568
2026-02-27 19:07:01,,4082102272,4246556672,,4083978240,5666263040,4165865472,3955048448
2026-02-27 19:07:31,,4083277824,4250808320,,4083982336,5667442688,4167061504,3956240384
2026-02-27 19:08:01,,4084617216,4253638656,,4083978240,5668323328,4168388608,3957571584
2026-02-27 19:08:31,,4086177792,4257349632,,4083982336,5669142528,4169560064,3959070720
2026-02-27 19:09:01,,4087177216,4262334464,,4083978240,5669572608,4170711040,3960127488
2026-02-27 19:09:31,,4087185408,4265054208,,4084887552,5669576704,4170514432,3960127488
2026-02-27 19:10:01,,4089462784,4272365568,,4084199424,5671780352,4173438976,3962634240
2026-02-27 19:10:31,,4092125184,4280193024,,4084486144,5673525248,4176257024,3965358080
2026-02-27 19:11:01,,4055703552,4291448832,,4084514816,5679316992,4183810048,3970777088
2026-02-27 19:11:31,,4059865088,4293140480,,4084514816,5682286592,4191617024,3980017664
2026-02-27 19:12:01,,4060815360,4293566464,,4084514816,5683204096,4192514048,3980947456
2026-02-27 19:12:31,,4061724672,4293468160,,4084518912,5683703808,4193591296,3982000128
2026-02-27 19:13:01,,4075745280,4288253952,,4084523008,5686054912,4211466240,4004360192
2026-02-27 19:13:31,,4076384256,4292890624,,4084518912,5687336960,4212596736,4005937152
2026-02-27 19:14:01,,4076707840,4292943872,,4084523008,5687472128,4217118720,4008804352
2026-02-27 19:14:31,,4081405952,4293496832,,4084850688,5691383808,4226379776,4012642304
2026-02-27 19:15:01,,4083650560,4293255168,,4084727808,5693607936,4229181440,4025864192
2026-02-27 19:15:31,,4096954368,4293517312,,4085014528,5695836160,4236771328,4027432960
2026-02-27 19:16:01,,4097941504,4293484544,,4085059584,5696823296,4237733888,4028661760
2026-02-27 19:16:31,,4098895872,4293664768,,4085059584,5697757184,4238983168,4029599744
2026-02-27 19:17:01,,4113690624,4289929216,,4085063680,5703667712,4256284672,4035362816
2026-02-27 19:17:31,,4114640896,4293791744,,4085063680,5704609792,4257656832,4046770176
2026-02-27 19:18:01,,4117716992,4293574656,,4085063680,5708587008,4261392384,4049780736
2026-02-27 19:18:31,,4117721088,4294168576,,4085063680,5708591104,4261421056,4049776640
2026-02-27 19:19:01,,4118827008,4293611520,,4085063680,5710057472,4033126400,4055097344
2026-02-27 19:19:31,,4140118016,4293951488,,4085129216,5712224256,4034662400,4056363008
2026-02-27 19:20:01,,4140158976,4292354048,,4085284864,5712277504,4040130560,4056424448
2026-02-27 19:20:31,,4142899200,4292820992,,4085571584,5716348928,4043120640,4076113920
2026-02-27 19:21:01,,4146212864,4293730304,,4085604352,5719683072,4045705216,4079583232
2026-02-27 19:21:31,,4151701504,4293578752,,4085604352,5726162944,4051038208,4084920320
2026-02-27 19:22:01,,4153810944,4294168576,,4085604352,5727891456,4060844032,4086571008
2026-02-27 19:22:31,,4161953792,4293857280,,4085608448,5733974016,4080508928,4098027520
2026-02-27 19:23:01,,4161720320,4264759296,,4085608448,5733998592,4080529408,4098084864
2026-02-27 19:23:31,,4175622144,4281622528,,4085608448,5737209856,4083994624,4112191488
2026-02-27 19:24:01,,4177084416,4294184960,,4085608448,5738618880,4091760640,4113580032
2026-02-27 19:24:31,,4189659136,4293718016,,4085682176,5740265472,4093583360,3775197184
