Time,"__name__=""promtail_custom_block_datasource_flush_seconds"",container_id=""rskj-miner1"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail""","__name__=""promtail_custom_block_datasource_flush_seconds"",container_id=""rskj-miner2"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail""","__name__=""promtail_custom_block_datasource_flush_seconds"",container_id=""rskj-miner4"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail""","__name__=""promtail_custom_block_datasource_flush_seconds"",container_id=""rskj-node1"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail""","__name__=""promtail_custom_block_datasource_flush_seconds"",container_id=""rskj-node2"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail"""
2026-02-27 17:04:01,0.000133,,0.000424,,
2026-02-27 17:04:31,0.000133,,,,
2026-02-27 17:05:01,0.000133,,,,
2026-02-27 17:05:31,0.000133,,,,
2026-02-27 17:06:01,0.000133,,,,
2026-02-27 17:16:31,,,,0.000619,
2026-02-27 17:17:01,,,,0.000619,
2026-02-27 17:17:31,,,,0.000619,
2026-02-27 17:18:01,,,,0.000619,
2026-02-27 17:18:31,,,,0.000619,
2026-02-27 17:19:01,,,,0.000619,
2026-02-27 17:19:31,,,,0.000619,
2026-02-27 17:20:01,,,,0.000619,
2026-02-27 17:20:31,,,,0.000619,
2026-02-27 17:21:01,,,,0.000619,
2026-02-27 17:21:31,,,0.000327,,
2026-02-27 17:22:01,,,0.000327,,
2026-02-27 17:22:31,,,0.000327,,
2026-02-27 17:23:01,,,0.000327,,
2026-02-27 17:23:31,,,0.000327,,
2026-02-27 17:24:01,,,0.000327,,
2026-02-27 17:24:31,,,0.000327,,
2026-02-27 17:25:01,,,0.000327,,
2026-02-27 17:25:31,,,0.000327,,
2026-02-27 17:26:01,,,0.000327,,
2026-02-27 17:27:01,0.000567,,,,
2026-02-27 17:27:31,0.000567,,,,
2026-02-27 17:28:01,0.000567,,,,
2026-02-27 17:28:31,0.000567,,,,
2026-02-27 17:29:01,0.000567,,,,
2026-02-27 17:29:31,0.000567,,,,
2026-02-27 17:30:01,0.000567,,,,
2026-02-27 17:30:31,0.000567,,,,
2026-02-27 17:31:01,0.000567,,,,
2026-02-27 17:31:31,0.000567,,,,
2026-02-27 17:41:31,,,,0.000597,
2026-02-27 17:42:01,,,,0.000597,
2026-02-27 17:42:31,,,,0.000597,
2026-02-27 17:43:01,,,,0.000597,
2026-02-27 17:43:31,,,,0.000597,
2026-02-27 17:44:01,,,,0.000597,
2026-02-27 17:44:31,,,,0.000597,
2026-02-27 17:45:01,,,,0.000597,
2026-02-27 17:45:31,,,,0.000597,
2026-02-27 17:46:01,,,,0.000597,
2026-02-27 17:47:01,,,0.000184,,
2026-02-27 17:47:31,,,0.000184,,
2026-02-27 17:48:01,,,0.000184,,
2026-02-27 17:48:31,,0.000309,0.000184,,
2026-02-27 17:49:01,0.000256,0.000309,0.000184,,
2026-02-27 17:49:31,0.000256,0.000309,0.000184,,
2026-02-27 17:50:01,0.000256,0.000309,0.000184,,
2026-02-27 17:50:31,0.000256,0.000309,0.000184,,
2026-02-27 17:51:01,0.000256,0.000309,0.000184,,
2026-02-27 17:51:31,0.000256,0.000309,0.000184,,
2026-02-27 17:52:01,0.000256,0.000309,,,
