Time,"__name__=""dockerstats_memory_usage_bytes"",id=""17ef20308244"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node1""","__name__=""dockerstats_memory_usage_bytes"",id=""5908e1cf1196"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner1""","__name__=""dockerstats_memory_usage_bytes"",id=""65ccd0dfcf1e"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner2""","__name__=""dockerstats_memory_usage_bytes"",id=""a05a8b036732"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node2""","__name__=""dockerstats_memory_usage_bytes"",id=""b12444cde5cc"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner3""","__name__=""dockerstats_memory_usage_bytes"",id=""da1eba265bff"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner4"""
2026-03-09 18:09:06,3272617984,4775104512,3560177664,4292853760,4273037312,3504209920
2026-03-09 18:09:36,3272949760,4779528192,3564769280,4293201920,4180074496,3412602880
2026-03-09 18:10:06,3277549568,4783206400,3570757632,4293619712,4183797760,3416272896
2026-03-09 18:10:36,3279482880,4785717248,3574239232,4293648384,4186349568,3420622848
2026-03-09 18:11:06,3280363520,4787576832,3579695104,4294336512,4189523968,3429031936
2026-03-09 18:11:36,3282333696,4791222272,3581767680,4292476928,4191084544,3430649856
2026-03-09 18:12:06,3288883200,4793114624,3584585728,4293591040,4194021376,3433308160
2026-03-09 18:12:36,3291324416,4795834368,3592105984,4294623232,4197269504,3436888064
2026-03-09 18:13:06,3296468992,4797538304,3598028800,4194086912,4163620864,3439370240
2026-03-09 18:13:36,3297513472,4801945600,3600207872,4195786752,4166262784,3443937280
2026-03-09 18:14:06,3281666048,4807012352,3611242496,4196831232,4171841536,3453689856
2026-03-09 18:14:36,3303772160,4812242944,3620474880,4199145472,4179124224,3460337664
2026-03-09 18:15:06,3306938368,4816371712,3626995712,4201041920,4181782528,3464105984
2026-03-09 18:15:36,3311017984,4820054016,3635269632,4202549248,4186460160,3470729216
2026-03-09 18:16:06,3315703808,4825882624,3641331712,4203687936,4190310400,3481743360
2026-03-09 18:16:36,3320881152,4827598848,3650519040,4204892160,4193132544,3466592256
2026-03-09 18:17:06,3321483264,4829028352,3651874816,4206120960,4195274752,3486855168
2026-03-09 18:17:36,3322662912,4832595968,3658665984,4208279552,4200783872,3493142528
2026-03-09 18:18:06,3326480384,4839112704,3666436096,4208951296,4205572096,3500687360
2026-03-09 18:18:36,3336134656,4846120960,3680727040,4209917952,4213346304,3513470976
2026-03-09 18:19:06,3336511488,4848459776,3684737024,4211109888,4215959552,3515744256
2026-03-09 18:19:36,3340255232,4851171328,3689893888,4214001664,4220817408,3521134592
2026-03-09 18:20:06,3343974400,4854951936,3694993408,4215713792,4224163840,3526057984
2026-03-09 18:20:36,3347968000,4861415424,3707887616,4218028032,4230934528,3519373312
2026-03-09 18:21:06,3349925888,4866187264,3717713920,4218834944,4235530240,3542695936
2026-03-09 18:21:36,3349962752,4870049792,3721224192,4219686912,4238999552,3530817536
2026-03-09 18:22:06,3354202112,4872941568,3726700544,4220690432,4241956864,3550183424
2026-03-09 18:22:36,3357691904,4874964992,3730030592,4221214720,4244099072,3553095680
2026-03-09 18:23:06,3360985088,4879196160,3736645632,4222251008,4247941120,3560583168
2026-03-09 18:23:36,3362304000,4883308544,3747328000,4224860160,4252946432,3568967680
2026-03-09 18:24:06,3368509440,4887109632,3754692608,4226080768,4256604160,3575693312
2026-03-09 18:24:36,3370446848,4899622912,3769090048,4227026944,4267003904,3586527232
2026-03-09 18:25:06,3371651072,4905959424,3779678208,4228349952,4272984064,3597582336
2026-03-09 18:25:36,3375841280,4909522944,3786215424,4229832704,4277166080,3603296256
2026-03-09 18:26:06,3379531776,4912156672,3789754368,4230930432,4279832576,3605794816
2026-03-09 18:26:36,3383574528,4914581504,3793883136,4232040448,4282535936,3607597056
2026-03-09 18:27:06,3387707392,4915830784,3795042304,4232450048,4282707968,3609874432
2026-03-09 18:27:36,3388084224,4916297728,3778740224,4233113600,4283273216,3610267648
2026-03-09 18:28:06,3388141568,4916895744,3778850816,4233584640,4284317696,3613626368
2026-03-09 18:28:36,3388223488,4916961280,3783532544,4233920512,4284383232,3613646848
2026-03-09 18:29:06,3388297216,4917100544,3783671808,4234096640,4284575744,3613724672
2026-03-09 18:29:36,3401986048,4917153792,3783761920,4234145792,4294049792,3652124672
2026-03-09 18:30:06,3402125312,4918865920,3788402688,4235374592,4293787648,3652448256
2026-03-09 18:30:36,3406823424,4932931584,3809869824,4251156480,4294041600,3912183808
2026-03-09 18:31:06,3495964672,4955594752,3812122624,4263862272,4293984256,4223397888
2026-03-09 18:31:36,3674120192,4963532800,3817644032,4264763392,4293988352,4294332416
2026-03-09 18:32:06,3674222592,4964913152,3818450944,4265271296,4294758400,4294410240
2026-03-09 18:32:36,3674349568,4975083520,3838533632,4266274816,4294787072,4293922816
2026-03-09 18:33:06,3773026304,5033041920,3860508672,4267323392,4294369280,4294746112
2026-03-09 18:33:36,3774078976,4991528960,3787272192,4269289472,4204351488,4184670208
2026-03-09 18:34:06,3776081920,5029662720,3826499584,4272672768,4234993664,4210782208
2026-03-09 18:34:36,3776860160,5078528000,3874111488,4273176576,4283113472,4244398080
2026-03-09 18:35:06,3777839104,5034483712,3915100160,4274221056,4294660096,4274044928
2026-03-09 18:35:36,3778285568,5063831552,3848196096,4274810880,4193910784,4294438912
2026-03-09 18:36:06,3780050944,5090955264,3867738112,4277067776,4210470912,4201418752
2026-03-09 18:36:36,3780374528,5021396992,3886166016,4277358592,4225396736,4216627200
2026-03-09 18:37:06,3780571136,5043707904,3907522560,4277784576,4242022400,4232601600
2026-03-09 18:37:36,3781410816,5059186688,3922763776,4278996992,4256428032,4245602304
2026-03-09 18:38:06,3782393856,5064658944,3929522176,4280434688,4260790272,4249542656
2026-03-09 18:38:36,3782762496,5080289280,3952881664,4281307136,4275322880,4263780352
2026-03-09 18:39:06,3783380992,5090721792,3965915136,4282019840,4285960192,4273278976
2026-03-09 18:39:36,3784208384,5102895104,3975913472,4282802176,4294688768,4282671104
2026-03-09 18:40:06,3787341824,5113421824,3896741888,4282904576,4294225920,4281450496
2026-03-09 18:40:36,3788525568,5125554176,3912708096,4286447616,4192149504,4289683456
2026-03-09 18:41:06,3788673024,5047222272,3922079744,4286533632,4197871616,4190900224
2026-03-09 18:41:36,3792965632,5062823936,3929325568,4286595072,4203413504,4196671488
2026-03-09 18:42:06,3793088512,5078593536,3939364864,4286668800,4207742976,4200607744
2026-03-09 18:42:36,3795763200,5090050048,3944947712,4287107072,4212195328,4204855296
2026-03-09 18:43:06,3796516864,5102039040,3950792704,4288364544,4218171392,4209778688
2026-03-09 18:43:36,3802136576,5110071296,3960680448,4289421312,4223660032,4215099392
2026-03-09 18:44:06,3803344896,5124894720,3965267968,4290523136,4227981312,4218531840
2026-03-09 18:44:36,3806515200,5138137088,3968266240,4291895296,4232093696,4221460480
2026-03-09 18:45:06,3811532800,5062017024,3972554752,4292952064,4235984896,4224602112
2026-03-09 18:45:36,3815796736,5067857920,3977822208,4292939776,4239392768,4226609152
2026-03-09 18:46:06,3815960576,5074276352,3979575296,4293054464,4240683008,4227829760
2026-03-09 18:46:36,3820855296,5082775552,3984904192,4293820416,4244799488,4230369280
2026-03-09 18:47:06,3823202304,5085589504,3986014208,4293656576,4246016000,4231380992
2026-03-09 18:47:36,3823636480,5092782080,3990691840,4294217728,4250365952,4235333632
2026-03-09 18:48:06,3824168960,5114155008,4007378944,4293357568,4260249600,4244680704
2026-03-09 18:48:36,3824713728,5129850880,4019032064,4294299648,4267184128,4250931200
2026-03-09 18:49:06,3827908608,5148475392,4031672320,4294066176,4273827840,4257456128
2026-03-09 18:49:36,3832754176,5167304704,3998085120,4205215744,4185399296,4064514048
2026-03-09 18:50:06,3837243392,5098635264,4010426368,4206292992,4190273536,4069044224
2026-03-09 18:50:36,3837984768,5113380864,4017123328,4207693824,4195393536,4073988096
2026-03-09 18:51:06,3844325376,5120225280,4020719616,4209512448,4199256064,4077301760
2026-03-09 18:51:36,3848134656,5129252864,4024012800,4209979392,4205060096,4081901568
2026-03-09 18:52:06,3855458304,5140123648,4035235840,4214059008,4215021568,4091228160
2026-03-09 18:52:36,3856355328,5152452608,4045508608,4217425920,4219621376,4095373312
2026-03-09 18:53:06,3862216704,5172785152,4051058688,4219793408,4225060864,4099592192
2026-03-09 18:53:36,3862855680,5190639616,4055703552,4221276160,4228739072,4102340608
2026-03-09 18:54:06,3867299840,5116493824,4068298752,4221976576,4235030528,4108546048
2026-03-09 18:54:36,3870728192,5134491648,3980066816,4223488000,4189462528,4115681280
2026-03-09 18:55:06,3870892032,5151232000,3990708224,4224897024,4195160064,4089548800
2026-03-09 18:55:36,3880046592,5163171840,3998171136,4225830912,4200595456,4093919232
2026-03-09 18:56:06,3895586816,5173870592,4005122048,4227420160,4200013824,4162596864
2026-03-09 18:56:36,3898822656,5189558272,4014129152,4227788800,4205735936,4168151040
2026-03-09 18:57:06,3899183104,5203480576,4023078912,4228751360,4214849536,4176281600
2026-03-09 18:57:36,3901902848,5215830016,4032360448,4230197248,4222898176,4182994944
2026-03-09 18:58:06,3905114112,5134331904,4038529024,4232617984,4232146944,4188753920
2026-03-09 18:58:36,3911135232,5141880832,4043710464,4233916416,4237434880,4191752192
2026-03-09 18:59:06,3919204352,5152690176,4054003712,4236685312,4246749184,4197736448
2026-03-09 18:59:36,3925610496,5186719744,4072067072,4237938688,4263403520,4213358592
2026-03-09 19:00:06,3927769088,5148704768,4093763584,4238364672,4279898112,4228784128
2026-03-09 19:00:36,3932794880,5166952448,4108328960,4240089088,4287373312,4238733312
2026-03-09 19:01:06,3935571968,5188059136,4125515776,4244000768,4292481024,4246257664
2026-03-09 19:01:36,3943632896,5209923584,4130435072,4246073344,4294082560,4251992064
2026-03-09 19:02:06,3955445760,5215563776,4134051840,4247437312,4294156288,4256219136
2026-03-09 19:02:36,3955970048,5222813696,4137132032,4251070464,4294197248,4259053568
2026-03-09 19:03:06,3958079488,5231996928,4144414720,4251541504,4294590464,4264497152
