Time,"gc=""Copy"",instance=""rskj-miner2:8080"",job=""rskj-jvm"",name=""rskj-miner2""","gc=""Copy"",instance=""rskj-miner4:8080"",job=""rskj-jvm"",name=""rskj-miner4""","gc=""Copy"",instance=""rskj-node1:8080"",job=""rskj-jvm"",name=""rskj-node1""","gc=""G1 Old Generation"",instance=""rskj-miner1:8080"",job=""rskj-jvm"",name=""rskj-miner1""","gc=""G1 Old Generation"",instance=""rskj-miner3:8080"",job=""rskj-jvm"",name=""rskj-miner3""","gc=""G1 Old Generation"",instance=""rskj-node2:8080"",job=""rskj-jvm"",name=""rskj-node2""","gc=""G1 Young Generation"",instance=""rskj-miner1:8080"",job=""rskj-jvm"",name=""rskj-miner1""","gc=""G1 Young Generation"",instance=""rskj-miner3:8080"",job=""rskj-jvm"",name=""rskj-miner3""","gc=""G1 Young Generation"",instance=""rskj-node2:8080"",job=""rskj-jvm"",name=""rskj-node2""","gc=""MarkSweepCompact"",instance=""rskj-miner2:8080"",job=""rskj-jvm"",name=""rskj-miner2""","gc=""MarkSweepCompact"",instance=""rskj-miner4:8080"",job=""rskj-jvm"",name=""rskj-miner4""","gc=""MarkSweepCompact"",instance=""rskj-node1:8080"",job=""rskj-jvm"",name=""rskj-node1"""
2026-03-09 18:09:06,0.00420346107561153,0.0085767072902012,0.002796704973049919,0,0,0,0.0030000508483194565,0.0034915846031287985,0.00340695289590997,0,0,0
2026-03-09 18:09:36,0.002949802498855792,0.009578056925867617,0.0026785108835695602,0,0,0,0.0030006611626290473,0.0032718519020817423,0.0034073571791829213,0,0,0
2026-03-09 18:10:06,0.003915386962269935,0.006288348757584919,0.002678102276386956,0,0,0,0.0020339327785216265,0.002830556450109351,0.020915963252991655,0,0,0
2026-03-09 18:10:36,0.00440633155950239,0.005253881092807185,0.002169234158659144,0,0,0,0.0022878641517107804,0.0035251847332383973,0.020913127478561534,0,0,0
2026-03-09 18:11:06,0.0033222028238723655,0.0036103530688001246,0.0021696018441615694,0,0,0,0.002339101988236658,0.002118715888674192,0,0,0,0
2026-03-09 18:11:36,0.00288145360859693,0.002220451887384108,0.002593308247737189,0,0,0,0.0010000338994541763,0.0014576518246071717,0.0012543223269373869,0,0,0
2026-03-09 18:12:06,0.003339039644739788,0.0020508822183427215,0.0051356802657671705,0,0,0,0.0017288428617434851,0.0027628523484245606,0.001254279806095089,0,0,0
2026-03-09 18:12:36,0.0028984524636845835,0.002559408793518481,0.006203600122038029,0,0,0,0.0029832531019052468,0.001305128987423392,0.0019323671497584673,0,0,0
2026-03-09 18:13:06,0.024391070732410123,0.01283029101201671,0.029205369855583533,0,0,0,0.001254258546754997,0.019814230990880994,0.001932301642456409,0,0,0
2026-03-09 18:13:36,0.027305084745762664,0.008567964113494104,0.03042527586148451,0,0,0,0.006169282397206947,0.02142372881355925,0.003389830508474564,0,0,0
2026-03-09 18:14:06,0.005915454761178288,0.004135733414692019,0.00794969150450868,0,0,0,0.007322282111258045,0.002525466533331089,0.0033899454218786953,0,0,0
2026-03-09 18:14:36,0.004407750860359028,0.0038312877195361607,0.003068524734682762,0,0,0,0.002356451421499581,0.0015426866481318415,0.0008984573656552099,0,0,0
2026-03-09 18:15:06,0.004203603573063116,0.002186551858569042,0.007881623105868053,0,0,0,0.004423803793284559,0.0012882010949709394,0.0008983203105137515,0,0,0
2026-03-09 18:15:36,0.01028674078091105,0.004626569729015136,0.010032537960954544,0,0,0,0.0069482104121475685,0.0029996441100208385,0.002643798935701434,0,0,0
2026-03-09 18:16:06,0.008593657304608794,0.003983253385765368,0.004746004034103448,0,0,0,0.006728927608942619,0.0028984033357062843,0.003932336689379289,0,0,0
2026-03-09 18:16:36,0.004050984779145128,0.002762805518831211,0.002593264292615107,0,0,0,0.004610403918843305,0.0005593409946100079,0.0026272077019560175,0,0,0
2026-03-09 18:17:06,0.0023221126139869224,0.0027289523196094945,0.0018983372599535905,0,0,0,0.001610251368713644,0.0012881792603139175,0.0013390284416421,0,0,0
2026-03-09 18:17:36,0.003389945421878635,0.002271224936015871,0.0037288767606230423,0,0,0,0.002593264292615107,0.0021865147971117287,0.0018135900608484774,0,0,0
2026-03-09 18:18:06,0.007000474608447975,0.004186582596020201,0.0036780907827383765,0,0,0,0.006118955201111872,0.002711956337502908,0.0018135900608484774,0,0,0
