Time,"job=""promtail""","container_id=""rskj-miner1"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail"""
2026-03-09 18:09:06,7.27565,6.190975740648149
2026-03-09 18:09:36,9.764392,6.217638173611111
2026-03-09 18:10:06,8.554618,6.244386724907407
2026-03-09 18:10:36,8.982078,6.268426610092592
2026-03-09 18:11:06,2.031206,6.255582409074074
2026-03-09 18:11:36,1.210268,6.23388716962963
2026-03-09 18:12:06,8.12836,6.236474758148148
2026-03-09 18:12:36,7.465846,6.230318953148148
2026-03-09 18:13:06,2.648566,6.213266880740741
2026-03-09 18:13:36,9.759976,6.213308566111111
2026-03-09 18:14:06,9.766976,6.213677894999999
2026-03-09 18:14:36,4.378604,6.2068446066666665
2026-03-09 18:15:06,9.708522,6.191782969999999
2026-03-09 18:15:36,9.736946,6.1940002090740744
2026-03-09 18:16:06,9.76949,6.204742165
2026-03-09 18:16:36,1.757316,6.205885932592592
2026-03-09 18:17:06,1.38507,6.185743186851852
2026-03-09 18:17:36,3.330274,6.166489664444445
2026-03-09 18:18:06,9.718146,6.152199628518518
2026-03-09 18:18:36,7.49743,6.150780976666667
2026-03-09 18:19:06,2.315594,6.143409410555556
2026-03-09 18:19:36,6.963192,6.135750713888889
2026-03-09 18:20:06,6.792456,6.128959983703703
2026-03-09 18:20:36,9.865706,6.124538507777777
2026-03-09 18:21:06,9.184588,6.1231128027777775
2026-03-09 18:21:36,9.208226,6.1217378946296295
2026-03-09 18:22:06,4.368296,6.110205484444444
2026-03-09 18:22:36,4.368296,6.09540462
2026-03-09 18:23:06,0.449682,6.089952939074074
2026-03-09 18:23:36,2.608586,6.068319207592593
2026-03-09 18:24:06,2.608586,6.04847392425926
2026-03-09 18:24:36,9.480722,6.063443631481482
2026-03-09 18:25:06,9.732246,6.084709266296296
2026-03-09 18:25:36,9.47239,6.104064010185185
2026-03-09 18:26:06,2.35033,6.097259177777778
2026-03-09 18:26:36,1.011974,6.092430662962963
2026-03-09 18:27:06,8.576235,6.076133455648148
2026-03-09 18:27:36,0,6.055599500092593
2026-03-09 18:28:06,0,6.028870226203703
2026-03-09 18:28:36,9.153195,6.006072505092593
2026-03-09 18:29:06,0,5.9914631381481485
2026-03-09 18:29:36,0,5.9642015840740745
2026-03-09 18:30:06,0,5.945832412962963
2026-03-09 18:30:36,0,5.92763912962963
2026-03-09 18:31:06,9.153195,5.912821464166666
2026-03-09 18:31:36,0,5.912151369074073
2026-03-09 18:32:06,0,5.894737394814815
2026-03-09 18:32:36,9.372633,5.8925271877777785
2026-03-09 18:33:06,9.706344,5.901498588333333
2026-03-09 18:33:36,9.90796,5.9029660561111115
2026-03-09 18:34:06,9.817866,5.922218383703704
2026-03-09 18:34:36,9.923208,5.927858994074073
2026-03-09 18:35:06,9.871952,5.930790323148148
2026-03-09 18:35:36,9.226266,5.931119117222223
2026-03-09 18:36:06,9.861706,5.9492369574074075
2026-03-09 18:36:36,9.746666,5.956269753888889
2026-03-09 18:37:06,9.746666,5.956179579074075
2026-03-09 18:37:36,2.528024,5.953661618148148
2026-03-09 18:38:06,5.687642,5.954290817592593
2026-03-09 18:38:36,9.7212,5.958807279444444
2026-03-09 18:39:06,9.713226,5.963298365740741
2026-03-09 18:39:36,9.89088,5.973111921296296
2026-03-09 18:40:06,9.780004,5.984065625185185
2026-03-09 18:40:36,9.62043,5.991717383888889
2026-03-09 18:41:06,9.62043,6.0091172366666665
2026-03-09 18:41:36,9.62043,6.010415111666666
2026-03-09 18:42:06,9.62043,6.026968311666667
2026-03-09 18:42:36,9.32723,6.053175913518518
2026-03-09 18:43:06,9.854406,6.079484782962963
2026-03-09 18:43:36,9.712076,6.106350641296296
2026-03-09 18:44:06,8.395828,6.131134883518519
2026-03-09 18:44:36,9.821332,6.157506452037038
2026-03-09 18:45:06,2.456676,6.18054056962963
2026-03-09 18:45:36,4.223208,6.190145321851851
2026-03-09 18:46:06,4.223208,6.201876455185185
2026-03-09 18:46:36,8.885544,6.210722368425926
2026-03-09 18:47:06,4.249992,6.202904529722222
2026-03-09 18:47:36,4.249992,6.188428033425926
2026-03-09 18:48:06,9.880096,6.185336343055556
2026-03-09 18:48:36,9.712418,6.185789248055556
2026-03-09 18:49:06,8.988028,6.19907489824074
2026-03-09 18:49:36,9.063666,6.208696321018519
2026-03-09 18:50:06,9.531196,6.207497259722222
2026-03-09 18:50:36,8.73886,6.208274183981482
2026-03-09 18:51:06,2.337684,6.209931634907408
2026-03-09 18:51:36,9.679975666666667,6.210444585462963
2026-03-09 18:52:06,9.82311,6.2235302750925925
2026-03-09 18:52:36,9.284676,6.23929803712963
2026-03-09 18:53:06,9.888106,6.241692467314815
2026-03-09 18:53:36,9.25022,6.260535640648148
2026-03-09 18:54:06,9.747242,6.274318504351852
2026-03-09 18:54:36,8.670694,6.2716451225
2026-03-09 18:55:06,9.760798,6.2705747017592595
2026-03-09 18:55:36,3.085353333333333,6.284617640462963
2026-03-09 18:56:06,8.524376,6.285224612685185
2026-03-09 18:56:36,9.056496,6.285466109166667
2026-03-09 18:57:06,9.75909,6.289940171944444
2026-03-09 18:57:36,9.75909,6.297325206388889
2026-03-09 18:58:06,8.4834,6.323039215092593
2026-03-09 18:58:36,9.810346,6.307492211018519
2026-03-09 18:59:06,9.389934,6.302905187685185
2026-03-09 18:59:36,9.389934,6.305032153240741
2026-03-09 19:00:06,9.737912,6.311260087314816
2026-03-09 19:00:36,9.625706999999998,6.329702659907407
2026-03-09 19:01:06,8.626412,6.343266910648149
2026-03-09 19:01:36,9.108162,6.342656985833333
2026-03-09 19:02:06,8.525764,6.346224898796296
2026-03-09 19:02:36,9.477604,6.3617019312037035
2026-03-09 19:03:06,9.632242,6.3776906519444445
2026-03-09 19:03:36,9.780288,6.385968756018518
2026-03-09 19:04:06,9.084318,6.39391130712963
2026-03-09 19:04:36,9.750062,6.393679331203704
2026-03-09 19:05:06,9.097642,6.3972178775
2026-03-09 19:05:36,2.899788,6.4065412106481485
2026-03-09 19:06:06,1.68622,6.397164759351852
2026-03-09 19:06:36,7.048018,6.393412589351851
2026-03-09 19:07:06,9.120532,6.380237990277777
2026-03-09 19:07:36,9.534688,6.380526589537037
2026-03-09 19:08:06,9.190954,6.379392862129629
2026-03-09 19:08:36,9.080856,6.3805045286111115
2026-03-09 19:09:06,9.080856,6.3837954691666665
2026-03-09 19:09:36,9.755818,6.389965775648148
2026-03-09 19:10:06,8.91382,6.415183068981482
2026-03-09 19:10:36,0.93747,6.407460479166667
2026-03-09 19:11:06,8.99824,6.416774685277778
2026-03-09 19:11:36,7.962448,6.425929935648148
2026-03-09 19:12:06,9.694058,6.424587167870371
2026-03-09 19:12:36,9.010722,6.420164733240741
2026-03-09 19:13:06,8.814978,6.413697624537037
2026-03-09 19:13:36,0.338718,6.4107102873148145
2026-03-09 19:14:06,6.524996,6.414617911944444
2026-03-09 19:14:36,9.74933,6.4292674360185185
2026-03-09 19:15:06,6.799995,6.417068233981482
2026-03-09 19:15:36,8.725332,6.425982978055555
2026-03-09 19:16:06,1.291786,6.417777321203704
2026-03-09 19:16:36,9.810172000000001,6.411296313981482
2026-03-09 19:17:06,9.667845999999999,6.428646035648148
2026-03-09 19:17:36,9.730298,6.44024326738265
2026-03-09 19:18:06,9.395076,6.45171559212963
2026-03-09 19:18:36,9.379754,6.458280538240741
2026-03-09 19:19:06,8.9293,6.456776104351852
2026-03-09 19:19:36,6.889326,6.446186624537037
2026-03-09 19:20:06,9.1434,6.444011739907407
2026-03-09 19:20:36,5.498424,6.443930297685186
2026-03-09 19:21:06,9.789274,6.462018216759259
2026-03-09 19:21:36,9.789274,6.475489604537037
2026-03-09 19:22:06,8.772304,6.487431701203704
2026-03-09 19:22:36,0.876442,6.495477199722222
2026-03-09 19:23:06,9.83544,6.515412617314815
2026-03-09 19:23:36,9.242502,6.515923323796296
2026-03-09 19:24:06,9.339476,6.515080290462963
2026-03-09 19:24:36,8.68607,6.513696414907407
2026-03-09 19:25:06,8.68607,6.520818033425926
2026-03-09 19:25:36,9.38339,6.533684504537037
2026-03-09 19:26:06,9.22857,6.542335131018518
2026-03-09 19:26:36,9.62766,6.557588308055555
2026-03-09 19:27:06,9.512158,6.565669240392629
2026-03-09 19:27:36,9.146535,6.587241185387536
2026-03-09 19:28:06,8.52357,6.5936429374016114
2026-03-09 19:28:36,0.063584,6.591400141772387
