Time,Series_A
2026-03-09 18:09:06,0.07815776689381772
2026-03-09 18:09:36,0.07823017025041228
2026-03-09 18:10:06,0.07835801752781425
2026-03-09 18:10:36,0.07840450193727969
2026-03-09 18:11:06,0.07845417823579141
2026-03-09 18:11:36,0.07850222828703587
2026-03-09 18:12:06,0.07857262156160444
2026-03-09 18:12:36,0.07943102759585048
2026-03-09 18:13:06,0.0783787446047858
2026-03-09 18:13:36,0.07848341028294328
2026-03-09 18:14:06,0.0786368936818627
2026-03-09 18:14:36,0.07872930695048486
2026-03-09 18:15:06,0.0788300534737374
2026-03-09 18:15:36,0.07891844657830757
2026-03-09 18:16:06,0.07899950641880302
2026-03-09 18:16:36,0.07903988987578754
2026-03-09 18:17:06,0.0790841621849329
2026-03-09 18:17:36,0.07894924426723848
2026-03-09 18:18:06,0.07919269651342181
2026-03-09 18:18:36,0.0794078762993501
2026-03-09 18:19:06,0.07944945166426963
2026-03-09 18:19:36,0.07950714808905593
2026-03-09 18:20:06,0.0795920462771387
2026-03-09 18:20:36,0.07978704443548942
2026-03-09 18:21:06,0.07989828580911887
2026-03-09 18:21:36,0.0800004565613446
2026-03-09 18:22:06,0.08004120365125844
2026-03-09 18:22:36,0.07986017505794263
2026-03-09 18:23:06,0.07996390135103269
2026-03-09 18:23:36,0.08002659772859722
2026-03-09 18:24:06,0.08025287841978462
2026-03-09 18:24:36,0.08050465381968362
2026-03-09 18:25:06,0.08066669269335688
2026-03-09 18:25:36,0.08087072106945252
2026-03-09 18:26:06,0.08091536711244192
2026-03-09 18:26:36,0.08096226565941018
2026-03-09 18:27:06,0.08098352808486102
2026-03-09 18:27:36,0.08069247022768017
2026-03-09 18:28:06,0.0806989550149198
2026-03-09 18:28:36,0.08071858109218867
2026-03-09 18:29:06,0.0807888632566955
2026-03-09 18:29:36,0.08079276220977105
2026-03-09 18:30:06,0.08080201464763943
2026-03-09 18:30:36,0.08080717621505291
2026-03-09 18:31:06,0.0808167013776183
2026-03-09 18:31:36,0.08082139830295543
2026-03-09 18:32:06,0.08082811541123323
2026-03-09 18:32:36,0.08064023839774846
2026-03-09 18:33:06,0.08042445255693798
2026-03-09 18:33:36,0.08082851944782138
2026-03-09 18:34:06,0.08187562066964317
2026-03-09 18:34:36,0.08305371055333972
2026-03-09 18:35:06,0.0840073480114102
2026-03-09 18:35:36,0.0840082267909894
2026-03-09 18:36:06,0.08458123148028854
2026-03-09 18:36:36,0.0849477532712191
2026-03-09 18:37:06,0.08554630317380336
2026-03-09 18:37:36,0.08570776629533852
2026-03-09 18:38:06,0.08596144066720178
2026-03-09 18:38:36,0.08642801201827033
2026-03-09 18:39:06,0.08689234096627471
2026-03-09 18:39:36,0.08719521689365863
2026-03-09 18:40:06,0.08705953130644675
2026-03-09 18:40:36,0.08689396721354198
2026-03-09 18:41:06,0.08716500505778052
2026-03-09 18:41:36,0.0874532851634179
2026-03-09 18:42:06,0.08766366701486203
2026-03-09 18:42:36,0.08576709906830678
2026-03-09 18:43:06,0.08596368307026596
2026-03-09 18:43:36,0.086132065318373
2026-03-09 18:44:06,0.08634559865520462
2026-03-09 18:44:36,0.08653865743793228
2026-03-09 18:45:06,0.0864847892598186
2026-03-09 18:45:36,0.08656348548627343
2026-03-09 18:46:06,0.08668893884689069
2026-03-09 18:46:36,0.08676278663428785
2026-03-09 18:47:06,0.08681680632612207
2026-03-09 18:47:36,0.08624561980146955
2026-03-09 18:48:06,0.08660400025514911
2026-03-09 18:48:36,0.08691837102346558
2026-03-09 18:49:06,0.08941854943087153
2026-03-09 18:49:36,0.08737264956134
2026-03-09 18:50:06,0.08762077853103105
2026-03-09 18:50:36,0.08781254439667666
2026-03-09 18:51:06,0.08789441231034838
2026-03-09 18:51:36,0.08813951100562838
2026-03-09 18:52:06,0.08834024648353068
2026-03-09 18:52:36,0.08804798661750013
2026-03-09 18:53:06,0.08828874191945763
2026-03-09 18:53:36,0.08828775202981669
2026-03-09 18:54:06,0.08854638595079935
2026-03-09 18:54:36,0.08858500174771076
2026-03-09 18:55:06,0.08865084961066277
2026-03-09 18:55:36,0.089595365942756
2026-03-09 18:56:06,0.08907077493763065
2026-03-09 18:56:36,0.08936273177622009
2026-03-09 18:57:06,0.08968234491926769
2026-03-09 18:57:36,0.08898582624497435
2026-03-09 18:58:06,0.0891190876126574
2026-03-09 18:58:36,0.08931020701976199
2026-03-09 18:59:06,0.08949344771339786
2026-03-09 18:59:36,0.09046309512127335
2026-03-09 19:00:06,0.09111454351415973
2026-03-09 19:00:36,0.09017449178636545
2026-03-09 19:01:06,0.09046618600117262
2026-03-09 19:01:36,0.090729223920966
2026-03-09 19:02:06,0.09087203065304383
2026-03-09 19:02:36,0.09027723829072927
2026-03-09 19:03:06,0.09048358987720671
2026-03-09 19:03:36,0.09068704250116426
2026-03-09 19:04:06,0.09058568992302951
2026-03-09 19:04:36,0.09043618628450327
2026-03-09 19:05:06,0.0905087714575625
2026-03-09 19:05:36,0.09057217489915625
2026-03-09 19:06:06,0.09041223701574132
2026-03-09 19:06:36,0.09048656964704424
2026-03-09 19:07:06,0.09076504176450455
2026-03-09 19:07:36,0.08990271657535355
2026-03-09 19:08:06,0.09033077313865773
2026-03-09 19:08:36,0.09067338606448515
2026-03-09 19:09:06,0.09087273771707308
2026-03-09 19:09:36,0.09102962512424756
2026-03-09 19:10:06,0.09093290886596173
2026-03-09 19:10:36,0.09111178596444569
2026-03-09 19:11:06,0.09139766205238364
2026-03-09 19:11:36,0.09154098393111136
2026-03-09 19:12:06,0.09169654811845969
2026-03-09 19:12:36,0.09133452123457218
2026-03-09 19:13:06,0.09138956111879146
2026-03-09 19:13:36,0.09142402543975973
2026-03-09 19:14:06,0.09171448734297308
2026-03-09 19:14:36,0.09202802983628387
2026-03-09 19:15:06,0.09182867818369594
2026-03-09 19:15:36,0.09212285722352016
2026-03-09 19:16:06,0.09239804654370183
2026-03-09 19:16:36,0.09333035086991855
2026-03-09 19:17:06,0.09364977209558678
2026-03-09 19:17:36,0.09329514918217692
2026-03-09 19:18:06,0.09359961095316928
2026-03-09 19:18:36,0.09385655802139646
2026-03-09 19:19:06,0.09408587908790962
2026-03-09 19:19:36,0.094236059487721
2026-03-09 19:20:06,0.09445907758345919
2026-03-09 19:20:36,0.0945632584177109
2026-03-09 19:21:06,0.09494704267186972
2026-03-09 19:21:36,0.09540871507930708
2026-03-09 19:22:06,0.09572086364638879
2026-03-09 19:22:36,0.09501272892018646
2026-03-09 19:23:06,0.09544219961154912
2026-03-09 19:23:36,0.09559807692725326
2026-03-09 19:24:06,0.09599791153487591
2026-03-09 19:24:36,0.09582723637913117
2026-03-09 19:25:06,0.09613310217726731
2026-03-09 19:25:36,0.09641721060513217
2026-03-09 19:26:06,0.09657044148118399
2026-03-09 19:26:36,0.09677966172743722
2026-03-09 19:27:06,0.09688128703026895
2026-03-09 19:27:36,0.09616695034243869
2026-03-09 19:28:06,0.09640323093918254
2026-03-09 19:28:36,0.09668084447889305
2026-03-09 19:29:06,0.09682867136557852
2026-03-09 19:29:36,0.09713111295363018
2026-03-09 19:30:06,0.09749804888206359
2026-03-09 19:30:36,0.09773330928642239
2026-03-09 19:31:06,0.09786256059096815
2026-03-09 19:31:36,0.09824123378228701
2026-03-09 19:32:06,0.09759174496685309
2026-03-09 19:32:36,0.09792696402311755
2026-03-09 19:33:06,0.09796638789320525
2026-03-09 19:33:36,0.09798526650278606
2026-03-09 19:34:06,0.09799748860957727
2026-03-09 19:34:36,0.09831698054164842
2026-03-09 19:35:06,0.09846273674081966
2026-03-09 19:35:36,0.0988509148928745
2026-03-09 19:36:06,0.09924999193189438
2026-03-09 19:36:36,0.09958432210766495
2026-03-09 19:37:06,0.0998664305544185
2026-03-09 19:37:36,0.09905487256256722
2026-03-09 19:38:06,0.09924303240166368
2026-03-09 19:38:36,0.09915618473704314
2026-03-09 19:39:06,0.0993321325702631
2026-03-09 19:39:36,0.09996513669290093
2026-03-09 19:40:06,0.1000697619673996
2026-03-09 19:40:36,0.10043160703482244
2026-03-09 19:41:06,0.10031513338737659
2026-03-09 19:41:36,0.10077106847526238
2026-03-09 19:42:06,0.10107581307186644
2026-03-09 19:42:36,0.10069954389824702
2026-03-09 19:43:06,0.10135115390576867
2026-03-09 19:43:36,0.1017553319067138
2026-03-09 19:44:06,0.10199881445564125
2026-03-09 19:44:36,0.10226180187086112
2026-03-09 19:45:06,0.10229506418297969
2026-03-09 19:45:36,0.10251041568445793
2026-03-09 19:46:06,0.10272968634084112
2026-03-09 19:46:36,0.1031472884574272
2026-03-09 19:47:06,0.10330546878168373
2026-03-09 19:47:36,0.10265145475646266
2026-03-09 19:48:06,0.10294074495357039
2026-03-09 19:48:36,0.10329168103311348
2026-03-09 19:49:06,0.10331637776956348
2026-03-09 19:49:36,0.10355566843888898
2026-03-09 19:50:06,0.10375812107229088
2026-03-09 19:50:36,0.10391080649894872
2026-03-09 19:51:06,0.104116107590297
2026-03-09 19:51:36,0.10437797380398478
2026-03-09 19:52:06,0.10435680228676628
2026-03-09 19:52:36,0.10365180894503673
2026-03-09 19:53:06,0.10394184660983252
2026-03-09 19:53:36,0.10417073333701343
2026-03-09 19:54:06,0.1044067412090603
2026-03-09 19:54:36,0.10512101729140234
2026-03-09 19:55:06,0.10545116568848567
2026-03-09 19:55:36,0.10576775865803692
2026-03-09 19:56:06,0.10586912133708636
2026-03-09 19:56:36,0.10630416773336535
2026-03-09 19:57:06,0.10688231378824857
2026-03-09 19:57:36,0.10620904741960266
2026-03-09 19:58:06,0.10684889996240944
2026-03-09 19:58:36,0.10682432443693587
2026-03-09 19:59:06,0.10716366466639936
2026-03-09 19:59:36,0.10756426694353947
2026-03-09 20:00:06,0.10812758485563798
2026-03-09 20:00:36,0.10855929795006482
2026-03-09 20:01:06,0.10880388149869494
2026-03-09 20:01:36,0.1091747668847774
2026-03-09 20:02:06,0.10946391566907929
2026-03-09 20:02:36,0.10899960692290431
2026-03-09 20:03:06,0.10911011092976042
2026-03-09 20:03:36,0.10944158254666989
2026-03-09 20:04:06,0.10939590621038074
2026-03-09 20:04:36,0.10973797368681416
2026-03-09 20:05:06,0.11067717693777336
2026-03-09 20:05:36,0.11140289735647446
2026-03-09 20:06:06,0.11198406358485402
2026-03-09 20:06:36,0.11260293652782168
2026-03-09 20:07:06,0.11263679479390776
2026-03-09 20:07:36,0.11185880214161614
2026-03-09 20:08:06,0.11205060841092056
2026-03-09 20:08:36,0.11229039402506653
2026-03-09 20:09:06,0.11260194663818074
2026-03-09 20:09:36,0.11233493905890889
2026-03-09 20:10:06,0.11256676515226852
2026-03-09 20:10:36,0.11276076332006359
2026-03-09 20:11:06,0.11287839857270035
2026-03-09 20:11:36,0.11305860899192517
2026-03-09 20:12:06,0.11326744540341968
2026-03-09 20:12:36,0.11199260895869317
2026-03-09 20:13:06,0.11254471485547081
2026-03-09 20:13:36,0.11283514645594003
2026-03-09 20:14:06,0.11321165805151234
2026-03-09 20:14:36,0.11315248689317935
2026-03-09 20:15:06,0.11334491941919539
2026-03-09 20:15:36,0.11383903596466033
2026-03-09 20:16:06,0.11416620459190613
2026-03-09 20:16:36,0.114195163914361
2026-03-09 20:17:06,0.11438817219251515
2026-03-09 20:17:36,0.11397620638633363
2026-03-09 20:18:06,0.1141664268120296
2026-03-09 20:18:36,0.11430696083829915
2026-03-09 20:19:06,0.11456541294281716
2026-03-09 20:19:36,0.11498731804906691
2026-03-09 20:20:06,0.11541116253093973
2026-03-09 20:20:36,0.11552895939821174
2026-03-09 20:21:06,0.11592793542808459
2026-03-09 20:21:36,0.11613666072951735
2026-03-09 20:22:06,0.11624202337078937
2026-03-09 20:22:36,0.11558572653884532
2026-03-09 20:23:06,0.11593616767356793
2026-03-09 20:23:36,0.11607589362666121
2026-03-09 20:24:06,0.11631047726973488
2026-03-09 20:24:36,0.11631994182681205
2026-03-09 20:25:06,0.11723188270898653
2026-03-09 20:25:36,0.11679141212151178
2026-03-09 20:26:06,0.11705559144466667
2026-03-09 20:26:36,0.11724826639263558
2026-03-09 20:27:06,0.11777581696576907
2026-03-09 20:27:36,0.11712181304146269
2026-03-09 20:28:06,0.11749899129740542
2026-03-09 20:28:36,0.11795239105570064
2026-03-09 20:29:06,0.11807539999495964
2026-03-09 20:29:36,0.1182916504778465
2026-03-09 20:30:06,0.11856604182576659
2026-03-09 20:30:36,0.11885697847197099
2026-03-09 20:31:06,0.11869295981901586
2026-03-09 20:31:36,0.11912025881371727
2026-03-09 20:32:06,0.11902630010514548
2026-03-09 20:32:36,0.11835500341486674
2026-03-09 20:33:06,0.1185747387133263
2026-03-09 20:33:36,0.1188798772456038
2026-03-09 20:34:06,0.11912351130825179
2026-03-09 20:34:36,0.11915936955544915
