timestamp,container,cgrp_total_mb,rss_mb,cache_mb,nmt_total_mb,heap_comm_mb,gc_mb,threads_mb,metaspace_mb,nmt_other_mb,db_fds
2026-03-18 16:32:38,rskj-miner1,4203,4080,92,5495,5120,236,7,36,375,37
2026-03-18 16:32:40,rskj-miner2,4262,4134,95,5509,5120,236,7,37,389,37
2026-03-18 16:32:41,rskj-node1,2559,2505,32,3354,3072,157,5,36,282,37
2026-03-18 16:32:42,rskj-node2,2529,2481,30,3348,3072,157,5,36,276,37
2026-03-18 16:33:14,rskj-miner1,4275,4104,139,5496,5120,236,7,37,376,37
2026-03-18 16:33:16,rskj-miner2,4307,4128,145,5500,5120,236,7,37,380,37
2026-03-18 16:33:17,rskj-node1,2562,2507,35,3351,3072,157,5,36,279,37
2026-03-18 16:33:18,rskj-node2,2534,2484,33,3347,3072,157,5,36,275,37
2026-03-18 16:33:50,rskj-miner1,4278,4110,136,5515,5120,236,8,37,395,37
2026-03-18 16:33:51,rskj-miner2,4325,4151,138,5508,5120,236,8,37,388,37
2026-03-18 16:33:53,rskj-node1,2566,2507,38,3359,3072,158,5,36,287,37
2026-03-18 16:33:54,rskj-node2,2538,2484,35,3363,3072,158,5,36,291,37
2026-03-18 16:34:26,rskj-miner1,4371,4134,203,5497,5120,236,8,37,377,37
2026-03-18 16:34:27,rskj-miner2,4411,4159,217,5500,5120,236,8,37,380,37
2026-03-18 16:34:29,rskj-node1,2557,2496,40,3352,3072,158,5,36,280,37
2026-03-18 16:34:30,rskj-node2,2543,2486,38,3349,3072,158,5,36,277,37
2026-03-18 16:35:02,rskj-miner1,4393,4140,217,5498,5120,236,8,37,378,37
2026-03-18 16:35:03,rskj-miner2,4427,4164,223,5499,5120,236,8,37,379,37
2026-03-18 16:35:04,rskj-node1,2578,2515,43,3348,3072,158,5,36,276,37
2026-03-18 16:35:06,rskj-node2,2534,2475,40,3348,3072,158,5,36,276,37
2026-03-18 16:35:37,rskj-miner1,4444,4149,261,5498,5120,236,8,37,378,37
2026-03-18 16:35:39,rskj-miner2,4500,4174,289,5499,5120,236,8,37,379,37
2026-03-18 16:35:40,rskj-node1,2582,2514,46,3349,3072,158,5,36,277,37
2026-03-18 16:35:41,rskj-node2,2553,2492,43,3348,3072,158,5,36,276,37
2026-03-18 16:36:13,rskj-miner1,4469,4170,263,5498,5120,236,8,37,378,37
2026-03-18 16:36:14,rskj-miner2,4479,4178,263,5500,5120,236,8,37,380,37
2026-03-18 16:36:16,rskj-node1,2589,2520,48,3349,3072,158,5,36,277,37
2026-03-18 16:36:18,rskj-node2,2560,2495,46,3348,3072,158,5,36,276,37
2026-03-18 16:36:50,rskj-miner1,4470,4174,261,5499,5120,236,8,37,379,37
2026-03-18 16:36:52,rskj-miner2,4484,4183,262,5499,5120,236,8,37,379,37
2026-03-18 16:36:53,rskj-node1,2597,2526,51,3365,3072,158,5,36,293,37
2026-03-18 16:36:54,rskj-node2,2565,2497,49,3349,3072,158,5,36,277,37
2026-03-18 16:37:26,rskj-miner1,4485,4180,269,5499,5120,236,8,37,379,37
2026-03-18 16:37:28,rskj-miner2,4496,4188,270,5511,5120,236,8,37,391,37
2026-03-18 16:37:29,rskj-node1,2601,2526,53,3352,3072,158,5,36,280,37
2026-03-18 16:37:30,rskj-node2,2569,2499,51,3351,3072,158,5,36,279,37
2026-03-18 16:38:02,rskj-miner1,4531,4189,304,5506,5120,236,8,37,386,37
2026-03-18 16:38:04,rskj-miner2,4542,4197,305,5506,5120,236,8,37,386,37
2026-03-18 16:38:05,rskj-node1,2603,2526,56,3349,3072,158,5,36,277,37
2026-03-18 16:38:06,rskj-node2,2575,2502,54,3349,3072,158,5,36,277,37
2026-03-18 16:38:38,rskj-miner1,4539,4195,307,5498,5120,236,8,37,378,37
2026-03-18 16:38:39,rskj-miner2,4550,4203,306,5499,5120,236,8,37,379,37
2026-03-18 16:38:41,rskj-node1,2609,2530,59,3356,3072,158,5,36,284,37
2026-03-18 16:38:42,rskj-node2,2580,2504,56,3349,3072,158,5,36,277,37
2026-03-18 16:39:13,rskj-miner1,4631,4203,388,5508,5120,236,8,37,388,37
2026-03-18 16:39:14,rskj-miner2,4621,4191,389,5499,5120,236,8,37,379,37
2026-03-18 16:39:15,rskj-node1,2600,2518,61,3350,3072,158,5,36,278,37
2026-03-18 16:39:16,rskj-node2,2586,2507,59,3350,3072,158,5,36,278,37
2026-03-18 16:39:48,rskj-miner1,4650,4218,392,5500,5120,236,8,37,380,37
2026-03-18 16:39:50,rskj-miner2,4630,4195,392,5501,5120,236,8,37,381,37
2026-03-18 16:39:51,rskj-node1,2620,2534,65,3350,3072,158,5,36,278,37
2026-03-18 16:39:52,rskj-node2,2575,2492,63,3350,3072,158,5,36,278,37
2026-03-18 16:40:24,rskj-miner1,4660,4229,391,5499,5120,236,8,37,379,37
2026-03-18 16:40:25,rskj-miner2,4650,4215,392,5500,5120,236,8,37,380,37
2026-03-18 16:40:27,rskj-node1,2630,2538,68,3354,3072,158,5,36,282,37
2026-03-18 16:40:28,rskj-node2,2597,2511,67,3350,3072,158,5,36,278,37
2026-03-18 16:41:00,rskj-miner1,4687,4242,403,5502,5120,236,8,37,382,37
2026-03-18 16:41:01,rskj-miner2,4668,4220,406,5499,5120,236,8,37,379,37
2026-03-18 16:41:02,rskj-node1,2632,2538,71,3350,3072,158,5,36,278,37
2026-03-18 16:41:03,rskj-node2,2600,2513,69,3350,3072,158,5,36,278,37
2026-03-18 16:41:35,rskj-miner1,4702,4257,407,5499,5120,236,8,37,379,37
2026-03-18 16:41:36,rskj-miner2,4680,4224,413,5499,5120,236,8,37,379,37
2026-03-18 16:41:38,rskj-node1,2636,2540,72,3350,3072,158,5,36,278,37
2026-03-18 16:41:39,rskj-node2,2589,2499,71,3350,3072,158,5,36,278,37
2026-03-18 16:42:11,rskj-miner1,4803,4267,493,5503,5120,236,8,37,383,37
2026-03-18 16:42:12,rskj-miner2,4702,4233,425,5499,5120,236,8,37,379,37
2026-03-18 16:42:13,rskj-node1,2639,2542,75,3350,3072,158,5,36,278,37
2026-03-18 16:42:14,rskj-node2,2595,2502,73,3350,3072,158,5,36,278,37
2026-03-18 16:42:46,rskj-miner1,4822,4287,492,5500,5120,237,8,37,380,37
2026-03-18 16:42:47,rskj-miner2,4789,4241,501,5500,5120,236,8,37,380,37
2026-03-18 16:42:49,rskj-node1,2642,2543,78,3352,3072,158,5,36,280,37
2026-03-18 16:42:50,rskj-node2,2599,2502,78,3350,3072,158,5,36,278,37
2026-03-18 16:43:23,rskj-miner1,4850,4302,505,5500,5120,237,8,37,380,37
2026-03-18 16:43:24,rskj-miner2,4814,4251,517,5501,5120,236,8,37,381,37
2026-03-18 16:43:26,rskj-node1,2647,2543,81,3352,3072,158,5,36,280,37
2026-03-18 16:43:28,rskj-node2,2619,2518,81,3351,3072,158,5,36,279,37
2026-03-18 16:44:00,rskj-miner1,4889,4311,533,5501,5120,237,8,37,381,37
2026-03-18 16:44:01,rskj-miner2,4851,4262,542,5500,5120,236,8,37,380,37
2026-03-18 16:44:02,rskj-node1,2653,2546,84,3351,3072,158,5,36,279,37
2026-03-18 16:44:04,rskj-node2,2623,2520,83,3352,3072,158,5,37,280,37
2026-03-18 16:44:35,rskj-miner1,4907,4324,538,5506,5120,237,8,37,386,37
2026-03-18 16:44:36,rskj-miner2,4865,4270,547,5500,5120,236,8,37,380,37
2026-03-18 16:44:37,rskj-node1,2656,2548,87,3351,3072,158,5,36,279,37
2026-03-18 16:44:39,rskj-node2,2628,2522,86,3350,3072,158,5,37,278,37
2026-03-18 16:45:10,rskj-miner1,4929,4340,544,5503,5120,237,8,37,383,37
2026-03-18 16:45:12,rskj-miner2,4887,4284,554,5500,5120,236,8,37,380,37
2026-03-18 16:45:13,rskj-node1,2661,2549,90,3351,3072,158,5,36,279,37
2026-03-18 16:45:15,rskj-node2,2634,2524,90,3351,3072,158,5,37,279,37
2026-03-18 16:45:46,rskj-miner1,5021,4350,624,5500,5120,237,8,37,380,37
2026-03-18 16:45:47,rskj-miner2,4899,4292,559,5500,5120,236,8,37,380,37
2026-03-18 16:45:49,rskj-node1,2667,2551,93,3351,3072,158,5,36,279,37
2026-03-18 16:45:50,rskj-node2,2639,2525,93,3351,3072,158,5,37,279,37
2026-03-18 16:46:21,rskj-miner1,5041,4360,634,5500,5120,237,8,37,380,37
2026-03-18 16:46:24,rskj-miner2,5004,4307,646,5501,5120,236,8,37,381,37
2026-03-18 16:46:26,rskj-node1,2654,2536,96,3351,3072,158,5,36,279,37
2026-03-18 16:46:27,rskj-node2,2643,2527,96,3351,3072,158,5,37,279,37
2026-03-18 16:46:59,rskj-miner1,5059,4370,641,5500,5120,237,8,37,380,37
2026-03-18 16:47:01,rskj-miner2,5032,4330,651,5501,5120,236,8,37,381,37
2026-03-18 16:47:03,rskj-node1,2675,2555,98,3351,3072,158,5,37,279,37
2026-03-18 16:47:04,rskj-node2,2649,2530,98,3351,3072,158,5,37,279,37
2026-03-18 16:47:37,rskj-miner1,5087,4386,653,5501,5120,237,8,37,381,37
2026-03-18 16:47:38,rskj-miner2,5047,4340,655,5500,5120,236,8,37,380,37
2026-03-18 16:47:40,rskj-node1,2680,2556,101,3356,3072,158,5,37,284,37
2026-03-18 16:47:41,rskj-node2,2654,2533,102,3353,3072,158,5,37,281,37
2026-03-18 16:48:13,rskj-miner1,5108,4400,660,5501,5120,237,8,37,381,37
2026-03-18 16:48:14,rskj-miner2,5063,4353,659,5500,5120,237,8,37,380,37
2026-03-18 16:48:15,rskj-node1,2685,2559,104,3351,3072,158,5,37,279,37
2026-03-18 16:48:17,rskj-node2,2660,2534,104,3351,3072,158,5,37,279,37
2026-03-18 16:48:48,rskj-miner1,5124,4414,661,5500,5120,237,8,37,380,37
2026-03-18 16:48:49,rskj-miner2,5084,4368,665,5513,5120,237,8,37,393,37
2026-03-18 16:48:51,rskj-node1,2689,2560,106,3351,3072,158,5,37,279,37
2026-03-18 16:48:52,rskj-node2,2666,2538,107,3367,3072,158,5,37,295,37
2026-03-18 16:49:23,rskj-miner1,5234,4422,762,5502,5120,237,8,37,382,37
2026-03-18 16:49:24,rskj-miner2,5116,4381,683,5501,5120,237,8,38,381,37
2026-03-18 16:49:25,rskj-node1,2693,2561,109,3351,3072,158,5,37,279,37
2026-03-18 16:49:26,rskj-node2,2669,2538,110,3351,3072,158,5,37,279,37
2026-03-18 16:49:58,rskj-miner1,5251,4430,769,5502,5120,237,8,37,382,37
2026-03-18 16:50:00,rskj-miner2,5245,4396,796,5501,5120,237,8,38,381,37
2026-03-18 16:50:01,rskj-node1,2685,2552,112,3352,3072,158,5,37,280,37
2026-03-18 16:50:02,rskj-node2,2675,2541,113,3352,3072,158,5,37,280,37
2026-03-18 16:50:34,rskj-miner1,5266,4434,780,5501,5120,237,8,37,381,37
2026-03-18 16:50:35,rskj-miner2,5249,4410,784,5501,5120,237,8,38,381,37
2026-03-18 16:50:37,rskj-node1,2707,2568,116,3351,3072,158,5,37,279,37
2026-03-18 16:50:38,rskj-node2,2680,2542,116,3351,3072,158,5,37,279,37
2026-03-18 16:51:10,rskj-miner1,5277,4438,789,5501,5120,237,8,37,381,37
2026-03-18 16:51:11,rskj-miner2,5269,4420,795,5501,5120,237,8,38,381,37
2026-03-18 16:51:12,rskj-node1,2713,2574,118,3351,3072,158,5,37,279,37
2026-03-18 16:51:13,rskj-node2,2685,2546,119,3352,3072,158,5,37,280,37
2026-03-18 16:51:45,rskj-miner1,5293,4446,794,5503,5120,237,8,37,383,37
2026-03-18 16:51:46,rskj-miner2,5315,4455,806,5501,5120,237,8,38,381,37
2026-03-18 16:51:47,rskj-node1,2716,2574,120,3352,3072,158,5,37,280,37
2026-03-18 16:51:49,rskj-node2,2689,2548,121,3355,3072,158,5,37,283,37
2026-03-18 16:52:20,rskj-miner1,5314,4450,811,5501,5120,237,8,37,381,37
2026-03-18 16:52:22,rskj-miner2,5346,4466,825,5501,5120,237,8,38,381,37
2026-03-18 16:52:23,rskj-node1,2721,2576,122,3352,3072,158,5,37,280,37
2026-03-18 16:52:25,rskj-node2,2695,2549,123,3351,3072,158,5,37,279,37
2026-03-18 16:52:56,rskj-miner1,5334,4452,827,5501,5120,237,8,37,381,37
2026-03-18 16:52:58,rskj-miner2,5371,4471,844,5501,5120,237,8,38,381,37
2026-03-18 16:52:59,rskj-node1,2725,2576,125,3352,3072,158,5,37,280,37
2026-03-18 16:53:01,rskj-node2,2697,2549,127,3351,3072,158,5,37,279,37
2026-03-18 16:53:32,rskj-miner1,5358,4460,844,5509,5120,237,8,37,389,37
2026-03-18 16:53:33,rskj-miner2,5395,4481,857,5502,5120,237,8,38,382,37
2026-03-18 16:53:35,rskj-node1,2734,2582,128,3352,3072,158,5,37,280,37
2026-03-18 16:53:36,rskj-node2,2606,2555,32,3352,3072,158,5,37,280,37
2026-03-18 16:54:07,rskj-miner1,5392,4464,872,5501,5120,237,8,37,381,37
2026-03-18 16:54:08,rskj-miner2,5423,4483,882,5501,5120,237,8,38,381,37
2026-03-18 16:54:09,rskj-node1,2738,2582,132,3355,3072,158,6,37,283,37
2026-03-18 16:54:10,rskj-node2,2611,2558,35,3352,3072,158,5,37,280,37
2026-03-18 16:54:42,rskj-miner1,5418,4468,895,5501,5120,237,8,37,381,37
2026-03-18 16:54:43,rskj-miner2,5452,4489,905,5502,5120,237,8,38,382,37
2026-03-18 16:54:44,rskj-node1,2621,2567,36,3352,3072,158,6,37,280,37
2026-03-18 16:54:45,rskj-node2,2612,2556,37,3352,3072,158,5,37,280,37
2026-03-18 16:55:17,rskj-miner1,5503,4468,976,5517,5120,237,8,37,397,37
2026-03-18 16:55:18,rskj-miner2,5446,4475,913,5502,5120,237,8,38,382,37
2026-03-18 16:55:20,rskj-node1,2626,2567,38,3352,3072,158,6,37,280,37
2026-03-18 16:55:23,rskj-node2,2620,2558,40,3352,3072,158,5,37,280,37
2026-03-18 16:55:54,rskj-miner1,5500,4473,971,5502,5120,237,8,37,382,37
2026-03-18 16:55:55,rskj-miner2,5523,4479,985,5502,5120,237,8,38,382,37
2026-03-18 16:55:57,rskj-node1,2632,2571,40,3352,3072,158,6,37,280,37
2026-03-18 16:55:58,rskj-node2,2623,2562,43,3352,3072,158,5,37,280,37
2026-03-18 16:56:29,rskj-miner1,5560,4511,990,5502,5120,237,8,38,382,37
2026-03-18 16:56:31,rskj-miner2,5599,4530,1008,5502,5120,237,8,38,382,37
2026-03-18 16:56:33,rskj-node1,2712,2626,64,3352,3072,158,6,37,280,37
2026-03-18 16:56:35,rskj-node2,2686,2598,68,3352,3072,158,5,37,280,37
2026-03-18 16:57:07,rskj-miner1,5578,4518,1004,5513,5120,237,8,38,393,37
2026-03-18 16:57:08,rskj-miner2,5623,4536,1025,5502,5120,237,8,38,382,37
2026-03-18 16:57:09,rskj-node1,2718,2629,67,3353,3072,158,6,37,281,37
2026-03-18 16:57:10,rskj-node2,2691,2602,70,3353,3072,158,5,37,281,37
2026-03-18 16:57:42,rskj-miner1,5613,4530,1023,5502,5120,237,8,38,382,37
2026-03-18 16:57:43,rskj-miner2,5652,4549,1040,5502,5120,237,8,38,382,37
2026-03-18 16:57:44,rskj-node1,2708,2615,71,3352,3072,158,6,37,280,37
2026-03-18 16:57:46,rskj-node2,2697,2603,74,3352,3072,158,5,37,280,37
2026-03-18 16:58:17,rskj-miner1,5708,4534,1114,5504,5120,237,8,38,384,37
2026-03-18 16:58:18,rskj-miner2,5669,4553,1052,5502,5120,237,8,38,382,37
2026-03-18 16:58:20,rskj-node1,2729,2634,73,3352,3072,158,6,37,280,37
2026-03-18 16:58:22,rskj-node2,2701,2605,77,3352,3072,158,5,37,280,37
2026-03-18 16:58:53,rskj-miner1,5732,4539,1130,5505,5120,237,8,38,385,37
2026-03-18 16:58:54,rskj-miner2,5699,4560,1076,5518,5120,237,8,38,398,37
2026-03-18 16:58:55,rskj-node1,2732,2635,76,3352,3072,158,6,37,280,37
2026-03-18 16:58:57,rskj-node2,2708,2608,80,3353,3072,158,5,37,281,37
2026-03-18 16:59:28,rskj-miner1,5750,4541,1145,5502,5120,237,8,38,382,37
2026-03-18 16:59:30,rskj-miner2,5716,4562,1090,5503,5120,237,8,38,383,37
2026-03-18 16:59:31,rskj-node1,2736,2635,79,3352,3072,158,6,37,280,37
2026-03-18 16:59:32,rskj-node2,2711,2608,83,3353,3072,158,5,37,281,37
2026-03-18 17:00:04,rskj-miner1,5744,4544,1138,5502,5120,237,8,38,382,37
2026-03-18 17:00:05,rskj-miner2,5793,4563,1163,5504,5120,237,8,38,384,37
2026-03-18 17:00:06,rskj-node1,2749,2646,81,3352,3072,158,6,37,280,37
2026-03-18 17:00:07,rskj-node2,2724,2619,85,3368,3072,158,5,37,296,37
2026-03-18 17:00:39,rskj-miner1,5725,4546,1117,5502,5120,237,8,38,382,37
2026-03-18 17:00:40,rskj-miner2,5776,4566,1146,5503,5120,237,8,38,383,37
2026-03-18 17:00:42,rskj-node1,2753,2647,84,3352,3072,158,6,37,280,37
2026-03-18 17:00:43,rskj-node2,2728,2620,88,3352,3072,158,5,37,280,37
2026-03-18 17:01:14,rskj-miner1,5720,4552,1106,5502,5120,237,8,38,382,37
2026-03-18 17:01:15,rskj-miner2,5773,4571,1137,5503,5120,237,8,38,383,37
2026-03-18 17:01:16,rskj-node1,2759,2649,87,3352,3072,158,6,37,280,37
2026-03-18 17:01:17,rskj-node2,2734,2622,92,3352,3072,158,5,37,280,37
2026-03-18 17:01:49,rskj-miner1,5808,4556,1189,5513,5120,237,8,38,393,37
2026-03-18 17:01:50,rskj-miner2,5760,4575,1119,5503,5120,237,8,38,383,37
2026-03-18 17:01:51,rskj-node1,2761,2650,90,3368,3072,158,6,37,296,37
2026-03-18 17:01:53,rskj-node2,2738,2623,94,3352,3072,158,5,37,280,37
2026-03-18 17:02:24,rskj-miner1,5785,4557,1164,5502,5120,237,8,38,382,37
2026-03-18 17:02:25,rskj-miner2,5734,4577,1094,5503,5120,237,8,38,383,37
2026-03-18 17:02:26,rskj-node1,2764,2650,92,3352,3072,158,6,37,280,37
2026-03-18 17:02:27,rskj-node2,2745,2627,97,3352,3072,158,5,37,280,37
2026-03-18 17:02:59,rskj-miner1,5767,4559,1145,5503,5120,237,8,38,383,37
2026-03-18 17:03:01,rskj-miner2,5821,4579,1176,5504,5120,237,8,38,384,37
2026-03-18 17:03:02,rskj-node1,2753,2636,94,3352,3072,158,6,37,280,37
2026-03-18 17:03:04,rskj-node2,2749,2628,99,3352,3072,158,5,37,280,37
2026-03-18 17:03:36,rskj-miner1,5754,4567,1125,5502,5120,237,8,38,382,37
2026-03-18 17:03:37,rskj-miner2,5809,4586,1157,5504,5120,237,8,38,384,37
2026-03-18 17:03:38,rskj-node1,2773,2653,97,3352,3072,158,6,37,280,37
2026-03-18 17:03:39,rskj-node2,2756,2634,102,3355,3072,158,5,37,283,37
2026-03-18 17:04:12,rskj-miner1,5748,4570,1115,5502,5120,237,8,38,382,37
2026-03-18 17:04:13,rskj-miner2,5813,4591,1156,5503,5120,237,8,38,383,37
2026-03-18 17:04:15,rskj-node1,2778,2655,100,3368,3072,158,6,37,296,37
2026-03-18 17:04:16,rskj-node2,2762,2636,105,3352,3072,158,5,37,280,37
2026-03-18 17:04:48,rskj-miner1,5742,4574,1106,5502,5120,237,8,38,382,37
2026-03-18 17:04:50,rskj-miner2,5807,4598,1145,5504,5120,237,8,38,384,37
2026-03-18 17:04:51,rskj-node1,2782,2655,103,3353,3072,158,6,37,281,37
2026-03-18 17:04:53,rskj-node2,2768,2640,109,3352,3072,158,5,37,280,37
2026-03-18 17:05:25,rskj-miner1,5824,4576,1184,5502,5120,237,8,38,382,37
2026-03-18 17:05:26,rskj-miner2,5787,4599,1123,5504,5120,237,8,38,384,37
2026-03-18 17:05:27,rskj-node1,2787,2657,107,3352,3072,158,6,37,280,37
2026-03-18 17:05:28,rskj-node2,2775,2642,112,3352,3072,158,5,37,280,37
2026-03-18 17:06:00,rskj-miner1,5814,4579,1171,5503,5120,237,8,38,383,37
2026-03-18 17:06:02,rskj-miner2,5779,4605,1111,5505,5120,237,8,38,385,37
2026-03-18 17:06:03,rskj-node1,2790,2658,110,3354,3072,158,6,37,282,37
2026-03-18 17:06:04,rskj-node2,2781,2644,115,3352,3072,158,5,37,280,37
2026-03-18 17:06:36,rskj-miner1,5814,4585,1164,5502,5120,237,8,38,382,37
2026-03-18 17:06:37,rskj-miner2,5780,4607,1108,5504,5120,237,8,38,384,37
2026-03-18 17:06:39,rskj-node1,2797,2661,113,3352,3072,158,6,37,280,37
2026-03-18 17:06:40,rskj-node2,2786,2646,118,3352,3072,158,5,37,280,37
2026-03-18 17:07:11,rskj-miner1,5789,4586,1140,5502,5120,237,8,38,382,37
2026-03-18 17:07:13,rskj-miner2,5841,4608,1169,5506,5120,237,8,38,386,37
2026-03-18 17:07:15,rskj-node1,2800,2662,115,3352,3072,158,6,37,280,37
2026-03-18 17:07:16,rskj-node2,2795,2652,121,3352,3072,158,5,37,280,37
2026-03-18 17:07:48,rskj-miner1,5763,4589,1112,5502,5120,237,8,38,382,37
2026-03-18 17:07:49,rskj-miner2,5793,4581,1146,5504,5120,237,8,38,384,37
2026-03-18 17:07:50,rskj-node1,2805,2664,117,3352,3072,158,6,37,280,37
2026-03-18 17:07:52,rskj-node2,2806,2660,123,3352,3072,158,5,37,280,37
2026-03-18 17:08:24,rskj-miner1,5751,4593,1097,5506,5120,237,8,38,386,37
2026-03-18 17:08:26,rskj-miner2,5796,4599,1132,5504,5120,237,8,38,384,37
2026-03-18 17:08:29,rskj-node1,2808,2664,120,3353,3072,158,6,37,281,37
2026-03-18 17:08:31,rskj-node2,2808,2660,126,3352,3072,158,5,37,280,37
2026-03-18 17:09:02,rskj-miner1,5852,4603,1184,5502,5120,237,8,38,382,37
2026-03-18 17:09:03,rskj-miner2,5796,4609,1120,5504,5120,237,8,38,384,37
2026-03-18 17:09:05,rskj-node1,2812,2665,124,3353,3072,158,6,37,281,37
2026-03-18 17:09:06,rskj-node2,2816,2664,130,3352,3072,158,5,37,280,37
2026-03-18 17:09:38,rskj-miner1,5848,4603,1180,5503,5120,237,8,38,383,37
2026-03-18 17:09:39,rskj-miner2,5808,4629,1115,5504,5120,237,8,38,384,37
2026-03-18 17:09:41,rskj-node1,2819,2669,126,3353,3072,158,6,37,281,37
2026-03-18 17:09:42,rskj-node2,2822,2666,132,3352,3072,158,5,37,280,37
2026-03-18 17:10:14,rskj-miner1,5846,4604,1179,5508,5120,237,8,38,388,37
2026-03-18 17:10:17,rskj-miner2,5818,4629,1124,5504,5120,237,8,38,384,37
2026-03-18 17:10:18,rskj-node1,2825,2672,130,3353,3072,158,6,37,281,37
2026-03-18 17:10:19,rskj-node2,2828,2670,137,3352,3072,158,5,37,280,37
2026-03-18 17:10:51,rskj-miner1,5837,4607,1165,5502,5120,237,8,38,382,37
2026-03-18 17:10:52,rskj-miner2,5792,4632,1095,5504,5120,237,8,38,384,37
2026-03-18 17:10:53,rskj-node1,2835,2678,132,3353,3072,158,6,37,281,37
2026-03-18 17:10:56,rskj-node2,2837,2676,139,3400,3072,158,5,37,328,37
2026-03-18 17:11:27,rskj-miner1,5841,4613,1164,5503,5120,237,8,38,383,37
2026-03-18 17:11:28,rskj-miner2,5877,4639,1171,5504,5120,237,8,38,384,37
2026-03-18 17:11:30,rskj-node1,2843,2684,134,3353,3072,158,6,37,281,37
2026-03-18 17:11:32,rskj-node2,2846,2681,142,3359,3072,158,5,37,287,37
2026-03-18 17:12:03,rskj-miner1,5827,4615,1147,5503,5120,237,8,38,383,37
2026-03-18 17:12:05,rskj-miner2,5884,4659,1159,5504,5120,237,8,38,384,37
2026-03-18 17:12:07,rskj-node1,2843,2683,136,3353,3072,158,6,37,281,37
2026-03-18 17:12:08,rskj-node2,2849,2683,144,3352,3072,158,5,37,280,37
2026-03-18 17:12:39,rskj-miner1,5786,4623,1101,5503,5120,237,8,38,383,37
2026-03-18 17:12:41,rskj-miner2,5871,4664,1142,5504,5120,237,8,38,384,37
2026-03-18 17:12:43,rskj-node1,2849,2687,138,3353,3072,158,6,37,281,37
2026-03-18 17:12:44,rskj-node2,2856,2687,147,3352,3072,158,5,37,280,37
2026-03-18 17:13:16,rskj-miner1,5830,4623,1144,5503,5120,237,8,38,383,37
2026-03-18 17:13:18,rskj-miner2,5895,4666,1162,5504,5120,237,8,38,384,37
2026-03-18 17:13:19,rskj-node1,2856,2691,141,3353,3072,158,6,37,281,37
2026-03-18 17:13:20,rskj-node2,2863,2690,151,3353,3072,158,5,37,281,37
2026-03-18 17:13:52,rskj-miner1,5842,4629,1149,5503,5120,237,8,38,383,37
2026-03-18 17:13:54,rskj-miner2,5902,4672,1164,5506,5120,237,8,38,386,37
2026-03-18 17:13:56,rskj-node1,2866,2697,143,3353,3072,158,6,37,281,37
2026-03-18 17:13:57,rskj-node2,2873,2699,154,3352,3072,158,5,37,280,37
2026-03-18 17:14:29,rskj-miner1,5795,4633,1100,5503,5120,237,8,38,383,37
2026-03-18 17:14:30,rskj-miner2,5885,4675,1143,5504,5120,237,8,38,384,37
2026-03-18 17:14:31,rskj-node1,2868,2697,146,3353,3072,158,6,37,281,37
2026-03-18 17:14:32,rskj-node2,2777,2699,58,3353,3072,158,5,37,281,37
2026-03-18 17:15:04,rskj-miner1,5885,4635,1185,5504,5120,237,8,38,384,37
2026-03-18 17:15:05,rskj-miner2,5871,4678,1129,5504,5120,237,8,38,384,37
2026-03-18 17:15:06,rskj-node1,2872,2699,149,3353,3072,158,6,37,281,37
2026-03-18 17:15:08,rskj-node2,2782,2702,61,3353,3072,158,5,37,281,37
2026-03-18 17:15:39,rskj-miner1,5873,4642,1167,5503,5120,237,8,38,383,38
2026-03-18 17:15:41,rskj-miner2,5863,4686,1113,5504,5120,237,8,38,384,38
2026-03-18 17:15:43,rskj-node1,2888,2710,151,3353,3072,158,6,37,281,38
2026-03-18 17:15:44,rskj-node2,2794,2710,64,3354,3072,158,5,37,282,38
2026-03-18 17:16:16,rskj-miner1,5858,4646,1148,5503,5120,237,8,38,383,38
2026-03-18 17:16:17,rskj-miner2,5852,4689,1099,5504,5120,237,8,38,384,38
2026-03-18 17:16:18,rskj-node1,2896,2717,154,3369,3072,158,6,37,297,38
2026-03-18 17:16:20,rskj-node2,2805,2718,66,3353,3072,158,5,37,281,38
2026-03-18 17:16:52,rskj-miner1,5818,4649,1106,5519,5120,237,8,38,399,38
2026-03-18 17:16:53,rskj-miner2,5916,4691,1158,5526,5120,237,8,38,406,38
2026-03-18 17:16:57,rskj-node1,2803,2722,58,3353,3072,158,6,37,281,38
2026-03-18 17:16:58,rskj-node2,2814,2725,70,3353,3072,158,5,37,281,38
2026-03-18 17:17:31,rskj-miner1,5905,4656,1185,5504,5120,237,8,38,384,38
2026-03-18 17:17:33,rskj-miner2,5903,4697,1142,5504,5120,237,8,38,384,38
2026-03-18 17:17:34,rskj-node1,2807,2725,61,3353,3072,158,6,37,281,38
2026-03-18 17:17:36,rskj-node2,2820,2728,73,3353,3072,158,5,37,281,38
2026-03-18 17:18:07,rskj-miner1,5893,4660,1169,5503,5120,237,8,38,383,38
2026-03-18 17:18:08,rskj-miner2,5894,4703,1125,5504,5120,237,8,38,384,38
2026-03-18 17:18:10,rskj-node1,2810,2725,64,3353,3072,158,6,37,281,38
2026-03-18 17:18:11,rskj-node2,2824,2728,76,3354,3072,158,5,37,282,38
2026-03-18 17:18:43,rskj-miner1,5882,4666,1152,5503,5120,237,8,38,383,38
2026-03-18 17:18:45,rskj-miner2,5884,4707,1112,5521,5120,237,8,38,401,38
2026-03-18 17:18:46,rskj-node1,2818,2730,66,3369,3072,158,6,37,297,38
