Time,"__name__=""dockerstats_memory_usage_bytes"",id=""0cd2d8d58c18"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner1""","__name__=""dockerstats_memory_usage_bytes"",id=""6f7f8ac1cb36"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner2""","__name__=""dockerstats_memory_usage_bytes"",id=""7644cd0a6602"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node1""","__name__=""dockerstats_memory_usage_bytes"",id=""7f7806dc2042"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner3""","__name__=""dockerstats_memory_usage_bytes"",id=""bca28762949e"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner4""","__name__=""dockerstats_memory_usage_bytes"",id=""e471240ed05b"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node2"""
2026-03-10 15:56:29,822165504,668827648,610889728,638877696,592232448,642342912
2026-03-10 15:56:59,2260959232,1352855552,1335263232,1962184704,1270190080,794312704
2026-03-10 15:57:29,2798415872,1535684608,1387491328,2756333568,1462939648,1141276672
2026-03-10 15:57:59,2872619008,1599033344,1436790784,2845696000,1564053504,1777893376
2026-03-10 15:58:29,2861285376,1681195008,1506746368,2835062784,1653284864,1815547904
2026-03-10 15:58:59,2927824896,1644965888,1533751296,2912571392,1642594304,1821360128
2026-03-10 15:59:29,3013410816,1738608640,1550913536,2896859136,1712017408,1826066432
2026-03-10 15:59:59,2999836672,1719721984,1570037760,2990370816,1695948800,1870344192
2026-03-10 16:00:29,3059052544,1768558592,1590153216,3048501248,1751711744,1878405120
2026-03-10 16:00:59,3001409536,1794981888,1610293248,2997575680,1788583936,1906016256
2026-03-10 16:01:29,3033923584,1849372672,1632923648,3048583168,1850257408,1914728448
2026-03-10 16:01:59,3331899392,1928904704,1658765312,3325112320,1898721280,2273828864
2026-03-10 16:02:29,3555901440,1996013568,1693319168,3393323008,1872838656,2477592576
2026-03-10 16:02:59,3592179712,1965625344,1721606144,3334074368,1940099072,2484412416
2026-03-10 16:03:29,3531771904,2007097344,1761091584,3370967040,1989718016,2489913344
2026-03-10 16:03:59,3561091072,2072772608,1782448128,3405463552,2059911168,2493616128
2026-03-10 16:04:29,3581648896,2105475072,1789231104,3427581952,2089238528,2498854912
2026-03-10 16:04:59,3608293376,2166095872,1782202368,3455848448,2156007424,2550845440
2026-03-10 16:05:29,3636715520,2117074944,1828655104,3392073728,2100871168,3031842816
2026-03-10 16:05:59,3568144384,2150576128,1844072448,3518930944,2140905472,3042664448
2026-03-10 16:06:29,3595669504,2194366464,1876492288,3546812416,2188574720,3050102784
2026-03-10 16:06:59,3624132608,2257702912,1888735232,3576102912,2259738624,3130220544
2026-03-10 16:07:29,3660853248,2334535680,1913245696,3522236416,2342998016,3131355136
2026-03-10 16:07:59,3671023616,2299334656,1915596800,3669520384,2304811008,3133726720
2026-03-10 16:08:29,3711586304,2357108736,1917329408,3710808064,2366078976,3500904448
2026-03-10 16:08:59,3733360640,2385387520,1937604608,3732787200,2306977792,3548991488
2026-03-10 16:09:29,3755069440,2414678016,1961545728,3661225984,2339053568,3552571392
2026-03-10 16:09:59,3695067136,2381803520,1972543488,3696168960,2407677952,3556339712
2026-03-10 16:10:29,3721248768,2434895872,1994043392,3725791232,2456576000,3559034880
2026-03-10 16:10:59,3767361536,2482343936,1996443648,3811479552,2508173312,3561467904
2026-03-10 16:11:29,3858309120,2433605632,1998872576,3815223296,2456846336,3563986944
2026-03-10 16:11:59,3804155904,2499829760,2007666688,3854278656,2523082752,3564199936
2026-03-10 16:12:29,3845599232,2561544192,2008756224,3898224640,2485592064,3565584384
2026-03-10 16:12:59,3871285248,2490695680,2099769344,3921997824,2591727616,3569324032
2026-03-10 16:13:29,3888779264,2531610624,2108366848,3948818432,2621657088,3570741248
2026-03-10 16:13:59,3819753472,2560974848,2130632704,3976826880,2674614272,3572408320
2026-03-10 16:14:29,3907612672,2597969920,2151436288,4049571840,2712571904,3577585664
2026-03-10 16:14:59,3931119616,2623770624,2190614528,4081098752,2642706432,3581276160
2026-03-10 16:15:29,3971653632,2680881152,2207961088,4022661120,2709188608,3611107328
2026-03-10 16:15:59,4010635264,2633781248,2211373056,4063571968,2770386944,3612360704
2026-03-10 16:16:29,3963449344,2689314816,2212601856,4112396288,2824220672,3615502336
2026-03-10 16:16:59,4006846464,2736414720,2212728832,4160675840,2784071680,3615604736
2026-03-10 16:17:29,4045598720,2682212352,2227359744,4108673024,2840489984,3616677888
2026-03-10 16:17:59,3977928704,2716082176,2230157312,4139687936,2884915200,3618942976
2026-03-10 16:18:29,3999367168,2743734272,2240012288,4162064384,2922225664,3620966400
2026-03-10 16:18:59,4022390784,2765148160,2250981376,4187410432,2962415616,3624157184
2026-03-10 16:19:29,4115787776,2806312960,2263801856,4167794688,2900086784,3648032768
2026-03-10 16:19:59,4150059008,2758848512,2256531456,4210307072,2969632768,3652907008
2026-03-10 16:20:29,4182982656,2790473728,2285137920,4240416768,3012644864,3656249344
