Time,"gc=""Copy"",instance=""rskj-miner2:8080"",job=""rskj-jvm"",name=""rskj-miner2""","gc=""Copy"",instance=""rskj-miner4:8080"",job=""rskj-jvm"",name=""rskj-miner4""","gc=""Copy"",instance=""rskj-node1:8080"",job=""rskj-jvm"",name=""rskj-node1""","gc=""G1 Old Generation"",instance=""rskj-miner1:8080"",job=""rskj-jvm"",name=""rskj-miner1""","gc=""G1 Old Generation"",instance=""rskj-miner3:8080"",job=""rskj-jvm"",name=""rskj-miner3""","gc=""G1 Old Generation"",instance=""rskj-node2:8080"",job=""rskj-jvm"",name=""rskj-node2""","gc=""G1 Young Generation"",instance=""rskj-miner1:8080"",job=""rskj-jvm"",name=""rskj-miner1""","gc=""G1 Young Generation"",instance=""rskj-miner3:8080"",job=""rskj-jvm"",name=""rskj-miner3""","gc=""G1 Young Generation"",instance=""rskj-node2:8080"",job=""rskj-jvm"",name=""rskj-node2""","gc=""MarkSweepCompact"",instance=""rskj-miner2:8080"",job=""rskj-jvm"",name=""rskj-miner2""","gc=""MarkSweepCompact"",instance=""rskj-miner4:8080"",job=""rskj-jvm"",name=""rskj-miner4""","gc=""MarkSweepCompact"",instance=""rskj-node1:8080"",job=""rskj-jvm"",name=""rskj-node1"""
2026-03-10 16:43:51,0.03750847457627132,0.02860968458161706,0.03144067796610164,0,0,0,0.023710658780062045,0.02410169491525419,0.009169646943168535,0,0,0
2026-03-10 16:44:21,0.02681355932203379,0.02284823214346247,0.012557406497313964,0,0,0,0.023458422319400662,0.014762711864406817,0.008084197681513123,0,0,0
2026-03-10 16:44:51,0.03477966101694902,0.02376190637605507,0.007322033898305122,0,0,0,0.024914409681027747,0.018236669943391636,0.009627281818335868,0,0,0
2026-03-10 16:45:21,0.03369662864213434,0.02705724886908483,0.012000406793450597,0,0,0,0.03674700837316518,0.027357323253724718,0.003813753241690219,0,0,0
2026-03-10 16:45:51,0.017372586905306787,0.01840615572353477,0.00776244873055148,0,0,0,0.03105084745762713,0.024204210312214047,0,0,0,0
2026-03-10 16:46:21,0.011660226425327136,0.010270664203514983,0.0033727670248465823,0,0,0,0.02105013389376627,0.016321204006575954,0.0047114651300737605,0,0,0
2026-03-10 16:46:51,0.016796325486008706,0.017406779661016968,0.006152542372881349,0,0,0,0.01993220338983042,0.01716920052202502,0.010966287564196039,0,0,0
2026-03-10 16:47:21,0.022731895850284685,0.023324405871783412,0.021374692770573828,0,0,0,0.02449401634064482,0.02276425520374257,0.01903551148402403,0,0,0
2026-03-10 16:47:51,0.03186602708612295,0.023982644361960074,0.02442455676463613,0,0,0,0.022288513364633382,0.022847457627118747,0.02198342344785506,0,0,0
2026-03-10 16:48:21,0.048046775696974964,0.03072673039115996,0.01662570968561989,0,0,0,0.019896281734060935,0.019930514363189596,0.015388787200867757,0,0,0
2026-03-10 16:48:51,0.050846595820409825,0.039677966101694814,0.02059322033898299,0,0,0,0.023694513652310914,0.019660350496593277,0.011051034763301031,0,0,0
2026-03-10 16:49:21,0.037336451765982014,0.03871120828460545,0.015203647519449458,0,0,0,0.020778956645537423,0.016575428368049108,0.004864324333485857,0,0,0
2026-03-10 16:49:51,0.022610552721232618,0.023253843155200758,0.005406871302903484,0,0,0,0.013407234143530233,0.013407234143530355,0.0047968540773259865,0,0,0
2026-03-10 16:50:21,0.01786440677966105,0.01889958641263806,0.006508364265012463,0,0,0,0.01791434333847423,0.013288135593220321,0.013288360819674952,0,0,0
2026-03-10 16:50:51,0.027998101823605195,0.024913987424368234,0.016880497601816893,0,0,0,0.025422436147314542,0.016609324949578782,0.015728013829805217,0,0,0
