Time,"__name__=""rsk_txpool_pending_transactions"",instance=""rsk-rpc-exporter:9090"",job=""rsk-rpc-exporter"",node=""rskj-miner1"""
2026-03-10 13:12:59,131
2026-03-10 13:13:29,614
2026-03-10 13:13:59,580
2026-03-10 13:14:29,537
2026-03-10 13:14:59,663
2026-03-10 13:15:29,151
2026-03-10 13:15:59,645
2026-03-10 13:16:29,272
2026-03-10 13:16:59,615
2026-03-10 13:17:29,73
2026-03-10 13:17:59,152
2026-03-10 13:18:29,265
2026-03-10 13:18:59,293
2026-03-10 13:19:29,514
2026-03-10 13:19:59,774
2026-03-10 13:20:29,1
2026-03-10 13:20:59,644
2026-03-10 13:21:29,55
2026-03-10 13:21:59,134
2026-03-10 13:22:29,530
2026-03-10 13:22:59,373
2026-03-10 13:23:29,585
2026-03-10 13:23:59,833
2026-03-10 13:24:29,864
2026-03-10 13:24:59,633
2026-03-10 13:25:29,600
2026-03-10 13:25:59,69
2026-03-10 13:26:29,153
2026-03-10 13:26:59,567
2026-03-10 13:27:29,344
2026-03-10 13:27:59,568
2026-03-10 13:28:29,1056
2026-03-10 13:28:59,112
2026-03-10 13:29:29,833
2026-03-10 13:29:59,838
2026-03-10 13:30:29,403
2026-03-10 13:30:59,599
2026-03-10 13:31:29,578
2026-03-10 13:31:59,552
2026-03-10 13:32:29,117
2026-03-10 13:32:59,265
2026-03-10 13:33:29,259
2026-03-10 13:33:59,665
2026-03-10 13:34:29,770
2026-03-10 13:34:59,562
2026-03-10 13:35:29,512
2026-03-10 13:35:59,657
2026-03-10 13:36:29,552
2026-03-10 13:36:59,585
2026-03-10 13:37:29,404
2026-03-10 13:37:59,50
2026-03-10 13:38:29,647
2026-03-10 13:38:59,517
2026-03-10 13:39:29,357
2026-03-10 13:39:59,258
2026-03-10 13:40:29,872
2026-03-10 13:40:59,121
2026-03-10 13:41:29,1056
2026-03-10 13:41:59,69
2026-03-10 13:42:29,1056
2026-03-10 13:42:59,661
2026-03-10 13:43:29,536
2026-03-10 13:43:59,273
2026-03-10 13:44:29,55
2026-03-10 13:44:59,339
2026-03-10 13:45:29,1056
2026-03-10 13:45:59,145
2026-03-10 13:46:29,553
2026-03-10 13:46:59,51
2026-03-10 13:47:29,39
2026-03-10 13:47:59,1056
2026-03-10 13:48:29,611
2026-03-10 13:48:59,784
2026-03-10 13:49:29,374
2026-03-10 13:49:59,374
2026-03-10 13:50:29,294
2026-03-10 13:50:59,569
2026-03-10 13:51:29,768
2026-03-10 13:51:59,592
2026-03-10 13:52:29,595
2026-03-10 13:52:59,836
2026-03-10 13:53:29,644
2026-03-10 13:53:59,549
2026-03-10 13:54:29,55
2026-03-10 13:54:59,258
2026-03-10 13:55:29,839
2026-03-10 13:55:59,1032
2026-03-10 13:56:29,39
2026-03-10 13:56:59,553
2026-03-10 13:57:29,1048
2026-03-10 13:57:59,801
2026-03-10 13:58:29,357
2026-03-10 13:58:59,808
2026-03-10 13:59:29,150
2026-03-10 13:59:59,51
2026-03-10 14:00:29,775
2026-03-10 14:00:59,531
2026-03-10 14:01:29,41
2026-03-10 14:01:59,658
2026-03-10 14:02:29,359
2026-03-10 14:02:59,597
2026-03-10 14:03:29,644
2026-03-10 14:03:59,65
2026-03-10 14:04:29,656
2026-03-10 14:04:59,884
2026-03-10 14:05:29,393
2026-03-10 14:05:59,375
2026-03-10 14:06:29,324
2026-03-10 14:06:59,37
2026-03-10 14:07:29,551
2026-03-10 14:07:59,900
2026-03-10 14:08:29,1056
2026-03-10 14:08:59,387
2026-03-10 14:09:29,132
2026-03-10 14:09:59,7
2026-03-10 14:10:29,336
2026-03-10 14:10:59,841
2026-03-10 14:11:29,611
2026-03-10 14:11:59,115
2026-03-10 14:12:29,784
2026-03-10 14:12:59,313
