Time,Series_B
2026-03-10 13:12:59,85
2026-03-10 13:13:29,61
2026-03-10 13:13:59,78.16666666666667
2026-03-10 13:14:29,88
2026-03-10 13:14:59,107
2026-03-10 13:15:29,116
2026-03-10 13:15:59,116
2026-03-10 13:16:29,104
2026-03-10 13:16:59,104
2026-03-10 13:17:29,18
2026-03-10 13:17:59,96
2026-03-10 13:18:29,108
2026-03-10 13:18:59,102
2026-03-10 13:19:29,103
2026-03-10 13:19:59,103
2026-03-10 13:20:29,65
2026-03-10 13:20:59,27
2026-03-10 13:21:29,127
2026-03-10 13:21:59,103
2026-03-10 13:22:29,144
2026-03-10 13:22:59,125
2026-03-10 13:23:29,107
2026-03-10 13:23:59,107
2026-03-10 13:24:29,107
2026-03-10 13:24:59,91
2026-03-10 13:25:29,92
2026-03-10 13:25:59,32
2026-03-10 13:26:29,14
2026-03-10 13:26:59,98
2026-03-10 13:27:29,111
2026-03-10 13:27:59,143
2026-03-10 13:28:29,143
2026-03-10 13:28:59,106
2026-03-10 13:29:29,136
2026-03-10 13:29:59,111
2026-03-10 13:30:29,116
2026-03-10 13:30:59,113
2026-03-10 13:31:29,90
2026-03-10 13:31:59,131
2026-03-10 13:32:29,49
2026-03-10 13:32:59,73
2026-03-10 13:33:29,109
2026-03-10 13:33:59,116
2026-03-10 13:34:29,141
2026-03-10 13:34:59,145
2026-03-10 13:35:29,119
2026-03-10 13:35:59,108
2026-03-10 13:36:29,108
2026-03-10 13:36:59,124
2026-03-10 13:37:29,131
2026-03-10 13:37:59,19
2026-03-10 13:38:29,96
2026-03-10 13:38:59,144
2026-03-10 13:39:29,131
2026-03-10 13:39:59,53.333333333333336
2026-03-10 13:40:29,112
2026-03-10 13:40:59,8
2026-03-10 13:41:29,137
2026-03-10 13:41:59,60
2026-03-10 13:42:29,106
2026-03-10 13:42:59,138
2026-03-10 13:43:29,128
2026-03-10 13:43:59,119
2026-03-10 13:44:29,105
2026-03-10 13:44:59,104
2026-03-10 13:45:29,104
2026-03-10 13:45:59,119
2026-03-10 13:46:29,114
2026-03-10 13:46:59,41
2026-03-10 13:47:29,141
2026-03-10 13:47:59,141
2026-03-10 13:48:29,162
2026-03-10 13:48:59,99
2026-03-10 13:49:29,141.33333333333334
2026-03-10 13:49:59,141
2026-03-10 13:50:29,7
2026-03-10 13:50:59,122
2026-03-10 13:51:29,127
2026-03-10 13:51:59,147
2026-03-10 13:52:29,107
2026-03-10 13:52:59,107
2026-03-10 13:53:29,136
2026-03-10 13:53:59,120
2026-03-10 13:54:29,50
2026-03-10 13:54:59,102
2026-03-10 13:55:29,58
2026-03-10 13:55:59,130
2026-03-10 13:56:29,59
2026-03-10 13:56:59,138
2026-03-10 13:57:29,116
2026-03-10 13:57:59,127
2026-03-10 13:58:29,112
2026-03-10 13:58:59,101
2026-03-10 13:59:29,138
2026-03-10 13:59:59,21
2026-03-10 14:00:29,110
2026-03-10 14:00:59,141
2026-03-10 14:01:29,63
2026-03-10 14:01:59,127
2026-03-10 14:02:29,89
2026-03-10 14:02:59,107
2026-03-10 14:03:29,122
2026-03-10 14:03:59,31
2026-03-10 14:04:29,135
2026-03-10 14:04:59,131
2026-03-10 14:05:29,130
2026-03-10 14:05:59,109
2026-03-10 14:06:29,94
2026-03-10 14:06:59,32
2026-03-10 14:07:29,125
2026-03-10 14:07:59,134
2026-03-10 14:08:29,134
2026-03-10 14:08:59,130
2026-03-10 14:09:29,98
2026-03-10 14:09:59,19
2026-03-10 14:10:29,127
2026-03-10 14:10:59,127
2026-03-10 14:11:29,163
2026-03-10 14:11:59,8
2026-03-10 14:12:29,96
2026-03-10 14:12:59,139
