Time,"gc=""Copy"",instance=""rskj-miner2:8080"",job=""rskj-jvm"",name=""rskj-miner2""","gc=""Copy"",instance=""rskj-miner4:8080"",job=""rskj-jvm"",name=""rskj-miner4""","gc=""Copy"",instance=""rskj-node1:8080"",job=""rskj-jvm"",name=""rskj-node1""","gc=""G1 Old Generation"",instance=""rskj-miner1:8080"",job=""rskj-jvm"",name=""rskj-miner1""","gc=""G1 Old Generation"",instance=""rskj-miner3:8080"",job=""rskj-jvm"",name=""rskj-miner3""","gc=""G1 Old Generation"",instance=""rskj-node2:8080"",job=""rskj-jvm"",name=""rskj-node2""","gc=""G1 Young Generation"",instance=""rskj-miner1:8080"",job=""rskj-jvm"",name=""rskj-miner1""","gc=""G1 Young Generation"",instance=""rskj-miner3:8080"",job=""rskj-jvm"",name=""rskj-miner3""","gc=""G1 Young Generation"",instance=""rskj-node2:8080"",job=""rskj-jvm"",name=""rskj-node2""","gc=""MarkSweepCompact"",instance=""rskj-miner2:8080"",job=""rskj-jvm"",name=""rskj-miner2""","gc=""MarkSweepCompact"",instance=""rskj-miner4:8080"",job=""rskj-jvm"",name=""rskj-miner4""","gc=""MarkSweepCompact"",instance=""rskj-node1:8080"",job=""rskj-jvm"",name=""rskj-node1"""
2026-03-10 13:12:59,0.005702687238924516,0.0012715184118805877,0,0,0,0,0.007330539119000657,0.006577920694892025,0.0075020271366019785,0.00817553391775019,0.006696663635904428,0.00658102256346895
2026-03-10 13:13:29,0.01167907846493681,0.006747331491619071,0.0022895641242937853,0,0,0,0.009169025303798112,0.009372881355932203,0.004373029594223533,0.0018473636933715233,0.0012033286443062217,0.0014237288135593223
2026-03-10 13:13:59,0.01849058522448011,0.013780361713307456,0.0035596872881355933,0,0,0,0.012593860704781596,0.012745762711864405,0.0005931901767706723,0,0,0
2026-03-10 13:14:29,0.017525423728813563,0.016389552719445435,0.008440964100477982,0,0,0,0.011898305084745764,0.010219819331220445,0.007898305084745762,0,0,0
2026-03-10 13:14:59,0.01038965441263707,0.016642939461731406,0.00988135593220339,0,0,0,0.008101145685038301,0.008677377804894583,0.008609731708557191,0,0,0
2026-03-10 13:15:29,0.011304318351298217,0.015388787200867735,0.007983050847457629,0,0,0,0.009219713917700495,0.008508041963967934,0.0037288135593220332,0,0,0
2026-03-10 13:15:59,0.01264321062978781,0.014813559322033897,0.009999999999999997,0,0,0,0.01188135593220339,0.00888135593220339,0.003017000288140476,0,0,0
2026-03-10 13:16:29,0.009169025303798118,0.01176271186440678,0.004745762711864403,0,0,0,0.00708474576271186,0.00805071100489822,0,0,0,0
2026-03-10 13:16:59,0.004660621981188033,0.006355716755364224,0.0025252953239665783,0,0,0,0.005779465102877871,0.005372517117483555,0.0029152048270368325,0,0,0
2026-03-10 13:17:29,0.005254148234775676,0.004253876790102533,0.0025252525252525255,0,0,0,0.004728412846368959,0.0034234967120873225,0.004355858375281777,0,0,0
2026-03-10 13:17:59,0.004932203389830515,0.004152260863670261,0.002288096811918442,0,0,0,0.002965900616907325,0.002949152542372888,0.0014406535482449445,0,0,0
