"Time","rskj-miner1","rskj-miner2","rskj-miner3","rskj-miner4","rskj-node1","rskj-node2"
2026-02-11 05:54:00,0 kB/s,138 B/s,0 kB/s,0 kB/s,414 B/s,0 kB/s
2026-02-11 05:55:00,0 kB/s,0 kB/s,276 B/s,0 kB/s,1.10 kB/s,0 kB/s
2026-02-11 05:56:00,0 kB/s,276 B/s,0 kB/s,276 B/s,138 B/s,0 kB/s
2026-02-11 05:57:00,0 kB/s,0 kB/s,138 B/s,0 kB/s,414 B/s,0 kB/s
2026-02-11 05:58:00,0 kB/s,0 kB/s,276 B/s,138 B/s,0 kB/s,0 kB/s
2026-02-11 05:59:00,0 kB/s,0 kB/s,0 kB/s,1.10 kB/s,552 B/s,0 kB/s
2026-02-11 06:00:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,414 B/s,0 kB/s
2026-02-11 06:01:00,0 kB/s,0 kB/s,1.24 kB/s,1.24 kB/s,414 B/s,0 kB/s
2026-02-11 06:02:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-11 06:03:00,0 kB/s,0 kB/s,828 B/s,414 B/s,0 kB/s,0 kB/s
2026-02-11 06:04:00,0 kB/s,828 B/s,552 B/s,690 B/s,1.93 kB/s,276 B/s
2026-02-11 06:05:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-11 06:06:00,0 kB/s,0 kB/s,0 kB/s,138 B/s,0 kB/s,0 kB/s
2026-02-11 06:07:00,0 kB/s,0 kB/s,0 kB/s,828 B/s,0 kB/s,0 kB/s
2026-02-11 06:08:00,0 kB/s,0 kB/s,0 kB/s,1.10 kB/s,4.55 kB/s,0 kB/s
2026-02-11 06:09:00,0 kB/s,0 kB/s,138 B/s,0 kB/s,0 kB/s,138 B/s
2026-02-11 06:10:00,276 B/s,138 B/s,414 B/s,552 B/s,414 B/s,828 B/s
2026-02-11 06:11:00,552 B/s,0 kB/s,828 B/s,552 B/s,2.90 kB/s,138 B/s
2026-02-11 06:12:00,0 kB/s,0 kB/s,0 kB/s,552 B/s,0 kB/s,0 kB/s
2026-02-11 06:13:00,414 B/s,0 kB/s,552 B/s,0 kB/s,0 kB/s,0 kB/s
2026-02-11 06:14:00,0 kB/s,138 B/s,0 kB/s,0 kB/s,138 B/s,0 kB/s
2026-02-11 06:15:00,0 kB/s,828 B/s,0 kB/s,552 B/s,0 kB/s,276 B/s
2026-02-11 06:16:00,0 kB/s,138 B/s,0 kB/s,0 kB/s,965 B/s,138 B/s
2026-02-11 06:17:00,138 B/s,0 kB/s,0 kB/s,0 kB/s,276 B/s,0 kB/s
2026-02-11 06:18:00,0 kB/s,138 B/s,0 kB/s,0 kB/s,2.48 kB/s,0 kB/s
2026-02-11 06:19:00,0 kB/s,276 B/s,276 B/s,138 B/s,1.24 kB/s,0 kB/s
2026-02-11 06:20:00,0 kB/s,0 kB/s,0 kB/s,138 B/s,0 kB/s,0 kB/s
2026-02-11 06:21:00,138 B/s,414 B/s,552 B/s,2.07 kB/s,276 B/s,138 B/s
2026-02-11 06:22:00,138 B/s,0 kB/s,0 kB/s,0 kB/s,552 B/s,0 kB/s
2026-02-11 06:23:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-11 06:24:00,0 kB/s,2.34 kB/s,0 kB/s,138 B/s,138 B/s,0 kB/s
2026-02-11 06:25:00,0 kB/s,0 kB/s,413 B/s,413 B/s,0 kB/s,0 kB/s
2026-02-11 06:26:00,0 kB/s,138 B/s,0 kB/s,0 kB/s,552 B/s,0 kB/s
2026-02-11 06:27:00,690 B/s,414 B/s,552 B/s,690 B/s,0 kB/s,0 kB/s
2026-02-11 06:28:00,0 kB/s,0 kB/s,1.10 kB/s,1.93 kB/s,138 B/s,0 kB/s
2026-02-11 06:29:00,1.38 kB/s,138 B/s,0 kB/s,0 kB/s,2.21 kB/s,138 B/s
2026-02-11 06:30:00,0 kB/s,965 B/s,138 B/s,552 B/s,0 kB/s,0 kB/s
2026-02-11 06:31:00,0 kB/s,0 kB/s,414 B/s,138 B/s,0 kB/s,0 kB/s
2026-02-11 06:32:00,0 kB/s,0 kB/s,0 kB/s,552 B/s,0 kB/s,0 kB/s
2026-02-11 06:33:00,276 B/s,0 kB/s,828 B/s,276 B/s,276 B/s,276 B/s
2026-02-11 06:34:00,0 kB/s,0 kB/s,138 B/s,828 B/s,0 kB/s,0 kB/s
2026-02-11 06:35:00,0 kB/s,0 kB/s,276 B/s,552 B/s,552 B/s,0 kB/s
2026-02-11 06:36:00,0 kB/s,0 kB/s,138 B/s,138 B/s,2.21 kB/s,0 kB/s
2026-02-11 06:37:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-11 06:38:00,0 kB/s,0 kB/s,0 kB/s,552 B/s,0 kB/s,0 kB/s
2026-02-11 06:39:00,0 kB/s,0 kB/s,965 B/s,828 B/s,105 kB/s,138 B/s
2026-02-11 06:40:00,0 kB/s,0 kB/s,276 B/s,0 kB/s,63.4 kB/s,0 kB/s
2026-02-11 06:41:00,0 kB/s,0 kB/s,552 B/s,276 B/s,121 kB/s,0 kB/s
2026-02-11 06:42:00,0 kB/s,0 kB/s,552 B/s,0 kB/s,1.24 kB/s,138 B/s
2026-02-11 06:43:00,0 kB/s,0 kB/s,0 kB/s,828 B/s,276 B/s,0 kB/s
2026-02-11 06:44:00,0 kB/s,0 kB/s,552 B/s,276 B/s,137 kB/s,276 B/s
2026-02-11 06:45:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,63.7 kB/s,138 B/s
2026-02-11 06:46:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,138 B/s
2026-02-11 06:47:00,0 kB/s,0 kB/s,552 B/s,552 B/s,196 kB/s,138 B/s
2026-02-11 06:48:00,0 kB/s,2.54 MB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-11 06:49:00,0 kB/s,0 kB/s,138 B/s,552 B/s,276 B/s,0 kB/s
2026-02-11 06:50:00,0 kB/s,0 kB/s,1.52 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-11 06:51:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-11 06:52:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-11 06:53:00,552 B/s,0 kB/s,276 B/s,103 kB/s,0 kB/s,138 B/s
2026-02-11 06:54:00,0 kB/s,0 kB/s,552 B/s,59.3 kB/s,0 kB/s,0 kB/s
2026-02-11 06:55:00,0 kB/s,5.66 kB/s,276 B/s,37.8 kB/s,276 B/s,552 B/s
2026-02-11 06:56:00,0 kB/s,0 kB/s,552 B/s,37.8 kB/s,58.5 kB/s,276 B/s
2026-02-11 06:57:00,0 kB/s,0 kB/s,0 kB/s,9.93 kB/s,47.2 kB/s,0 kB/s
2026-02-11 06:58:00,0 kB/s,0 kB/s,0 kB/s,127 kB/s,552 B/s,0 kB/s
2026-02-11 06:59:00,0 kB/s,0 kB/s,0 kB/s,56.6 kB/s,1.38 kB/s,0 kB/s
2026-02-11 07:00:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,276 B/s,0 kB/s
2026-02-11 07:01:00,0 kB/s,0 kB/s,828 B/s,147 kB/s,0 kB/s,0 kB/s
2026-02-11 07:02:00,0 kB/s,0 kB/s,0 kB/s,24.7 kB/s,552 B/s,0 kB/s
2026-02-11 07:03:00,0 kB/s,0 kB/s,0 kB/s,41.4 kB/s,414 B/s,0 kB/s
2026-02-11 07:04:00,0 kB/s,0 kB/s,965 B/s,90.3 kB/s,0 kB/s,0 kB/s
2026-02-11 07:05:00,0 kB/s,0 kB/s,552 B/s,81.1 kB/s,0 kB/s,0 kB/s
2026-02-11 07:06:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,552 B/s,0 kB/s
2026-02-11 07:07:00,0 kB/s,0 kB/s,552 B/s,87.4 kB/s,7.17 kB/s,0 kB/s
2026-02-11 07:08:00,0 kB/s,0 kB/s,0 kB/s,114 kB/s,552 B/s,0 kB/s
2026-02-11 07:09:00,0 kB/s,0 kB/s,0 kB/s,82.1 kB/s,0 kB/s,0 kB/s
2026-02-11 07:10:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,552 B/s,138 B/s
2026-02-11 07:11:00,828 B/s,1.10 kB/s,2.21 kB/s,552 B/s,828 B/s,828 B/s
2026-02-11 07:12:00,0 kB/s,0 kB/s,276 B/s,0 kB/s,1.10 kB/s,0 kB/s
2026-02-11 07:13:00,0 kB/s,0 kB/s,2.48 kB/s,169 kB/s,0 kB/s,138 B/s
2026-02-11 07:14:00,0 kB/s,0 kB/s,4.28 kB/s,1.10 kB/s,965 B/s,0 kB/s
2026-02-11 07:15:00,0 kB/s,0 kB/s,0 kB/s,95.5 kB/s,0 kB/s,0 kB/s
2026-02-11 07:16:00,0 kB/s,0 kB/s,276 B/s,171 kB/s,552 B/s,0 kB/s
2026-02-11 07:17:00,0 kB/s,0 kB/s,0 kB/s,276 B/s,0 kB/s,0 kB/s
2026-02-11 07:18:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-11 07:19:00,0 kB/s,0 kB/s,552 B/s,0 kB/s,0 kB/s,0 kB/s
2026-02-11 07:20:00,0 kB/s,0 kB/s,0 kB/s,552 B/s,552 B/s,0 kB/s
2026-02-11 07:21:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,828 B/s,0 kB/s
2026-02-11 07:22:00,0 kB/s,0 kB/s,552 B/s,828 B/s,276 B/s,0 kB/s
2026-02-11 07:23:00,0 kB/s,0 kB/s,1.38 kB/s,552 B/s,0 kB/s,0 kB/s
2026-02-11 07:24:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-11 07:25:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,690 B/s,0 kB/s
2026-02-11 07:26:00,0 kB/s,0 kB/s,276 B/s,0 kB/s,552 B/s,0 kB/s
2026-02-11 07:27:00,0 kB/s,0 kB/s,414 B/s,552 B/s,0 kB/s,0 kB/s
2026-02-11 07:28:00,0 kB/s,0 kB/s,2.48 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-11 07:29:00,0 kB/s,0 kB/s,0 kB/s,276 B/s,0 kB/s,0 kB/s
2026-02-11 07:30:00,0 kB/s,0 kB/s,0 kB/s,690 B/s,1.93 kB/s,0 kB/s
2026-02-11 07:31:00,0 kB/s,0 kB/s,828 B/s,0 kB/s,0 kB/s,0 kB/s
2026-02-11 07:32:00,0 kB/s,0 kB/s,0 kB/s,138 B/s,1.10 kB/s,0 kB/s
2026-02-11 07:33:00,0 kB/s,0 kB/s,0 kB/s,828 B/s,828 B/s,0 kB/s
2026-02-11 07:34:00,0 kB/s,0 kB/s,1.10 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-11 07:35:00,138 B/s,0 kB/s,0 kB/s,276 B/s,276 B/s,0 kB/s
2026-02-11 07:36:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-11 07:37:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,552 B/s,0 kB/s
2026-02-11 07:38:00,0 kB/s,0 kB/s,0 kB/s,1.52 kB/s,0 kB/s,0 kB/s
2026-02-11 07:39:00,0 kB/s,0 kB/s,1.52 kB/s,0 kB/s,2.76 kB/s,0 kB/s
2026-02-11 07:40:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-11 07:41:00,0 kB/s,0 kB/s,276 B/s,552 B/s,0 kB/s,0 kB/s
2026-02-11 07:42:00,0 kB/s,0 kB/s,276 B/s,0 kB/s,0 kB/s,0 kB/s
2026-02-11 07:43:00,0 kB/s,0 kB/s,3.17 kB/s,0 kB/s,276 B/s,0 kB/s
2026-02-11 07:44:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,1.52 kB/s,0 kB/s
2026-02-11 07:45:00,0 kB/s,0 kB/s,552 B/s,828 B/s,276 B/s,0 kB/s
2026-02-11 07:46:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-11 07:47:00,0 kB/s,138 B/s,552 B/s,552 B/s,0 kB/s,0 kB/s
2026-02-11 07:48:00,0 kB/s,414 B/s,0 kB/s,0 kB/s,276 B/s,0 kB/s
2026-02-11 07:49:00,0 kB/s,0 kB/s,690 B/s,414 B/s,828 B/s,0 kB/s
2026-02-11 07:50:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-11 07:51:00,138 B/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-11 07:52:00,0 kB/s,0 kB/s,138 B/s,0 kB/s,552 B/s,0 kB/s
2026-02-11 07:53:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,552 B/s,0 kB/s
2026-02-11 07:54:00,0 kB/s,0 kB/s,552 B/s,0 kB/s,1.10 kB/s,0 kB/s
2026-02-11 07:55:00,0 kB/s,1.10 kB/s,0 kB/s,276 B/s,0 kB/s,0 kB/s
2026-02-11 07:56:00,0 kB/s,0 kB/s,552 B/s,0 kB/s,0 kB/s,0 kB/s
2026-02-11 07:57:00,0 kB/s,138 B/s,0 kB/s,0 kB/s,828 B/s,0 kB/s
2026-02-11 07:58:00,0 kB/s,0 kB/s,0 kB/s,552 B/s,0 kB/s,0 kB/s
2026-02-11 07:59:00,0 kB/s,0 kB/s,1.66 kB/s,552 B/s,828 B/s,0 kB/s
2026-02-11 08:00:00,0 kB/s,0 kB/s,0 kB/s,1.66 kB/s,2.76 kB/s,0 kB/s
2026-02-11 08:01:00,0 kB/s,0 kB/s,0 kB/s,138 B/s,1.24 kB/s,0 kB/s
2026-02-11 08:02:00,0 kB/s,0 kB/s,414 B/s,276 B/s,0 kB/s,0 kB/s
2026-02-11 08:03:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-11 08:04:00,0 kB/s,276 B/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-11 08:05:00,0 kB/s,0 kB/s,0 kB/s,138 B/s,276 B/s,0 kB/s
2026-02-11 08:06:00,0 kB/s,1.38 kB/s,552 B/s,276 B/s,1.38 kB/s,552 B/s
2026-02-11 08:07:00,0 kB/s,0 kB/s,0 kB/s,276 B/s,0 kB/s,0 kB/s
2026-02-11 08:08:00,0 kB/s,0 kB/s,276 B/s,0 kB/s,0 kB/s,0 kB/s
2026-02-11 08:09:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-11 08:10:00,0 kB/s,0 kB/s,552 B/s,0 kB/s,0 kB/s,0 kB/s
2026-02-11 08:11:00,1.10 kB/s,0 kB/s,18.5 kB/s,138 B/s,311 kB/s,0 kB/s
2026-02-11 08:12:00,1.38 kB/s,0 kB/s,0 kB/s,552 B/s,3.31 kB/s,0 kB/s
2026-02-11 08:13:00,0 kB/s,0 kB/s,552 B/s,0 kB/s,0 kB/s,0 kB/s
2026-02-11 08:14:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,690 B/s,0 kB/s
2026-02-11 08:15:00,0 kB/s,0 kB/s,138 B/s,1.38 kB/s,0 kB/s,0 kB/s
2026-02-11 08:16:00,0 kB/s,0 kB/s,552 B/s,0 kB/s,0 kB/s,0 kB/s
2026-02-11 08:17:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-11 08:18:00,0 kB/s,0 kB/s,0 kB/s,138 B/s,0 kB/s,0 kB/s
2026-02-11 08:19:00,0 kB/s,0 kB/s,1.66 kB/s,1.52 kB/s,2.34 kB/s,552 B/s
2026-02-11 08:20:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-11 08:21:00,0 kB/s,0 kB/s,552 B/s,1.93 kB/s,552 B/s,0 kB/s
2026-02-11 08:22:00,0 kB/s,0 kB/s,0 kB/s,1.10 kB/s,0 kB/s,0 kB/s
2026-02-11 08:23:00,0 kB/s,0 kB/s,0 kB/s,552 B/s,0 kB/s,0 kB/s
2026-02-11 08:24:00,0 kB/s,0 kB/s,690 B/s,2.07 kB/s,0 kB/s,0 kB/s
2026-02-11 08:25:00,0 kB/s,0 kB/s,0 kB/s,276 B/s,552 B/s,0 kB/s
2026-02-11 08:26:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-11 08:27:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,552 B/s,0 kB/s
2026-02-11 08:28:00,0 kB/s,0 kB/s,0 kB/s,552 B/s,414 B/s,0 kB/s
2026-02-11 08:29:00,0 kB/s,0 kB/s,0 kB/s,276 B/s,690 B/s,0 kB/s
2026-02-11 08:30:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-11 08:31:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-11 08:32:00,0 kB/s,0 kB/s,552 B/s,0 kB/s,0 kB/s,138 B/s
2026-02-11 08:33:00,0 kB/s,0 kB/s,0 kB/s,138 B/s,828 B/s,0 kB/s
2026-02-11 08:34:00,690 B/s,0 kB/s,1.38 kB/s,1.38 kB/s,276 B/s,276 B/s
2026-02-11 08:35:00,828 B/s,0 kB/s,276 B/s,0 kB/s,0 kB/s,0 kB/s
2026-02-11 08:36:00,828 B/s,0 kB/s,552 B/s,552 B/s,138 B/s,0 kB/s
2026-02-11 08:37:00,0 kB/s,0 kB/s,0 kB/s,414 B/s,0 kB/s,0 kB/s
2026-02-11 08:38:00,0 kB/s,0 kB/s,0 kB/s,414 B/s,138 B/s,138 B/s
2026-02-11 08:39:00,0 kB/s,0 kB/s,138 B/s,0 kB/s,1.24 kB/s,0 kB/s
2026-02-11 08:40:00,0 kB/s,0 kB/s,414 B/s,690 B/s,138 B/s,0 kB/s
2026-02-11 08:41:00,0 kB/s,0 kB/s,0 kB/s,276 B/s,1.52 kB/s,276 B/s
2026-02-11 08:42:00,828 B/s,0 kB/s,552 B/s,0 kB/s,2.62 kB/s,276 B/s
2026-02-11 08:43:00,2.07 kB/s,0 kB/s,965 B/s,552 B/s,0 kB/s,0 kB/s
