"Time","rskj-miner1","rskj-miner2","rskj-miner3","rskj-miner4","rskj-node1","rskj-node2","rskj-miner1","rskj-miner2","rskj-miner3","rskj-miner4","rskj-node1","rskj-node2"
2026-02-11 08:34:00,42.8 KiB,2.57 KiB,2.58 KiB,2.61 KiB,2.55 KiB,2.60 KiB,-46.1 KiB,-11.3 KiB,-11.5 KiB,-11.4 KiB,-11.2 KiB,-11.3 KiB
2026-02-11 08:34:40,40.8 KiB,1.31 KiB,1.35 KiB,1.36 KiB,1.35 KiB,1.34 KiB,-44.0 KiB,-10.4 KiB,-10.2 KiB,-10.2 KiB,-10.2 KiB,-10.2 KiB
2026-02-11 08:35:20,2.25 KiB,1.73 KiB,1.71 KiB,1.79 KiB,1.76 KiB,1.74 KiB,-11.8 KiB,-10.7 KiB,-10.2 KiB,-11.0 KiB,-10.5 KiB,-10.5 KiB
2026-02-11 08:36:00,2.17 KiB,1.73 KiB,1.63 KiB,1.68 KiB,1.69 KiB,1.68 KiB,-11.5 KiB,-10.5 KiB,-10.8 KiB,-10.5 KiB,-10.4 KiB,-10.4 KiB
2026-02-11 08:36:40,1.60 KiB,1.29 KiB,1.30 KiB,1.28 KiB,1.26 KiB,1.31 KiB,-10.9 KiB,-10.2 KiB,-10.1 KiB,-10.2 KiB,-10.1 KiB,-10.1 KiB
2026-02-11 08:37:20,1.98 KiB,1.75 KiB,1.69 KiB,1.69 KiB,1.68 KiB,1.61 KiB,-11.1 KiB,-10.9 KiB,-10.5 KiB,-10.5 KiB,-10.5 KiB,-10.4 KiB
2026-02-11 08:38:00,31.5 KiB,10.8 KiB,10.8 KiB,10.6 KiB,10.6 KiB,10.7 KiB,-43.8 KiB,-18.2 KiB,-18.1 KiB,-18.5 KiB,-18.3 KiB,-18.3 KiB
2026-02-11 08:38:40,42.2 KiB,1.35 KiB,1.36 KiB,1.29 KiB,1.34 KiB,1.35 KiB,-45.4 KiB,-10.2 KiB,-10.2 KiB,-10.4 KiB,-10.1 KiB,-10.2 KiB
2026-02-11 08:39:20,42.6 KiB,1.62 KiB,1.57 KiB,1.62 KiB,1.59 KiB,1.61 KiB,-45.8 KiB,-10.5 KiB,-10.6 KiB,-10.5 KiB,-10.4 KiB,-10.4 KiB
2026-02-11 08:40:00,42.6 KiB,1.64 KiB,1.65 KiB,1.62 KiB,1.60 KiB,1.59 KiB,-45.8 KiB,-10.5 KiB,-10.5 KiB,-11.0 KiB,-10.4 KiB,-10.4 KiB
2026-02-11 08:40:40,42.4 KiB,1.47 KiB,1.41 KiB,1.48 KiB,1.47 KiB,1.47 KiB,-45.8 KiB,-10.3 KiB,-10.4 KiB,-10.3 KiB,-10.3 KiB,-10.2 KiB
2026-02-11 08:41:20,42.5 KiB,1.63 KiB,1.63 KiB,1.61 KiB,1.64 KiB,1.60 KiB,-45.7 KiB,-10.7 KiB,-10.5 KiB,-10.4 KiB,-10.4 KiB,-10.4 KiB
2026-02-11 08:42:00,44.5 KiB,10.2 KiB,10.2 KiB,9.85 KiB,9.97 KiB,10.2 KiB,-54.0 KiB,-17.6 KiB,-17.5 KiB,-18.1 KiB,-17.7 KiB,-18.0 KiB
2026-02-11 08:42:40,42.6 KiB,1.46 KiB,1.57 KiB,1.63 KiB,1.61 KiB,1.50 KiB,-45.7 KiB,-10.4 KiB,-10.6 KiB,-10.7 KiB,-10.3 KiB,-9.88 KiB
2026-02-11 08:43:20,20.1 KiB,3.02 KiB,2.95 KiB,3.07 KiB,3.05 KiB,3.05 KiB,-28.0 KiB,-11.6 KiB,-11.9 KiB,-12.1 KiB,-11.5 KiB,-11.5 KiB
2026-02-11 08:44:00,43.8 KiB,7.31 KiB,7.20 KiB,7.19 KiB,7.21 KiB,7.15 KiB,-50.9 KiB,-15.6 KiB,-15.4 KiB,-15.3 KiB,-15.2 KiB,-15.3 KiB
2026-02-11 08:44:40,42.5 KiB,2.30 KiB,2.30 KiB,2.26 KiB,2.29 KiB,2.27 KiB,-46.3 KiB,-10.7 KiB,-11.0 KiB,-11.2 KiB,-11.0 KiB,-10.9 KiB
2026-02-11 08:45:20,42.8 KiB,1.79 KiB,1.70 KiB,1.71 KiB,1.74 KiB,1.75 KiB,-45.9 KiB,-10.9 KiB,-10.4 KiB,-10.4 KiB,-10.5 KiB,-10.5 KiB
2026-02-11 08:46:00,42.7 KiB,1.59 KiB,1.62 KiB,1.62 KiB,1.59 KiB,1.56 KiB,-45.6 KiB,-10.6 KiB,-10.5 KiB,-10.5 KiB,-10.4 KiB,-10.4 KiB
2026-02-11 08:46:40,42.5 KiB,1.76 KiB,1.72 KiB,1.65 KiB,1.63 KiB,1.71 KiB,-45.7 KiB,-10.8 KiB,-10.5 KiB,-10.6 KiB,-10.4 KiB,-10.4 KiB
2026-02-11 08:47:20,42.9 KiB,2.06 KiB,2.09 KiB,2.16 KiB,2.11 KiB,2.06 KiB,-46.7 KiB,-10.7 KiB,-11.0 KiB,-11.0 KiB,-10.7 KiB,-10.7 KiB
2026-02-11 08:48:00,43.0 KiB,2.67 KiB,2.75 KiB,2.71 KiB,2.71 KiB,2.69 KiB,-47.0 KiB,-11.5 KiB,-11.4 KiB,-11.5 KiB,-11.3 KiB,-11.3 KiB
2026-02-11 08:48:40,11.7 KiB,4.67 KiB,4.55 KiB,4.45 KiB,4.64 KiB,4.65 KiB,-21.6 KiB,-12.8 KiB,-13.3 KiB,-13.5 KiB,-12.7 KiB,-12.7 KiB
2026-02-11 08:49:20,42.7 KiB,1.61 KiB,1.65 KiB,1.76 KiB,1.65 KiB,1.65 KiB,-45.9 KiB,-10.6 KiB,-10.5 KiB,-11.0 KiB,-10.4 KiB,-10.4 KiB
2026-02-11 08:50:00,42.8 KiB,2.56 KiB,2.58 KiB,2.61 KiB,2.60 KiB,2.59 KiB,-46.7 KiB,-11.5 KiB,-11.4 KiB,-11.3 KiB,-11.2 KiB,-11.2 KiB
2026-02-11 08:50:40,42.4 KiB,1.25 KiB,1.32 KiB,1.32 KiB,1.30 KiB,1.32 KiB,-45.6 KiB,-10.3 KiB,-10.2 KiB,-10.2 KiB,-10.1 KiB,-10.1 KiB
2026-02-11 08:51:20,42.8 KiB,1.65 KiB,1.65 KiB,1.63 KiB,1.59 KiB,1.63 KiB,-46.0 KiB,-10.7 KiB,-10.5 KiB,-10.5 KiB,-10.4 KiB,-10.4 KiB
2026-02-11 08:52:00,42.5 KiB,1.48 KiB,1.51 KiB,1.52 KiB,1.48 KiB,1.52 KiB,-45.8 KiB,-10.4 KiB,-10.4 KiB,-10.4 KiB,-10.3 KiB,-10.3 KiB
2026-02-11 08:52:40,43.6 KiB,7.12 KiB,7.08 KiB,7.14 KiB,7.10 KiB,7.00 KiB,-50.9 KiB,-15.4 KiB,-15.0 KiB,-15.2 KiB,-15.1 KiB,-15.1 KiB
2026-02-11 08:53:20,42.7 KiB,2.51 KiB,2.50 KiB,2.49 KiB,2.50 KiB,2.47 KiB,-46.6 KiB,-11.2 KiB,-10.9 KiB,-11.5 KiB,-11.2 KiB,-11.1 KiB
2026-02-11 08:54:00,1.88 KiB,1.60 KiB,1.56 KiB,1.56 KiB,1.55 KiB,1.53 KiB,-10.9 KiB,-10.5 KiB,-10.4 KiB,-10.4 KiB,-10.4 KiB,-10.4 KiB
2026-02-11 08:54:40,24.9 KiB,1.32 KiB,1.37 KiB,1.39 KiB,1.36 KiB,1.35 KiB,-31.0 KiB,-10.4 KiB,-10.2 KiB,-10.2 KiB,-10.2 KiB,-10.1 KiB
2026-02-11 08:55:20,44.1 KiB,1.64 KiB,1.66 KiB,1.64 KiB,1.62 KiB,1.64 KiB,-47.2 KiB,-10.7 KiB,-10.5 KiB,-10.5 KiB,-10.5 KiB,-10.4 KiB
2026-02-11 08:56:00,42.5 KiB,1.51 KiB,1.49 KiB,1.48 KiB,1.49 KiB,1.53 KiB,-45.8 KiB,-10.4 KiB,-10.4 KiB,-10.4 KiB,-10.3 KiB,-10.3 KiB
2026-02-11 08:56:40,42.5 KiB,1.48 KiB,1.49 KiB,1.41 KiB,1.45 KiB,1.48 KiB,-45.6 KiB,-10.3 KiB,-10.3 KiB,-10.6 KiB,-10.3 KiB,-10.2 KiB
2026-02-11 08:57:20,42.7 KiB,1.71 KiB,1.70 KiB,1.62 KiB,1.63 KiB,1.67 KiB,-46.2 KiB,-10.5 KiB,-10.5 KiB,-10.5 KiB,-10.4 KiB,-10.4 KiB
2026-02-11 08:58:00,42.9 KiB,3.67 KiB,3.63 KiB,3.63 KiB,3.61 KiB,3.64 KiB,-47.5 KiB,-12.3 KiB,-12.2 KiB,-12.2 KiB,-12.2 KiB,-12.2 KiB
2026-02-11 08:58:40,42.5 KiB,2.27 KiB,2.29 KiB,2.30 KiB,2.26 KiB,2.32 KiB,-46.2 KiB,-11.2 KiB,-11.0 KiB,-11.0 KiB,-11.0 KiB,-11.0 KiB
2026-02-11 08:59:20,41.0 KiB,2.07 KiB,2.15 KiB,2.01 KiB,2.14 KiB,2.11 KiB,-44.2 KiB,-11.2 KiB,-10.8 KiB,-11.3 KiB,-10.8 KiB,-10.7 KiB
2026-02-11 09:00:00,1.80 KiB,1.45 KiB,1.51 KiB,1.45 KiB,1.47 KiB,1.49 KiB,-10.6 KiB,-10.4 KiB,-10.4 KiB,-10.4 KiB,-10.3 KiB,-10.3 KiB
2026-02-11 09:00:40,1.44 KiB,1.23 KiB,1.23 KiB,1.23 KiB,1.23 KiB,1.22 KiB,-10.3 KiB,-10.1 KiB,-10.1 KiB,-10.1 KiB,-10.1 KiB,-10.1 KiB
2026-02-11 09:01:20,1.85 KiB,1.54 KiB,1.50 KiB,1.50 KiB,1.55 KiB,1.49 KiB,-10.7 KiB,-10.4 KiB,-10.4 KiB,-10.1 KiB,-10.4 KiB,-10.3 KiB
2026-02-11 09:02:00,42.8 KiB,3.10 KiB,3.12 KiB,3.14 KiB,3.15 KiB,3.14 KiB,-47.3 KiB,-12.0 KiB,-11.8 KiB,-11.6 KiB,-11.8 KiB,-11.6 KiB
2026-02-11 09:02:40,42.3 KiB,1.61 KiB,1.52 KiB,1.60 KiB,1.59 KiB,1.57 KiB,-45.6 KiB,-10.4 KiB,-10.7 KiB,-10.4 KiB,-10.3 KiB,-10.3 KiB
2026-02-11 09:03:20,43.3 KiB,4.31 KiB,3.78 KiB,4.37 KiB,4.29 KiB,4.29 KiB,-48.4 KiB,-12.9 KiB,-11.9 KiB,-13.3 KiB,-12.6 KiB,-12.7 KiB
2026-02-11 09:04:00,42.9 KiB,2.68 KiB,2.59 KiB,2.66 KiB,2.66 KiB,2.67 KiB,-46.9 KiB,-11.4 KiB,-11.7 KiB,-11.4 KiB,-11.3 KiB,-11.3 KiB
2026-02-11 09:04:40,42.5 KiB,2.53 KiB,2.46 KiB,2.36 KiB,2.44 KiB,2.44 KiB,-46.6 KiB,-11.5 KiB,-11.2 KiB,-11.1 KiB,-11.1 KiB,-11.0 KiB
2026-02-11 09:05:20,42.6 KiB,1.64 KiB,1.55 KiB,1.63 KiB,1.64 KiB,1.63 KiB,-45.5 KiB,-10.5 KiB,-10.7 KiB,-10.5 KiB,-10.4 KiB,-10.4 KiB
2026-02-11 09:06:00,42.8 KiB,1.92 KiB,1.87 KiB,1.86 KiB,1.93 KiB,1.89 KiB,-45.9 KiB,-10.7 KiB,-10.8 KiB,-10.9 KiB,-10.6 KiB,-10.6 KiB
2026-02-11 09:06:40,22.7 KiB,4.36 KiB,4.26 KiB,4.32 KiB,4.30 KiB,4.27 KiB,-30.7 KiB,-12.7 KiB,-12.9 KiB,-12.8 KiB,-12.7 KiB,-12.7 KiB
2026-02-11 09:07:20,14.4 KiB,4.69 KiB,4.82 KiB,4.69 KiB,4.68 KiB,4.68 KiB,-23.9 KiB,-13.4 KiB,-13.4 KiB,-13.4 KiB,-13.0 KiB,-13.0 KiB
2026-02-11 09:08:00,42.8 KiB,1.60 KiB,1.52 KiB,1.56 KiB,1.56 KiB,1.56 KiB,-45.7 KiB,-10.5 KiB,-10.6 KiB,-10.4 KiB,-10.4 KiB,-10.4 KiB
2026-02-11 09:08:40,40.8 KiB,1.26 KiB,1.25 KiB,1.25 KiB,1.27 KiB,1.26 KiB,-43.9 KiB,-10.1 KiB,-10.1 KiB,-10.1 KiB,-10.1 KiB,-10.1 KiB
2026-02-11 09:09:20,42.5 KiB,1.53 KiB,1.46 KiB,1.47 KiB,1.47 KiB,1.47 KiB,-45.7 KiB,-10.4 KiB,-10.4 KiB,-10.4 KiB,-10.0 KiB,-10.3 KiB
2026-02-11 09:10:00,42.9 KiB,2.70 KiB,2.70 KiB,2.68 KiB,2.72 KiB,2.67 KiB,-46.6 KiB,-11.6 KiB,-11.4 KiB,-11.9 KiB,-11.3 KiB,-11.3 KiB
2026-02-11 09:10:40,42.4 KiB,1.86 KiB,1.36 KiB,1.85 KiB,1.85 KiB,1.83 KiB,-45.9 KiB,-10.6 KiB,-10.1 KiB,-10.7 KiB,-10.5 KiB,-10.5 KiB
2026-02-11 09:11:20,42.6 KiB,1.72 KiB,1.67 KiB,1.67 KiB,1.64 KiB,1.60 KiB,-45.8 KiB,-10.6 KiB,-11.0 KiB,-10.2 KiB,-10.5 KiB,-10.4 KiB
2026-02-11 09:12:00,42.6 KiB,2.92 KiB,2.86 KiB,3.20 KiB,2.86 KiB,2.87 KiB,-46.7 KiB,-11.6 KiB,-11.5 KiB,-11.8 KiB,-11.6 KiB,-11.6 KiB
2026-02-11 09:12:40,10.6 KiB,1.82 KiB,1.75 KiB,1.83 KiB,1.81 KiB,1.83 KiB,-18.4 KiB,-10.7 KiB,-11.0 KiB,-10.7 KiB,-10.4 KiB,-10.5 KiB
2026-02-11 09:13:20,15.5 KiB,5.72 KiB,5.71 KiB,5.44 KiB,5.67 KiB,5.69 KiB,-26.0 KiB,-14.0 KiB,-13.9 KiB,-13.5 KiB,-13.9 KiB,-14.2 KiB
2026-02-11 09:14:00,43.5 KiB,4.83 KiB,4.89 KiB,4.82 KiB,4.82 KiB,4.87 KiB,-48.6 KiB,-13.4 KiB,-13.2 KiB,-13.5 KiB,-13.1 KiB,-13.2 KiB
2026-02-11 09:14:40,42.6 KiB,2.54 KiB,2.45 KiB,2.56 KiB,2.50 KiB,2.51 KiB,-46.7 KiB,-11.2 KiB,-11.5 KiB,-11.5 KiB,-11.1 KiB,-11.1 KiB
2026-02-11 09:15:20,43.0 KiB,1.45 KiB,1.66 KiB,1.64 KiB,1.69 KiB,1.68 KiB,-45.9 KiB,-6.49 KiB,-10.7 KiB,-10.3 KiB,-10.4 KiB,-10.5 KiB
2026-02-11 09:16:00,43.3 KiB,4.73 KiB,4.68 KiB,4.67 KiB,5.24 KiB,4.71 KiB,-48.5 KiB,-12.7 KiB,-13.2 KiB,-13.1 KiB,-13.8 KiB,-13.1 KiB
2026-02-11 09:16:40,42.4 KiB,1.81 KiB,1.80 KiB,1.40 KiB,1.83 KiB,1.79 KiB,-46.1 KiB,-10.9 KiB,-10.5 KiB,-9.95 KiB,-10.5 KiB,-10.5 KiB
2026-02-11 09:17:20,43.0 KiB,2.91 KiB,2.79 KiB,2.69 KiB,2.77 KiB,2.78 KiB,-46.9 KiB,-11.5 KiB,-11.4 KiB,-11.7 KiB,-11.4 KiB,-11.4 KiB
2026-02-11 09:18:00,43.0 KiB,2.22 KiB,2.76 KiB,2.71 KiB,2.76 KiB,2.75 KiB,-47.2 KiB,-10.6 KiB,-11.4 KiB,-11.6 KiB,-11.3 KiB,-11.6 KiB
2026-02-11 09:18:40,9.59 KiB,3.89 KiB,3.59 KiB,3.55 KiB,3.35 KiB,3.49 KiB,-18.9 KiB,-12.4 KiB,-12.4 KiB,-12.0 KiB,-11.9 KiB,-12.0 KiB
2026-02-11 09:19:20,42.8 KiB,2.39 KiB,2.28 KiB,2.75 KiB,2.34 KiB,2.18 KiB,-46.4 KiB,-11.0 KiB,-11.5 KiB,-11.7 KiB,-11.0 KiB,-10.6 KiB
2026-02-11 09:20:00,42.5 KiB,1.55 KiB,1.56 KiB,1.58 KiB,1.56 KiB,1.58 KiB,-45.7 KiB,-10.3 KiB,-10.4 KiB,-10.4 KiB,-10.4 KiB,-10.4 KiB
2026-02-11 09:20:40,42.2 KiB,1.34 KiB,1.36 KiB,1.34 KiB,1.36 KiB,1.33 KiB,-45.7 KiB,-10.1 KiB,-10.2 KiB,-10.2 KiB,-10.1 KiB,-9.82 KiB
2026-02-11 09:21:20,43.4 KiB,5.65 KiB,5.65 KiB,5.67 KiB,5.64 KiB,5.66 KiB,-49.2 KiB,-14.2 KiB,-13.9 KiB,-14.4 KiB,-13.8 KiB,-13.6 KiB
2026-02-11 09:22:00,41.1 KiB,1.55 KiB,1.55 KiB,1.55 KiB,1.59 KiB,1.55 KiB,-44.5 KiB,-10.3 KiB,-10.4 KiB,-10.4 KiB,-10.4 KiB,-10.3 KiB
2026-02-11 09:22:40,43.9 KiB,2.57 KiB,2.55 KiB,2.57 KiB,2.53 KiB,2.59 KiB,-47.9 KiB,-11.3 KiB,-11.4 KiB,-11.2 KiB,-11.2 KiB,-11.2 KiB
2026-02-11 09:23:20,42.6 KiB,1.73 KiB,1.74 KiB,1.70 KiB,1.77 KiB,1.73 KiB,-46.1 KiB,-10.7 KiB,-10.5 KiB,-10.2 KiB,-10.5 KiB,-10.5 KiB
2026-02-11 09:24:00,11.5 KiB,1.87 KiB,1.78 KiB,1.75 KiB,1.81 KiB,1.81 KiB,-19.1 KiB,-10.6 KiB,-10.8 KiB,-10.7 KiB,-10.5 KiB,-10.5 KiB
2026-02-11 09:24:40,1.50 KiB,1.23 KiB,1.20 KiB,1.21 KiB,1.20 KiB,1.20 KiB,-10.3 KiB,-10.0 KiB,-10.1 KiB,-10.1 KiB,-10.0 KiB,-10.0 KiB
2026-02-11 09:25:20,44.2 KiB,2.60 KiB,2.52 KiB,2.54 KiB,2.59 KiB,2.55 KiB,-47.9 KiB,-11.2 KiB,-11.5 KiB,-10.9 KiB,-11.2 KiB,-11.2 KiB
2026-02-11 09:26:00,42.7 KiB,2.07 KiB,2.10 KiB,2.09 KiB,2.09 KiB,2.25 KiB,-46.1 KiB,-10.8 KiB,-10.9 KiB,-11.2 KiB,-10.9 KiB,-11.3 KiB
2026-02-11 09:26:40,42.4 KiB,1.30 KiB,1.33 KiB,1.29 KiB,1.34 KiB,1.34 KiB,-45.4 KiB,-10.3 KiB,-10.2 KiB,-9.57 KiB,-10.1 KiB,-10.1 KiB
2026-02-11 09:27:20,42.8 KiB,1.49 KiB,1.58 KiB,1.51 KiB,1.48 KiB,1.53 KiB,-45.8 KiB,-10.3 KiB,-10.5 KiB,-10.4 KiB,-10.3 KiB,-10.3 KiB
2026-02-11 09:28:00,20.8 KiB,2.57 KiB,2.58 KiB,2.35 KiB,2.55 KiB,2.58 KiB,-23.6 KiB,-11.2 KiB,-11.3 KiB,-10.8 KiB,-11.2 KiB,-11.2 KiB
2026-02-11 09:28:40,42.3 KiB,1.38 KiB,1.31 KiB,1.57 KiB,1.36 KiB,1.35 KiB,-44.8 KiB,-10.2 KiB,-10.3 KiB,-10.6 KiB,-10.1 KiB,-9.80 KiB
2026-02-11 09:29:20,43.3 KiB,6.52 KiB,6.80 KiB,6.66 KiB,6.67 KiB,6.61 KiB,-50.7 KiB,-15.4 KiB,-13.2 KiB,-15.9 KiB,-13.2 KiB,-15.8 KiB
2026-02-11 09:30:00,4.71 KiB,1.77 KiB,1.78 KiB,1.77 KiB,1.79 KiB,1.82 KiB,-13.9 KiB,-10.7 KiB,-10.6 KiB,-10.5 KiB,-10.6 KiB,-10.5 KiB
2026-02-11 09:30:40,1.87 KiB,1.34 KiB,1.32 KiB,1.41 KiB,1.33 KiB,1.37 KiB,-11.0 KiB,-10.3 KiB,-10.3 KiB,-10.5 KiB,-9.84 KiB,-10.1 KiB
2026-02-11 09:31:20,2.05 KiB,1.50 KiB,1.51 KiB,1.53 KiB,1.50 KiB,1.52 KiB,-11.2 KiB,-10.4 KiB,-10.4 KiB,-10.7 KiB,-10.3 KiB,-10.4 KiB
2026-02-11 09:32:00,10.6 KiB,3.39 KiB,3.37 KiB,3.00 KiB,3.42 KiB,3.44 KiB,-20.3 KiB,-12.0 KiB,-11.9 KiB,-11.4 KiB,-11.9 KiB,-12.2 KiB
2026-02-11 09:32:40,44.0 KiB,8.63 KiB,8.42 KiB,8.94 KiB,8.42 KiB,8.42 KiB,-52.3 KiB,-16.2 KiB,-15.9 KiB,-17.5 KiB,-16.4 KiB,-16.3 KiB
2026-02-11 09:33:20,43.0 KiB,2.15 KiB,2.17 KiB,2.15 KiB,2.16 KiB,2.19 KiB,-46.5 KiB,-10.9 KiB,-10.9 KiB,-11.8 KiB,-10.7 KiB,-10.7 KiB
2026-02-11 09:34:00,43.2 KiB,6.31 KiB,6.26 KiB,6.16 KiB,6.18 KiB,7.37 KiB,-49.2 KiB,-14.5 KiB,-14.5 KiB,-13.7 KiB,-14.6 KiB,-15.8 KiB
2026-02-11 09:34:40,42.4 KiB,1.35 KiB,1.39 KiB,1.39 KiB,1.36 KiB,1.37 KiB,-45.4 KiB,-10.5 KiB,-10.2 KiB,-10.5 KiB,-10.2 KiB,-10.1 KiB
2026-02-11 09:35:20,44.5 KiB,1.91 KiB,2.01 KiB,1.92 KiB,1.98 KiB,1.95 KiB,-48.3 KiB,-10.5 KiB,-11.0 KiB,-11.5 KiB,-11.0 KiB,-10.9 KiB
2026-02-11 09:36:00,42.9 KiB,1.81 KiB,1.79 KiB,1.91 KiB,1.84 KiB,1.84 KiB,-46.0 KiB,-10.8 KiB,-10.6 KiB,-10.7 KiB,-10.3 KiB,-10.6 KiB
2026-02-11 09:36:40,42.3 KiB,1.24 KiB,1.21 KiB,1.21 KiB,1.25 KiB,1.23 KiB,-45.6 KiB,-10.1 KiB,-10.1 KiB,-10.1 KiB,-10.4 KiB,-10.1 KiB
2026-02-11 09:37:20,14.5 KiB,3.30 KiB,3.38 KiB,3.49 KiB,3.36 KiB,3.34 KiB,-22.0 KiB,-12.0 KiB,-11.9 KiB,-12.6 KiB,-11.9 KiB,-11.9 KiB
2026-02-11 09:38:00,2.13 KiB,1.52 KiB,1.53 KiB,1.39 KiB,1.52 KiB,1.56 KiB,-11.6 KiB,-10.4 KiB,-10.4 KiB,-9.75 KiB,-10.3 KiB,-10.3 KiB
2026-02-11 09:38:40,43.5 KiB,7.24 KiB,7.13 KiB,7.24 KiB,7.17 KiB,7.15 KiB,-50.8 KiB,-15.1 KiB,-15.3 KiB,-15.4 KiB,-15.2 KiB,-15.2 KiB
2026-02-11 09:39:20,43.3 KiB,3.78 KiB,3.85 KiB,3.94 KiB,3.82 KiB,3.82 KiB,-47.9 KiB,-12.8 KiB,-11.9 KiB,-13.0 KiB,-12.3 KiB,-12.3 KiB
2026-02-11 09:40:00,42.9 KiB,1.62 KiB,1.83 KiB,1.37 KiB,1.66 KiB,1.69 KiB,-46.1 KiB,-10.4 KiB,-10.0 KiB,-8.08 KiB,-10.5 KiB,-10.4 KiB
2026-02-11 09:40:40,42.3 KiB,1.29 KiB,1.35 KiB,1.51 KiB,1.30 KiB,1.30 KiB,-45.2 KiB,-10.2 KiB,-10.4 KiB,-5.04 KiB,-10.2 KiB,-10.1 KiB
2026-02-11 09:41:20,44.8 KiB,5.79 KiB,5.75 KiB,5.33 KiB,5.33 KiB,5.51 KiB,-50.8 KiB,-14.5 KiB,-14.4 KiB,-15.0 KiB,-6.33 KiB,-7.68 KiB
2026-02-11 09:42:00,43.1 KiB,2.70 KiB,2.60 KiB,2.80 KiB,2.85 KiB,2.81 KiB,-46.9 KiB,-11.7 KiB,-11.1 KiB,-12.0 KiB,-11.4 KiB,-11.3 KiB
2026-02-11 09:42:40,42.4 KiB,1.40 KiB,1.53 KiB,1.35 KiB,1.39 KiB,1.39 KiB,-45.5 KiB,-10.2 KiB,-10.8 KiB,-9.50 KiB,-10.2 KiB,-10.1 KiB
2026-02-11 09:43:20,22.3 KiB,3.32 KiB,3.28 KiB,3.36 KiB,3.38 KiB,3.34 KiB,-30.4 KiB,-11.8 KiB,-11.8 KiB,-12.6 KiB,-12.1 KiB,-12.0 KiB
2026-02-11 09:44:00,2.08 KiB,1.51 KiB,1.61 KiB,1.67 KiB,1.51 KiB,1.57 KiB,-11.0 KiB,-10.6 KiB,-10.4 KiB,-10.7 KiB,-9.70 KiB,-10.0 KiB
2026-02-11 09:44:40,1.69 KiB,1.33 KiB,1.33 KiB,1.32 KiB,1.45 KiB,1.38 KiB,-11.0 KiB,-10.3 KiB,-10.3 KiB,-9.80 KiB,-10.8 KiB,-10.4 KiB
2026-02-11 09:45:20,1.97 KiB,1.61 KiB,1.64 KiB,1.70 KiB,1.67 KiB,1.68 KiB,-11.2 KiB,-10.1 KiB,-10.6 KiB,-10.7 KiB,-10.4 KiB,-10.4 KiB
2026-02-11 09:46:00,1.90 KiB,1.55 KiB,1.51 KiB,1.50 KiB,1.48 KiB,1.53 KiB,-11.3 KiB,-10.7 KiB,-10.3 KiB,-10.3 KiB,-10.3 KiB,-10.3 KiB
2026-02-11 09:46:40,1.75 KiB,1.31 KiB,1.33 KiB,1.25 KiB,1.20 KiB,1.29 KiB,-10.8 KiB,-10.1 KiB,-10.4 KiB,-9.71 KiB,-9.69 KiB,-10.0 KiB
2026-02-11 09:47:20,1.80 KiB,1.44 KiB,1.45 KiB,1.49 KiB,1.45 KiB,1.48 KiB,-10.6 KiB,-9.98 KiB,-10.3 KiB,-10.3 KiB,-10.2 KiB,-10.2 KiB
2026-02-11 09:48:00,41.2 KiB,1.62 KiB,1.57 KiB,1.61 KiB,1.60 KiB,1.60 KiB,-44.5 KiB,-10.7 KiB,-10.1 KiB,-10.4 KiB,-10.4 KiB,-10.0 KiB
2026-02-11 09:48:40,43.9 KiB,1.51 KiB,1.49 KiB,1.41 KiB,1.50 KiB,1.49 KiB,-46.8 KiB,-10.3 KiB,-10.2 KiB,-10.5 KiB,-10.2 KiB,-10.5 KiB
2026-02-11 09:49:20,42.6 KiB,1.67 KiB,1.70 KiB,1.65 KiB,1.70 KiB,1.71 KiB,-45.6 KiB,-10.5 KiB,-10.5 KiB,-10.6 KiB,-10.4 KiB,-10.5 KiB
2026-02-11 09:50:00,42.9 KiB,1.96 KiB,1.95 KiB,2.05 KiB,1.98 KiB,2.02 KiB,-46.3 KiB,-10.7 KiB,-11.0 KiB,-10.7 KiB,-10.6 KiB,-10.7 KiB
2026-02-11 09:50:40,43.9 KiB,9.78 KiB,9.55 KiB,9.38 KiB,9.41 KiB,9.44 KiB,-52.6 KiB,-17.4 KiB,-17.1 KiB,-17.0 KiB,-17.2 KiB,-17.2 KiB
2026-02-11 09:51:20,42.8 KiB,1.83 KiB,1.81 KiB,1.74 KiB,1.80 KiB,1.81 KiB,-46.2 KiB,-10.8 KiB,-10.5 KiB,-10.6 KiB,-10.5 KiB,-10.5 KiB
2026-02-11 09:52:00,43.0 KiB,2.10 KiB,2.02 KiB,2.12 KiB,2.23 KiB,2.21 KiB,-46.8 KiB,-11.3 KiB,-10.6 KiB,-10.7 KiB,-10.8 KiB,-10.8 KiB
2026-02-11 09:52:40,24.9 KiB,9.64 KiB,9.57 KiB,9.44 KiB,9.37 KiB,9.38 KiB,-36.0 KiB,-17.0 KiB,-17.7 KiB,-17.4 KiB,-17.1 KiB,-17.1 KiB
2026-02-11 09:53:20,42.7 KiB,1.77 KiB,1.67 KiB,1.69 KiB,1.73 KiB,1.66 KiB,-46.0 KiB,-11.3 KiB,-10.5 KiB,-9.83 KiB,-10.8 KiB,-10.3 KiB
