"Time","rskj-miner1","rskj-miner2","rskj-miner3","rskj-miner4","rskj-node1","rskj-node2"
2026-02-11 05:54:00,56.5%,21.7%,16.7%,14.4%,7.30%,17.6%
2026-02-11 05:54:40,38.4%,18.5%,12.3%,42.3%,9.08%,18.0%
2026-02-11 05:55:20,51.1%,14.0%,8.76%,40.2%,13.2%,10.6%
2026-02-11 05:56:00,52.8%,10.5%,15.0%,15.4%,11.8%,10.5%
2026-02-11 05:56:40,60.7%,6.24%,13.1%,11.7%,10.8%,14.6%
2026-02-11 05:57:20,56.1%,6.15%,10.7%,16.1%,13.8%,7.51%
2026-02-11 05:58:00,46.4%,30.3%,20.8%,14.2%,19.5%,19.9%
2026-02-11 05:58:40,67.3%,48.7%,30.0%,33.1%,56.1%,33.8%
2026-02-11 05:59:20,75.4%,41.0%,29.1%,30.1%,26.8%,20.9%
2026-02-11 06:00:00,73.2%,11.2%,29.1%,34.0%,23.5%,21.0%
2026-02-11 06:00:40,37.6%,7.07%,6.47%,11.7%,6.41%,6.68%
2026-02-11 06:01:20,50.7%,22%,21.8%,59.9%,21.1%,22.7%
2026-02-11 06:02:00,35.8%,20.8%,29.8%,38.3%,31.3%,33.6%
2026-02-11 06:02:40,25.2%,5.14%,5.83%,17.3%,16.5%,16.4%
2026-02-11 06:03:20,7.41%,5.54%,7.47%,11.4%,9.34%,7.78%
2026-02-11 06:04:00,26.1%,14.3%,11.8%,9.12%,14.1%,17.2%
2026-02-11 06:04:40,34.0%,16.2%,7.35%,14.0%,14.4%,13.6%
2026-02-11 06:05:20,49.9%,22.3%,50.6%,21.0%,25.4%,21.9%
2026-02-11 06:06:00,32.0%,22.9%,31.1%,23.4%,29.5%,51.5%
2026-02-11 06:06:40,20.0%,6.20%,9.34%,8.81%,9.42%,10.6%
2026-02-11 06:07:20,39.3%,13.1%,9.02%,6.88%,10.6%,17%
2026-02-11 06:08:00,36.4%,7.12%,11.2%,13.2%,5.59%,12.7%
2026-02-11 06:08:40,25.5%,9.46%,16.2%,23.1%,11.5%,14.2%
2026-02-11 06:09:20,36.9%,18.0%,12.3%,27.4%,17.4%,15.3%
2026-02-11 06:10:00,59.9%,15.7%,19.5%,24.0%,17.8%,20.4%
2026-02-11 06:10:40,73.9%,12.5%,11.7%,14.5%,12.7%,13.8%
2026-02-11 06:11:20,39.0%,51.7%,13.7%,30.7%,32.7%,35.7%
2026-02-11 06:12:00,48.6%,48.6%,15.9%,37.2%,39.2%,35.9%
2026-02-11 06:12:40,58.5%,7.42%,7.56%,14.6%,15.3%,5.78%
2026-02-11 06:13:20,35.5%,10.2%,19.5%,7.81%,16.2%,12.7%
2026-02-11 06:14:00,18.8%,19.3%,5.41%,18.6%,5.36%,14.0%
2026-02-11 06:14:40,24.7%,16.9%,6.54%,18.3%,6.39%,7.37%
2026-02-11 06:15:20,35.5%,13.6%,11.8%,13.1%,6.36%,13.1%
2026-02-11 06:16:00,63.3%,10.5%,202%,173%,167%,120%
2026-02-11 06:16:40,56.5%,15.8%,191%,172%,172%,124%
2026-02-11 06:17:20,51.0%,15.1%,15.5%,14.1%,13.7%,14.4%
2026-02-11 06:18:00,24.8%,11.3%,12.3%,18.1%,12.5%,13.1%
2026-02-11 06:18:40,25.2%,10.1%,11.8%,20.5%,12.3%,11.5%
2026-02-11 06:19:20,50.9%,18.6%,27.0%,34.3%,13.6%,19.2%
2026-02-11 06:20:00,26.3%,9.71%,11.6%,19.1%,6.64%,10.8%
