Time,"__name__=""dockerstats_memory_usage_bytes"",id=""54c6c3ff2e4b"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node1""","__name__=""dockerstats_memory_usage_bytes"",id=""74205413974e"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner1""","__name__=""dockerstats_memory_usage_bytes"",id=""7e576c3b8e6e"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner2""","__name__=""dockerstats_memory_usage_bytes"",id=""81eea9f8ce7e"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner3""","__name__=""dockerstats_memory_usage_bytes"",id=""e69d54e25e43"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner4""","__name__=""dockerstats_memory_usage_bytes"",id=""ed1d7a5ff17d"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node2"""
2026-02-11 03:45:30,3859533824,4204277760,4080656384,3805470720,3796254720,3903016960
2026-02-11 03:46:00,3859550208,4208726016,4080951296,3806023680,3796819968,3903037440
2026-02-11 03:46:30,3859582976,4214050816,4081725440,3806789632,3797581824,3903070208
2026-02-11 03:47:00,3859615744,4217737216,4082221056,3807305728,3798077440,3903090688
2026-02-11 03:47:30,3859632128,4222160896,4082614272,3807694848,3798474752,3903111168
2026-02-11 03:48:00,3859660800,4226863104,4083240960,3808313344,3799093248,3903139840
2026-02-11 03:48:30,3859681280,4231454720,4083388416,3808501760,3799228416,3903143936
2026-02-11 03:49:00,3859705856,4235427840,4083662848,3808776192,3799511040,3903172608
2026-02-11 03:49:30,3859726336,4240637952,4084342784,3809456128,3800199168,3903201280
2026-02-11 03:50:00,3859734528,4244688896,4084559872,3809673216,3800416256,3903205376
2026-02-11 03:50:30,3859742720,4143919104,4084703232,3809808384,3800543232,3903217664
2026-02-11 03:51:00,3859791872,4146556928,4085198848,3810308096,3801268224,3903262720
2026-02-11 03:51:30,3859795968,4150358016,4085207040,3810308096,3801042944,3903266816
2026-02-11 03:52:00,3859820544,4154793984,4085817344,3810906112,3801665536,3903291392
2026-02-11 03:52:30,3859841024,4159348736,4086067200,3811934208,3801915392,3903315968
2026-02-11 03:53:00,3859865600,4164091904,4065021952,3812536320,3802546176,3903397888
2026-02-11 03:53:30,3859890176,4168151040,4065468416,3818102784,3802984448,3903426560
2026-02-11 03:54:00,3859910656,4172709888,4065693696,3818319872,3803205632,3903447040
2026-02-11 03:54:30,3859943424,4177182720,4066115584,3818704896,3803582464,3903471616
2026-02-11 03:55:00,3859968000,4182138880,4066586624,3819180032,3804057600,3903496192
2026-02-11 03:55:30,3859972096,4185849856,4066664448,3819266048,3804147712,3903504384
2026-02-11 03:56:00,3859976192,4188028928,4066762752,3819360256,3804229632,3903508480
2026-02-11 03:56:30,3860013056,4190482432,4067164160,3819778048,3804659712,3903541248
2026-02-11 03:57:00,3860021248,4195471360,4067393536,3820011520,3804880896,3903557632
2026-02-11 03:57:30,3860045824,4199321600,4067618816,3820236800,3805106176,3903574016
2026-02-11 03:58:00,4294967296,4267732992,4068253696,3950157824,4294180864,4294180864
2026-02-11 03:58:30,3940888576,3952824320,4068544512,3952599040,3966005248,3953971200
2026-02-11 03:59:00,3959889920,3957604352,4068761600,3952840704,3966013440,3953979392
2026-02-11 03:59:30,3959934976,3961966592,4069142528,3953225728,3966443520,3954003968
2026-02-11 04:00:00,3960025088,3966660608,4069507072,3953606656,3966840832,3954020352
2026-02-11 04:00:30,3964497920,3970945024,4069937152,3954065408,3967307776,3954040832
2026-02-11 04:01:00,3964624896,3975233536,4070326272,3954470912,3973869568,3954065408
2026-02-11 04:01:30,3966676992,3977932800,4070469632,3954626560,3974012928,3954114560
2026-02-11 04:02:00,3966947328,3978166272,4070715392,3954917376,3974381568,3954122752
2026-02-11 04:02:30,3969720320,3981406208,4071305216,3955507200,3975016448,3954184192
2026-02-11 04:03:00,3976765440,3986157568,4071653376,3955855360,3975405568,3954208768
2026-02-11 04:03:30,3976826880,3990589440,4072165376,3956535296,3976065024,3954237440
2026-02-11 04:04:00,3976916992,3994718208,4072521728,3956965376,3976499200,3954331648
2026-02-11 04:04:30,3981807616,3953655808,4072525824,3956985856,3976552448,3954352128
2026-02-11 04:05:00,3981840384,3958185984,4072968192,3957460992,3977183232,3954380800
2026-02-11 04:05:30,3981869056,3962638336,4073205760,3957714944,3977416704,3954405376
2026-02-11 04:06:00,3981897728,3967197184,4073402368,3957915648,3977613312,3954425856
2026-02-11 04:06:30,3985301504,3971780608,4073750528,3958255616,3978248192,3954462720
2026-02-11 04:07:00,3990892544,3976048640,4073926656,3958435840,3978522624,3954470912
2026-02-11 04:07:30,3990638592,3977547776,4074119168,3958636544,3978768384,3954491392
2026-02-11 04:08:00,4010795008,3980275712,4074483712,3959017472,3979268096,3954532352
2026-02-11 04:08:30,4010790912,3984609280,4074483712,3959021568,3979268096,3954528256
2026-02-11 04:09:00,4010860544,3989475328,4075024384,3959537664,3979800576,3954565120
2026-02-11 04:09:30,4010868736,3993550848,4076978176,3959836672,3980034048,3954618368
2026-02-11 04:10:00,4010889216,3998728192,4077322240,3960184832,3980374016,3954634752
2026-02-11 04:10:30,4010921984,4002578432,4077645824,3960512512,3980709888,3954769920
2026-02-11 04:11:00,4013727744,4006961152,4078219264,3961085952,3981324288,3954819072
2026-02-11 04:11:30,4013752320,4011438080,4078628864,3961487360,3981742080,3954835456
2026-02-11 04:12:00,4016979968,4016476160,4079026176,3961864192,3982225408,3954847744
2026-02-11 04:12:30,4016996352,4020391936,4079378432,3962183680,3982548992,3954876416
2026-02-11 04:13:00,4017016832,4022796288,4079722496,3962523648,3982897152,3954995200
2026-02-11 04:13:30,4017352704,4026880000,4080111616,3963138048,3983368192,3955122176
2026-02-11 04:14:00,4017668096,4031483904,4080648192,3963723776,3984117760,3955154944
2026-02-11 04:14:30,4017418240,4035657728,4080857088,3963940864,3984433152,3955163136
2026-02-11 04:15:00,4017442816,4040380416,4081455104,3964383232,3984883712,3955191808
2026-02-11 04:15:30,4017463296,4045275136,4081823744,3964854272,3985358848,3955212288
2026-02-11 04:16:00,4017475584,4049543168,4082036736,3965034496,3985526784,3955216384
2026-02-11 04:16:30,4017487872,4053323776,4082188288,3965202432,3985948672,3955232768
2026-02-11 04:17:00,4017496064,4058005504,4082475008,3965419520,3985911808,3955240960
2026-02-11 04:17:30,4017524736,3957596160,4082749440,3965706240,3986194432,3955249152
2026-02-11 04:18:00,4017565696,3961630720,4082995200,3965939712,3986436096,3955273728
2026-02-11 04:18:30,4110127104,4050317312,4083195904,4023001088,4042301440,4025651200
2026-02-11 04:19:00,4110188544,4054528000,4083539968,4023787520,4043898880,4025671680
2026-02-11 04:19:30,4110274560,4059025408,4083695616,4023943168,4044058624,4025679872
2026-02-11 04:20:00,4110307328,4063535104,4084125696,4024459264,4044505088,4025704448
2026-02-11 04:20:30,4110315520,4068134912,4084387840,4024586240,4044640256,4025708544
2026-02-11 04:21:00,4110360576,4072448000,4084613120,4024950784,4044992512,4025733120
2026-02-11 04:21:30,4110475264,4076929024,4084969472,4025303040,4045344768,4025765888
2026-02-11 04:22:00,4110499840,4081799168,4085317632,4025643008,4045684736,4025778176
2026-02-11 04:22:30,4110520320,4085895168,4085600256,4025925632,4045975552,4025786368
2026-02-11 04:23:00,4110577664,4090544128,4086050816,4026474496,4046483456,4025827328
2026-02-11 04:23:30,4110843904,4094504960,4086272000,4026945536,4046729216,4025831424
2026-02-11 04:24:00,4110626816,4094836736,4086501376,4027277312,4047286272,4025847808
2026-02-11 04:24:30,4110614528,4094832640,4086513664,4027277312,4047032320,4025856000
2026-02-11 04:25:00,4110663680,4095311872,4086673408,4027613184,4047335424,4025896960
2026-02-11 04:25:30,4110938112,4099223552,4086894592,4027817984,4047523840,4025909248
2026-02-11 04:26:00,4110835712,4103913472,4087627776,4028477440,4048183296,4025950208
2026-02-11 04:26:30,4110876672,4109553664,4087934976,4028776448,4048478208,4026228736
2026-02-11 04:27:00,4110929920,4112941056,4088381440,4029222912,4048928768,4025999360
2026-02-11 04:27:30,4110987264,4117032960,4088758272,4029603840,4049305600,4026019840
2026-02-11 04:28:00,4111003648,4122005504,4089151488,4029992960,4049694720,4026044416
2026-02-11 04:28:30,4111028224,4126785536,4089573376,4030414848,4050120704,4026064896
2026-02-11 04:29:00,4111040512,4130992128,4089884672,4030758912,4050448384,4026077184
2026-02-11 04:29:30,4111073280,4135391232,4090167296,4031029248,4050661376,4026101760
2026-02-11 04:30:00,4111089664,4139261952,4090646528,4031533056,4051206144,4026114048
2026-02-11 04:30:30,4111138816,4141584384,4091215872,4032106496,4051865600,4026142720
2026-02-11 04:31:00,4111237120,4145803264,4091686912,4032569344,4052336640,4026179584
2026-02-11 04:31:30,4111237120,4150624256,4091703296,4032569344,4052332544,4026175488
2026-02-11 04:32:00,4111351808,4049248256,4091953152,4032827392,4052606976,4026200064
2026-02-11 04:32:30,4111351808,4053520384,4092088320,4032950272,4052717568,4026212352
2026-02-11 04:33:00,4111376384,4058750976,4092563456,4033421312,4053192704,4026236928
2026-02-11 04:33:30,4111380480,4062920704,4092682240,4033556480,4053315584,4026249216
2026-02-11 04:34:00,4111831040,4067516416,4093104128,4034007040,4053794816,4026277888
2026-02-11 04:34:30,4111601664,4071989248,4093526016,4034428928,4054220800,4026298368
2026-02-11 04:35:00,4111618048,4076564480,4093906944,4034801664,4054597632,4026322944
2026-02-11 04:35:30,4111618048,4078862336,4093906944,4034805760,4054855680,4026322944
2026-02-11 04:36:00,4111642624,4082790400,4094562304,4035461120,4055375872,4026368000
2026-02-11 04:36:30,4111663104,4087099392,4094803968,4035694592,4055617536,4026380288
2026-02-11 04:37:00,4111671296,4090888192,4094963712,4035858432,4055789568,4026388480
2026-02-11 04:37:30,4111671296,4095086592,4095053824,4035948544,4055879680,4026404864
2026-02-11 04:38:00,4111679488,4099514368,4095119360,4036005888,4055945216,4026400768
2026-02-11 04:38:30,4111687680,4104093696,4095270912,4036157440,4056350720,4026421248
2026-02-11 04:39:00,4111724544,4108886016,4095574016,4036485120,4056825856,4026449920
2026-02-11 04:39:30,4111753216,4113698816,4095807488,4036726784,4057063424,4026478592
2026-02-11 04:40:00,4111790080,4117139456,4096012288,4036931584,4057268224,4026507264
2026-02-11 04:40:30,4111790080,4121989120,4096012288,4036931584,4057268224,4026515456
2026-02-11 04:41:00,4158898176,4170375168,4096524288,4114235392,4105547776,4073508864
2026-02-11 04:41:30,4160241664,4174614528,4096921600,4114653184,4105928704,4073578496
2026-02-11 04:42:00,4160245760,4179025920,4097544192,4114747392,4106027008,4073582592
2026-02-11 04:42:30,4164427776,4183355392,4197949440,4115234816,4106686464,4073603072
2026-02-11 04:43:00,4164456448,4188282880,4198350848,4115550208,4107005952,4073631744
2026-02-11 04:43:30,4164489216,4192329728,4198899712,4116107264,4108034048,4073660416
2026-02-11 04:44:00,4164521984,4197281792,4200722432,4116664320,4108550144,4073693184
2026-02-11 04:44:30,4164562944,4182433792,4201172992,4122517504,4109000704,4073721856
2026-02-11 04:45:00,4164591616,4101115904,4201758720,4123021312,4109533184,4073779200
2026-02-11 04:45:30,4164612096,4105572352,4201996288,4123230208,4109742080,4073795584
2026-02-11 04:46:00,4164608000,4110012416,4202078208,4123308032,4109815808,4073803776
2026-02-11 04:46:30,4164628480,4110307328,4204388352,4123512832,4110036992,4073824256
2026-02-11 04:47:00,4164636672,4110499840,4204580864,4123680768,4110200832,4073832448
2026-02-11 04:47:30,4164644864,4114628608,4204699648,4123795456,4110569472,4073840640
2026-02-11 04:48:00,4164661248,4118634496,4205027328,4124119040,4110684160,4073857024
2026-02-11 04:48:30,4164669440,4123209728,4205031424,4124119040,4110684160,4073857024
2026-02-11 04:49:00,4164702208,4128235520,4205445120,4124540928,4111151104,4073881600
2026-02-11 04:49:30,4164722688,4132892672,4205842432,4124930048,4111544320,4073902080
2026-02-11 04:50:00,4164747264,4136157184,4206178304,4125270016,4111880192,4073922560
2026-02-11 04:50:30,4164767744,4141137920,4206706688,4125790208,4112400384,4073947136
2026-02-11 04:51:00,4164784128,4145594368,4207087616,4126167040,4112777216,4073971712
2026-02-11 04:51:30,4164812800,4150075392,4207517696,4126707712,4113203200,4073996288
2026-02-11 04:52:00,4164866048,4154318848,4207902720,4127105024,4113584128,4074020864
2026-02-11 04:52:30,4164890624,4154900480,4208214016,4127408128,4113883136,4074045440
2026-02-11 04:53:00,4164923392,4155666432,4208492544,4127813632,4114042880,4074074112
2026-02-11 04:53:30,4164923392,4159901696,4208488448,4127805440,4114161664,4074078208
2026-02-11 04:54:00,4164988928,4164861952,4208705536,4128018432,4114423808,4074098688
2026-02-11 04:54:30,4165017600,4169220096,4208939008,4128256000,4114657280,4074123264
2026-02-11 04:55:00,4165029888,4173254656,4209229824,4128538624,4115189760,4074143744
2026-02-11 04:55:30,4165046272,4177678336,4209496064,4128804864,4115456000,4074151936
2026-02-11 04:56:00,4165193728,4182130688,4209860608,4129173504,4115828736,4074168320
2026-02-11 04:56:30,4165222400,4187090944,4210323456,4129624064,4116287488,4074188800
2026-02-11 04:57:00,4165242880,4191031296,4210675712,4129947648,4116635648,4074205184
2026-02-11 04:57:30,4165246976,4195446784,4210765824,4130037760,4116729856,4074209280
2026-02-11 04:58:00,4165275648,4199161856,4211286016,4130648064,4117221376,4074242048
2026-02-11 04:58:30,4165275648,4199157760,4211294208,4130648064,4117221376,4074242048
2026-02-11 04:59:00,4165304320,4202729472,4211978240,4131336192,4117913600,4074270720
2026-02-11 04:59:30,4165320704,4102799360,4212219904,4133691392,4118126592,4074287104
2026-02-11 05:00:00,4165341184,4106653696,4212490240,4133953536,4118392832,4074299392
2026-02-11 05:00:30,4165369856,4110831616,4212830208,4134268928,4118749184,4074323968
2026-02-11 05:01:00,4165378048,4115525632,4213133312,4134617088,4119080960,4074332160
2026-02-11 05:01:30,4165390336,4120690688,4213252096,4134735872,4119203840,4074340352
2026-02-11 05:02:00,4165431296,4124131328,4213436416,4134920192,4119396352,4074348544
2026-02-11 05:02:30,4209160192,4221079552,4213886976,4192657408,4191887360,4121247744
2026-02-11 05:03:00,4209229824,4224450560,4214108160,4192907264,4192133120,4121264128
2026-02-11 05:03:30,4209233920,4228800512,4214226944,4193042432,4192268288,4121268224
2026-02-11 05:04:00,4209262592,4230610944,4214702080,4193579008,4192808960,4121288704
2026-02-11 05:04:30,4209311744,4231041024,4215033856,4193972224,4193189888,4121329664
2026-02-11 05:05:00,4209324032,4231184384,4215115776,4194320384,4193296384,4121333760
2026-02-11 05:05:30,4209336320,4231237632,4215177216,4194377728,4193357824,4121358336
2026-02-11 05:06:00,4209344512,4232630272,4215382016,4194639872,4193562624,4121366528
2026-02-11 05:06:30,4209373184,4237561856,4215828480,4195119104,4194021376,4121387008
2026-02-11 05:07:00,4209405952,4243435520,4216397824,4195684352,4194590720,4121411584
2026-02-11 05:07:30,4209434624,4247273472,4216909824,4196208640,4195102720,4121440256
2026-02-11 05:08:00,4209455104,4251545600,4216975360,4196261888,4195135488,4121452544
2026-02-11 05:08:30,4209471488,4255588352,4217458688,4196769792,4195635200,4121481216
2026-02-11 05:09:00,4209508352,4260478976,4217925632,4197244928,4196106240,4121497600
2026-02-11 05:09:30,4209528832,4264898560,4218343424,4198727680,4196528128,4121513984
2026-02-11 05:10:00,4209594368,4269568000,4218908672,4199661568,4197093376,4121559040
2026-02-11 05:10:30,4209623040,4273926144,4219277312,4199755776,4197457920,4121583616
2026-02-11 05:11:00,4209647616,4275847168,4219703296,4200067072,4199788544,4121583616
2026-02-11 05:11:30,4209803264,4277981184,4219707392,4200341504,4200038400,4121653248
2026-02-11 05:12:00,4209852416,4282122240,4220702720,4201398272,4201041920,4121702400
2026-02-11 05:12:30,4209881088,4286758912,4221120512,4201811968,4201451520,4121722880
2026-02-11 05:13:00,4209909760,4291280896,4221583360,4202606592,4201922560,4121772032
2026-02-11 05:13:30,4209922048,4294180864,4221923328,4202631168,4202270720,4121780224
2026-02-11 05:14:00,4209950720,4187062272,4222562304,4203352064,4202913792,4121812992
2026-02-11 05:14:30,4209979392,4191809536,4222976000,4204032000,4203216896,4121841664
2026-02-11 05:15:00,4209983488,4196450304,4223062016,4204118016,4203433984,4121845760
2026-02-11 05:15:30,4210024448,4199956480,4223373312,4204150784,4203745280,4121886720
2026-02-11 05:16:00,4210024448,4204658688,4223471616,4204236800,4203843584,4121890816
2026-02-11 05:16:30,4210044928,4207091712,4223774720,4204498944,4204138496,4121911296
2026-02-11 05:17:00,4210057216,4207353856,4224028672,4204707840,4204363776,4121923584
2026-02-11 05:17:30,4210073600,4210442240,4224393216,4205342720,4204503040,4121944064
2026-02-11 05:18:00,4210147328,4214661120,4224516096,4209823744,4206952448,4121956352
2026-02-11 05:18:30,4210147328,4218990592,4224516096,4209557504,4206948352,4121956352
2026-02-11 05:19:00,4210163712,4223422464,4224614400,4211634176,4207144960,4121956352
2026-02-11 05:19:30,4210184192,4228087808,4225011712,4211978240,4211240960,4121985024
2026-02-11 05:20:00,4210221056,4232036352,4225363968,4216680448,4214865920,4122005504
2026-02-11 05:20:30,4210233344,4236517376,4225634304,4219645952,4217069568,4122009600
2026-02-11 05:21:00,4210245632,4241072128,4225859584,4220932096,4217290752,4122017792
2026-02-11 05:21:30,4210241536,4245659648,4225859584,4220936192,4220436480,4122017792
2026-02-11 05:22:00,4212838400,4250001408,4226473984,4226404352,4225470464,4122034176
2026-02-11 05:22:30,4212867072,4252131328,4226605056,4226793472,4226965504,4122054656
2026-02-11 05:23:00,4214566912,4252782592,4226752512,4228423680,4229570560,4122095616
2026-02-11 05:23:30,3894767616,3923251200,4227407872,3921338368,3883098112,3949342720
2026-02-11 05:24:00,3894824960,3928072192,4227653632,3921735680,3886665728,3949363200
2026-02-11 05:24:30,3894853632,3932323840,4227809280,3921911808,3886829568,3949395968
2026-02-11 05:25:00,3894874112,3937140736,4228055040,3922169856,3889971200,3949404160
2026-02-11 05:25:30,3894898688,3941560320,4228329472,3922448384,3890122752,3949432832
2026-02-11 05:26:00,3894927360,3946098688,4228567040,3922690048,3897413632,3949453312
2026-02-11 05:26:30,3894947840,3950198784,4228849664,3922976768,3897688064,3949473792
2026-02-11 05:27:00,3894980608,3955425280,4229193728,3923316736,3900452864,3949527040
2026-02-11 05:27:30,3895005184,3958919168,4229488640,3923611648,3900481536,3949559808
2026-02-11 05:28:00,3895021568,3926405120,4229726208,3923861504,3902816256,3949568000
2026-02-11 05:28:30,3895025664,3926581248,4229877760,3924021248,3902976000,3949576192
2026-02-11 05:29:00,3895074816,3929899008,4230180864,3924348928,3907588096,3949608960
2026-02-11 05:29:30,3895099392,3933683712,4230451200,3924619264,3907850240,3949629440
2026-02-11 05:30:00,3895140352,3938451456,4230639616,3925073920,3909132288,3949641728
2026-02-11 05:30:30,3895144448,3942551552,4230746112,3924910080,3909230592,3949649920
2026-02-11 05:31:00,3895156736,3947102208,4230955008,3925393408,3911417856,3949658112
