"Time","rskj-miner1","rskj-miner2","rskj-miner3","rskj-miner4","rskj-node1","rskj-node2"
2026-02-11 05:54:00,46.0 KiB/s,10.2 KiB/s,10.6 KiB/s,11.1 KiB/s,10.5 KiB/s,10.5 KiB/s
2026-02-11 05:55:00,45.9 KiB/s,10.7 KiB/s,10.8 KiB/s,11.2 KiB/s,10.6 KiB/s,10.6 KiB/s
2026-02-11 05:56:00,45.9 KiB/s,10.3 KiB/s,11.1 KiB/s,10.8 KiB/s,10.6 KiB/s,10.6 KiB/s
2026-02-11 05:57:00,47.2 KiB/s,10.5 KiB/s,10.7 KiB/s,10.7 KiB/s,10.5 KiB/s,10.2 KiB/s
2026-02-11 05:58:00,42.3 KiB/s,11.0 KiB/s,10.4 KiB/s,11.2 KiB/s,10.6 KiB/s,10.6 KiB/s
2026-02-11 05:59:00,45.8 KiB/s,10.6 KiB/s,10.5 KiB/s,10.2 KiB/s,10.4 KiB/s,10.4 KiB/s
2026-02-11 06:00:00,46.0 KiB/s,10.1 KiB/s,10.4 KiB/s,10.8 KiB/s,10.4 KiB/s,10.4 KiB/s
2026-02-11 06:01:00,53.7 KiB/s,18.0 KiB/s,18.0 KiB/s,17.5 KiB/s,18.0 KiB/s,17.8 KiB/s
2026-02-11 06:02:00,45.9 KiB/s,10.5 KiB/s,10.7 KiB/s,10.5 KiB/s,10.4 KiB/s,10.4 KiB/s
2026-02-11 06:03:00,46.0 KiB/s,10.9 KiB/s,10.8 KiB/s,11.0 KiB/s,10.5 KiB/s,10.5 KiB/s
2026-02-11 06:04:00,20.7 KiB/s,10.7 KiB/s,10.5 KiB/s,10.7 KiB/s,10.5 KiB/s,10.4 KiB/s
2026-02-11 06:05:00,46.3 KiB/s,10.8 KiB/s,10.9 KiB/s,10.8 KiB/s,10.8 KiB/s,10.7 KiB/s
2026-02-11 06:06:00,45.9 KiB/s,10.5 KiB/s,10.5 KiB/s,11.0 KiB/s,10.5 KiB/s,10.8 KiB/s
2026-02-11 06:07:00,45.7 KiB/s,10.7 KiB/s,10.3 KiB/s,10.0 KiB/s,10.3 KiB/s,10.3 KiB/s
2026-02-11 06:08:00,47.3 KiB/s,10.3 KiB/s,10.8 KiB/s,11.0 KiB/s,10.6 KiB/s,10.5 KiB/s
2026-02-11 06:09:00,36.8 KiB/s,12.0 KiB/s,11.3 KiB/s,11.4 KiB/s,11.3 KiB/s,11.3 KiB/s
2026-02-11 06:10:00,49.7 KiB/s,14.3 KiB/s,14.7 KiB/s,14.9 KiB/s,14.5 KiB/s,14.5 KiB/s
2026-02-11 06:11:00,45.8 KiB/s,12.0 KiB/s,12.1 KiB/s,12.9 KiB/s,11.9 KiB/s,11.9 KiB/s
2026-02-11 06:12:00,46.0 KiB/s,10.4 KiB/s,10.4 KiB/s,10.4 KiB/s,10.4 KiB/s,10.3 KiB/s
2026-02-11 06:13:00,46.2 KiB/s,10.9 KiB/s,10.8 KiB/s,10.7 KiB/s,10.7 KiB/s,11.0 KiB/s
2026-02-11 06:14:00,47.0 KiB/s,11.3 KiB/s,11.3 KiB/s,11.3 KiB/s,11.3 KiB/s,11.2 KiB/s
2026-02-11 06:15:00,17.8 KiB/s,11.0 KiB/s,10.6 KiB/s,10.6 KiB/s,10.3 KiB/s,10.9 KiB/s
2026-02-11 06:16:00,49.9 KiB/s,12.3 KiB/s,11.7 KiB/s,11.9 KiB/s,11.7 KiB/s,11.8 KiB/s
2026-02-11 06:17:00,47.3 KiB/s,11.7 KiB/s,12.1 KiB/s,11.1 KiB/s,11.4 KiB/s,11.4 KiB/s
2026-02-11 06:18:00,45.7 KiB/s,10.2 KiB/s,10.7 KiB/s,10.5 KiB/s,10.5 KiB/s,10.5 KiB/s
2026-02-11 06:19:00,51.0 KiB/s,15.7 KiB/s,15.9 KiB/s,15.7 KiB/s,15.6 KiB/s,15.6 KiB/s
2026-02-11 06:20:00,39.7 KiB/s,10.4 KiB/s,10.6 KiB/s,10.4 KiB/s,10.4 KiB/s,10.3 KiB/s
2026-02-11 06:21:00,10.7 KiB/s,10.1 KiB/s,10.7 KiB/s,10.6 KiB/s,10.4 KiB/s,10.3 KiB/s
2026-02-11 06:22:00,44.7 KiB/s,10.8 KiB/s,10.7 KiB/s,10.7 KiB/s,10.7 KiB/s,10.6 KiB/s
2026-02-11 06:23:00,49.4 KiB/s,14.0 KiB/s,13.2 KiB/s,14.1 KiB/s,12.7 KiB/s,13.1 KiB/s
2026-02-11 06:24:00,45.7 KiB/s,10.6 KiB/s,10.5 KiB/s,10.2 KiB/s,10.4 KiB/s,10.7 KiB/s
2026-02-11 06:25:00,47.7 KiB/s,10.4 KiB/s,10.6 KiB/s,10.8 KiB/s,10.5 KiB/s,10.5 KiB/s
2026-02-11 06:26:00,49.4 KiB/s,13.6 KiB/s,14.4 KiB/s,13.6 KiB/s,12.6 KiB/s,13.4 KiB/s
2026-02-11 06:27:00,12.5 KiB/s,11.0 KiB/s,10.5 KiB/s,10.5 KiB/s,10.5 KiB/s,10.1 KiB/s
2026-02-11 06:28:00,46.1 KiB/s,10.9 KiB/s,10.5 KiB/s,10.8 KiB/s,10.5 KiB/s,10.1 KiB/s
2026-02-11 06:29:00,48.9 KiB/s,13.6 KiB/s,13.8 KiB/s,14.0 KiB/s,13.1 KiB/s,13.5 KiB/s
2026-02-11 06:30:00,45.5 KiB/s,10.6 KiB/s,10.4 KiB/s,10.4 KiB/s,10.6 KiB/s,10.6 KiB/s
2026-02-11 06:31:00,51.9 KiB/s,16.4 KiB/s,16.9 KiB/s,16.4 KiB/s,16.4 KiB/s,16.3 KiB/s
2026-02-11 06:32:00,46.1 KiB/s,10.3 KiB/s,10.7 KiB/s,10.8 KiB/s,10.5 KiB/s,10.4 KiB/s
2026-02-11 06:33:00,47.3 KiB/s,15.8 KiB/s,15.2 KiB/s,16.0 KiB/s,15.4 KiB/s,15.4 KiB/s
2026-02-11 06:34:00,45.8 KiB/s,10.7 KiB/s,10.5 KiB/s,10.5 KiB/s,10.4 KiB/s,10.4 KiB/s
2026-02-11 06:35:00,45.9 KiB/s,10.5 KiB/s,10.5 KiB/s,10.7 KiB/s,10.4 KiB/s,10.4 KiB/s
2026-02-11 06:36:00,51.3 KiB/s,15.7 KiB/s,15.8 KiB/s,15.7 KiB/s,15.7 KiB/s,15.7 KiB/s
2026-02-11 06:37:00,45.8 KiB/s,10.7 KiB/s,10.4 KiB/s,10.4 KiB/s,10.3 KiB/s,10.3 KiB/s
2026-02-11 06:38:00,15.1 KiB/s,11.0 KiB/s,11.0 KiB/s,10.7 KiB/s,10.6 KiB/s,10.6 KiB/s
2026-02-11 06:39:00,52.8 KiB/s,15.6 KiB/s,15.1 KiB/s,14.4 KiB/s,14.8 KiB/s,14.7 KiB/s
2026-02-11 06:40:00,46.2 KiB/s,10.4 KiB/s,11.3 KiB/s,10.7 KiB/s,10.6 KiB/s,10.6 KiB/s
2026-02-11 06:41:00,44.7 KiB/s,10.4 KiB/s,10.4 KiB/s,10.6 KiB/s,10.4 KiB/s,10.3 KiB/s
2026-02-11 06:42:00,47.5 KiB/s,12.4 KiB/s,12.2 KiB/s,12.2 KiB/s,12.2 KiB/s,12.2 KiB/s
2026-02-11 06:43:00,46.6 KiB/s,10.5 KiB/s,10.9 KiB/s,10.1 KiB/s,10.5 KiB/s,10.4 KiB/s
2026-02-11 06:44:00,47.2 KiB/s,14.5 KiB/s,14.2 KiB/s,13.7 KiB/s,13.9 KiB/s,13.9 KiB/s
2026-02-11 06:45:00,45.7 KiB/s,10.2 KiB/s,10.5 KiB/s,11.0 KiB/s,10.4 KiB/s,10.4 KiB/s
2026-02-11 06:46:00,45.8 KiB/s,10.8 KiB/s,10.5 KiB/s,10.2 KiB/s,10.4 KiB/s,10.7 KiB/s
2026-02-11 06:47:00,46.9 KiB/s,11.9 KiB/s,11.5 KiB/s,11.2 KiB/s,11.4 KiB/s,11.4 KiB/s
2026-02-11 06:48:00,45.8 KiB/s,10.5 KiB/s,10.6 KiB/s,10.2 KiB/s,10.5 KiB/s,10.4 KiB/s
2026-02-11 06:49:00,22.1 KiB/s,10.4 KiB/s,10.6 KiB/s,10.7 KiB/s,10.6 KiB/s,10.9 KiB/s
2026-02-11 06:50:00,45.8 KiB/s,10.6 KiB/s,10.6 KiB/s,10.6 KiB/s,10.6 KiB/s,10.6 KiB/s
2026-02-11 06:51:00,45.8 KiB/s,10.1 KiB/s,10.4 KiB/s,10.4 KiB/s,10.7 KiB/s,10.3 KiB/s
2026-02-11 06:52:00,46.0 KiB/s,10.4 KiB/s,10.4 KiB/s,10.1 KiB/s,10.4 KiB/s,10.7 KiB/s
2026-02-11 06:53:00,46.7 KiB/s,11.2 KiB/s,11.7 KiB/s,11.6 KiB/s,11.4 KiB/s,11.4 KiB/s
2026-02-11 06:54:00,38.4 KiB/s,10.6 KiB/s,10.9 KiB/s,10.2 KiB/s,10.4 KiB/s,10.4 KiB/s
2026-02-11 06:55:00,34.6 KiB/s,11.6 KiB/s,12.2 KiB/s,11.9 KiB/s,12.4 KiB/s,12.1 KiB/s
2026-02-11 06:56:00,48.6 KiB/s,13.0 KiB/s,12.4 KiB/s,13.2 KiB/s,12.8 KiB/s,12.8 KiB/s
