"Time","rskj-miner1:8080 (Copy)","rskj-miner2:8080 (Copy)","rskj-miner3:8080 (Copy)","rskj-miner4:8080 (Copy)","rskj-node1:8080 (Copy)","rskj-node2:8080 (Copy)","rskj-miner1:8080 (MarkSweepCompact)","rskj-miner2:8080 (MarkSweepCompact)","rskj-miner3:8080 (MarkSweepCompact)","rskj-miner4:8080 (MarkSweepCompact)","rskj-node1:8080 (MarkSweepCompact)","rskj-node2:8080 (MarkSweepCompact)"
2026-02-11 06:50:20,2.63 ms,3.76 ms,6.54 ms,5.34 ms,2.61 ms,2.68 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:50:40,1.71 ms,3.76 ms,3.19 ms,2.76 ms,2.61 ms,2.68 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:51:00,1.68 ms,1.12 ms,3.19 ms,2.76 ms,4.93 ms,2.58 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:51:20,1.37 ms,1.25 ms,2.63 ms,2.24 ms,2.32 ms,2.58 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:51:40,1.08 ms,1.25 ms,2.63 ms,2.24 ms,2.32 ms,2.58 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:52:00,915 µs,1.25 ms,0 s,0 s,0 s,1.73 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:52:20,1.24 ms,1.05 ms,7.51 ms,3.68 ms,1.86 ms,1.73 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:52:40,1.71 ms,1.05 ms,7.51 ms,3.68 ms,1.86 ms,1.73 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:53:00,1.92 ms,2.20 ms,2.05 ms,1.71 ms,1.86 ms,2.88 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:53:20,2.07 ms,1.15 ms,2.05 ms,1.71 ms,3.41 ms,2.88 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:53:40,2.42 ms,1.15 ms,2.05 ms,1.71 ms,3.41 ms,2.88 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:54:00,1.90 ms,2.27 ms,1.25 ms,949 µs,3.41 ms,2.71 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:54:20,1.19 ms,2.27 ms,1.25 ms,949 µs,3.85 ms,2.71 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:54:40,610 µs,3.83 ms,1.25 ms,949 µs,3.85 ms,2.71 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:55:00,1.34 ms,1.56 ms,1.81 ms,1.20 ms,3.85 ms,1.59 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:55:20,2.12 ms,7.29 ms,1.81 ms,1.20 ms,1.29 ms,1.59 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:55:40,2.46 ms,5.73 ms,3.07 ms,2.42 ms,1.29 ms,1.59 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:56:00,2.22 ms,9.53 ms,1.25 ms,1.22 ms,2.81 ms,1.19 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:56:20,2.42 ms,3.80 ms,2.78 ms,2.58 ms,1.53 ms,1.19 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:56:40,2.64 ms,6.14 ms,1.53 ms,1.36 ms,1.53 ms,1.19 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:57:00,2.97 ms,2.34 ms,2.69 ms,2.20 ms,1.83 ms,1.15 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:57:20,2.83 ms,5.54 ms,1.17 ms,847 µs,1.83 ms,1.15 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:57:40,2.32 ms,3.20 ms,1.17 ms,847 µs,1.83 ms,1.15 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:58:00,1.68 ms,3.20 ms,1.93 ms,1.47 ms,1.59 ms,1.73 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:58:20,1.47 ms,2.20 ms,1.93 ms,1.47 ms,1.59 ms,1.73 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:58:40,2.07 ms,5.19 ms,2.86 ms,2.51 ms,2.46 ms,2.61 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:59:00,2.58 ms,5.19 ms,2.34 ms,2.54 ms,864 µs,881 µs,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:59:20,3.27 ms,5.93 ms,2.34 ms,2.54 ms,2.15 ms,2.10 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 06:59:40,3.02 ms,2.95 ms,1.41 ms,1.51 ms,1.29 ms,1.22 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:00:00,2.69 ms,9.17 ms,1.46 ms,1.39 ms,1.29 ms,1.22 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:00:20,2.20 ms,6.22 ms,1.46 ms,1.39 ms,780 µs,1.32 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:00:40,2.37 ms,6.71 ms,3.29 ms,2.86 ms,780 µs,1.32 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:01:00,3.42 ms,1.25 ms,3.46 ms,2.34 ms,1.73 ms,2.83 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:01:20,3.66 ms,1.25 ms,3.46 ms,2.34 ms,949 µs,1.51 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:01:40,4.22 ms,763 µs,1.63 ms,864 µs,949 µs,1.51 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:02:00,3.44 ms,864 µs,1.31 ms,1.10 ms,2.14 ms,1.76 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:02:20,2.69 ms,864 µs,1.31 ms,1.10 ms,2.14 ms,1.76 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:02:40,2.14 ms,1.36 ms,2.15 ms,1.81 ms,2.14 ms,1.76 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:03:00,2.59 ms,1.25 ms,1.81 ms,1.64 ms,1.61 ms,1.71 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:03:20,3.34 ms,1.25 ms,1.81 ms,1.64 ms,1.61 ms,1.71 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:03:40,3.69 ms,1.41 ms,966 µs,932 µs,2.83 ms,2.73 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:04:00,3.76 ms,644 µs,1.51 ms,1.29 ms,2.85 ms,1.02 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:04:20,3.51 ms,1.56 ms,2.92 ms,2.59 ms,2.85 ms,2.36 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:04:40,3.47 ms,915 µs,2.92 ms,1.31 ms,1.63 ms,1.34 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:05:00,3.68 ms,4.03 ms,3.58 ms,3.20 ms,1.85 ms,3.14 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:05:20,2.98 ms,4.36 ms,2.17 ms,1.90 ms,1.85 ms,1.80 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:05:40,2.68 ms,4.36 ms,3.61 ms,3.29 ms,4.44 ms,1.80 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:06:00,2.69 ms,2.59 ms,1.44 ms,1.39 ms,2.59 ms,1.73 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:06:20,8.54 ms,1.36 ms,4.80 ms,2.78 ms,2.59 ms,1.73 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:06:40,11.4 ms,1.36 ms,3.36 ms,1.39 ms,3.22 ms,4.81 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:07:00,15.3 ms,1.78 ms,7.05 ms,4.75 ms,3.22 ms,3.08 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:07:20,8.86 ms,1.78 ms,3.69 ms,3.36 ms,3.22 ms,3.08 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:07:40,5.56 ms,3.20 ms,3.69 ms,3.36 ms,3.86 ms,3.49 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:08:00,1.75 ms,1.42 ms,2.42 ms,3.14 ms,3.86 ms,3.49 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:08:20,1.61 ms,2.88 ms,2.42 ms,3.14 ms,3.86 ms,3.49 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:08:40,1.61 ms,1.46 ms,2.42 ms,3.14 ms,2.47 ms,1.92 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:09:00,1.29 ms,1.46 ms,3.78 ms,3.86 ms,2.47 ms,1.92 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:09:20,1.41 ms,1.64 ms,3.78 ms,3.86 ms,2.47 ms,1.92 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:09:40,1.51 ms,1.64 ms,7.00 ms,7.51 ms,2.59 ms,4.19 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:10:00,2.00 ms,2.95 ms,3.22 ms,3.64 ms,2.59 ms,4.19 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:10:20,2.24 ms,2.81 ms,8.64 ms,7.58 ms,4.56 ms,6.69 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:10:40,2.27 ms,2.81 ms,5.42 ms,3.93 ms,1.97 ms,2.51 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:11:00,2.03 ms,2.83 ms,7.59 ms,6.42 ms,5.08 ms,5.08 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:11:20,2.58 ms,3.47 ms,4.17 ms,5.00 ms,3.12 ms,2.58 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:11:40,3.34 ms,3.47 ms,4.17 ms,5.00 ms,3.12 ms,2.58 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:12:00,3.69 ms,2.15 ms,5.75 ms,5.37 ms,3.78 ms,3.25 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:12:20,2.97 ms,1.31 ms,3.75 ms,2.86 ms,3.78 ms,3.25 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:12:40,2.29 ms,1.31 ms,7.24 ms,2.86 ms,6.41 ms,6.54 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:13:00,2.02 ms,3.24 ms,3.49 ms,3.44 ms,2.63 ms,3.29 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:13:20,2.03 ms,3.27 ms,7.00 ms,3.44 ms,5.56 ms,3.29 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:13:40,2.39 ms,3.27 ms,3.51 ms,6.59 ms,2.93 ms,2.58 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:14:00,2.25 ms,2.47 ms,6.22 ms,5.56 ms,6.22 ms,2.58 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:14:20,2.36 ms,1.14 ms,2.71 ms,5.56 ms,3.29 ms,4.81 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:14:40,2.46 ms,2.51 ms,6.22 ms,2.41 ms,3.29 ms,2.24 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:15:00,2.71 ms,1.37 ms,3.51 ms,2.69 ms,4.08 ms,4.44 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:15:20,2.92 ms,2.80 ms,5.41 ms,5.15 ms,4.08 ms,2.20 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:15:40,3.19 ms,2.42 ms,1.90 ms,2.46 ms,6.93 ms,2.20 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:16:00,2.49 ms,1000 µs,4.69 ms,6.22 ms,2.85 ms,2.12 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:16:20,2.15 ms,2.15 ms,9.59 ms,3.76 ms,6.66 ms,2.12 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:16:40,1.64 ms,1.15 ms,6.80 ms,8.15 ms,3.81 ms,5.54 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:17:00,2.95 ms,2.49 ms,7.98 ms,4.39 ms,4.86 ms,3.42 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:17:20,3.49 ms,1.34 ms,1.19 ms,5.44 ms,1.05 ms,4.27 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:17:40,3.37 ms,1.34 ms,1.19 ms,1.05 ms,1.05 ms,847 µs,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:18:00,2.29 ms,1.15 ms,1.47 ms,2.37 ms,0 s,847 µs,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:18:20,1.90 ms,1.15 ms,1.47 ms,1.32 ms,898 µs,0 s,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:18:40,1.46 ms,1.15 ms,1.47 ms,1.32 ms,898 µs,1.15 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:19:00,1.41 ms,1.37 ms,1.25 ms,1.07 ms,898 µs,1.15 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:19:20,1.31 ms,1.37 ms,1.25 ms,1.07 ms,1.20 ms,1.15 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:19:40,1.68 ms,3.24 ms,1.25 ms,1.07 ms,1.20 ms,797 µs,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:20:00,1.95 ms,1.86 ms,1.36 ms,1.78 ms,2.75 ms,797 µs,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:20:20,2.14 ms,3.34 ms,1.36 ms,1.78 ms,1.54 ms,2.90 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:20:40,2.53 ms,2.88 ms,2.71 ms,3.02 ms,1.54 ms,2.10 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:21:00,3.02 ms,2.88 ms,3.71 ms,2.64 ms,1.31 ms,4.69 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:21:20,3.24 ms,3.27 ms,3.71 ms,2.65 ms,1.31 ms,2.59 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:21:40,2.14 ms,1.87 ms,2.36 ms,1.41 ms,1.31 ms,2.59 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:22:00,2.14 ms,2.83 ms,2.00 ms,1.56 ms,1.07 ms,1.12 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:22:20,2.27 ms,966 µs,3.42 ms,1.56 ms,1.07 ms,1.12 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:22:40,3.83 ms,2.71 ms,3.42 ms,3.39 ms,3.00 ms,2.19 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:23:00,3.76 ms,3.22 ms,3.29 ms,4.22 ms,3.68 ms,1.07 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:23:20,4.00 ms,3.22 ms,1.86 ms,4.22 ms,3.68 ms,1.07 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:23:40,3.41 ms,1.47 ms,1.86 ms,2.39 ms,1.75 ms,1.41 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:24:00,2.95 ms,2.00 ms,2.22 ms,2.34 ms,0 s,1.41 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:24:20,2.27 ms,2.00 ms,2.22 ms,2.34 ms,1.41 ms,1.41 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:24:40,2.15 ms,3.32 ms,3.63 ms,4.02 ms,1.41 ms,1.42 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:25:00,2.20 ms,1.32 ms,1.41 ms,1.68 ms,3.08 ms,1.42 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:25:20,2.42 ms,2.95 ms,2.75 ms,3.14 ms,1.68 ms,3.20 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:25:40,3.05 ms,1.63 ms,1.34 ms,1.46 ms,1.68 ms,1.78 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:26:00,2.93 ms,3.20 ms,2.69 ms,3.32 ms,2.07 ms,3.15 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:26:20,3.08 ms,1.58 ms,1.36 ms,1.86 ms,2.07 ms,1.37 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:26:40,2.80 ms,3.61 ms,4.27 ms,1.86 ms,2.07 ms,1.37 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:27:00,2.32 ms,2.03 ms,2.92 ms,1.81 ms,1.80 ms,1.10 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:27:20,2.90 ms,3.44 ms,4.37 ms,2.93 ms,1.80 ms,1.10 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:27:40,3.29 ms,2.66 ms,2.76 ms,2.93 ms,4.08 ms,2.59 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:28:00,4.20 ms,2.66 ms,2.76 ms,2.53 ms,2.29 ms,1.49 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:28:20,4.41 ms,2.64 ms,2.68 ms,1.41 ms,4.90 ms,1.49 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:28:40,3.69 ms,1.39 ms,1.37 ms,1.41 ms,2.61 ms,1.58 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:29:00,3.31 ms,2.88 ms,2.76 ms,1.53 ms,9.63 ms,1.58 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:29:20,7.02 ms,2.78 ms,1.39 ms,3.73 ms,7.02 ms,4.02 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:29:40,10.2 ms,2.78 ms,4.47 ms,3.73 ms,11.8 ms,2.44 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:30:00,11.8 ms,3.07 ms,6.51 ms,6.03 ms,4.83 ms,6.37 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:30:20,8.08 ms,1.78 ms,6.51 ms,6.15 ms,4.83 ms,3.93 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:30:40,4.73 ms,3.46 ms,3.42 ms,6.15 ms,2.36 ms,6.98 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:31:00,2.66 ms,1.68 ms,4.05 ms,5.97 ms,2.36 ms,3.05 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:31:20,2.85 ms,3.34 ms,6.19 ms,3.64 ms,4.98 ms,5.97 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:31:40,3.10 ms,3.53 ms,10.4 ms,7.97 ms,6.56 ms,2.92 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:32:00,3.29 ms,5.42 ms,6.36 ms,7.81 ms,6.56 ms,5.42 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:32:20,2.76 ms,3.76 ms,4.22 ms,3.49 ms,3.93 ms,2.51 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:32:40,1.42 ms,1.90 ms,4.14 ms,3.49 ms,0 s,2.51 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:33:00,1.80 ms,2.41 ms,4.14 ms,4.15 ms,3.12 ms,3.88 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:33:20,2.25 ms,2.41 ms,8.02 ms,4.15 ms,3.12 ms,3.88 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:33:40,2.81 ms,2.41 ms,3.88 ms,4.15 ms,5.37 ms,3.88 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:34:00,2.56 ms,2.61 ms,3.88 ms,3.46 ms,2.25 ms,3.00 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:34:20,2.73 ms,2.61 ms,1.81 ms,3.46 ms,2.25 ms,3.00 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:34:40,2.86 ms,3.61 ms,1.81 ms,6.36 ms,2.34 ms,3.00 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:35:00,2.93 ms,3.69 ms,3.83 ms,7.15 ms,4.75 ms,2.37 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:35:20,2.90 ms,3.69 ms,3.78 ms,4.25 ms,4.75 ms,2.37 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:35:40,2.39 ms,2.69 ms,3.78 ms,4.25 ms,2.41 ms,2.03 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:36:00,2.42 ms,1.98 ms,1.76 ms,2.81 ms,0 s,2.03 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:36:20,2.39 ms,1.98 ms,4.12 ms,2.81 ms,2.58 ms,2.03 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:36:40,2.32 ms,3.80 ms,4.12 ms,5.22 ms,2.58 ms,1.78 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:37:00,2.76 ms,4.46 ms,7.54 ms,2.41 ms,6.58 ms,1.78 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:37:20,2.41 ms,4.46 ms,3.42 ms,8.83 ms,4.00 ms,3.56 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:37:40,2.69 ms,4.59 ms,5.03 ms,6.42 ms,4.00 ms,1.78 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:38:00,2.49 ms,1.95 ms,1.61 ms,7.66 ms,2.42 ms,4.97 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:38:20,1.66 ms,3.41 ms,3.88 ms,1.24 ms,2.42 ms,3.19 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:38:40,2.37 ms,1.46 ms,2.27 ms,2.22 ms,5.98 ms,3.19 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:39:00,3.05 ms,3.44 ms,7.58 ms,1.98 ms,3.56 ms,932 µs,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:39:20,4.66 ms,3.93 ms,6.27 ms,1.98 ms,4.53 ms,932 µs,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:39:40,3.93 ms,3.93 ms,966 µs,1000 µs,966 µs,2.25 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:40:00,3.17 ms,4.59 ms,2.88 ms,1.19 ms,2.07 ms,1.32 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:40:20,2.24 ms,2.64 ms,1.92 ms,1.19 ms,1.10 ms,1.32 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:40:40,2.07 ms,2.64 ms,1.92 ms,2.73 ms,1.10 ms,966 µs,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:41:00,1.95 ms,1.69 ms,2.46 ms,1.54 ms,847 µs,966 µs,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:41:20,1.97 ms,1.69 ms,2.46 ms,1.54 ms,847 µs,966 µs,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:41:40,1.73 ms,1.69 ms,2.46 ms,1.37 ms,847 µs,0 s,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:42:00,1.86 ms,3.66 ms,1.73 ms,1.37 ms,0 s,2.80 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:42:20,1.80 ms,3.66 ms,1.73 ms,1.37 ms,983 µs,2.80 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:42:40,1.90 ms,3.66 ms,1.73 ms,1.24 ms,983 µs,2.80 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:43:00,2.32 ms,2.73 ms,1.59 ms,2.83 ms,3.17 ms,2.10 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:43:20,2.58 ms,2.73 ms,1.59 ms,2.83 ms,2.19 ms,2.10 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:43:40,2.15 ms,1.36 ms,3.44 ms,1.59 ms,2.19 ms,4.19 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:44:00,2.20 ms,1.81 ms,3.02 ms,1.29 ms,1.85 ms,3.41 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:44:20,2.73 ms,3.85 ms,3.02 ms,2.46 ms,1.85 ms,3.41 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:44:40,4.44 ms,3.85 ms,2.81 ms,2.46 ms,3.44 ms,1.32 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:45:00,4.98 ms,3.78 ms,3.44 ms,2.54 ms,1.59 ms,1.59 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:45:20,4.76 ms,3.42 ms,3.44 ms,2.24 ms,3.86 ms,1.59 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:45:40,4.00 ms,3.42 ms,1.80 ms,2.24 ms,2.27 ms,3.42 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:46:00,3.05 ms,1.68 ms,2.29 ms,864 µs,4.17 ms,1.83 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:46:20,2.73 ms,1.56 ms,2.29 ms,1.31 ms,1.90 ms,1.83 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:46:40,2.53 ms,1.56 ms,4.19 ms,1.31 ms,1.90 ms,1.44 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:47:00,2.75 ms,23.4 ms,1.90 ms,2.71 ms,1.76 ms,1.44 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:47:20,2.58 ms,21.8 ms,3.90 ms,1.41 ms,1.76 ms,2.85 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:47:40,2.78 ms,32.2 ms,2.00 ms,2.76 ms,1.76 ms,1.41 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:48:00,2.54 ms,10.4 ms,3.41 ms,1.36 ms,1.58 ms,2.88 ms,0 s,0 s,0 s,0 s,0 s,0 s
2026-02-11 07:48:20,2.93 ms,13.1 ms,1.41 ms,2.92 ms,1.58 ms,1.47 ms,0 s,0 s,0 s,0 s,0 s,0 s
