Time,"job=""promtail"""
2026-02-23 12:36:24,0
2026-02-23 12:36:54,0
2026-02-23 12:37:24,0
2026-02-23 12:37:54,0
2026-02-23 12:38:24,0
2026-02-23 12:38:54,0
2026-02-23 12:39:24,0
2026-02-23 12:39:54,10
2026-02-23 12:40:24,10
2026-02-23 12:40:54,10
2026-02-23 12:41:24,10
2026-02-23 12:41:54,10
2026-02-23 12:42:24,8.333333333333334
2026-02-23 12:42:54,0
2026-02-23 12:43:24,6.666666666666667
2026-02-23 12:43:54,0
2026-02-23 12:44:24,3.3333333333333335
2026-02-23 12:44:54,10
2026-02-23 12:45:24,10
2026-02-23 12:45:54,10
2026-02-23 12:46:24,0
2026-02-23 12:46:54,0
2026-02-23 12:47:24,0
2026-02-23 12:47:54,0
2026-02-23 12:48:24,0
2026-02-23 12:48:54,0
2026-02-23 12:49:24,0
2026-02-23 12:49:54,10
2026-02-23 12:50:24,10
2026-02-23 12:50:54,10
2026-02-23 12:51:24,10
2026-02-23 12:51:54,10
2026-02-23 12:52:24,10
2026-02-23 12:52:54,10
2026-02-23 12:53:24,10
2026-02-23 12:53:54,5
2026-02-23 12:54:24,10
2026-02-23 12:54:54,10
2026-02-23 12:55:24,10
2026-02-23 12:55:54,10
2026-02-23 12:56:24,10
2026-02-23 12:56:54,10
2026-02-23 12:57:24,10
2026-02-23 12:57:54,10
2026-02-23 12:58:24,10
2026-02-23 12:58:54,10
2026-02-23 12:59:24,10
2026-02-23 12:59:54,10
2026-02-23 13:00:24,10
2026-02-23 13:00:54,10
2026-02-23 13:01:24,10
2026-02-23 13:01:54,10
2026-02-23 13:02:24,10
2026-02-23 13:02:54,10
2026-02-23 13:03:24,10
2026-02-23 13:03:54,10
2026-02-23 13:04:24,10
2026-02-23 13:04:54,10
2026-02-23 13:05:24,5
2026-02-23 13:05:54,0
2026-02-23 13:06:24,0
2026-02-23 13:06:54,4.166666666666667
2026-02-23 13:07:24,1.6666666666666667
2026-02-23 13:07:54,0
2026-02-23 13:08:24,0
2026-02-23 13:08:54,0
2026-02-23 13:09:24,10
2026-02-23 13:09:54,10
2026-02-23 13:10:24,10
2026-02-23 13:10:54,10
2026-02-23 13:11:24,10
2026-02-23 13:11:54,10
2026-02-23 13:12:24,10
2026-02-23 13:12:54,10
2026-02-23 13:13:24,10
2026-02-23 13:13:54,10
2026-02-23 13:14:24,10
2026-02-23 13:14:54,10
2026-02-23 13:15:24,10
2026-02-23 13:15:54,10
2026-02-23 13:16:24,10
2026-02-23 13:16:54,10
2026-02-23 13:17:24,0
2026-02-23 13:17:54,10
2026-02-23 13:18:24,10
2026-02-23 13:18:54,10
2026-02-23 13:19:24,0
2026-02-23 13:19:54,0
2026-02-23 13:20:24,10
2026-02-23 13:20:54,10
2026-02-23 13:21:24,10
2026-02-23 13:21:54,10
2026-02-23 13:22:24,10
2026-02-23 13:22:54,0
2026-02-23 13:23:24,10
2026-02-23 13:23:54,0
2026-02-23 13:24:24,10
2026-02-23 13:24:54,10
2026-02-23 13:25:24,10
2026-02-23 13:25:54,10
2026-02-23 13:26:24,10
2026-02-23 13:26:54,10
2026-02-23 13:27:24,10
2026-02-23 13:27:54,0
2026-02-23 13:28:24,10
2026-02-23 13:28:54,10
2026-02-23 13:29:24,0
2026-02-23 13:29:54,10
2026-02-23 13:30:24,10
2026-02-23 13:30:54,10
2026-02-23 13:31:24,10
2026-02-23 13:31:54,10
2026-02-23 13:32:24,10
2026-02-23 13:32:54,10
2026-02-23 13:33:24,10
2026-02-23 13:33:54,10
2026-02-23 13:34:24,10
