Time,"__name__=""dockerstats_memory_usage_bytes"",id=""0dad7441fca6"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node2""","__name__=""dockerstats_memory_usage_bytes"",id=""1e90f9caa9e3"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner1""","__name__=""dockerstats_memory_usage_bytes"",id=""9f0188587dc4"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner4""","__name__=""dockerstats_memory_usage_bytes"",id=""d856b9fa972d"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner3""","__name__=""dockerstats_memory_usage_bytes"",id=""df7d33e94132"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node1""","__name__=""dockerstats_memory_usage_bytes"",id=""ee087d56bc0e"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner2"""
2026-02-13 02:40:18,4196634624,4116017152,4118044672,4109377536,4106899456,4118888448
2026-02-13 02:40:48,4196683776,4117475328,4118237184,4109606912,4106919936,4119093248
2026-02-13 02:41:18,4196704256,4118700032,4118392832,4109733888,4106940416,4119269376
2026-02-13 02:41:48,4196741120,4120137728,4118482944,4109856768,4106989568,4119339008
2026-02-13 02:42:18,4196777984,4121382912,4119003136,4110090240,4107046912,4119580672
2026-02-13 02:42:48,4196794368,4122607616,4118790144,4110180352,4107067392,4119633920
2026-02-13 02:43:18,4196802560,4123951104,4118876160,4110499840,4107079680,4119715840
2026-02-13 02:43:48,4196810752,4125274112,4118937600,4110331904,4107100160,4119773184
2026-02-13 02:44:18,4196814848,4126519296,4118970368,4110336000,4107100160,4119859200
2026-02-13 02:44:48,4196921344,4127907840,4119126016,4110774272,4107145216,4120018944
2026-02-13 02:45:18,4196925440,4129730560,4119207936,4110565376,4107137024,4120096768
2026-02-13 02:45:48,4196937728,4132827136,4119306240,4110987264,4107141120,4120195072
2026-02-13 02:46:18,4196945920,4137320448,4119457792,4110827520,4107161600,4120346624
2026-02-13 02:46:48,4196962304,4110086144,4117405696,4108828672,4106121216,4119388160
2026-02-13 02:47:18,4196986880,4112220160,4117585920,4109217792,4106129408,4119576576
2026-02-13 02:47:48,4197011456,4112789504,4114522112,4106465280,4104007680,4118667264
2026-02-13 02:48:18,4197199872,4114890752,4114763776,4106436608,4104056832,4118921216
2026-02-13 02:48:48,4197249024,4116398080,4113846272,4106637312,4103041024,4117999616
2026-02-13 02:49:18,4197265408,4118720512,4112818176,4105854976,4103049216,4118081536
2026-02-13 02:49:48,4197306368,4121276416,4112990208,4106047488,4103102464,4118241280
2026-02-13 02:50:18,4197322752,4123185152,4112543744,4105854976,4100956160,4116185088
2026-02-13 02:50:48,4197322752,4128112640,4112547840,4105900032,4101005312,4116197376
2026-02-13 02:51:18,4197326848,4131897344,4109357056,4104273920,4098850816,4116234240
2026-02-13 02:51:48,4197351424,4135763968,4108353536,4104396800,4097802240,4115238912
2026-02-13 02:52:18,4197359616,4136460288,4104691712,4102045696,4093505536,4109955072
2026-02-13 02:52:48,4197376000,4140339200,4103684096,4102152192,4092465152,4110016512
2026-02-13 02:53:18,4197404672,4145164288,4103880704,4102565888,4092534784,4110204928
2026-02-13 02:53:48,4197416960,4149190656,4102852608,4102393856,4091469824,4109185024
2026-02-13 02:54:18,4197425152,4153028608,4102676480,4102455296,4090429440,4108169216
2026-02-13 02:54:48,4197437440,4158074880,4038107136,4102569984,4090466304,4108218368
2026-02-13 02:55:18,4197486592,4163977216,4036190208,4102262784,4088406016,4108431360
2026-02-13 02:55:48,4197498880,4173340672,4036272128,4102377472,4088446976,4108505088
2026-02-13 02:56:18,4197539840,4182384640,3971883008,4101259264,4088565760,4108722176
2026-02-13 02:56:48,4197888000,4181118976,4065685504,4049776640,4181512192,4012703744
2026-02-13 02:57:18,4197638144,4190322688,4065742848,4049797120,4181536768,4012756992
2026-02-13 02:57:48,4197670912,4093427712,4065804288,4049907712,4181573632,4012855296
2026-02-13 02:58:18,4197666816,4102762496,4065832960,4049907712,4181577728,4012883968
2026-02-13 02:58:48,4197683200,4112273408,4065869824,4049936384,4181598208,4012912640
2026-02-13 02:59:18,4197720064,4121399296,4065955840,4050038784,4181647360,4013002752
2026-02-13 02:59:48,4197724160,4132052992,4065959936,4050067456,4181651456,4013006848
2026-02-13 03:00:18,4197761024,4115943424,4066099200,3986419712,4181729280,3933974528
2026-02-13 03:00:48,4197838848,4115963904,4066177024,3986522112,4181803008,3934085120
2026-02-13 03:01:18,4197847040,4116033536,4066234368,3986571264,4181811200,3934138368
2026-02-13 03:01:48,4197888000,4116545536,4066406400,3986870272,4181843968,3934310400
2026-02-13 03:02:18,4197888000,4116889600,4066443264,3986874368,4181843968,3934343168
2026-02-13 03:02:48,4197912576,4117344256,4066553856,3987025920,4181860352,3934461952
2026-02-13 03:03:18,4197908480,4117680128,4066586624,3987025920,4181864448,3934494720
2026-02-13 03:03:48,4197945344,4118196224,4066762752,3987234816,4181889024,3934670848
2026-02-13 03:04:18,4197957632,4118577152,4066869248,3987312640,4181897216,3934789632
2026-02-13 03:04:48,4197986304,4118822912,4066938880,3987402752,4181917696,3934875648
2026-02-13 03:05:18,4197982208,4119031808,4066955264,3987402752,4181921792,3934896128
2026-02-13 03:05:48,4197994496,4119379968,4067000320,3987476480,4181934080,3934945280
2026-02-13 03:06:18,4198014976,4119990272,4067332096,3988000768,4181958656,3935256576
2026-02-13 03:06:48,4108541952,4120866816,4067504128,3988004864,4181979136,4068663296
2026-02-13 03:07:18,4108546048,4121497600,4067553280,3988008960,4181979136,4068724736
2026-02-13 03:07:48,4108587008,4122353664,4067749888,3988254720,4182003712,4068929536
2026-02-13 03:08:18,4108697600,4123004928,4067831808,3988299776,4182011904,4069031936
2026-02-13 03:08:48,4108701696,4123688960,4067864576,3988357120,4182016000,4069060608
2026-02-13 03:09:18,4108718080,4124348416,4067938304,3988414464,4182040576,4069109760
2026-02-13 03:09:48,4108791808,4125155328,4067995648,3988480000,4182065152,4069154816
2026-02-13 03:10:18,4108824576,4125675520,4068048896,3988520960,4182081536,4069208064
2026-02-13 03:10:48,4108849152,4126601216,4068106240,3988598784,4182114304,4069257216
2026-02-13 03:11:18,4108873728,4127596544,4068315136,3988779008,4182142976,4069519360
2026-02-13 03:11:48,4108918784,4129132544,4068597760,3989098496,4182183936,4069797888
2026-02-13 03:12:18,4108935168,4130398208,4068741120,3989213184,4182196224,4069945344
2026-02-13 03:12:48,4108951552,4131971072,4068835328,3989327872,4182216704,4070031360
2026-02-13 03:13:18,4108967936,4132855808,4068896768,3989389312,4182233088,4070105088
2026-02-13 03:13:48,4108976128,4134084608,4068933632,3989438464,4182241280,4070133760
2026-02-13 03:14:18,4109021184,4135370752,4069072896,3989540864,4182278144,4070240256
2026-02-13 03:14:48,4109029376,4136796160,4069109760,3989573632,4182282240,4070264832
2026-02-13 03:15:18,4109058048,4137943040,4069294080,3989684224,4182335488,4070375424
2026-02-13 03:15:48,4109127680,4139323392,4069474304,3989823488,4182376448,4070502400
2026-02-13 03:16:18,4109148160,4141719552,4069621760,3989934080,4182396928,4070653952
2026-02-13 03:16:48,4109176832,4144545792,4069724160,3990069248,4182429696,4070768640
2026-02-13 03:17:18,4109213696,4147007488,4069982208,3990278144,4182487040,4071002112
2026-02-13 03:17:48,4109230080,4149575680,4070064128,3990380544,4182515712,4071079936
2026-02-13 03:18:18,4109246464,4152496128,4070154240,3990425600,4182532096,4071161856
2026-02-13 03:18:48,4109279232,4154753024,4070240256,3990503424,4182577152,4071231488
2026-02-13 03:19:18,4109283328,4157526016,4070264832,3990523904,4182581248,4071251968
2026-02-13 03:19:48,4109324288,4160225280,4070326272,3990585344,4182630400,4071305216
2026-02-13 03:20:18,4109418496,4129304576,4174458880,4060532736,4133961728,4071370752
2026-02-13 03:20:48,4109414400,4131823616,4174483456,4060590080,4133986304,4071493632
2026-02-13 03:21:18,4109467648,4137222144,4174712832,4060823552,4134027264,4071665664
2026-02-13 03:21:48,4109492224,4141785088,4174778368,4060876800,4134055936,4071673856
2026-02-13 03:22:18,4109516800,4041285632,4174864384,4060938240,4134088704,4071755776
2026-02-13 03:22:48,4109529088,4046307328,4174942208,4061052928,4134121472,4071911424
2026-02-13 03:23:18,4109557760,4051083264,4177866752,4061085696,4134141952,4071940096
2026-02-13 03:23:48,4109574144,4055859200,4177907712,4061130752,4134166528,4071964672
2026-02-13 03:24:18,4109606912,4061192192,4178059264,4061200384,4134199296,4072062976
2026-02-13 03:24:48,4109615104,4065988608,4178014208,4061212672,4134203392,4072062976
2026-02-13 03:25:18,4109619200,4070608896,4178182144,4061241344,4134203392,4072075264
2026-02-13 03:25:48,4109623296,4076785664,4178194432,4061515776,4134211584,4072091648
2026-02-13 03:26:18,4109635584,4086407168,4178280448,4061298688,4134227968,4072181760
2026-02-13 03:26:48,4109651968,4094775296,4178329600,4061384704,4134277120,4072218624
2026-02-13 03:27:18,4109717504,4103454720,4178599936,4062003200,4134412288,4072435712
2026-02-13 03:27:48,4109733888,4112777216,4178690048,4062294016,4134445056,4072579072
2026-02-13 03:28:18,4109758464,4121681920,4178800640,4062400512,4134498304,4072701952
2026-02-13 03:28:48,4109799424,4130156544,4178894848,4062543872,4134572032,4072828928
2026-02-13 03:29:18,4109799424,4134903808,4177842176,4062543872,4133490688,4072853504
2026-02-13 03:29:48,4109840384,4120743936,4177948672,4062654464,4133539840,4008878080
2026-02-13 03:30:18,4109856768,4025970688,4177993728,4062703616,4133552128,4008972288
2026-02-13 03:30:48,4109869056,4035190784,4178038784,4062756864,4133568512,4008972288
2026-02-13 03:31:18,4109869056,4035186688,4178063360,4062752768,4133572608,4009005056
2026-02-13 03:31:48,4109873152,4035272704,4178071552,4062773248,4133576704,4009013248
2026-02-13 03:32:18,4109881344,4035342336,4178141184,4062822400,4133609472,4009086976
2026-02-13 03:32:48,4109905920,4035403776,4178194432,4062892032,4133646336,4009144320
2026-02-13 03:33:18,4109918208,4035567616,4178276352,4062957568,4133662720,4009234432
2026-02-13 03:33:48,4109938688,4036194304,4178440192,4063158272,4133691392,4009410560
2026-02-13 03:34:18,4109942784,4036554752,4178526208,4063219712,4133695488,4009504768
2026-02-13 03:34:48,4109971456,4037095424,4178722816,4063444992,4133724160,4009713664
2026-02-13 03:35:18,4109996032,4037398528,4178862080,4063539200,4133748736,4009820160
2026-02-13 03:35:48,4110012416,4037648384,4178993152,4063678464,4133769216,4009947136
2026-02-13 03:36:18,4110032896,4038025216,4179091456,4063764480,4133785600,4010057728
2026-02-13 03:36:48,4110036992,4038393856,4179128320,4063830016,4133789696,4010115072
2026-02-13 03:37:18,4178182144,4038758400,4179202048,4063866880,4133797888,4010139648
2026-02-13 03:37:48,4088090624,3970179072,3954978816,4013809664,4133822464,4064153600
2026-02-13 03:38:18,4088098816,3970662400,3955089408,4013879296,4133826560,4064276480
2026-02-13 03:38:48,4088098816,3971366912,3955347456,4018532352,4133830656,4064280576
2026-02-13 03:39:18,4088197120,3972153344,3955372032,4018872320,4133875712,4064600064
2026-02-13 03:39:48,4088205312,3972866048,3955372032,4018827264,4133879808,4064587776
2026-02-13 03:40:18,4088233984,3973611520,3955568640,4018991104,4133904384,4064784384
2026-02-13 03:40:48,4088233984,3974291456,3955572736,4018999296,4133904384,4064808960
2026-02-13 03:41:18,4088258560,3974934528,3956006912,4019109888,4138827776,4064968704
2026-02-13 03:41:48,4088291328,3975589888,3955798016,4019146752,4138909696,4065021952
2026-02-13 03:42:18,4088320000,3976282112,3954802688,4018384896,4137779200,4065091584
2026-02-13 03:42:48,4088340480,3977138176,3955122176,4018429952,4137787392,4065148928
2026-02-13 03:43:18,4088356864,3978166272,3954978816,4018540544,4137795584,4065271808
2026-02-13 03:43:48,4088369152,3979497472,3955052544,4018610176,4137807872,4065345536
2026-02-13 03:44:18,4088373248,3980820480,3955167232,4018708480,4137820160,4065468416
2026-02-13 03:44:48,4088389632,3982159872,3955249152,4018782208,4137836544,4065546240
2026-02-13 03:45:18,4088401920,3983970304,3955417088,4018941952,4137848832,4065710080
2026-02-13 03:45:48,4088430592,3984814080,3955531776,4019060736,4137893888,4065828864
2026-02-13 03:46:18,4088434688,3986116608,3955560448,4019093504,4137897984,4065861632
2026-02-13 03:46:48,4088459264,3987427328,3955621888,4019146752,4137906176,4065923072
