Time,"name=""rskj-miner2""","name=""rskj-miner3""","name=""rskj-miner4""","name=""rskj-node1""","name=""rskj-node2"""
2026-03-10 16:50:21,,,,,1.324964001
2026-03-10 16:53:21,,,,1.228426126,
2026-03-10 17:06:21,,,,4.294635085,
2026-03-10 17:16:21,,,1.089950542,,
2026-03-10 17:26:21,,5.124254377,,,
2026-03-10 17:27:21,1.192262251,,,,
2026-03-10 17:36:21,,1.346722584,,1.702367251,1.506834209
2026-03-10 17:37:21,,,,1.579512501,
2026-03-10 17:41:21,,,1.831728667,,
2026-03-10 17:42:21,,,1.096499668,,
