Time,"__name__=""dockerstats_memory_usage_bytes"",id=""0cd2d8d58c18"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner1""","__name__=""dockerstats_memory_usage_bytes"",id=""6f7f8ac1cb36"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner2""","__name__=""dockerstats_memory_usage_bytes"",id=""7644cd0a6602"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node1""","__name__=""dockerstats_memory_usage_bytes"",id=""7f7806dc2042"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner3""","__name__=""dockerstats_memory_usage_bytes"",id=""bca28762949e"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner4""","__name__=""dockerstats_memory_usage_bytes"",id=""e471240ed05b"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node2"""
2026-03-10 16:43:51,4775002112,3871563776,2939703296,4293320704,4078387200,4232781824
2026-03-10 16:44:21,4805218304,3911634944,2942504960,4294856704,4126478336,4235268096
2026-03-10 16:44:51,4829044736,3951865856,2959974400,4294545408,4293959680,4217479168
2026-03-10 16:45:21,4765126656,4007079936,2973184000,4276727808,4107296768,4217794560
2026-03-10 16:45:51,4817276928,3969855488,2973171712,4294815744,4073668608,4217819136
2026-03-10 16:46:21,4847804416,4009644032,2975543296,4257320960,4115304448,4221476864
2026-03-10 16:46:51,4787585024,4050268160,2984370176,4289126400,4157411328,4229521408
2026-03-10 16:47:21,4813602816,4062527488,2997157888,4241928192,4098998272,4242546688
2026-03-10 16:47:51,4839264256,4001886208,3012022272,4276731904,4141600768,4247638016
2026-03-10 16:48:21,4864716800,4052520960,3032768512,4294914048,4185776128,4253237248
2026-03-10 16:48:51,4896210944,4107284480,3052183552,4215853056,4240875520,4255887360
2026-03-10 16:49:21,4841795584,4184334336,3063443456,4261974016,4187451392,4257181696
2026-03-10 16:49:51,4883791872,4138823680,3064541184,4294459392,4243464192,4258324480
2026-03-10 16:50:21,4916031488,4186009600,3074748416,4239290368,4282441728,4260757504
2026-03-10 16:50:51,4937998336,4221251584,3105140736,4276596736,4294041600,4266504192
2026-03-10 16:51:21,4873605120,4267290624,3113340928,4287168512,4190060544,4271575040
2026-03-10 16:51:51,4899262464,4201578496,3124674560,4294860800,4241039360,4274470912
2026-03-10 16:52:21,4925796352,4256825344,3139817472,4233322496,4294352896,4156698624
2026-03-10 16:52:51,4959977472,4294565888,3153272832,4271050752,4124901376,4162031616
2026-03-10 16:53:21,4899926016,4294791168,3163025408,4293763072,4175863808,4165488640
2026-03-10 16:53:51,4923830272,4294373376,3169804288,4246138880,4114223104,4176891904
2026-03-10 16:54:21,4958203904,4086820864,3183497216,4225880064,4182020096,4177997824
2026-03-10 16:54:51,4983140352,4127424512,3204386816,4258775040,4214054912,4183527424
2026-03-10 16:55:21,4925702144,4180439040,3215532032,4294750208,4269658112,4186202112
2026-03-10 16:55:51,4972449792,4143484928,3215757312,4218413056,4233064448,4186406912
2026-03-10 16:56:21,5009297408,4192129024,3235397632,4259540992,4281901056,4191936512
2026-03-10 16:56:51,4958400512,4246011904,3236540416,4294418432,4188618752,4193079296
2026-03-10 16:57:21,5030055936,4226813952,3238518784,4269420544,4272390144,4194050048
2026-03-10 16:57:51,4980027392,4254363648,3256238080,4293623808,4293296128,4201189376
2026-03-10 16:58:21,5030555648,4211638272,3265609728,4243906560,4240863232,4203110400
2026-03-10 16:58:51,4985466880,4281307136,3266633728,4294881280,4294619136,4204519424
2026-03-10 16:59:21,5024235520,4293967872,3278323712,4225449984,4201877504,4208877568
2026-03-10 16:59:51,5057851392,4224163840,3287691264,4272496640,4247564288,4212346880
2026-03-10 17:00:21,5041602560,4270579712,3289657344,4294311936,4294746112,4258086912
2026-03-10 17:00:51,5065252864,4292902912,3378855936,4294287360,4294475776,4263256064
2026-03-10 17:01:21,5094379520,4294459392,3403079680,4294180864,4294053888,4160516096
2026-03-10 17:01:51,5220016128,4217319424,3447164928,4259241984,4190281728,4172455936
2026-03-10 17:02:21,5232230400,4113465344,3485073408,4293799936,4236468224,4177518592
2026-03-10 17:02:51,5221085184,4171325440,3485298688,4294443008,4294049792,4178292736
2026-03-10 17:03:21,5269549056,4207144960,3488366592,4284805120,4212236288,4188385280
2026-03-10 17:03:51,5309181952,4262825984,3490574336,4294176768,4230422528,4193996800
2026-03-10 17:04:21,5245018112,4188450816,3494309888,4292448256,4250378240,4199923712
2026-03-10 17:04:51,5477531648,4187799552,3502714880,4294082560,4275843072,4294889472
2026-03-10 17:05:21,5511962624,4258148352,3512397824,4294373376,4294172672,4203200512
2026-03-10 17:05:51,5555101696,4274122752,3514281984,4294725632,4198211584,4218613760
2026-03-10 17:06:21,5584166912,4294533120,3539968000,4294406144,4227436544,4233547776
2026-03-10 17:06:51,5511270400,4294660096,3551662080,4282617856,4256231424,4238929920
2026-03-10 17:07:21,5545709568,4294127616,3553255424,4292374528,4292481024,4242817024
2026-03-10 17:07:51,5581803520,4202299392,3554488320,4205916160,4199243776,4246220800
2026-03-10 17:08:21,5614202880,4237488128,3570245632,4155928576,4236853248,4250939392
