Time,"__name__=""dockerstats_memory_usage_bytes"",id=""233a29e48ea9"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner3""","__name__=""dockerstats_memory_usage_bytes"",id=""84af8507a32f"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner4""","__name__=""dockerstats_memory_usage_bytes"",id=""a3da3c547f32"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner1""","__name__=""dockerstats_memory_usage_bytes"",id=""b9011014daaa"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node1""","__name__=""dockerstats_memory_usage_bytes"",id=""d3992f6a5d1f"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner2""","__name__=""dockerstats_memory_usage_bytes"",id=""e547aef343e7"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node2"""
2026-03-04 00:51:30,4292161536,4227575808,4220870656,4172460032,4290760704,6806970368
2026-03-04 00:52:00,4293390336,4228784128,4233457664,4174020608,4294455296,6808223744
2026-03-04 00:52:30,4293877760,4232253440,4248248320,4177469440,4291928064,6809714688
2026-03-04 00:53:00,4294066176,4232380416,4258459648,4177625088,4292026368,6809800704
2026-03-04 00:53:30,4288729088,4240216064,4276113408,4183511040,4288208896,6812860416
2026-03-04 00:54:00,4290306048,4241616896,4289740800,4185145344,4290048000,6813216768
2026-03-04 00:54:30,4293599232,4244832256,4293738496,4188303360,4293246976,6814154752
2026-03-04 00:55:00,4294332416,4246220800,4294115328,4189802496,4292014080,6814842880
2026-03-04 00:55:30,4293881856,4251607040,4185075712,4195446784,4293124096,6818054144
2026-03-04 00:56:00,4294864896,4256092160,4195885056,4199407616,4294234112,6819733504
2026-03-04 00:56:30,4293566464,4259696640,4200529920,4203495424,4293177344,6822563840
2026-03-04 00:57:00,4293779456,4260937728,4202860544,4205621248,4294291456,6823288832
2026-03-04 00:57:30,4294279168,4262899712,4205596672,4208205824,4293832704,6823714816
2026-03-04 00:58:00,4294135808,4264476672,4210262016,4209340416,4293390336,6824669184
2026-03-04 00:58:30,4294565888,4269137920,4217409536,4214378496,4292243456,6827311104
2026-03-04 00:59:00,4294815744,4270305280,4218699776,4215390208,4293275648,6827798528
2026-03-04 00:59:30,4293378048,4271587328,4220895232,4216455168,4293275648,6828818432
2026-03-04 01:00:00,4293435392,4274319360,4225114112,4220071936,4294283264,6829760512
2026-03-04 01:00:30,4294721536,4275634176,4227100672,4220821504,4294393856,6829809664
2026-03-04 01:01:00,4294787072,4279066624,4232019968,4224987136,4294295552,6853095424
2026-03-04 01:01:30,4294344704,4282445824,4237471744,4227866624,4294279168,6854307840
2026-03-04 01:02:00,4293611520,4288110592,4245565440,4233826304,4293697536,6856392704
2026-03-04 01:02:30,4293386240,4289187840,4247187456,4234588160,4293533696,6857117696
2026-03-04 01:03:00,4288032768,4289085440,4252573696,4239409152,4289835008,6859255808
2026-03-04 01:03:30,4289044480,4290347008,4254121984,4239495168,4290748416,6859341824
2026-03-04 01:04:00,4289114112,4290146304,4254892032,4239548416,4290797568,6859419648
2026-03-04 01:04:30,4289110016,4290154496,4255809536,4239548416,4290813952,6859419648
2026-03-04 01:05:00,4292091904,4292874240,4260388864,4241174528,4293382144,6859902976
2026-03-04 01:05:30,4294303744,4294111232,4262567936,4242522112,4294483968,6860197888
2026-03-04 01:06:00,4294557696,4294144000,4265304064,4244033536,4293799936,6860812288
2026-03-04 01:06:30,4293971968,4294107136,4267331584,4245110784,4293795840,6861406208
2026-03-04 01:07:00,4294422528,4294086656,4270399488,4246257664,4293324800,6862057472
2026-03-04 01:07:30,4293636096,4293799936,4274237440,4249071616,4292849664,6863437824
2026-03-04 01:08:00,4294275072,4293308416,4278521856,4251242496,4293517312,6864470016
2026-03-04 01:08:30,4293672960,4293586944,4281413632,4252946432,4293238784,6864945152
2026-03-04 01:09:00,4292026368,4293111808,4210110464,4257112064,4294672384,6867140608
2026-03-04 01:09:30,4294488064,4293021696,4216373248,4259450880,4293718016,6868938752
2026-03-04 01:10:00,4293926912,4292395008,4223238144,4261830656,4293283840,6870159360
2026-03-04 01:10:30,4293996544,4293599232,4226195456,4263161856,4292608000,6870626304
2026-03-04 01:11:00,4209868800,4186587136,4238090240,4136472576,4233433088,6873919488
2026-03-04 01:11:30,4215234560,4190117888,4243914752,4138672128,4237082624,6876479488
2026-03-04 01:12:00,4215595008,4190199808,4247687168,4138717184,4237127680,6876524544
2026-03-04 01:12:30,4217352192,4191936512,4253757440,4139532288,4238614528,6877466624
2026-03-04 01:13:00,4228202496,4196159488,4260528128,4143087616,4243124224,6879100928
2026-03-04 01:13:30,4228206592,4196167680,4263649280,4143095808,4243177472,6878834688
2026-03-04 01:14:00,4230443008,4196261888,4267200512,4143140864,4243234816,6878879744
2026-03-04 01:14:30,4232409088,4199706624,4272996352,4145672192,4246421504,6880153600
2026-03-04 01:15:00,4235210752,4201644032,4278882304,4148273152,4249628672,6881210368
2026-03-04 01:15:30,4246843392,4214730752,4291682304,4156633088,4264812544,6887284736
2026-03-04 01:16:00,4250816512,4219023360,4293349376,4160069632,4268589056,6888345600
2026-03-04 01:16:30,4256002048,4223889408,4294107136,4163579904,4274106368,6891192320
2026-03-04 01:17:00,4259065856,4226318336,4294139904,4165885952,4277166080,6892257280
2026-03-04 01:17:30,4260716544,4227837952,4293828608,4167360512,4279209984,6893211648
2026-03-04 01:18:00,4263743488,4230672384,4285988864,4169891840,4281974784,6894292992
2026-03-04 01:18:30,4268384256,4235264000,4293926912,4173807616,4286251008,6896603136
2026-03-04 01:19:00,4271497216,4237488128,4294381568,4175720448,4288266240,6897180672
2026-03-04 01:19:30,4274614272,4241104896,4191977472,4178632704,4292321280,6899806208
2026-03-04 01:20:00,4274692096,4241186816,4198035456,4178673664,4292366336,6899851264
2026-03-04 01:20:30,4274688000,4241195008,4203233280,4178665472,4292403200,6899847168
2026-03-04 01:21:00,4285341696,4251271168,4219416576,4187967488,4288569344,7374434304
2026-03-04 01:21:30,4288077824,4253196288,4231208960,4191039488,4291592192,7376109568
2026-03-04 01:22:00,4291739648,4256337920,4245532672,4192993280,4292931584,7377711104
2026-03-04 01:22:30,4288438272,4258119680,4258541568,4194705408,4292788224,7378292736
2026-03-04 01:23:00,4288610304,4258250752,4268703744,4195008512,4292853760,7378370560
2026-03-04 01:23:30,4292173824,4261855232,4283478016,4199079936,4294574080,7380189184
2026-03-04 01:24:00,4292308992,4261965824,4294811648,4200263680,4294184960,7380709376
2026-03-04 01:24:30,4294656000,4265873408,4288724992,4202885120,4294070272,7381872640
2026-03-04 01:25:00,4293632000,4266045440,4293767168,4203212800,4294156288,7382007808
2026-03-04 01:25:30,4294389760,4272660480,4201177088,4208685056,4293197824,7386120192
2026-03-04 01:26:00,4293820416,4277039104,4216827904,4211388416,4293922816,7388082176
2026-03-04 01:26:30,4294066176,4278153216,4221407232,4212961280,4293255168,7388979200
2026-03-04 01:27:00,4293648384,4279910400,4222906368,4213760000,4293775360,7389601792
2026-03-04 01:27:30,4287823872,4283047936,4227768320,4216397824,4288126976,7390916608
2026-03-04 01:28:00,4289003520,4284698624,4241866752,4222550016,4289347584,7391363072
2026-03-04 01:28:30,4291883008,4287307776,4246155264,4224712704,4292141056,7392755712
2026-03-04 01:29:00,4294512640,4293693440,4247867392,4225175552,4293677056,7397613568
2026-03-04 01:29:30,4293963776,4293685248,4254347264,4230148096,4294623232,7398666240
2026-03-04 01:30:00,4294029312,4294270976,4255379456,4230856704,4293165056,7399153664
2026-03-04 01:30:30,4294483968,4294074368,4257275904,4231061504,4294053888,7399927808
2026-03-04 01:31:00,4294529024,4293734400,4258484224,4231913472,4293246976,7400271872
2026-03-04 01:31:30,4294782976,4293554176,4259725312,4232544256,4294610944,7400468480
2026-03-04 01:32:00,4293230592,4291174400,4265566208,4236546048,4293005312,7402500096
2026-03-04 01:32:30,4294672384,4294213632,4269764608,4238970880,4293521408,7404376064
2026-03-04 01:33:00,4294660096,4294029312,4275175424,4242272256,4294557696,7406350336
2026-03-04 01:33:30,4293345280,4293165056,4278497280,4243730432,4293836800,7408250880
2026-03-04 01:34:00,4294197248,4293554176,4283113472,4246224896,4293898240,7409156096
2026-03-04 01:34:30,4293382144,4294275072,4220719104,4248064000,4294754304,7410614272
2026-03-04 01:35:00,4294651904,4294397952,4227399680,4252631040,4294135808,7412203520
2026-03-04 01:35:30,4292984832,4294160384,4234727424,4255449088,4293935104,7413075968
2026-03-04 01:36:00,4294819840,4293902336,4237447168,4257189888,4293898240,7413579776
2026-03-04 01:36:30,4293984256,4294144000,4240695296,4258930688,4293971968,7414415360
2026-03-04 01:37:00,4293545984,4294029312,4244025344,4260614144,4293582848,7414870016
2026-03-04 01:37:30,4293484544,4292550656,4248256512,4262465536,4293353472,7416922112
2026-03-04 01:38:00,4293783552,4292771840,4253966336,4265992192,4293345280,7418716160
2026-03-04 01:38:30,4222128128,4190670848,4258099200,4267683840,4222091264,7420522496
2026-03-04 01:39:00,4222222336,4190756864,4259356672,4267483136,4222332928,7420559360
2026-03-04 01:39:30,4227235840,4196212736,4266500096,4143038464,4228612096,7423107072
2026-03-04 01:40:00,4237832192,4201762816,4273999872,4149149696,4234686464,7426031616
2026-03-04 01:40:30,4239863808,4204068864,4278059008,4151152640,4236783616,7426895872
2026-03-04 01:41:00,4239925248,4204134400,4279902208,4151107584,4236832768,7427452928
2026-03-04 01:41:30,4241526784,4204883968,4282609664,4152721408,4238520320,7427624960
2026-03-04 01:42:00,4243042304,4206497792,4285673472,4154212352,4240060416,7428517888
2026-03-04 01:42:30,4246896640,4210393088,4292096000,4157906944,4244074496,7430807552
2026-03-04 01:43:00,4248350720,4212228096,4293644288,4159279104,4245815296,7431380992
2026-03-04 01:43:30,4253274112,4216258560,4294328320,4163809280,4250439680,7433084928
2026-03-04 01:44:00,4255121408,4218560512,4293668864,4165959680,4252585984,7433596928
2026-03-04 01:44:30,4257427456,4220604416,4292960256,4168470528,4255330304,7435014144
2026-03-04 01:45:00,4263555072,4225626112,4292227072,4174073856,4260552704,7439024128
2026-03-04 01:45:30,4265410560,4227518464,4293042176,4176027648,4262531072,7439298560
2026-03-04 01:46:00,4266471424,4228616192,4293939200,4177817600,4263657472,7440265216
2026-03-04 01:46:30,4269924352,4231614464,4289695744,4179697664,4266504192,7441416192
2026-03-04 01:47:00,4278378496,4238073856,4293087232,4187893760,4275245056,7445549056
2026-03-04 01:47:30,4279713792,4239212544,4294017024,4189585408,4276998144,7446069248
2026-03-04 01:48:00,4280872960,4240965632,4293730304,4190470144,4278280192,7447093248
2026-03-04 01:48:30,4282617856,4242026496,4294623232,4192182272,4279906304,7447683072
2026-03-04 01:49:00,4286767104,4246056960,4293726208,4196360192,4284665856,7450210304
2026-03-04 01:49:30,4291788800,4250779648,4192264192,4201811968,4290256896,7452921856
2026-03-04 01:50:00,4293406720,4254253056,4201590784,4205076480,4293947392,7454433280
2026-03-04 01:50:30,4293214208,4254482432,4207620096,4205133824,4294017024,7454437376
2026-03-04 01:51:00,4293517312,4256337920,4215545856,4207603712,4292362240,7455227904
2026-03-04 01:51:30,4293550080,4260368384,4228276224,4212801536,4293545984,7456817152
2026-03-04 01:52:00,4294553600,4262055936,4237848576,4214841344,4293537792,7457918976
2026-03-04 01:52:30,4294270976,4263993344,4251709440,4216721408,4293398528,7458394112
2026-03-04 01:53:00,4294963200,4272074752,4268478464,4227485696,4293292032,7462273024
2026-03-04 01:53:30,4293775360,4277829632,4287299584,4236431360,4293750784,7466016768
2026-03-04 01:54:00,4293787648,4281790464,4293754880,4240723968,4294037504,7467315200
2026-03-04 01:54:30,4294369280,4288552960,4293529600,4247953408,4293791744,7470661632
2026-03-04 01:55:00,4240015360,4289363968,4276060160,4249927680,4293283840,7471702016
2026-03-04 01:55:30,4246237184,4293652480,4194009088,4253212672,4294823936,7473491968
2026-03-04 01:56:00,4254236672,4294012928,4212383744,4261851136,4293578752,7476948992
2026-03-04 01:56:30,4257009664,4293591040,4226859008,4263329792,4292960256,7478472704
2026-03-04 01:57:00,4215685120,4293509120,4200398848,4267274240,4293906432,7479738368
2026-03-04 01:57:30,4219166720,4294041600,4202491904,4269232128,4293963776,7481192448
2026-03-04 01:58:00,4219060224,4293279744,4202844160,4269436928,4293029888,7481241600
2026-03-04 01:58:30,4220104704,4294111232,4204273664,4270047232,4293865472,7481131008
2026-03-04 01:59:00,4220223488,4293173248,4204744704,4270014464,4293918720,7481171968
2026-03-04 01:59:30,4228665344,4294533120,4211482624,4272472064,4293660672,7482310656
2026-03-04 02:00:00,4231524352,4199378944,4214366208,4274245632,4204261376,7482662912
2026-03-04 02:00:30,4231806976,4199636992,4215070720,4274253824,4204298240,7482687488
2026-03-04 02:01:00,4232777728,4200804352,4216332288,4275150848,4205723648,7483277312
2026-03-04 02:01:30,4235345920,4203646976,4220186624,4140273664,4208349184,7483580416
2026-03-04 02:02:00,4235440128,4203757568,4220612608,4140322816,4208398336,7483625472
2026-03-04 02:02:30,4238819328,4206202880,4224331776,4144017408,4211978240,7485132800
2026-03-04 02:03:00,4243042304,4210532352,4230463488,4147785728,4215988224,7485865984
2026-03-04 02:03:30,4246155264,4215697408,4236128256,4150693888,4219731968,7487270912
2026-03-04 02:04:00,4246233088,4215836672,4235530240,4151410688,4219805696,7487320064
2026-03-04 02:04:30,4250636288,4220248064,4240953344,4155146240,4223639552,7489409024
2026-03-04 02:05:00,4255580160,4225036288,4246458368,4160385024,4229857280,7490932736
2026-03-04 02:05:30,4260048896,4231426048,4252860416,4167110656,4236402688,7493349376
2026-03-04 02:06:00,4265226240,4234792960,4258066432,4170010624,4240089088,7494520832
2026-03-04 02:06:30,4266647552,4236283904,4259991552,4171870208,4241977344,7494938624
2026-03-04 02:07:00,4267405312,4237332480,4260958208,4172513280,4242751488,7495647232
2026-03-04 02:07:30,4270264320,4241272832,4265684992,4176191488,4246999040,7497412608
2026-03-04 02:08:00,4275052544,4246523904,4273516544,4183056384,4253859840,7500435456
2026-03-04 02:08:30,4275924992,4246544384,4275417088,4183072768,4253913088,7500439552
2026-03-04 02:09:00,4278804480,4248838144,4279361536,4186947584,4256841728,7501471744
2026-03-04 02:09:30,4278800384,4248838144,4280918016,4187025408,4256940032,7501471744
2026-03-04 02:10:00,4279074816,4248993792,4282314752,4187062272,4257005568,7501533184
2026-03-04 02:10:30,4284100608,4253749248,4290646016,4190793728,4261449728,7503900672
2026-03-04 02:11:00,4287660032,4255903744,4293795840,4194402304,4265431040,7506108416
2026-03-04 02:11:30,4289359872,4258381824,4287500288,4196642816,4267216896,7507296256
2026-03-04 02:12:00,4228182016,4264742912,4257726464,4203184128,4274126848,7510581248
2026-03-04 02:12:30,4228280320,4264923136,4259631104,4203192320,4274495488,7493885952
2026-03-04 02:13:00,4228378624,4265046016,4262731776,4203233280,4274294784,7494230016
2026-03-04 02:13:30,4233818112,4270407680,4272861184,4209065984,4280594432,7513952256
2026-03-04 02:14:00,4185268224,4176916480,4177956864,4080402432,4221575168,7642836992
2026-03-04 02:14:30,4189061120,4180250624,4184498176,4083466240,4224794624,7644082176
2026-03-04 02:15:00,4192915456,4183265280,4192919552,4086534144,4228685824,7645483008
2026-03-04 02:15:30,4199124992,4187668480,4200771584,4091424768,4233539584,7647232000
2026-03-04 02:16:00,4200644608,4188794880,4207108096,4093255680,4235702272,7648542720
2026-03-04 02:16:30,4203945984,4191940608,4212498432,4096499712,4239548416,7649968128
2026-03-04 02:17:00,4214747136,4201955328,4227104768,4106739712,4249849856,7654817792
2026-03-04 02:17:30,4218499072,4204957696,4232925184,4109455360,4253691904,7655907328
2026-03-04 02:18:00,4221698048,4207808512,4241649664,4110901248,4255989760,7657402368
2026-03-04 02:18:30,4223127552,4209012736,4249382912,4111896576,4259426304,7658287104
2026-03-04 02:19:00,4216741888,4181270528,4191522816,4084580352,4229468160,7660224512
2026-03-04 02:19:30,4220190720,4186333184,4201025536,4087422976,4232822784,7661223936
2026-03-04 02:20:00,4224016384,4190773248,4176769024,4091727872,4238778368,7663648768
2026-03-04 02:20:30,4228952064,4194254848,4187168768,4094296064,4242407424,7664709632
2026-03-04 02:21:00,4229033984,4194332672,4193480704,4094332928,4242444288,7664746496
2026-03-04 02:21:30,4233547776,4198432768,4203532288,4097921024,4244676608,7666159616
2026-03-04 02:22:00,4210962432,4201160704,4211814400,4100521984,4251328512,7667671040
2026-03-04 02:22:30,4238950400,4191125504,4223746048,4146700288,4212486144,7531270144
2026-03-04 02:23:00,4241133568,4192976896,4239044608,4148301824,4214628352,7532384256
2026-03-04 02:23:30,4244406272,4196687872,4256530432,4151619584,4218298368,7534043136
2026-03-04 02:24:00,4187086848,4219166720,4270092288,4156092416,4222840832,7520231424
2026-03-04 02:24:30,4189425664,4171390976,4281344000,4092944384,4225327104,7521439744
2026-03-04 02:25:00,4195336192,4176121856,4290244608,4098187264,4231073792,7523864576
2026-03-04 02:25:30,4201152512,4184616960,4293509120,4103696384,4237393920,7526645760
2026-03-04 02:26:00,4204847104,4189380608,4194963456,4107874304,4241874944,7528755200
2026-03-04 02:26:30,4206342144,4190814208,4207534080,4108718080,4243464192,7529357312
2026-03-04 02:27:00,4181286912,4193566720,4221214720,4111851520,4246921216,7459487744
2026-03-04 02:27:30,4183048192,4194676736,4230893568,4113244160,4249292800,7460077568
2026-03-04 02:28:00,4186271744,4202688512,4239540224,4120723456,4257329152,7402237952
2026-03-04 02:28:30,4193718272,4206059520,4243345408,4126162944,4262068224,7404097536
2026-03-04 02:29:00,4199485440,4209721344,4246343680,4129538048,4265693184,7405830144
2026-03-04 02:29:30,4202160128,4211818496,4250038272,4132229120,4268244992,7406579712
2026-03-04 02:30:00,4207616000,4215128064,4254797824,4135739392,4272357376,7407702016
2026-03-04 02:30:30,4210192384,4216651776,4257017856,4138700800,4274294784,7408381952
2026-03-04 02:31:00,4213125120,4217966592,4258398208,4139651072,4275163136,7409238016
2026-03-04 02:31:30,4216963072,4221997056,4264607744,4143783936,4279492608,7410724864
2026-03-04 02:32:00,4217016320,4222099456,4265091072,4143730688,4279562240,7410774016
2026-03-04 02:32:30,4222746624,4227420160,4271206400,4148883456,4284342272,7412310016
2026-03-04 02:33:00,4224667648,4228816896,4272656384,4150624256,4286107648,7412682752
2026-03-04 02:33:30,4224790528,4228931584,4273262592,4150710272,4286230528,7412764672
2026-03-04 02:34:00,4224884736,4229074944,4274409472,4150751232,4286275584,7412805632
2026-03-04 02:34:30,4229390336,4232560640,4279373824,4154318848,4290150400,7414870016
2026-03-04 02:35:00,4233220096,4185280512,4283596800,4092674048,4294074368,7416168448
2026-03-04 02:35:30,4239695872,4192448512,4289687552,4098297856,4294139904,7418613760
2026-03-04 02:36:00,4239802368,4192534528,4291362816,4098220032,4290949120,7418650624
2026-03-04 02:36:30,4244361216,4196741120,4293881856,4101222400,4290899968,7419641856
2026-03-04 02:37:00,4245786624,4199145472,4293931008,4103704576,4288704512,7419817984
2026-03-04 02:37:30,4245372928,4197847040,4293468160,4105617408,4288704512,7418757120
2026-03-04 02:38:00,4245504000,4197937152,4293197824,4105981952,4288872448,7418875904
2026-03-04 02:38:30,4244893696,4202106880,4293472256,4108349440,4280193024,7418556416
2026-03-04 02:39:00,4192935936,4205342720,4293197824,4111097856,4282822656,7310798848
2026-03-04 02:39:30,4194471936,4206616576,4292837376,4112338944,4284149760,7311679488
2026-03-04 02:40:00,4201938944,4213633024,4294131712,4118441984,4289867776,7314817024
2026-03-04 02:40:30,4205355008,4218298368,4292382720,4121178112,4292501504,7316692992
2026-03-04 02:41:00,4215730176,4224360448,4289216512,4128940032,4294459392,7320125440
2026-03-04 02:41:30,4217454592,4225445888,4292009984,4129886208,4294021120,7320616960
2026-03-04 02:42:00,4219293696,4226678784,4293472256,4131065856,4293095424,7321321472
2026-03-04 02:42:30,4226895872,4234285056,4293169152,4138414080,4285116416,7325622272
2026-03-04 02:43:00,4234899456,4241428480,4293505024,4145876992,4289245184,7327899648
2026-03-04 02:43:30,4200738816,4243070976,4293959680,4147662848,4291211264,7328419840
2026-03-04 02:44:00,4203069440,4188004352,4293328896,4093067264,4292681728,7328964608
2026-03-04 02:44:30,4212875264,4194172928,4293230592,4094541824,4293337088,7330308096
2026-03-04 02:45:00,4214677504,4195540992,4294475776,4095938560,4293775360,7331250176
2026-03-04 02:45:30,4214673408,4195545088,4294365184,4095946752,4293820416,7331246080
2026-03-04 02:46:00,4214759424,4197490688,4294008832,4095983616,4293869568,7331287040
2026-03-04 02:46:30,4220112896,4200771584,4173103104,4100653056,4292087808,7333330944
2026-03-04 02:47:00,4229976064,4207144960,4183736320,4107632640,4293517312,7337226240
2026-03-04 02:47:30,4231798784,4209516544,4187545600,4108824576,4292173824,7337721856
2026-03-04 02:48:00,4243025920,4223238144,4191993856,4112523264,4294811648,7340068864
2026-03-04 02:48:30,4236845056,4205641728,4201238528,4139986944,4218503168,7341023232
2026-03-04 02:49:00,4242141184,4210733056,4191150080,4145020928,4223639552,7343149056
2026-03-04 02:49:30,4247678976,4215574528,4201492480,4150472704,4230803456,7345287168
2026-03-04 02:50:00,4251447296,4218617856,4210122752,4154163200,4233330688,7347179520
2026-03-04 02:50:30,4255416320,4221730816,4219777024,4158558208,4237991936,7348637696
2026-03-04 02:51:00,4261748736,4178542592,4232650752,4099051520,4244320256,7351865344
2026-03-04 02:51:30,4261748736,4178538496,4237361152,4099747840,4244328448,7351861248
2026-03-04 02:52:00,4266745856,4183183360,4246786048,4103475200,4248997888,7353774080
2026-03-04 02:52:30,4272480256,4138524672,4257456128,4044558336,4254822400,7356121088
2026-03-04 02:53:00,4274323456,4140593152,4264947712,4046553088,4256907264,7357456384
2026-03-04 02:53:30,4274323456,4140339200,4275494912,4046573568,4256964608,7357456384
2026-03-04 02:54:00,4250525696,4143521792,4288643072,4049166336,4193484800,7358496768
2026-03-04 02:54:30,4255490048,4112691200,4294098944,3994619904,4179542016,7360167936
2026-03-04 02:55:00,4258811904,4116033536,4294840320,3997892608,4182331392,7361343488
2026-03-04 02:55:30,4263649280,4121362432,4287856640,4002582528,4186595328,7362674688
2026-03-04 02:56:00,4269678592,4129034240,4193591296,4009775104,4193484800,7365443584
2026-03-04 02:56:30,4269678592,4129038336,4205219840,4009775104,4193517568,7365439488
2026-03-04 02:57:00,4271251456,4131229696,4217892864,4011773952,4195307520,7257518080
2026-03-04 02:57:30,4272947200,4133097472,4229767168,4013244416,4197015552,7258128384
2026-03-04 02:58:00,4276039680,4135587840,4241465344,4013457408,4200099840,7156482048
2026-03-04 02:58:30,4281741312,4140785664,4245938176,4018536448,4205494272,7158804480
2026-03-04 02:59:00,4282703872,4141559808,4247158784,4019118080,4206559232,7158898688
2026-03-04 02:59:30,4286316544,4145422336,4250886144,4022464512,4210012160,7160610816
2026-03-04 03:00:00,4288065536,4147150848,4252991488,4024193024,4211679232,7161663488
2026-03-04 03:00:30,4229894144,4118241280,4253896704,3998703616,4157689856,7140007936
2026-03-04 03:01:00,4235714560,4128112640,4255571968,4000251904,4165292032,7140642816
2026-03-04 03:01:30,4240113664,4132708352,4258295808,4011339776,4169359360,7141662720
2026-03-04 03:02:00,4242862080,4135137280,4260671488,4013367296,4171452416,7142752256
2026-03-04 03:02:30,4245467136,4137439232,4262125568,4016357376,4175319040,7143190528
2026-03-04 03:03:00,4245561344,4139589632,4263428096,4016513024,4175171584,7143276544
2026-03-04 03:03:30,4245585920,4139646976,4263866368,4016803840,4175273984,7143305216
2026-03-04 03:04:00,4249509888,4143898624,4268056576,4020908032,4179820544,7144636416
2026-03-04 03:04:30,4253044736,4148015104,4272721920,4024713216,4183932928,7146491904
