"Time","rskj-miner1:8080 (Copy)","rskj-miner2:8080 (Copy)","rskj-miner4:8080 (Copy)","rskj-node1:8080 (Copy)","rskj-miner1:8080 (MarkSweepCompact)","rskj-miner2:8080 (MarkSweepCompact)","rskj-miner4:8080 (MarkSweepCompact)","rskj-node1:8080 (MarkSweepCompact)"
2026-02-10 00:42:00,1.08 ms,576 µs,2.49 ms,1.15 ms,0 s,0 s,0 s,0 s
2026-02-10 00:44:00,1.39 ms,441 µs,763 µs,2.59 ms,0 s,0 s,0 s,0 s
2026-02-10 00:46:00,1.47 ms,1.20 ms,814 µs,542 µs,0 s,0 s,0 s,0 s
2026-02-10 00:48:00,1.22 ms,949 µs,407 µs,424 µs,0 s,0 s,0 s,0 s
2026-02-10 00:50:00,1.61 ms,542 µs,441 µs,576 µs,0 s,0 s,0 s,0 s
2026-02-10 00:52:00,7.03 ms,576 µs,932 µs,1.76 ms,0 s,0 s,0 s,0 s
2026-02-10 00:54:00,1.12 ms,1.34 ms,2.46 ms,1.07 ms,0 s,0 s,0 s,0 s
2026-02-10 00:56:00,1.14 ms,983 µs,1.03 ms,1.64 ms,0 s,0 s,0 s,0 s
2026-02-10 00:58:00,1.22 ms,1.39 ms,2.34 ms,1.20 ms,0 s,0 s,0 s,0 s
2026-02-10 01:00:00,1.24 ms,508 µs,2.17 ms,5.83 ms,0 s,0 s,0 s,0 s
2026-02-10 01:02:00,1.31 ms,458 µs,1.93 ms,1.22 ms,0 s,0 s,0 s,0 s
2026-02-10 01:04:00,1.19 ms,712 µs,1.29 ms,0 s,0 s,0 s,0 s,0 s
2026-02-10 01:06:00,1.59 ms,1.24 ms,1000 µs,2.80 ms,0 s,0 s,0 s,0 s
2026-02-10 01:08:00,1.88 ms,1.22 ms,1.02 ms,949 µs,0 s,0 s,0 s,0 s
2026-02-10 01:10:00,1.37 ms,881 µs,492 µs,1.02 ms,0 s,0 s,0 s,0 s
2026-02-10 01:12:00,1.73 ms,780 µs,593 µs,814 µs,0 s,0 s,0 s,0 s
2026-02-10 01:14:00,2.88 ms,983 µs,2.68 ms,1.22 ms,0 s,0 s,0 s,0 s
2026-02-10 01:16:00,864 µs,814 µs,2.12 ms,1.76 ms,0 s,0 s,0 s,0 s
2026-02-10 01:18:00,1.41 ms,593 µs,1.34 ms,1.12 ms,0 s,0 s,0 s,0 s
2026-02-10 01:20:00,1.07 ms,593 µs,1.56 ms,1.32 ms,0 s,0 s,0 s,0 s
2026-02-10 01:22:00,1.83 ms,797 µs,1.12 ms,1.71 ms,0 s,0 s,0 s,0 s
2026-02-10 01:24:00,1.56 ms,475 µs,1.49 ms,1.88 ms,0 s,0 s,0 s,0 s
2026-02-10 01:26:00,1.46 ms,1.36 ms,3.44 ms,1.64 ms,0 s,0 s,0 s,0 s
2026-02-10 01:28:00,1.59 ms,542 µs,593 µs,644 µs,0 s,0 s,0 s,0 s
2026-02-10 01:30:00,2.44 ms,2.17 ms,1.58 ms,1.20 ms,0 s,0 s,0 s,0 s
2026-02-10 01:32:00,2.12 ms,729 µs,542 µs,542 µs,0 s,0 s,0 s,0 s
2026-02-10 01:34:00,2.12 ms,1.37 ms,492 µs,695 µs,0 s,0 s,0 s,0 s
2026-02-10 01:36:00,7.34 ms,864 µs,2.53 ms,2.22 ms,0 s,0 s,0 s,0 s
2026-02-10 01:38:00,949 µs,1.97 ms,1.69 ms,1.56 ms,0 s,0 s,0 s,0 s
2026-02-10 01:40:00,1.12 ms,576 µs,1.22 ms,1.37 ms,0 s,0 s,0 s,0 s
2026-02-10 01:42:00,1.17 ms,797 µs,1.25 ms,1.80 ms,0 s,0 s,0 s,0 s
2026-02-10 01:44:00,1.31 ms,593 µs,1.17 ms,1.47 ms,0 s,0 s,0 s,0 s
2026-02-10 01:46:00,2.27 ms,1.25 ms,1.59 ms,1.24 ms,0 s,0 s,0 s,0 s
2026-02-10 01:48:00,2.20 ms,2.47 ms,2.05 ms,1.37 ms,0 s,0 s,0 s,0 s
2026-02-10 01:50:00,1.44 ms,1.24 ms,1.02 ms,2.46 ms,0 s,0 s,0 s,0 s
2026-02-10 01:52:00,2.07 ms,729 µs,1.17 ms,746 µs,0 s,0 s,0 s,0 s
2026-02-10 01:54:00,1.49 ms,746 µs,780 µs,441 µs,0 s,0 s,0 s,0 s
2026-02-10 01:56:00,830 µs,729 µs,1.59 ms,1.37 ms,0 s,0 s,0 s,0 s
2026-02-10 01:58:00,5.12 ms,6.66 ms,1.46 ms,1.39 ms,0 s,0 s,0 s,0 s
2026-02-10 02:00:00,1.73 ms,966 µs,1.39 ms,1.31 ms,0 s,0 s,0 s,0 s
2026-02-10 02:02:00,712 µs,1.34 ms,3.12 ms,1.63 ms,0 s,0 s,0 s,0 s
2026-02-10 02:04:00,1.75 ms,1.08 ms,1.73 ms,1.14 ms,0 s,0 s,0 s,0 s
2026-02-10 02:06:00,966 µs,1.12 ms,1.19 ms,0 s,0 s,0 s,0 s,0 s
2026-02-10 02:08:00,1.14 ms,1.32 ms,1.12 ms,1.05 ms,0 s,0 s,0 s,0 s
2026-02-10 02:10:00,1.47 ms,2.12 ms,1.36 ms,1.10 ms,0 s,0 s,0 s,0 s
2026-02-10 02:12:00,1.14 ms,407 µs,339 µs,475 µs,0 s,0 s,0 s,0 s
2026-02-10 02:14:00,1.15 ms,441 µs,559 µs,695 µs,0 s,0 s,0 s,0 s
2026-02-10 02:16:00,1.54 ms,1.49 ms,661 µs,661 µs,0 s,0 s,0 s,0 s
2026-02-10 02:18:00,1.83 ms,1.07 ms,1.17 ms,780 µs,0 s,0 s,0 s,0 s
2026-02-10 02:20:00,2.39 ms,2.83 ms,1000 µs,576 µs,0 s,0 s,0 s,0 s
2026-02-10 02:22:00,8.73 ms,3.78 ms,2.85 ms,3.03 ms,0 s,0 s,0 s,0 s
2026-02-10 02:24:00,797 µs,695 µs,1.64 ms,1.56 ms,0 s,0 s,0 s,0 s
2026-02-10 02:26:00,1.27 ms,814 µs,1.32 ms,2.75 ms,0 s,0 s,0 s,0 s
2026-02-10 02:28:00,1.08 ms,593 µs,1.31 ms,1.68 ms,0 s,0 s,0 s,0 s
2026-02-10 02:30:00,898 µs,661 µs,1.49 ms,1.66 ms,0 s,0 s,0 s,0 s
2026-02-10 02:32:00,1.24 ms,864 µs,1.39 ms,1.71 ms,0 s,0 s,0 s,0 s
2026-02-10 02:34:00,1.37 ms,1.68 ms,2.05 ms,0 s,0 s,0 s,0 s,0 s
2026-02-10 02:36:00,644 µs,542 µs,661 µs,1.59 ms,0 s,0 s,0 s,0 s
2026-02-10 02:38:00,1.19 ms,1.39 ms,390 µs,915 µs,0 s,0 s,0 s,0 s
2026-02-10 02:40:00,1.42 ms,1.14 ms,746 µs,0 s,0 s,0 s,0 s,0 s
2026-02-10 02:42:00,644 µs,627 µs,492 µs,1.17 ms,0 s,0 s,0 s,0 s
2026-02-10 02:44:00,1.75 ms,1.10 ms,678 µs,1.10 ms,0 s,0 s,0 s,0 s
2026-02-10 02:46:00,1.44 ms,1000 µs,1.92 ms,1.27 ms,0 s,0 s,0 s,0 s
2026-02-10 02:48:00,966 µs,864 µs,2.47 ms,2.12 ms,0 s,0 s,0 s,0 s
2026-02-10 02:50:00,1.97 ms,1.66 ms,3.05 ms,1.58 ms,0 s,0 s,0 s,0 s
2026-02-10 02:52:00,1.36 ms,678 µs,2.56 ms,1.24 ms,0 s,0 s,0 s,0 s
2026-02-10 02:54:00,814 µs,797 µs,2.08 ms,1.46 ms,0 s,0 s,0 s,0 s
2026-02-10 02:56:00,1.05 ms,1.58 ms,1.92 ms,1.63 ms,0 s,0 s,0 s,0 s
2026-02-10 02:58:00,1.20 ms,864 µs,1.34 ms,1.86 ms,0 s,0 s,0 s,0 s
2026-02-10 03:00:00,1.59 ms,915 µs,2.44 ms,1.41 ms,0 s,0 s,0 s,0 s
2026-02-10 03:02:00,1.68 ms,1.15 ms,746 µs,0 s,0 s,0 s,0 s,0 s
2026-02-10 03:04:00,1.93 ms,1.25 ms,525 µs,593 µs,0 s,0 s,0 s,0 s
2026-02-10 03:06:00,2.00 ms,1.78 ms,542 µs,508 µs,0 s,0 s,0 s,0 s
2026-02-10 03:08:00,1.59 ms,1.15 ms,797 µs,508 µs,0 s,0 s,0 s,0 s
2026-02-10 03:10:00,8.39 ms,814 µs,3.08 ms,2.39 ms,0 s,0 s,0 s,0 s
2026-02-10 03:12:00,1.17 ms,1.34 ms,1.41 ms,3.51 ms,0 s,0 s,0 s,0 s
2026-02-10 03:14:00,1.34 ms,1.75 ms,1.12 ms,0 s,0 s,0 s,0 s,0 s
2026-02-10 03:16:00,1.34 ms,831 µs,1.54 ms,1.98 ms,0 s,0 s,0 s,0 s
2026-02-10 03:18:00,1.73 ms,1.61 ms,1.56 ms,1.69 ms,0 s,0 s,0 s,0 s
2026-02-10 03:20:00,1.75 ms,1.46 ms,1.56 ms,1.63 ms,0 s,0 s,0 s,0 s
2026-02-10 03:22:00,1.36 ms,1.39 ms,4.05 ms,1.59 ms,0 s,0 s,0 s,0 s
2026-02-10 03:24:00,1.76 ms,847 µs,559 µs,1.49 ms,0 s,0 s,0 s,0 s
2026-02-10 03:26:00,1.66 ms,1.03 ms,475 µs,1.64 ms,0 s,0 s,0 s,0 s
2026-02-10 03:28:00,1.42 ms,2.29 ms,1.83 ms,1.15 ms,0 s,0 s,0 s,0 s
2026-02-10 03:30:00,1.59 ms,1.27 ms,1.14 ms,1.03 ms,0 s,0 s,0 s,0 s
2026-02-10 03:32:00,7.08 ms,2.20 ms,2.54 ms,1.66 ms,0 s,0 s,0 s,0 s
2026-02-10 03:34:00,1.07 ms,830 µs,1.47 ms,1.66 ms,0 s,0 s,0 s,0 s
2026-02-10 03:36:00,390 µs,1.81 ms,1.56 ms,2.36 ms,0 s,0 s,0 s,0 s
2026-02-10 03:38:00,1.20 ms,881 µs,0 s,1.85 ms,0 s,0 s,0 s,0 s
2026-02-10 03:40:00,1.34 ms,1.63 ms,3.15 ms,1.51 ms,0 s,0 s,0 s,0 s
2026-02-10 03:42:00,1.41 ms,864 µs,1.69 ms,1.53 ms,0 s,0 s,0 s,0 s
2026-02-10 03:44:00,1.31 ms,763 µs,0 s,1.63 ms,0 s,0 s,0 s,0 s
2026-02-10 03:46:00,1.58 ms,1.75 ms,915 µs,2.27 ms,0 s,0 s,0 s,0 s
2026-02-10 03:48:00,1.29 ms,1.44 ms,627 µs,1.31 ms,0 s,0 s,0 s,0 s
2026-02-10 03:50:00,1.41 ms,881 µs,542 µs,0 s,0 s,0 s,0 s,0 s
2026-02-10 03:52:00,1.59 ms,1.97 ms,1.88 ms,881 µs,0 s,0 s,0 s,0 s
2026-02-10 03:54:00,1.92 ms,780 µs,695 µs,610 µs,0 s,0 s,0 s,0 s
2026-02-10 03:56:00,1.95 ms,1.32 ms,492 µs,1.46 ms,0 s,0 s,0 s,0 s
2026-02-10 03:58:00,712 µs,644 µs,1.44 ms,1.76 ms,0 s,0 s,0 s,0 s
2026-02-10 04:00:00,441 µs,678 µs,2.17 ms,2.41 ms,0 s,0 s,0 s,0 s
2026-02-10 04:02:00,1.20 ms,1.22 ms,1.53 ms,1.85 ms,0 s,0 s,0 s,0 s
2026-02-10 04:04:00,1.44 ms,932 µs,1.41 ms,2.07 ms,0 s,0 s,0 s,0 s
2026-02-10 04:06:00,593 µs,898 µs,0 s,1.75 ms,0 s,0 s,0 s,0 s
2026-02-10 04:08:00,1.41 ms,559 µs,1.75 ms,1.69 ms,0 s,0 s,0 s,0 s
2026-02-10 04:10:00,1.61 ms,1.07 ms,1.98 ms,0 s,0 s,0 s,0 s,0 s
2026-02-10 04:12:00,424 µs,847 µs,475 µs,864 µs,0 s,0 s,0 s,0 s
2026-02-10 04:14:00,1.37 ms,2.41 ms,508 µs,508 µs,0 s,0 s,0 s,0 s
2026-02-10 04:16:00,1.59 ms,1.64 ms,966 µs,559 µs,0 s,0 s,0 s,0 s
2026-02-10 04:18:00,1.20 ms,13.6 ms,1.10 ms,695 µs,0 s,0 s,0 s,0 s
2026-02-10 04:20:00,1.42 ms,2.58 ms,475 µs,1.07 ms,0 s,0 s,0 s,0 s
2026-02-10 04:22:00,4.63 ms,2.73 ms,1.63 ms,1.69 ms,0 s,0 s,0 s,0 s
2026-02-10 04:24:00,1.75 ms,2.95 ms,4.39 ms,7.73 ms,0 s,0 s,0 s,0 s
2026-02-10 04:26:00,1.47 ms,12.2 ms,3.31 ms,3.34 ms,0 s,0 s,0 s,0 s
2026-02-10 04:28:00,1.49 ms,424 µs,1.31 ms,1.44 ms,0 s,0 s,0 s,0 s
2026-02-10 04:30:00,1.85 ms,1.14 ms,3.86 ms,3.42 ms,0 s,0 s,0 s,0 s
2026-02-10 04:32:00,1.81 ms,1.64 ms,1.88 ms,1.61 ms,0 s,0 s,0 s,0 s
2026-02-10 04:34:00,1.73 ms,576 µs,1.39 ms,4.14 ms,0 s,0 s,0 s,0 s
2026-02-10 04:36:00,2.00 ms,525 µs,1.10 ms,1.39 ms,0 s,0 s,0 s,0 s
2026-02-10 04:38:00,2.05 ms,1.83 ms,729 µs,847 µs,0 s,0 s,0 s,0 s
2026-02-10 04:40:00,1.03 ms,898 µs,746 µs,695 µs,0 s,0 s,0 s,0 s
2026-02-10 04:42:00,5.97 ms,1000 µs,1.90 ms,1.80 ms,0 s,0 s,0 s,0 s
2026-02-10 04:44:00,1.29 ms,1.07 ms,1.92 ms,3.02 ms,0 s,0 s,0 s,0 s
2026-02-10 04:46:00,1.31 ms,712 µs,2.37 ms,1.59 ms,0 s,0 s,0 s,0 s
2026-02-10 04:48:00,1.78 ms,1.31 ms,2.14 ms,1.41 ms,0 s,0 s,0 s,0 s
2026-02-10 04:50:00,1.34 ms,1.17 ms,1.86 ms,1.88 ms,0 s,0 s,0 s,0 s
2026-02-10 04:52:00,1.85 ms,1.32 ms,1.88 ms,1.86 ms,0 s,0 s,0 s,0 s
2026-02-10 04:54:00,1.76 ms,1.46 ms,1.02 ms,1.75 ms,0 s,0 s,0 s,0 s
2026-02-10 04:56:00,1.92 ms,814 µs,1.37 ms,966 µs,0 s,0 s,0 s,0 s
2026-02-10 04:58:00,2.14 ms,1.31 ms,1.68 ms,814 µs,0 s,0 s,0 s,0 s
2026-02-10 05:00:00,1.46 ms,1.63 ms,1.08 ms,644 µs,0 s,0 s,0 s,0 s
2026-02-10 05:02:00,4.27 ms,661 µs,3.22 ms,1.31 ms,0 s,0 s,0 s,0 s
2026-02-10 05:04:00,3.51 ms,1.12 ms,4.27 ms,1.71 ms,0 s,0 s,0 s,0 s
2026-02-10 05:06:00,1.14 ms,780 µs,1.71 ms,0 s,0 s,0 s,0 s,0 s
2026-02-10 05:08:00,1.36 ms,2.63 ms,1.97 ms,3.19 ms,0 s,0 s,0 s,0 s
2026-02-10 05:10:00,1.17 ms,2.17 ms,4.58 ms,1.85 ms,0 s,0 s,0 s,0 s
2026-02-10 05:12:00,1.36 ms,983 µs,1.63 ms,2.14 ms,0 s,0 s,0 s,0 s
2026-02-10 05:14:00,1.46 ms,1.20 ms,1.71 ms,1.34 ms,0 s,0 s,0 s,0 s
2026-02-10 05:16:00,1.71 ms,678 µs,492 µs,2.02 ms,0 s,0 s,0 s,0 s
2026-02-10 05:18:00,2.19 ms,1.90 ms,763 µs,830 µs,0 s,0 s,0 s,0 s
2026-02-10 05:20:00,1.64 ms,932 µs,627 µs,644 µs,0 s,0 s,0 s,0 s
2026-02-10 05:22:00,1.88 ms,1.36 ms,593 µs,390 µs,0 s,0 s,0 s,0 s
2026-02-10 05:24:00,1.90 ms,1.95 ms,627 µs,542 µs,0 s,0 s,0 s,0 s
2026-02-10 05:26:00,6.93 ms,1.08 ms,2.24 ms,5.41 ms,0 s,0 s,0 s,0 s
2026-02-10 05:28:00,1.42 ms,1.10 ms,4.44 ms,3.29 ms,0 s,0 s,0 s,0 s
2026-02-10 05:30:00,1.46 ms,2.75 ms,4.05 ms,1.86 ms,0 s,0 s,0 s,0 s
2026-02-10 05:32:00,763 µs,2.47 ms,2.02 ms,2.27 ms,0 s,0 s,0 s,0 s
2026-02-10 05:34:00,1.10 ms,1.08 ms,2.02 ms,1.88 ms,0 s,0 s,0 s,0 s
2026-02-10 05:36:00,1.44 ms,1.54 ms,3.85 ms,1.66 ms,0 s,0 s,0 s,0 s
2026-02-10 05:38:00,2.78 ms,1.98 ms,2.47 ms,4.03 ms,0 s,0 s,0 s,0 s
2026-02-10 05:40:00,1.75 ms,2.64 ms,644 µs,2.83 ms,0 s,0 s,0 s,0 s
2026-02-10 05:42:00,1.19 ms,1.51 ms,830 µs,881 µs,0 s,0 s,0 s,0 s
2026-02-10 05:44:00,1.76 ms,1.12 ms,1.61 ms,915 µs,0 s,0 s,0 s,0 s
2026-02-10 05:46:00,1.49 ms,898 µs,1.49 ms,610 µs,0 s,0 s,0 s,0 s
2026-02-10 05:48:00,525 µs,1.41 ms,695 µs,780 µs,0 s,0 s,0 s,0 s
2026-02-10 05:50:00,6.53 ms,2.00 ms,5.03 ms,610 µs,0 s,0 s,0 s,0 s
2026-02-10 05:52:00,1.41 ms,3.46 ms,1.78 ms,1.44 ms,0 s,0 s,0 s,0 s
2026-02-10 05:54:00,932 µs,3.12 ms,1.95 ms,1.73 ms,0 s,0 s,0 s,0 s
2026-02-10 05:56:00,1.32 ms,5.88 ms,1.93 ms,2.51 ms,0 s,0 s,0 s,0 s
2026-02-10 05:58:00,1.25 ms,3.51 ms,1.92 ms,2.66 ms,0 s,0 s,0 s,0 s
2026-02-10 06:00:00,424 µs,2.86 ms,2.54 ms,2.73 ms,0 s,0 s,0 s,0 s
2026-02-10 06:02:00,1.56 ms,3.36 ms,1.93 ms,2.02 ms,0 s,0 s,0 s,0 s
2026-02-10 06:04:00,1.98 ms,830 µs,576 µs,2.20 ms,0 s,0 s,0 s,0 s
2026-02-10 06:06:00,814 µs,712 µs,661 µs,814 µs,0 s,0 s,0 s,0 s
2026-02-10 06:08:00,1.34 ms,508 µs,1.27 ms,847 µs,0 s,0 s,0 s,0 s
2026-02-10 06:10:00,2.80 ms,2.98 ms,1.19 ms,1.41 ms,0 s,0 s,0 s,0 s
2026-02-10 06:12:00,1.08 ms,2.17 ms,508 µs,1.39 ms,0 s,0 s,0 s,0 s
2026-02-10 06:14:00,1.03 ms,966 µs,2.32 ms,0 s,0 s,0 s,0 s,0 s
2026-02-10 06:16:00,1.10 ms,525 µs,4.08 ms,4.14 ms,0 s,0 s,0 s,0 s
2026-02-10 06:18:00,322 µs,644 µs,2.42 ms,0 s,0 s,0 s,0 s,0 s
2026-02-10 06:20:00,1.22 ms,1.03 ms,2.32 ms,1.97 ms,0 s,0 s,0 s,0 s
2026-02-10 06:22:00,1.51 ms,1.51 ms,2.07 ms,1.90 ms,0 s,0 s,0 s,0 s
2026-02-10 06:24:00,898 µs,1.03 ms,2.12 ms,3.37 ms,0 s,0 s,0 s,0 s
2026-02-10 06:26:00,1.44 ms,949 µs,2.05 ms,2.02 ms,0 s,0 s,0 s,0 s
2026-02-10 06:28:00,1.39 ms,915 µs,915 µs,2.12 ms,0 s,0 s,0 s,0 s
2026-02-10 06:30:00,2.10 ms,915 µs,1.88 ms,780 µs,0 s,0 s,0 s,0 s
2026-02-10 06:32:00,1.88 ms,644 µs,1.02 ms,915 µs,0 s,0 s,0 s,0 s
2026-02-10 06:34:00,1.88 ms,1.12 ms,780 µs,627 µs,0 s,0 s,0 s,0 s
2026-02-10 06:36:00,2.14 ms,1.12 ms,763 µs,1.49 ms,0 s,0 s,0 s,0 s
2026-02-10 06:38:00,8.47 ms,847 µs,2.49 ms,2.88 ms,0 s,0 s,0 s,0 s
2026-02-10 06:40:00,949 µs,1.83 ms,2.05 ms,4.24 ms,0 s,0 s,0 s,0 s
2026-02-10 06:42:00,1000 µs,1.05 ms,4.39 ms,2.49 ms,0 s,0 s,0 s,0 s
2026-02-10 06:44:00,915 µs,881 µs,0 s,2.36 ms,0 s,0 s,0 s,0 s
2026-02-10 06:46:00,475 µs,763 µs,2.03 ms,1.90 ms,0 s,0 s,0 s,0 s
2026-02-10 06:48:00,1.32 ms,1.71 ms,3.86 ms,2.66 ms,0 s,0 s,0 s,0 s
2026-02-10 06:50:00,2.29 ms,1.07 ms,2.19 ms,2.02 ms,0 s,0 s,0 s,0 s
2026-02-10 06:52:00,1.14 ms,1.08 ms,1.31 ms,2.66 ms,0 s,0 s,0 s,0 s
2026-02-10 06:54:00,1.68 ms,2.10 ms,881 µs,1.03 ms,0 s,0 s,0 s,0 s
2026-02-10 06:56:00,1.24 ms,1.07 ms,610 µs,864 µs,0 s,0 s,0 s,0 s
2026-02-10 06:58:00,1.19 ms,1.53 ms,644 µs,695 µs,0 s,0 s,0 s,0 s
2026-02-10 07:00:00,1.42 ms,1.24 ms,797 µs,661 µs,0 s,0 s,0 s,0 s
2026-02-10 07:02:00,2.95 ms,2.66 ms,797 µs,1.08 ms,0 s,0 s,0 s,0 s
2026-02-10 07:04:00,1.37 ms,2.24 ms,0 s,2.75 ms,0 s,0 s,0 s,0 s
2026-02-10 07:06:00,4.36 ms,1.97 ms,4.24 ms,3.95 ms,0 s,0 s,0 s,0 s
2026-02-10 07:08:00,1.25 ms,1.32 ms,2.08 ms,2.14 ms,0 s,0 s,0 s,0 s
2026-02-10 07:10:00,1.34 ms,1.81 ms,2.07 ms,2.03 ms,0 s,0 s,0 s,0 s
2026-02-10 07:12:00,169 µs,0 s,2.12 ms,0 s,0 s,0 s,0 s,0 s
2026-02-10 07:14:00,1.66 ms,932 µs,2.47 ms,2.36 ms,0 s,0 s,0 s,0 s
2026-02-10 07:16:00,1.54 ms,3.22 ms,2.03 ms,2.47 ms,0 s,0 s,0 s,0 s
2026-02-10 07:18:00,1.44 ms,2.42 ms,1.03 ms,1.95 ms,0 s,0 s,0 s,0 s
2026-02-10 07:20:00,1.98 ms,1.39 ms,949 µs,1.27 ms,0 s,0 s,0 s,0 s
2026-02-10 07:22:00,2.17 ms,1.44 ms,1.46 ms,1.27 ms,0 s,0 s,0 s,0 s
2026-02-10 07:24:00,1.66 ms,1.49 ms,492 µs,1.14 ms,0 s,0 s,0 s,0 s
2026-02-10 07:26:00,1.34 ms,1.56 ms,1.39 ms,1.56 ms,0 s,0 s,0 s,0 s
2026-02-10 07:28:00,4.42 ms,1.15 ms,2.31 ms,2.19 ms,0 s,0 s,0 s,0 s
2026-02-10 07:30:00,1.93 ms,1.37 ms,2.90 ms,2.19 ms,0 s,0 s,0 s,0 s
2026-02-10 07:32:00,1.49 ms,2.05 ms,2.07 ms,2.27 ms,0 s,0 s,0 s,0 s
2026-02-10 07:34:00,1.61 ms,1.32 ms,3.61 ms,4.19 ms,0 s,0 s,0 s,0 s
2026-02-10 07:36:00,1.51 ms,1.29 ms,1.80 ms,0 s,0 s,0 s,0 s,0 s
2026-02-10 07:38:00,1.49 ms,1.32 ms,2.02 ms,1.86 ms,0 s,0 s,0 s,0 s
2026-02-10 07:40:00,1.38 ms,1.56 ms,1.34 ms,2.04 ms,0 s,0 s,0 s,0 s
2026-02-10 07:42:00,932 µs,1.63 ms,627 µs,966 µs,0 s,0 s,0 s,0 s
2026-02-10 07:44:00,1.59 ms,2.53 ms,593 µs,797 µs,0 s,0 s,0 s,0 s
2026-02-10 07:46:00,864 µs,1.36 ms,1.61 ms,983 µs,0 s,0 s,0 s,0 s
2026-02-10 07:48:00,1.75 ms,1.20 ms,763 µs,644 µs,0 s,0 s,0 s,0 s
2026-02-10 07:50:00,3.80 ms,1.24 ms,1.53 ms,1.85 ms,0 s,0 s,0 s,0 s
2026-02-10 07:52:00,475 µs,2.68 ms,1.66 ms,1.81 ms,0 s,0 s,0 s,0 s
2026-02-10 07:54:00,1.27 ms,1.24 ms,3.31 ms,2.32 ms,0 s,0 s,0 s,0 s
2026-02-10 07:56:00,864 µs,1.36 ms,1.63 ms,1.98 ms,0 s,0 s,0 s,0 s
2026-02-10 07:58:00,644 µs,1.17 ms,1.73 ms,2.17 ms,0 s,0 s,0 s,0 s
2026-02-10 08:00:00,1.27 ms,1.27 ms,1.80 ms,2.53 ms,0 s,0 s,0 s,0 s
2026-02-10 08:02:00,1.53 ms,2.15 ms,2.34 ms,2.10 ms,0 s,0 s,0 s,0 s
2026-02-10 08:04:00,2.02 ms,2.46 ms,610 µs,3.41 ms,0 s,0 s,0 s,0 s
2026-02-10 08:06:00,1.27 ms,8.02 ms,508 µs,661 µs,0 s,0 s,0 s,0 s
2026-02-10 08:08:00,1.92 ms,4.95 ms,763 µs,1.08 ms,0 s,0 s,0 s,0 s
2026-02-10 08:10:00,2.61 ms,7.02 ms,492 µs,763 µs,0 s,0 s,0 s,0 s
2026-02-10 08:12:00,5.19 ms,4.03 ms,2.31 ms,746 µs,0 s,0 s,0 s,0 s
2026-02-10 08:14:00,1.44 ms,983 µs,3.31 ms,5.03 ms,0 s,0 s,0 s,0 s
2026-02-10 08:16:00,1.95 ms,1.78 ms,1.88 ms,2.73 ms,0 s,0 s,0 s,0 s
2026-02-10 08:18:00,1.17 ms,814 µs,1.92 ms,1.81 ms,0 s,0 s,0 s,0 s
2026-02-10 08:20:00,1.02 ms,475 µs,1.68 ms,1.93 ms,0 s,0 s,0 s,0 s
2026-02-10 08:22:00,1.73 ms,1.47 ms,1.51 ms,2.14 ms,0 s,0 s,0 s,0 s
2026-02-10 08:24:00,1.10 ms,627 µs,1.75 ms,1.73 ms,0 s,0 s,0 s,0 s
2026-02-10 08:26:00,1.36 ms,1.58 ms,1.02 ms,4.63 ms,0 s,0 s,0 s,0 s
2026-02-10 08:28:00,1.92 ms,864 µs,644 µs,610 µs,0 s,0 s,0 s,0 s
2026-02-10 08:30:00,1.97 ms,1.24 ms,576 µs,1.17 ms,0 s,0 s,0 s,0 s
2026-02-10 08:32:00,1.46 ms,1.31 ms,593 µs,746 µs,0 s,0 s,0 s,0 s
2026-02-10 08:34:00,6.56 ms,746 µs,2.64 ms,2.44 ms,0 s,0 s,0 s,0 s
2026-02-10 08:36:00,1.51 ms,1.22 ms,2.25 ms,2.02 ms,0 s,0 s,0 s,0 s
2026-02-10 08:38:00,1.32 ms,1.02 ms,1.64 ms,2.15 ms,0 s,0 s,0 s,0 s
2026-02-10 08:40:00,1.02 ms,797 µs,2.00 ms,0 s,0 s,0 s,0 s,0 s
2026-02-10 08:42:00,965 µs,897 µs,1.74 ms,2.13 ms,0 s,0 s,0 s,0 s
2026-02-10 08:44:00,2.00 ms,1.05 ms,1.69 ms,1.81 ms,0 s,0 s,0 s,0 s
2026-02-10 08:46:00,1.19 ms,1.31 ms,1.88 ms,1.95 ms,0 s,0 s,0 s,0 s
2026-02-10 08:48:00,1.66 ms,1.34 ms,492 µs,4.39 ms,0 s,0 s,0 s,0 s
2026-02-10 08:50:00,593 µs,508 µs,475 µs,492 µs,0 s,0 s,0 s,0 s
2026-02-10 08:52:00,1.64 ms,1.46 ms,593 µs,1.17 ms,0 s,0 s,0 s,0 s
2026-02-10 08:54:00,1.90 ms,1.20 ms,492 µs,678 µs,0 s,0 s,0 s,0 s
2026-02-10 08:56:00,1.86 ms,644 µs,525 µs,441 µs,0 s,0 s,0 s,0 s
2026-02-10 08:58:00,2.64 ms,780 µs,3.19 ms,881 µs,0 s,0 s,0 s,0 s
2026-02-10 09:00:00,1.14 ms,1.86 ms,3.47 ms,2.39 ms,0 s,0 s,0 s,0 s
2026-02-10 09:02:00,1.53 ms,1.83 ms,1.76 ms,2.14 ms,0 s,0 s,0 s,0 s
2026-02-10 09:04:00,1.53 ms,2.10 ms,1.46 ms,4.32 ms,0 s,0 s,0 s,0 s
2026-02-10 09:06:00,2.08 ms,746 µs,1.85 ms,4.17 ms,0 s,0 s,0 s,0 s
