"Time","rskj-miner1","rskj-miner2","rskj-miner4","rskj-node1"
2026-02-09 18:16:00,348 kB/s,7.99 kB/s,8.52 kB/s,143 kB/s
2026-02-09 18:20:00,128 kB/s,59.5 kB/s,59.6 kB/s,51.5 kB/s
2026-02-09 18:24:00,116 kB/s,15.3 kB/s,15.7 kB/s,1.95 kB/s
2026-02-09 18:28:00,131 kB/s,14.5 kB/s,14.9 kB/s,1.42 kB/s
2026-02-09 18:32:00,112 kB/s,11.8 kB/s,11.8 kB/s,1.46 kB/s
2026-02-09 18:36:00,178 kB/s,9.06 kB/s,68.3 kB/s,58.9 kB/s
2026-02-09 18:40:00,136 kB/s,13.4 kB/s,13.5 kB/s,1.42 kB/s
2026-02-09 18:44:00,150 kB/s,10.9 kB/s,11.3 kB/s,1.06 kB/s
2026-02-09 18:48:00,139 kB/s,12.3 kB/s,12.2 kB/s,1.22 kB/s
2026-02-09 18:52:00,243 kB/s,11.7 kB/s,132 kB/s,122 kB/s
2026-02-09 18:56:00,241 kB/s,11.3 kB/s,131 kB/s,122 kB/s
2026-02-09 19:00:00,103 kB/s,10.9 kB/s,9.12 kB/s,1.40 kB/s
2026-02-09 19:04:00,119 kB/s,9.22 kB/s,9.17 kB/s,1.07 kB/s
2026-02-09 19:08:00,127 kB/s,9.57 kB/s,9.54 kB/s,1.20 kB/s
2026-02-09 19:12:00,135 kB/s,10.6 kB/s,10.8 kB/s,1.32 kB/s
2026-02-09 19:16:00,247 kB/s,13.3 kB/s,134 kB/s,122 kB/s
2026-02-09 19:20:00,74.0 kB/s,7.97 kB/s,7.99 kB/s,1.28 kB/s
2026-02-09 19:24:00,82.8 kB/s,9.41 kB/s,9.41 kB/s,1.36 kB/s
2026-02-09 19:28:00,119 kB/s,7.37 kB/s,7.36 kB/s,1.16 kB/s
2026-02-09 19:32:00,135 kB/s,11.3 kB/s,11.3 kB/s,1.28 kB/s
2026-02-09 19:36:00,252 kB/s,13.9 kB/s,128 kB/s,115 kB/s
2026-02-09 19:40:00,113 kB/s,5.32 kB/s,59.2 kB/s,53.0 kB/s
2026-02-09 19:44:00,121 kB/s,9.02 kB/s,9.39 kB/s,1.02 kB/s
