"Time","rskj-miner1","rskj-miner2","rskj-miner4","rskj-node1"
2026-02-09 18:16:00,4.24 kB/s,6.64 kB/s,2.13 kB/s,1.62 kB/s
2026-02-09 18:20:00,2.46 kB/s,2.16 kB/s,1.22 kB/s,1.24 kB/s
2026-02-09 18:24:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-09 18:28:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-09 18:32:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-09 18:36:00,80.3 B/s,0 kB/s,0 kB/s,0 kB/s
2026-02-09 18:40:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-09 18:44:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-09 18:48:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-09 18:52:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-09 18:56:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-09 19:00:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-09 19:04:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-09 19:08:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-09 19:12:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-09 19:16:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-09 19:20:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-09 19:24:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-09 19:28:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-09 19:32:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-09 19:36:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-09 19:40:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-09 19:44:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-09 19:48:00,0 kB/s,26.8 B/s,0 kB/s,0 kB/s
2026-02-09 19:52:00,0 kB/s,26.8 B/s,0 kB/s,0 kB/s
2026-02-09 19:56:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-09 20:00:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-09 20:04:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-09 20:08:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-09 20:12:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-09 20:16:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-09 20:20:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-09 20:24:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-09 20:28:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-09 20:32:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-09 20:36:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-09 20:40:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-09 20:44:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-09 20:48:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-09 20:52:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-09 20:56:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-09 21:00:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-09 21:04:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-09 21:08:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-09 21:12:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-09 21:16:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-09 21:20:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-09 21:24:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-09 21:28:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-09 21:32:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-09 21:36:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-09 21:40:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-09 21:44:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-09 21:48:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-09 21:52:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-09 21:56:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-09 22:00:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-09 22:04:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-09 22:08:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-09 22:12:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-09 22:16:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-09 22:20:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-09 22:24:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-09 22:28:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-09 22:32:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s
2026-02-09 22:36:00,0 kB/s,0 kB/s,0 kB/s,0 kB/s
