"Time","rskj-miner1:8080 (heap)","rskj-miner2:8080 (heap)","rskj-miner4:8080 (heap)","rskj-node1:8080 (heap)","rskj-miner1:8080-max","rskj-miner2:8080-max","rskj-miner4:8080-max","rskj-node1:8080-max"
2026-02-09 21:36:00,629 MiB,525 MiB,684 MiB,866 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 21:37:00,1.02 GiB,712 MiB,800 MiB,897 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 21:38:00,616 MiB,725 MiB,757 MiB,817 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 21:39:00,1.03 GiB,1.08 GiB,1.06 GiB,1.01 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 21:40:00,592 MiB,422 MiB,1.13 GiB,1022 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 21:41:00,696 MiB,570 MiB,423 MiB,1023 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 21:42:00,844 MiB,659 MiB,1.19 GiB,944 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 21:43:00,953 MiB,686 MiB,1.13 GiB,823 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 21:44:00,956 MiB,639 MiB,1018 MiB,682 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 21:45:00,586 MiB,1.05 GiB,548 MiB,968 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 21:46:00,912 MiB,1.04 GiB,512 MiB,863 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 21:47:00,576 MiB,830 MiB,990 MiB,1.19 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 21:48:00,1.00 GiB,1004 MiB,1.02 GiB,1.13 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 21:49:00,722 MiB,651 MiB,604 MiB,606 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 21:50:00,688 MiB,872 MiB,718 MiB,594 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 21:51:00,1.14 GiB,552 MiB,1.13 GiB,915 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 21:52:00,780 MiB,755 MiB,433 MiB,892 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 21:53:00,1.21 GiB,452 MiB,893 MiB,1.19 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 21:54:00,912 MiB,727 MiB,1.05 GiB,423 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 21:55:00,468 MiB,1.06 GiB,580 MiB,630 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 21:56:00,1.11 GiB,1.12 GiB,575 MiB,554 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 21:57:00,698 MiB,457 MiB,672 MiB,530 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 21:58:00,1.08 GiB,833 MiB,960 MiB,749 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 21:59:00,697 MiB,1.01 GiB,1.05 GiB,769 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 22:00:00,996 MiB,1.06 GiB,1.02 GiB,671 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 22:01:00,576 MiB,734 MiB,614 MiB,930 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 22:02:00,906 MiB,1.05 GiB,827 MiB,1019 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 22:03:00,1.19 GiB,485 MiB,966 MiB,1.07 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 22:04:00,790 MiB,586 MiB,980 MiB,1.04 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 22:05:00,1.18 GiB,682 MiB,996 MiB,987 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 22:06:00,999 MiB,627 MiB,843 MiB,810 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 22:07:00,1.07 GiB,671 MiB,752 MiB,687 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 22:08:00,1.20 GiB,1.03 GiB,1.09 GiB,956 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 22:09:00,819 MiB,1.16 GiB,1.12 GiB,918 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 22:10:00,1.08 GiB,1.19 GiB,1.06 GiB,801 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 22:11:00,633 MiB,1.23 GiB,1014 MiB,661 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 22:12:00,982 MiB,768 MiB,1.20 GiB,820 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 22:13:00,1.09 GiB,915 MiB,526 MiB,825 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 22:14:00,692 MiB,941 MiB,476 MiB,705 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 22:15:00,1.06 GiB,586 MiB,860 MiB,951 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 22:16:00,625 MiB,662 MiB,803 MiB,868 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 22:17:00,952 MiB,671 MiB,715 MiB,742 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 22:18:00,780 MiB,815 MiB,816 MiB,756 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 22:19:00,876 MiB,1.11 GiB,1.02 GiB,906 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 22:20:00,641 MiB,623 MiB,1.21 GiB,956 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 22:21:00,1.04 GiB,1.04 GiB,767 MiB,1.20 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 22:22:00,705 MiB,1.17 GiB,805 MiB,1.15 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 22:23:00,1.14 GiB,896 MiB,1.22 GiB,658 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 22:24:00,916 MiB,554 MiB,861 MiB,943 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 22:25:00,1.21 GiB,637 MiB,847 MiB,855 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 22:26:00,857 MiB,781 MiB,843 MiB,793 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 22:27:00,1.18 GiB,1.17 GiB,1.15 GiB,1.04 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 22:28:00,986 MiB,613 MiB,497 MiB,1.08 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 22:29:00,1.21 GiB,739 MiB,586 MiB,1.09 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 22:30:00,900 MiB,1.19 GiB,949 MiB,548 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 22:31:00,545 MiB,584 MiB,1020 MiB,520 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 22:32:00,899 MiB,924 MiB,1.24 GiB,706 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 22:33:00,1.29 GiB,1003 MiB,1.24 GiB,613 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 22:34:00,951 MiB,1.06 GiB,1.25 GiB,552 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 22:35:00,900 MiB,1.06 GiB,1.18 GiB,1.23 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 22:36:00,1.09 GiB,686 MiB,699 MiB,687 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 22:37:00,678 MiB,768 MiB,678 MiB,584 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 22:38:00,1.24 GiB,632 MiB,1.21 GiB,974 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 22:39:00,868 MiB,727 MiB,1.22 GiB,866 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 22:40:00,1.20 GiB,972 MiB,606 MiB,975 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 22:41:00,1.19 GiB,708 MiB,1.05 GiB,1.25 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 22:42:00,845 MiB,968 MiB,1.20 GiB,525 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 22:43:00,1.29 GiB,731 MiB,906 MiB,869 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 22:44:00,986 MiB,814 MiB,846 MiB,769 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 22:45:00,539 MiB,939 MiB,927 MiB,756 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 22:46:00,634 MiB,1.12 GiB,1.01 GiB,829 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 22:47:00,876 MiB,1.29 GiB,1.10 GiB,844 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 22:48:00,1.25 GiB,624 MiB,1.16 GiB,783 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 22:49:00,726 MiB,934 MiB,601 MiB,969 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 22:50:00,1.01 GiB,1004 MiB,587 MiB,892 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 22:51:00,665 MiB,1.04 GiB,582 MiB,805 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 22:52:00,822 MiB,1.02 GiB,1.27 GiB,646 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 22:53:00,1.20 GiB,758 MiB,888 MiB,967 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 22:54:00,776 MiB,831 MiB,830 MiB,863 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 22:55:00,1.15 GiB,847 MiB,788 MiB,757 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 22:56:00,908 MiB,555 MiB,1.24 GiB,1.06 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 22:57:00,1.27 GiB,754 MiB,1.31 GiB,1.03 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 22:58:00,1.26 GiB,940 MiB,623 MiB,1.05 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 22:59:00,1.28 GiB,1.09 GiB,710 MiB,1.09 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 23:00:00,850 MiB,1.23 GiB,774 MiB,1.09 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 23:01:00,1.24 GiB,786 MiB,1.05 GiB,1.26 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 23:02:00,846 MiB,945 MiB,1.14 GiB,1.27 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 23:03:00,1.18 GiB,1001 MiB,1.09 GiB,1.17 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 23:04:00,775 MiB,1.00 GiB,1.04 GiB,1.05 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 23:05:00,1.05 GiB,809 MiB,730 MiB,603 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 23:06:00,618 MiB,821 MiB,661 MiB,1.26 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 23:07:00,984 MiB,771 MiB,566 MiB,1.13 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 23:08:00,1.29 GiB,1.15 GiB,895 MiB,585 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 23:09:00,881 MiB,1.25 GiB,876 MiB,1.28 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 23:10:00,1.06 GiB,585 MiB,900 MiB,1.21 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 23:11:00,679 MiB,987 MiB,1.21 GiB,687 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 23:12:00,933 MiB,961 MiB,1.13 GiB,1.33 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 23:13:00,1.30 GiB,1.01 GiB,1.12 GiB,1.25 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 23:14:00,958 MiB,678 MiB,690 MiB,748 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 23:15:00,629 MiB,861 MiB,827 MiB,731 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 23:16:00,803 MiB,991 MiB,861 MiB,640 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 23:17:00,916 MiB,1.03 GiB,827 MiB,1.33 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 23:18:00,981 MiB,992 MiB,699 MiB,1.23 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 23:19:00,1.29 GiB,1.33 GiB,1007 MiB,696 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 23:20:00,856 MiB,602 MiB,940 MiB,569 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 23:21:00,1.22 GiB,697 MiB,908 MiB,1.27 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 23:22:00,733 MiB,1.11 GiB,1.24 GiB,770 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 23:23:00,997 MiB,1.20 GiB,1.31 GiB,706 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 23:24:00,1.05 GiB,1.24 GiB,1.25 GiB,1.35 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 23:25:00,595 MiB,838 MiB,793 MiB,782 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 23:26:00,929 MiB,844 MiB,713 MiB,656 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 23:27:00,1.26 GiB,868 MiB,630 MiB,1.31 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 23:28:00,858 MiB,1.28 GiB,1019 MiB,829 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 23:29:00,1.32 GiB,675 MiB,1.13 GiB,806 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 23:30:00,1.14 GiB,1.06 GiB,669 MiB,1.00 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 23:31:00,886 MiB,1.23 GiB,768 MiB,1015 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 23:32:00,1.24 GiB,1.33 GiB,806 MiB,985 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 23:33:00,1013 MiB,930 MiB,1.08 GiB,1.15 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 23:34:00,1.35 GiB,998 MiB,1.11 GiB,1.08 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 23:35:00,1.25 GiB,659 MiB,736 MiB,589 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 23:36:00,802 MiB,693 MiB,685 MiB,1.26 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 23:37:00,1.23 GiB,814 MiB,728 MiB,1.21 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 23:38:00,860 MiB,1.30 GiB,1.11 GiB,720 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 23:39:00,1.03 GiB,1.29 GiB,1.02 GiB,1.37 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 23:40:00,1.40 GiB,1.33 GiB,1.06 GiB,1.33 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 23:41:00,1.34 GiB,873 MiB,1.24 GiB,687 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 23:42:00,1.04 GiB,1.06 GiB,1.36 GiB,718 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 23:43:00,672 MiB,1.31 GiB,715 MiB,762 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 23:44:00,1.20 GiB,1016 MiB,1.06 GiB,1.01 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 23:45:00,799 MiB,1.23 GiB,1.28 GiB,1.11 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 23:46:00,1.39 GiB,633 MiB,615 MiB,1.15 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 23:47:00,856 MiB,632 MiB,1.30 GiB,1.01 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 23:48:00,1.18 GiB,1002 MiB,778 MiB,1.19 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 23:49:00,689 MiB,1.09 GiB,802 MiB,1.17 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 23:50:00,1.02 GiB,1.13 GiB,753 MiB,1.07 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 23:51:00,1.38 GiB,1.24 GiB,834 MiB,1.04 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 23:52:00,972 MiB,802 MiB,1.04 GiB,1.22 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 23:53:00,1.37 GiB,924 MiB,1.10 GiB,1.18 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 23:54:00,971 MiB,1.11 GiB,1.18 GiB,1.16 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 23:55:00,760 MiB,866 MiB,855 MiB,670 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 23:56:00,1.16 GiB,1.21 GiB,1.12 GiB,862 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 23:57:00,1.21 GiB,634 MiB,1.22 GiB,870 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 23:58:00,803 MiB,929 MiB,629 MiB,921 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-09 23:59:00,1.17 GiB,1.22 GiB,870 MiB,1.05 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 00:00:00,820 MiB,1.27 GiB,833 MiB,980 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 00:01:00,1.19 GiB,1.38 GiB,860 MiB,926 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 00:02:00,679 MiB,747 MiB,963 MiB,965 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 00:03:00,1.07 GiB,1.08 GiB,1.24 GiB,1.11 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 00:04:00,1.31 GiB,1.07 GiB,1.14 GiB,989 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 00:05:00,1.05 GiB,881 MiB,861 MiB,1.32 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 00:06:00,1.42 GiB,883 MiB,778 MiB,1.21 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 00:07:00,1019 MiB,1.36 GiB,1.16 GiB,726 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 00:08:00,1.38 GiB,651 MiB,1.16 GiB,1.42 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 00:09:00,778 MiB,720 MiB,1.14 GiB,1.32 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 00:10:00,1.18 GiB,1.20 GiB,757 MiB,854 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 00:11:00,879 MiB,1.32 GiB,770 MiB,768 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 00:12:00,1.43 GiB,1.07 GiB,1.25 GiB,1.10 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 00:13:00,1.04 GiB,1.17 GiB,1.31 GiB,1.05 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 00:14:00,1.32 GiB,1.32 GiB,1.38 GiB,1.04 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 00:15:00,1.31 GiB,1.28 GiB,1.25 GiB,928 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 00:16:00,904 MiB,893 MiB,819 MiB,1.16 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 00:17:00,1.31 GiB,973 MiB,821 MiB,1.11 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 00:18:00,936 MiB,997 MiB,798 MiB,1.02 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 00:19:00,1.33 GiB,642 MiB,1.15 GiB,1.30 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 00:20:00,1002 MiB,934 MiB,1.27 GiB,1.28 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 00:21:00,973 MiB,941 MiB,1.19 GiB,1.15 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 00:22:00,1.17 GiB,1.36 GiB,740 MiB,1.40 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 00:23:00,709 MiB,1.34 GiB,671 MiB,1.27 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 00:24:00,1.18 GiB,1.46 GiB,706 MiB,1.20 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 00:25:00,756 MiB,1.04 GiB,977 MiB,1.44 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 00:26:00,1.14 GiB,1.16 GiB,1.01 GiB,1.40 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 00:27:00,721 MiB,1.18 GiB,989 MiB,1.29 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 00:28:00,1001 MiB,1.13 GiB,842 MiB,1.13 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 00:29:00,1.27 GiB,1.24 GiB,915 MiB,1.10 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 00:30:00,985 MiB,928 MiB,1.31 GiB,1.40 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 00:31:00,718 MiB,1.29 GiB,827 MiB,784 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 00:32:00,988 MiB,864 MiB,1.10 GiB,910 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 00:33:00,1.43 GiB,898 MiB,1.05 GiB,809 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 00:34:00,915 MiB,921 MiB,1.01 GiB,733 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 00:35:00,1.29 GiB,1.28 GiB,1.31 GiB,962 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 00:36:00,840 MiB,1.31 GiB,1.25 GiB,832 MiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 00:37:00,1.29 GiB,944 MiB,801 MiB,1.00 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 00:38:00,1.26 GiB,1.16 GiB,958 MiB,1.06 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 00:39:00,871 MiB,1.28 GiB,1002 MiB,1.02 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 00:40:00,1.32 GiB,953 MiB,1.37 GiB,1.29 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 00:41:00,848 MiB,953 MiB,1.29 GiB,1.17 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 00:42:00,1.25 GiB,1.13 GiB,1.39 GiB,1.17 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 00:43:00,1.27 GiB,1.36 GiB,746 MiB,1.28 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 00:44:00,857 MiB,1.46 GiB,779 MiB,1.22 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 00:45:00,1.22 GiB,859 MiB,949 MiB,1.29 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
2026-02-10 00:46:00,908 MiB,1.20 GiB,1.19 GiB,1.46 GiB,2.90 GiB,2.90 GiB,2.90 GiB,2.90 GiB
