"Time","rskj-miner1","rskj-miner2","rskj-miner4","rskj-node1"
2026-02-10 00:30:00,,,,1.13
2026-02-10 00:52:00,,,1.04,
2026-02-10 04:18:00,,6.57,,
2026-02-10 04:42:00,1.61,,,1.45
2026-02-10 05:26:00,1.66,,2.24,
2026-02-10 05:50:00,,,1.08,
2026-02-10 06:14:00,,,1.30,1.32
2026-02-10 08:58:00,1.19,,,
2026-02-10 09:44:00,1.21,7.86,1.39,1.51
2026-02-10 11:38:00,2.19,,,1.26
2026-02-10 13:36:00,1.84,10.4,,1.74
2026-02-10 14:00:00,,,1.64,
2026-02-10 14:44:00,,,,1.43
