"Time","rskj-miner1","rskj-miner2","rskj-miner4","rskj-node1","rskj-miner1","rskj-miner2","rskj-miner4","rskj-node1"
2026-02-10 11:16:00,39.0 KiB,3.25 KiB,3.23 KiB,3.22 KiB,-43.7 KiB,-11.5 KiB,-11.6 KiB,-11.5 KiB
2026-02-10 11:18:00,39.0 KiB,3.30 KiB,3.30 KiB,3.30 KiB,-43.7 KiB,-11.6 KiB,-11.7 KiB,-11.5 KiB
2026-02-10 11:20:00,29.7 KiB,3.12 KiB,3.12 KiB,3.12 KiB,-35.7 KiB,-11.5 KiB,-11.5 KiB,-11.4 KiB
2026-02-10 11:22:00,24.7 KiB,2.98 KiB,2.97 KiB,3.03 KiB,-31.5 KiB,-11.4 KiB,-11.4 KiB,-11.3 KiB
2026-02-10 11:24:00,28.8 KiB,3.25 KiB,3.23 KiB,3.27 KiB,-35.1 KiB,-11.6 KiB,-11.6 KiB,-11.5 KiB
2026-02-10 11:26:00,38.8 KiB,3.11 KiB,3.11 KiB,3.13 KiB,-43.5 KiB,-11.5 KiB,-11.5 KiB,-11.4 KiB
2026-02-10 11:28:00,38.9 KiB,3.86 KiB,3.87 KiB,3.88 KiB,-44.1 KiB,-12.2 KiB,-12.2 KiB,-12.0 KiB
2026-02-10 11:30:00,38.9 KiB,3.86 KiB,3.85 KiB,3.83 KiB,-44.1 KiB,-12.1 KiB,-12.1 KiB,-12.0 KiB
2026-02-10 11:32:00,36.0 KiB,4.12 KiB,4.08 KiB,4.06 KiB,-41.8 KiB,-12.4 KiB,-12.4 KiB,-12.2 KiB
2026-02-10 11:34:00,36.0 KiB,3.95 KiB,3.91 KiB,3.91 KiB,-41.6 KiB,-12.2 KiB,-12.2 KiB,-12.1 KiB
2026-02-10 11:36:00,35.9 KiB,2.61 KiB,2.59 KiB,2.59 KiB,-40.6 KiB,-11.1 KiB,-11.1 KiB,-10.9 KiB
2026-02-10 11:38:00,31.0 KiB,2.09 KiB,2.07 KiB,2.15 KiB,-36.0 KiB,-10.6 KiB,-10.6 KiB,-10.6 KiB
2026-02-10 11:40:00,27.8 KiB,2.29 KiB,2.26 KiB,2.28 KiB,-33.4 KiB,-10.8 KiB,-10.8 KiB,-10.7 KiB
2026-02-10 11:42:00,30.3 KiB,3.01 KiB,3.01 KiB,3.02 KiB,-36.1 KiB,-11.4 KiB,-11.4 KiB,-11.2 KiB
2026-02-10 11:44:00,38.0 KiB,3.28 KiB,3.26 KiB,3.30 KiB,-42.8 KiB,-11.7 KiB,-11.7 KiB,-11.5 KiB
2026-02-10 11:46:00,38.0 KiB,3.31 KiB,3.31 KiB,3.35 KiB,-42.8 KiB,-11.8 KiB,-11.7 KiB,-11.5 KiB
2026-02-10 11:48:00,37.9 KiB,3.14 KiB,3.15 KiB,3.15 KiB,-42.7 KiB,-11.5 KiB,-11.6 KiB,-11.4 KiB
2026-02-10 11:50:00,34.0 KiB,2.31 KiB,2.31 KiB,2.31 KiB,-38.7 KiB,-10.8 KiB,-10.8 KiB,-10.7 KiB
2026-02-10 11:52:00,33.9 KiB,2.12 KiB,2.12 KiB,2.11 KiB,-38.5 KiB,-10.7 KiB,-10.6 KiB,-10.5 KiB
2026-02-10 11:54:00,35.0 KiB,2.20 KiB,2.20 KiB,2.15 KiB,-39.5 KiB,-10.8 KiB,-10.7 KiB,-10.6 KiB
2026-02-10 11:56:00,35.9 KiB,2.33 KiB,2.32 KiB,2.30 KiB,-40.4 KiB,-10.8 KiB,-10.8 KiB,-10.7 KiB
2026-02-10 11:58:00,36.1 KiB,3.35 KiB,3.34 KiB,3.33 KiB,-41.3 KiB,-11.8 KiB,-11.7 KiB,-11.6 KiB
2026-02-10 12:00:00,37.7 KiB,3.35 KiB,3.32 KiB,3.31 KiB,-42.7 KiB,-11.7 KiB,-11.7 KiB,-11.6 KiB
2026-02-10 12:02:00,29.6 KiB,3.22 KiB,3.18 KiB,3.19 KiB,-35.7 KiB,-11.6 KiB,-11.6 KiB,-11.4 KiB
2026-02-10 12:04:00,27.8 KiB,3.31 KiB,3.25 KiB,3.25 KiB,-34.3 KiB,-11.6 KiB,-11.6 KiB,-11.5 KiB
2026-02-10 12:06:00,31.9 KiB,3.29 KiB,3.22 KiB,3.23 KiB,-37.8 KiB,-11.6 KiB,-11.6 KiB,-11.5 KiB
2026-02-10 12:08:00,35.3 KiB,3.14 KiB,3.10 KiB,3.09 KiB,-40.5 KiB,-11.5 KiB,-11.5 KiB,-11.4 KiB
2026-02-10 12:10:00,34.8 KiB,2.47 KiB,2.47 KiB,2.46 KiB,-39.6 KiB,-11.0 KiB,-10.9 KiB,-10.8 KiB
2026-02-10 12:12:00,35.0 KiB,3.09 KiB,3.08 KiB,3.12 KiB,-40.2 KiB,-11.5 KiB,-11.4 KiB,-11.4 KiB
2026-02-10 12:14:00,34.7 KiB,2.73 KiB,2.73 KiB,2.73 KiB,-39.7 KiB,-11.2 KiB,-11.1 KiB,-11.0 KiB
2026-02-10 12:16:00,34.7 KiB,2.67 KiB,2.65 KiB,2.66 KiB,-39.6 KiB,-11.1 KiB,-11.1 KiB,-10.9 KiB
2026-02-10 12:18:00,34.6 KiB,3.27 KiB,3.26 KiB,3.28 KiB,-39.9 KiB,-11.7 KiB,-11.7 KiB,-11.5 KiB
2026-02-10 12:20:00,37.4 KiB,3.30 KiB,3.28 KiB,3.29 KiB,-42.3 KiB,-11.7 KiB,-11.7 KiB,-11.5 KiB
2026-02-10 12:22:00,37.4 KiB,3.33 KiB,3.33 KiB,3.34 KiB,-42.4 KiB,-11.7 KiB,-11.7 KiB,-11.5 KiB
2026-02-10 12:24:00,38.1 KiB,2.73 KiB,2.72 KiB,2.73 KiB,-42.7 KiB,-11.2 KiB,-11.2 KiB,-11.0 KiB
2026-02-10 12:26:00,30.2 KiB,3.18 KiB,3.16 KiB,3.17 KiB,-36.3 KiB,-11.5 KiB,-11.5 KiB,-11.4 KiB
2026-02-10 12:28:00,30.3 KiB,3.36 KiB,3.34 KiB,3.37 KiB,-36.4 KiB,-11.7 KiB,-11.7 KiB,-11.6 KiB
2026-02-10 12:30:00,34.8 KiB,3.20 KiB,3.19 KiB,3.21 KiB,-40.1 KiB,-11.6 KiB,-11.6 KiB,-11.5 KiB
2026-02-10 12:32:00,36.3 KiB,2.23 KiB,2.21 KiB,2.24 KiB,-40.8 KiB,-10.7 KiB,-10.7 KiB,-10.6 KiB
2026-02-10 12:34:00,36.2 KiB,2.22 KiB,2.21 KiB,2.23 KiB,-40.7 KiB,-10.7 KiB,-10.7 KiB,-10.6 KiB
2026-02-10 12:36:00,37.8 KiB,3.09 KiB,3.09 KiB,3.12 KiB,-42.7 KiB,-11.5 KiB,-11.5 KiB,-11.4 KiB
2026-02-10 12:38:00,39.5 KiB,3.21 KiB,3.17 KiB,3.20 KiB,-44.2 KiB,-11.5 KiB,-11.6 KiB,-11.5 KiB
2026-02-10 12:40:00,39.4 KiB,3.10 KiB,3.07 KiB,3.09 KiB,-44.1 KiB,-11.5 KiB,-11.5 KiB,-11.4 KiB
2026-02-10 12:42:00,39.2 KiB,3.21 KiB,3.13 KiB,3.16 KiB,-43.8 KiB,-11.5 KiB,-11.6 KiB,-11.5 KiB
2026-02-10 12:44:00,37.0 KiB,3.99 KiB,3.99 KiB,4.01 KiB,-42.6 KiB,-12.3 KiB,-12.3 KiB,-12.1 KiB
2026-02-10 12:46:00,36.9 KiB,3.20 KiB,3.22 KiB,3.24 KiB,-41.8 KiB,-11.6 KiB,-11.6 KiB,-11.4 KiB
2026-02-10 12:48:00,35.9 KiB,2.30 KiB,2.30 KiB,2.33 KiB,-40.4 KiB,-10.8 KiB,-10.8 KiB,-10.7 KiB
2026-02-10 12:50:00,20.0 KiB,1.51 KiB,1.50 KiB,1.51 KiB,-26.3 KiB,-10.1 KiB,-10.1 KiB,-10.0 KiB
2026-02-10 12:52:00,14.1 KiB,2.28 KiB,2.27 KiB,2.29 KiB,-21.8 KiB,-10.7 KiB,-10.7 KiB,-10.6 KiB
2026-02-10 12:54:00,27.1 KiB,3.24 KiB,3.22 KiB,3.25 KiB,-33.4 KiB,-11.6 KiB,-11.6 KiB,-11.5 KiB
2026-02-10 12:56:00,36.6 KiB,3.20 KiB,3.17 KiB,3.18 KiB,-40.9 KiB,-11.6 KiB,-11.5 KiB,-11.5 KiB
2026-02-10 12:58:00,20.6 KiB,2.28 KiB,2.28 KiB,2.27 KiB,-26.7 KiB,-10.9 KiB,-10.7 KiB,-10.7 KiB
2026-02-10 13:00:00,14.1 KiB,3.05 KiB,3.03 KiB,3.04 KiB,-22.5 KiB,-11.5 KiB,-11.4 KiB,-11.3 KiB
2026-02-10 13:02:00,24.0 KiB,3.17 KiB,3.12 KiB,3.14 KiB,-30.9 KiB,-11.6 KiB,-11.6 KiB,-11.4 KiB
2026-02-10 13:04:00,39.8 KiB,3.43 KiB,3.40 KiB,3.41 KiB,-44.7 KiB,-11.8 KiB,-11.8 KiB,-11.6 KiB
2026-02-10 13:06:00,38.6 KiB,2.97 KiB,2.96 KiB,2.96 KiB,-43.3 KiB,-11.4 KiB,-11.4 KiB,-11.1 KiB
2026-02-10 13:08:00,38.7 KiB,2.83 KiB,2.83 KiB,2.81 KiB,-43.4 KiB,-11.3 KiB,-11.2 KiB,-11.0 KiB
2026-02-10 13:10:00,38.2 KiB,2.41 KiB,2.41 KiB,2.38 KiB,-42.4 KiB,-10.9 KiB,-10.9 KiB,-10.7 KiB
2026-02-10 13:12:00,37.8 KiB,2.57 KiB,2.55 KiB,2.54 KiB,-42.2 KiB,-11.0 KiB,-11.1 KiB,-10.9 KiB
2026-02-10 13:14:00,38.1 KiB,3.53 KiB,3.50 KiB,3.50 KiB,-43.1 KiB,-11.9 KiB,-11.9 KiB,-11.7 KiB
2026-02-10 13:16:00,37.3 KiB,3.42 KiB,3.38 KiB,3.39 KiB,-42.3 KiB,-11.8 KiB,-11.8 KiB,-11.6 KiB
2026-02-10 13:18:00,37.2 KiB,3.18 KiB,3.19 KiB,3.17 KiB,-42.1 KiB,-11.6 KiB,-11.6 KiB,-11.4 KiB
2026-02-10 13:20:00,37.2 KiB,3.11 KiB,3.12 KiB,3.10 KiB,-42.1 KiB,-11.5 KiB,-11.5 KiB,-11.3 KiB
2026-02-10 13:22:00,35.3 KiB,3.20 KiB,3.19 KiB,3.18 KiB,-40.4 KiB,-11.6 KiB,-11.6 KiB,-11.4 KiB
2026-02-10 13:24:00,35.2 KiB,3.19 KiB,3.16 KiB,3.17 KiB,-40.4 KiB,-11.6 KiB,-11.6 KiB,-11.4 KiB
2026-02-10 13:26:00,38.0 KiB,2.29 KiB,2.27 KiB,2.28 KiB,-42.3 KiB,-10.8 KiB,-10.8 KiB,-10.7 KiB
2026-02-10 13:28:00,38.3 KiB,2.49 KiB,2.47 KiB,2.47 KiB,-42.6 KiB,-11.0 KiB,-11.0 KiB,-10.8 KiB
2026-02-10 13:30:00,38.3 KiB,2.35 KiB,2.35 KiB,2.34 KiB,-42.5 KiB,-10.8 KiB,-10.9 KiB,-10.7 KiB
2026-02-10 13:32:00,39.8 KiB,2.72 KiB,2.70 KiB,2.70 KiB,-44.1 KiB,-11.1 KiB,-11.2 KiB,-11.0 KiB
2026-02-10 13:34:00,38.9 KiB,3.10 KiB,3.08 KiB,3.10 KiB,-43.7 KiB,-11.4 KiB,-11.5 KiB,-11.3 KiB
2026-02-10 13:36:00,38.9 KiB,2.93 KiB,2.93 KiB,2.95 KiB,-43.5 KiB,-11.4 KiB,-11.4 KiB,-11.2 KiB
2026-02-10 13:38:00,34.3 KiB,2.37 KiB,2.37 KiB,2.38 KiB,-39.2 KiB,-10.9 KiB,-10.9 KiB,-10.7 KiB
2026-02-10 13:40:00,24.4 KiB,2.80 KiB,2.78 KiB,2.78 KiB,-31.0 KiB,-11.2 KiB,-11.2 KiB,-11.1 KiB
2026-02-10 13:42:00,24.5 KiB,3.05 KiB,3.04 KiB,3.03 KiB,-31.3 KiB,-11.5 KiB,-11.4 KiB,-11.3 KiB
2026-02-10 13:44:00,39.2 KiB,3.05 KiB,3.04 KiB,3.03 KiB,-43.9 KiB,-11.4 KiB,-11.4 KiB,-11.3 KiB
2026-02-10 13:46:00,35.3 KiB,3.01 KiB,3.01 KiB,3.01 KiB,-40.5 KiB,-11.4 KiB,-11.2 KiB,-11.3 KiB
2026-02-10 13:48:00,35.4 KiB,2.87 KiB,2.90 KiB,2.90 KiB,-40.6 KiB,-10.7 KiB,-10.7 KiB,-10.4 KiB
2026-02-10 13:50:00,41.2 KiB,3.09 KiB,3.10 KiB,3.12 KiB,-45.5 KiB,-10.7 KiB,-10.8 KiB,-10.4 KiB
2026-02-10 13:52:00,34.8 KiB,3.22 KiB,3.26 KiB,3.27 KiB,-39.8 KiB,-10.9 KiB,-11.6 KiB,-10.5 KiB
2026-02-10 13:54:00,34.6 KiB,3.11 KiB,3.13 KiB,3.16 KiB,-39.7 KiB,-11.5 KiB,-11.5 KiB,-11.3 KiB
2026-02-10 13:56:00,41.1 KiB,2.94 KiB,2.96 KiB,2.97 KiB,-45.2 KiB,-11.4 KiB,-11.4 KiB,-11.2 KiB
2026-02-10 13:58:00,33.6 KiB,2.31 KiB,2.31 KiB,2.32 KiB,-38.4 KiB,-10.8 KiB,-10.8 KiB,-10.6 KiB
2026-02-10 14:00:00,33.7 KiB,3.04 KiB,3.05 KiB,3.06 KiB,-39.1 KiB,-11.4 KiB,-11.4 KiB,-11.3 KiB
2026-02-10 14:02:00,40.8 KiB,2.93 KiB,2.91 KiB,2.94 KiB,-45.1 KiB,-11.3 KiB,-11.3 KiB,-11.2 KiB
2026-02-10 14:04:00,26.7 KiB,3.18 KiB,3.17 KiB,3.19 KiB,-33.3 KiB,-11.5 KiB,-11.5 KiB,-11.3 KiB
2026-02-10 14:06:00,26.6 KiB,2.36 KiB,2.34 KiB,2.35 KiB,-32.6 KiB,-10.8 KiB,-10.8 KiB,-10.7 KiB
2026-02-10 14:08:00,35.2 KiB,3.18 KiB,3.18 KiB,3.19 KiB,-40.5 KiB,-11.5 KiB,-11.5 KiB,-11.4 KiB
2026-02-10 14:10:00,36.9 KiB,2.27 KiB,2.25 KiB,2.27 KiB,-41.3 KiB,-10.7 KiB,-10.8 KiB,-10.6 KiB
2026-02-10 14:12:00,37.0 KiB,2.17 KiB,2.15 KiB,2.14 KiB,-41.3 KiB,-10.6 KiB,-10.6 KiB,-10.5 KiB
2026-02-10 14:14:00,38.8 KiB,3.14 KiB,3.15 KiB,3.13 KiB,-43.6 KiB,-11.6 KiB,-11.5 KiB,-11.4 KiB
2026-02-10 14:16:00,39.0 KiB,3.23 KiB,3.23 KiB,3.23 KiB,-43.8 KiB,-11.6 KiB,-11.6 KiB,-11.5 KiB
2026-02-10 14:18:00,38.9 KiB,2.96 KiB,2.96 KiB,2.95 KiB,-43.5 KiB,-11.4 KiB,-11.4 KiB,-11.3 KiB
2026-02-10 14:20:00,38.6 KiB,2.32 KiB,2.31 KiB,2.29 KiB,-42.7 KiB,-10.7 KiB,-10.8 KiB,-10.7 KiB
2026-02-10 14:22:00,36.8 KiB,2.92 KiB,2.90 KiB,2.89 KiB,-41.6 KiB,-11.2 KiB,-11.4 KiB,-11.2 KiB
2026-02-10 14:24:00,36.8 KiB,3.27 KiB,3.26 KiB,3.26 KiB,-41.8 KiB,-11.6 KiB,-11.6 KiB,-11.5 KiB
2026-02-10 14:26:00,35.4 KiB,2.72 KiB,2.69 KiB,2.70 KiB,-40.4 KiB,-11.2 KiB,-11.1 KiB,-11.0 KiB
2026-02-10 14:28:00,29.2 KiB,3.45 KiB,3.41 KiB,3.45 KiB,-35.7 KiB,-11.8 KiB,-11.8 KiB,-11.6 KiB
2026-02-10 14:30:00,29.2 KiB,3.24 KiB,3.24 KiB,3.28 KiB,-35.5 KiB,-11.6 KiB,-11.6 KiB,-11.5 KiB
2026-02-10 14:32:00,39.9 KiB,2.36 KiB,2.34 KiB,2.37 KiB,-43.8 KiB,-10.8 KiB,-10.9 KiB,-10.7 KiB
2026-02-10 14:34:00,39.2 KiB,3.11 KiB,3.09 KiB,3.10 KiB,-43.8 KiB,-11.4 KiB,-11.5 KiB,-11.3 KiB
2026-02-10 14:36:00,39.2 KiB,3.05 KiB,3.02 KiB,3.01 KiB,-43.7 KiB,-11.4 KiB,-11.4 KiB,-11.3 KiB
2026-02-10 14:38:00,38.0 KiB,3.15 KiB,3.10 KiB,3.08 KiB,-42.8 KiB,-11.5 KiB,-11.5 KiB,-11.4 KiB
2026-02-10 14:40:00,38.1 KiB,3.66 KiB,3.61 KiB,3.58 KiB,-43.3 KiB,-11.9 KiB,-12.0 KiB,-11.8 KiB
2026-02-10 14:42:00,38.0 KiB,3.20 KiB,3.15 KiB,3.13 KiB,-42.8 KiB,-11.6 KiB,-11.6 KiB,-11.4 KiB
2026-02-10 14:44:00,39.5 KiB,4.00 KiB,3.95 KiB,3.92 KiB,-44.6 KiB,-12.3 KiB,-12.3 KiB,-12.1 KiB
2026-02-10 14:46:00,39.5 KiB,4.09 KiB,4.05 KiB,4.02 KiB,-44.7 KiB,-12.3 KiB,-12.4 KiB,-12.2 KiB
2026-02-10 14:48:00,40.4 KiB,4.17 KiB,4.13 KiB,4.10 KiB,-45.6 KiB,-12.4 KiB,-12.5 KiB,-12.3 KiB
2026-02-10 14:50:00,24.4 KiB,3.16 KiB,3.13 KiB,3.11 KiB,-31.2 KiB,-11.5 KiB,-11.6 KiB,-11.5 KiB
2026-02-10 14:52:00,8.52 KiB,2.14 KiB,2.13 KiB,2.13 KiB,-16.9 KiB,-10.7 KiB,-10.7 KiB,-10.6 KiB
2026-02-10 14:54:00,11.9 KiB,2.29 KiB,2.28 KiB,2.29 KiB,-20.0 KiB,-10.8 KiB,-10.7 KiB,-10.7 KiB
2026-02-10 14:56:00,27.9 KiB,3.18 KiB,3.15 KiB,3.16 KiB,-34.3 KiB,-11.5 KiB,-11.5 KiB,-11.4 KiB
2026-02-10 14:58:00,39.5 KiB,3.12 KiB,3.09 KiB,3.08 KiB,-44.0 KiB,-11.5 KiB,-11.4 KiB,-11.4 KiB
2026-02-10 15:00:00,35.4 KiB,3.90 KiB,3.86 KiB,3.86 KiB,-41.1 KiB,-12.2 KiB,-12.2 KiB,-12.1 KiB
2026-02-10 15:02:00,35.1 KiB,2.36 KiB,2.32 KiB,2.34 KiB,-39.7 KiB,-10.9 KiB,-10.9 KiB,-10.7 KiB
2026-02-10 15:04:00,39.6 KiB,3.24 KiB,3.22 KiB,3.21 KiB,-44.3 KiB,-11.6 KiB,-11.6 KiB,-11.5 KiB
2026-02-10 15:06:00,39.8 KiB,4.14 KiB,4.16 KiB,4.12 KiB,-45.0 KiB,-12.5 KiB,-12.4 KiB,-12.3 KiB
2026-02-10 15:08:00,39.6 KiB,3.31 KiB,3.33 KiB,3.30 KiB,-44.4 KiB,-11.7 KiB,-11.7 KiB,-11.5 KiB
2026-02-10 15:10:00,36.2 KiB,3.44 KiB,3.47 KiB,3.44 KiB,-41.5 KiB,-11.8 KiB,-11.8 KiB,-11.7 KiB
2026-02-10 15:12:00,35.9 KiB,2.41 KiB,2.43 KiB,2.41 KiB,-40.6 KiB,-10.9 KiB,-10.9 KiB,-10.8 KiB
2026-02-10 15:14:00,37.7 KiB,2.43 KiB,2.42 KiB,2.44 KiB,-42.1 KiB,-10.9 KiB,-10.9 KiB,-10.8 KiB
2026-02-10 15:16:00,38.5 KiB,3.05 KiB,3.04 KiB,3.04 KiB,-43.1 KiB,-11.5 KiB,-11.4 KiB,-11.3 KiB
2026-02-10 15:18:00,38.6 KiB,3.21 KiB,3.20 KiB,3.20 KiB,-43.2 KiB,-11.7 KiB,-11.6 KiB,-11.5 KiB
2026-02-10 15:20:00,40.5 KiB,3.52 KiB,3.51 KiB,3.50 KiB,-45.2 KiB,-11.8 KiB,-11.9 KiB,-11.8 KiB
2026-02-10 15:22:00,35.9 KiB,2.36 KiB,2.32 KiB,2.32 KiB,-40.6 KiB,-10.7 KiB,-10.8 KiB,-10.8 KiB
2026-02-10 15:24:00,35.9 KiB,2.59 KiB,2.55 KiB,2.57 KiB,-40.6 KiB,-11.0 KiB,-11.1 KiB,-10.9 KiB
2026-02-10 15:26:00,37.9 KiB,2.98 KiB,2.97 KiB,2.99 KiB,-42.6 KiB,-11.4 KiB,-11.4 KiB,-11.2 KiB
2026-02-10 15:28:00,32.4 KiB,2.88 KiB,2.89 KiB,2.89 KiB,-37.8 KiB,-11.3 KiB,-11.3 KiB,-11.2 KiB
2026-02-10 15:30:00,32.3 KiB,2.77 KiB,2.77 KiB,2.77 KiB,-37.7 KiB,-11.2 KiB,-11.2 KiB,-11.1 KiB
2026-02-10 15:32:00,39.0 KiB,2.91 KiB,2.90 KiB,2.89 KiB,-43.5 KiB,-11.3 KiB,-11.3 KiB,-11.2 KiB
2026-02-10 15:34:00,23.2 KiB,2.40 KiB,2.37 KiB,2.38 KiB,-29.6 KiB,-10.8 KiB,-10.9 KiB,-10.8 KiB
2026-02-10 15:36:00,9.83 KiB,2.76 KiB,2.73 KiB,2.74 KiB,-18.5 KiB,-11.2 KiB,-11.2 KiB,-11.1 KiB
2026-02-10 15:38:00,20.0 KiB,2.33 KiB,2.30 KiB,2.30 KiB,-26.9 KiB,-10.8 KiB,-10.8 KiB,-10.7 KiB
2026-02-10 15:40:00,35.9 KiB,3.16 KiB,3.14 KiB,3.14 KiB,-41.1 KiB,-11.5 KiB,-11.5 KiB,-11.4 KiB
2026-02-10 15:42:00,35.8 KiB,2.34 KiB,2.33 KiB,2.32 KiB,-40.4 KiB,-10.8 KiB,-10.8 KiB,-10.7 KiB
2026-02-10 15:44:00,36.0 KiB,3.21 KiB,3.21 KiB,3.22 KiB,-41.1 KiB,-11.5 KiB,-11.6 KiB,-11.4 KiB
2026-02-10 15:46:00,38.3 KiB,3.01 KiB,3.01 KiB,3.02 KiB,-43.0 KiB,-11.3 KiB,-11.4 KiB,-11.2 KiB
2026-02-10 15:48:00,38.9 KiB,2.98 KiB,2.98 KiB,2.99 KiB,-43.5 KiB,-11.4 KiB,-11.4 KiB,-11.2 KiB
2026-02-10 15:50:00,38.9 KiB,2.98 KiB,2.97 KiB,3.00 KiB,-43.5 KiB,-11.4 KiB,-11.4 KiB,-11.3 KiB
2026-02-10 15:52:00,39.3 KiB,2.33 KiB,2.30 KiB,2.33 KiB,-43.2 KiB,-10.8 KiB,-10.8 KiB,-10.7 KiB
2026-02-10 15:54:00,38.4 KiB,3.09 KiB,3.08 KiB,3.11 KiB,-43.1 KiB,-11.5 KiB,-11.5 KiB,-11.3 KiB
2026-02-10 15:56:00,38.4 KiB,3.13 KiB,3.14 KiB,3.15 KiB,-43.1 KiB,-11.5 KiB,-11.5 KiB,-11.3 KiB
2026-02-10 15:58:00,36.8 KiB,4.04 KiB,4.07 KiB,4.09 KiB,-42.5 KiB,-12.3 KiB,-12.3 KiB,-12.1 KiB
2026-02-10 16:00:00,36.6 KiB,3.16 KiB,3.16 KiB,3.18 KiB,-41.7 KiB,-11.6 KiB,-11.5 KiB,-11.4 KiB
2026-02-10 16:02:00,36.6 KiB,3.44 KiB,3.46 KiB,3.45 KiB,-41.7 KiB,-11.8 KiB,-11.7 KiB,-11.6 KiB
2026-02-10 16:04:00,35.7 KiB,2.95 KiB,2.96 KiB,2.96 KiB,-40.7 KiB,-11.4 KiB,-11.3 KiB,-11.2 KiB
2026-02-10 16:06:00,35.6 KiB,2.63 KiB,2.63 KiB,2.62 KiB,-40.4 KiB,-11.1 KiB,-11.1 KiB,-11.0 KiB
2026-02-10 16:08:00,37.6 KiB,2.67 KiB,2.64 KiB,2.65 KiB,-42.1 KiB,-11.1 KiB,-11.2 KiB,-11.0 KiB
2026-02-10 16:10:00,35.0 KiB,3.20 KiB,3.18 KiB,3.16 KiB,-40.2 KiB,-11.6 KiB,-11.7 KiB,-11.5 KiB
2026-02-10 16:12:00,34.9 KiB,2.71 KiB,2.69 KiB,2.68 KiB,-39.7 KiB,-11.2 KiB,-11.2 KiB,-11.1 KiB
2026-02-10 16:14:00,39.0 KiB,2.89 KiB,2.88 KiB,2.86 KiB,-43.5 KiB,-11.3 KiB,-11.3 KiB,-11.2 KiB
2026-02-10 16:16:00,35.5 KiB,2.45 KiB,2.46 KiB,2.43 KiB,-40.2 KiB,-10.9 KiB,-10.9 KiB,-10.8 KiB
2026-02-10 16:18:00,35.5 KiB,2.18 KiB,2.19 KiB,2.17 KiB,-40.0 KiB,-10.7 KiB,-10.8 KiB,-10.6 KiB
2026-02-10 16:20:00,40.9 KiB,2.37 KiB,2.39 KiB,2.38 KiB,-44.7 KiB,-10.9 KiB,-11.0 KiB,-10.8 KiB
2026-02-10 16:22:00,38.4 KiB,2.94 KiB,2.95 KiB,2.95 KiB,-42.9 KiB,-11.4 KiB,-11.3 KiB,-11.3 KiB
2026-02-10 16:24:00,38.2 KiB,2.53 KiB,2.52 KiB,2.53 KiB,-42.5 KiB,-11.0 KiB,-11.0 KiB,-10.9 KiB
2026-02-10 16:26:00,37.0 KiB,3.18 KiB,3.13 KiB,3.11 KiB,-41.9 KiB,-11.6 KiB,-11.5 KiB,-11.4 KiB
2026-02-10 16:28:00,35.8 KiB,3.14 KiB,3.14 KiB,3.12 KiB,-41.0 KiB,-11.4 KiB,-11.6 KiB,-11.4 KiB
2026-02-10 16:30:00,35.7 KiB,2.38 KiB,2.38 KiB,2.38 KiB,-40.3 KiB,-10.8 KiB,-10.9 KiB,-10.8 KiB
2026-02-10 16:32:00,36.7 KiB,2.65 KiB,2.64 KiB,2.63 KiB,-41.3 KiB,-11.1 KiB,-11.1 KiB,-11.0 KiB
2026-02-10 16:34:00,36.8 KiB,2.75 KiB,2.74 KiB,2.73 KiB,-41.4 KiB,-11.2 KiB,-11.2 KiB,-11.1 KiB
2026-02-10 16:36:00,36.9 KiB,3.11 KiB,3.11 KiB,3.07 KiB,-41.8 KiB,-11.5 KiB,-11.5 KiB,-11.3 KiB
