"Time","rskj-miner1","rskj-miner2","rskj-miner4","rskj-node1","rskj-miner1","rskj-miner2","rskj-miner4","rskj-node1"
2026-02-09 23:48:00,38.4 KiB,2.90 KiB,2.88 KiB,2.88 KiB,-43.0 KiB,-11.3 KiB,-11.4 KiB,-11.2 KiB
2026-02-09 23:50:00,38.3 KiB,2.88 KiB,2.87 KiB,2.88 KiB,-42.9 KiB,-11.3 KiB,-11.3 KiB,-11.2 KiB
2026-02-09 23:52:00,34.6 KiB,2.33 KiB,2.31 KiB,2.34 KiB,-39.2 KiB,-10.8 KiB,-10.8 KiB,-10.7 KiB
2026-02-09 23:54:00,34.1 KiB,2.39 KiB,2.36 KiB,2.39 KiB,-38.8 KiB,-10.9 KiB,-10.9 KiB,-10.7 KiB
2026-02-09 23:56:00,34.2 KiB,3.30 KiB,3.26 KiB,3.29 KiB,-39.4 KiB,-11.7 KiB,-11.7 KiB,-11.5 KiB
2026-02-09 23:58:00,37.6 KiB,3.23 KiB,3.19 KiB,3.20 KiB,-42.2 KiB,-11.6 KiB,-11.6 KiB,-11.4 KiB
2026-02-10 00:00:00,37.7 KiB,3.23 KiB,3.20 KiB,3.20 KiB,-42.5 KiB,-11.6 KiB,-11.6 KiB,-11.4 KiB
2026-02-10 00:02:00,37.5 KiB,2.65 KiB,2.62 KiB,2.64 KiB,-42.0 KiB,-11.1 KiB,-11.1 KiB,-10.9 KiB
2026-02-10 00:04:00,37.2 KiB,2.47 KiB,2.44 KiB,2.46 KiB,-41.6 KiB,-10.9 KiB,-10.9 KiB,-10.8 KiB
2026-02-10 00:06:00,37.3 KiB,3.16 KiB,3.14 KiB,3.14 KiB,-42.2 KiB,-11.5 KiB,-11.5 KiB,-11.4 KiB
2026-02-10 00:08:00,40.7 KiB,3.17 KiB,3.14 KiB,3.13 KiB,-45.0 KiB,-11.5 KiB,-11.5 KiB,-11.4 KiB
2026-02-10 00:10:00,35.0 KiB,2.67 KiB,2.65 KiB,2.65 KiB,-39.8 KiB,-11.1 KiB,-11.1 KiB,-11.0 KiB
2026-02-10 00:12:00,35.0 KiB,2.60 KiB,2.58 KiB,2.57 KiB,-39.7 KiB,-11.0 KiB,-11.0 KiB,-10.9 KiB
2026-02-10 00:14:00,40.9 KiB,3.34 KiB,3.30 KiB,3.29 KiB,-45.5 KiB,-11.6 KiB,-11.6 KiB,-11.5 KiB
2026-02-10 00:16:00,28.6 KiB,3.09 KiB,3.07 KiB,3.05 KiB,-34.8 KiB,-11.5 KiB,-11.4 KiB,-11.3 KiB
2026-02-10 00:18:00,28.5 KiB,2.38 KiB,2.36 KiB,2.37 KiB,-34.1 KiB,-10.8 KiB,-10.9 KiB,-10.7 KiB
2026-02-10 00:20:00,37.1 KiB,3.09 KiB,3.09 KiB,3.09 KiB,-42.1 KiB,-11.5 KiB,-11.5 KiB,-11.3 KiB
2026-02-10 00:22:00,35.8 KiB,3.04 KiB,3.03 KiB,3.04 KiB,-40.9 KiB,-11.4 KiB,-11.4 KiB,-11.3 KiB
2026-02-10 00:24:00,35.7 KiB,2.32 KiB,2.30 KiB,2.30 KiB,-40.2 KiB,-10.8 KiB,-10.8 KiB,-10.7 KiB
2026-02-10 00:26:00,39.2 KiB,3.02 KiB,3.01 KiB,3.02 KiB,-43.8 KiB,-11.4 KiB,-11.4 KiB,-11.3 KiB
2026-02-10 00:28:00,35.9 KiB,2.30 KiB,2.28 KiB,2.29 KiB,-40.4 KiB,-10.7 KiB,-10.7 KiB,-10.6 KiB
2026-02-10 00:30:00,36.0 KiB,2.98 KiB,2.96 KiB,2.95 KiB,-41.0 KiB,-11.3 KiB,-11.4 KiB,-11.2 KiB
2026-02-10 00:32:00,41.2 KiB,3.25 KiB,3.21 KiB,3.20 KiB,-45.6 KiB,-11.5 KiB,-11.6 KiB,-11.5 KiB
2026-02-10 00:34:00,38.8 KiB,3.34 KiB,3.31 KiB,3.30 KiB,-43.6 KiB,-11.6 KiB,-11.7 KiB,-11.5 KiB
2026-02-10 00:36:00,38.7 KiB,3.03 KiB,3.01 KiB,3.01 KiB,-43.4 KiB,-11.3 KiB,-11.4 KiB,-11.3 KiB
2026-02-10 00:38:00,39.4 KiB,3.12 KiB,3.11 KiB,3.11 KiB,-44.1 KiB,-11.5 KiB,-11.5 KiB,-11.3 KiB
2026-02-10 00:40:00,39.4 KiB,2.74 KiB,2.74 KiB,2.74 KiB,-43.7 KiB,-11.1 KiB,-11.2 KiB,-11.0 KiB
2026-02-10 00:42:00,39.5 KiB,3.20 KiB,3.18 KiB,3.16 KiB,-44.1 KiB,-11.5 KiB,-11.5 KiB,-11.4 KiB
2026-02-10 00:44:00,38.0 KiB,3.09 KiB,3.07 KiB,3.06 KiB,-42.6 KiB,-11.4 KiB,-11.5 KiB,-11.3 KiB
2026-02-10 00:46:00,38.0 KiB,3.06 KiB,3.04 KiB,3.06 KiB,-42.6 KiB,-11.4 KiB,-11.4 KiB,-11.3 KiB
2026-02-10 00:48:00,41.3 KiB,3.15 KiB,3.13 KiB,3.14 KiB,-45.6 KiB,-11.4 KiB,-11.5 KiB,-11.3 KiB
2026-02-10 00:50:00,36.7 KiB,3.07 KiB,3.06 KiB,3.08 KiB,-41.6 KiB,-11.4 KiB,-11.4 KiB,-11.3 KiB
2026-02-10 00:52:00,36.9 KiB,3.47 KiB,3.48 KiB,3.48 KiB,-42.2 KiB,-11.8 KiB,-11.8 KiB,-11.6 KiB
2026-02-10 00:54:00,38.9 KiB,3.08 KiB,3.07 KiB,3.08 KiB,-43.7 KiB,-11.4 KiB,-11.5 KiB,-11.3 KiB
2026-02-10 00:56:00,38.9 KiB,2.79 KiB,2.80 KiB,2.80 KiB,-43.4 KiB,-11.2 KiB,-11.2 KiB,-11.1 KiB
2026-02-10 00:58:00,38.9 KiB,3.03 KiB,3.04 KiB,3.05 KiB,-43.4 KiB,-11.5 KiB,-11.4 KiB,-11.3 KiB
2026-02-10 01:00:00,37.1 KiB,2.99 KiB,2.99 KiB,3.01 KiB,-41.9 KiB,-11.4 KiB,-11.4 KiB,-11.2 KiB
2026-02-10 01:02:00,37.0 KiB,2.46 KiB,2.46 KiB,2.46 KiB,-41.4 KiB,-10.9 KiB,-10.9 KiB,-10.8 KiB
2026-02-10 01:04:00,37.7 KiB,2.74 KiB,2.73 KiB,2.73 KiB,-42.3 KiB,-11.1 KiB,-11.2 KiB,-11.0 KiB
2026-02-10 01:06:00,34.9 KiB,2.85 KiB,2.80 KiB,2.82 KiB,-39.9 KiB,-11.2 KiB,-11.3 KiB,-11.1 KiB
2026-02-10 01:08:00,35.1 KiB,3.36 KiB,3.31 KiB,3.33 KiB,-40.3 KiB,-11.7 KiB,-11.7 KiB,-11.6 KiB
2026-02-10 01:10:00,39.4 KiB,4.02 KiB,3.97 KiB,3.97 KiB,-44.6 KiB,-12.3 KiB,-12.3 KiB,-12.1 KiB
2026-02-10 01:12:00,35.5 KiB,3.08 KiB,3.05 KiB,3.04 KiB,-40.7 KiB,-11.4 KiB,-11.4 KiB,-11.3 KiB
2026-02-10 01:14:00,35.5 KiB,2.69 KiB,2.67 KiB,2.67 KiB,-40.4 KiB,-11.1 KiB,-11.1 KiB,-11.0 KiB
2026-02-10 01:16:00,41.1 KiB,3.09 KiB,3.07 KiB,3.08 KiB,-45.5 KiB,-11.4 KiB,-11.5 KiB,-11.3 KiB
2026-02-10 01:18:00,34.7 KiB,2.34 KiB,2.33 KiB,2.34 KiB,-39.4 KiB,-10.8 KiB,-10.8 KiB,-10.7 KiB
2026-02-10 01:20:00,34.7 KiB,2.25 KiB,2.24 KiB,2.23 KiB,-39.3 KiB,-10.7 KiB,-10.7 KiB,-10.6 KiB
2026-02-10 01:22:00,40.6 KiB,2.92 KiB,2.91 KiB,2.89 KiB,-44.8 KiB,-11.3 KiB,-11.3 KiB,-11.2 KiB
2026-02-10 01:24:00,38.4 KiB,3.14 KiB,3.12 KiB,3.11 KiB,-43.1 KiB,-11.4 KiB,-11.5 KiB,-11.3 KiB
2026-02-10 01:26:00,38.4 KiB,3.13 KiB,3.11 KiB,3.12 KiB,-43.1 KiB,-11.5 KiB,-11.5 KiB,-11.3 KiB
2026-02-10 01:28:00,39.2 KiB,3.60 KiB,3.61 KiB,3.62 KiB,-44.1 KiB,-11.9 KiB,-11.9 KiB,-11.7 KiB
2026-02-10 01:30:00,39.0 KiB,3.04 KiB,3.06 KiB,3.05 KiB,-43.5 KiB,-11.5 KiB,-11.4 KiB,-11.2 KiB
2026-02-10 01:32:00,38.7 KiB,2.34 KiB,2.35 KiB,2.33 KiB,-42.7 KiB,-10.8 KiB,-10.7 KiB,-10.6 KiB
2026-02-10 01:34:00,36.7 KiB,3.00 KiB,3.01 KiB,2.98 KiB,-41.5 KiB,-11.3 KiB,-11.3 KiB,-11.2 KiB
2026-02-10 01:36:00,36.8 KiB,3.00 KiB,3.03 KiB,3.00 KiB,-41.6 KiB,-11.4 KiB,-11.4 KiB,-11.2 KiB
2026-02-10 01:38:00,39.8 KiB,3.13 KiB,3.14 KiB,3.11 KiB,-44.4 KiB,-11.5 KiB,-11.5 KiB,-11.4 KiB
2026-02-10 01:40:00,29.8 KiB,3.14 KiB,3.14 KiB,3.12 KiB,-35.9 KiB,-11.5 KiB,-11.5 KiB,-11.4 KiB
2026-02-10 01:42:00,29.7 KiB,2.56 KiB,2.55 KiB,2.53 KiB,-35.4 KiB,-10.9 KiB,-11.0 KiB,-10.9 KiB
2026-02-10 01:44:00,36.0 KiB,3.11 KiB,3.12 KiB,3.12 KiB,-41.2 KiB,-11.4 KiB,-11.4 KiB,-11.3 KiB
2026-02-10 01:46:00,38.1 KiB,3.06 KiB,3.09 KiB,3.10 KiB,-42.9 KiB,-11.5 KiB,-11.4 KiB,-11.3 KiB
2026-02-10 01:48:00,38.2 KiB,3.21 KiB,3.23 KiB,3.25 KiB,-43.0 KiB,-11.6 KiB,-11.5 KiB,-11.4 KiB
2026-02-10 01:50:00,40.9 KiB,3.98 KiB,4.00 KiB,4.02 KiB,-45.8 KiB,-12.3 KiB,-12.2 KiB,-12.1 KiB
2026-02-10 01:52:00,37.7 KiB,3.20 KiB,3.21 KiB,3.22 KiB,-42.5 KiB,-11.6 KiB,-11.6 KiB,-11.4 KiB
2026-02-10 01:54:00,37.7 KiB,3.41 KiB,3.41 KiB,3.42 KiB,-42.7 KiB,-11.8 KiB,-11.8 KiB,-11.6 KiB
2026-02-10 01:56:00,38.2 KiB,2.69 KiB,2.67 KiB,2.68 KiB,-42.7 KiB,-11.1 KiB,-11.1 KiB,-11.0 KiB
2026-02-10 01:58:00,37.3 KiB,2.41 KiB,2.39 KiB,2.39 KiB,-41.6 KiB,-10.9 KiB,-10.9 KiB,-10.8 KiB
2026-02-10 02:00:00,37.5 KiB,3.34 KiB,3.31 KiB,3.30 KiB,-42.4 KiB,-11.7 KiB,-11.7 KiB,-11.5 KiB
2026-02-10 02:02:00,35.0 KiB,2.82 KiB,2.79 KiB,2.79 KiB,-39.9 KiB,-11.2 KiB,-11.3 KiB,-11.1 KiB
2026-02-10 02:04:00,34.9 KiB,2.36 KiB,2.37 KiB,2.38 KiB,-39.6 KiB,-10.9 KiB,-10.8 KiB,-10.7 KiB
2026-02-10 02:06:00,35.0 KiB,3.04 KiB,3.06 KiB,3.07 KiB,-40.2 KiB,-11.4 KiB,-11.4 KiB,-11.3 KiB
2026-02-10 02:08:00,37.0 KiB,2.26 KiB,2.26 KiB,2.27 KiB,-41.3 KiB,-10.7 KiB,-10.8 KiB,-10.6 KiB
2026-02-10 02:10:00,37.0 KiB,2.51 KiB,2.51 KiB,2.52 KiB,-41.6 KiB,-10.9 KiB,-10.9 KiB,-10.8 KiB
2026-02-10 02:12:00,37.7 KiB,3.16 KiB,3.18 KiB,3.19 KiB,-42.7 KiB,-11.6 KiB,-11.5 KiB,-11.4 KiB
2026-02-10 02:14:00,33.2 KiB,2.34 KiB,2.35 KiB,2.35 KiB,-38.1 KiB,-10.8 KiB,-10.8 KiB,-10.7 KiB
2026-02-10 02:16:00,33.3 KiB,2.45 KiB,2.44 KiB,2.44 KiB,-38.2 KiB,-10.9 KiB,-10.9 KiB,-10.8 KiB
2026-02-10 02:18:00,37.4 KiB,2.93 KiB,2.91 KiB,2.91 KiB,-42.2 KiB,-11.3 KiB,-11.4 KiB,-11.2 KiB
2026-02-10 02:20:00,38.2 KiB,3.00 KiB,2.99 KiB,2.99 KiB,-42.9 KiB,-11.4 KiB,-11.3 KiB,-11.2 KiB
2026-02-10 02:22:00,38.2 KiB,2.91 KiB,2.91 KiB,2.92 KiB,-42.9 KiB,-11.3 KiB,-11.3 KiB,-11.2 KiB
2026-02-10 02:24:00,40.8 KiB,3.51 KiB,3.53 KiB,3.50 KiB,-45.5 KiB,-11.9 KiB,-11.8 KiB,-11.7 KiB
2026-02-10 02:26:00,33.9 KiB,3.23 KiB,3.23 KiB,3.23 KiB,-39.4 KiB,-11.6 KiB,-11.5 KiB,-11.5 KiB
2026-02-10 02:28:00,33.8 KiB,2.40 KiB,2.40 KiB,2.40 KiB,-38.6 KiB,-10.9 KiB,-10.8 KiB,-10.7 KiB
2026-02-10 02:30:00,40.3 KiB,2.42 KiB,2.42 KiB,2.41 KiB,-44.2 KiB,-10.9 KiB,-10.8 KiB,-10.8 KiB
2026-02-10 02:32:00,37.2 KiB,3.03 KiB,3.02 KiB,3.02 KiB,-42.0 KiB,-11.4 KiB,-11.4 KiB,-11.2 KiB
2026-02-10 02:34:00,37.2 KiB,3.23 KiB,3.18 KiB,3.20 KiB,-42.2 KiB,-11.5 KiB,-11.6 KiB,-11.4 KiB
2026-02-10 02:36:00,37.0 KiB,3.02 KiB,2.96 KiB,2.98 KiB,-41.8 KiB,-11.4 KiB,-11.4 KiB,-11.3 KiB
2026-02-10 02:38:00,33.5 KiB,2.21 KiB,2.20 KiB,2.21 KiB,-38.3 KiB,-10.7 KiB,-10.7 KiB,-10.6 KiB
2026-02-10 02:40:00,33.5 KiB,2.24 KiB,2.26 KiB,2.24 KiB,-38.4 KiB,-10.8 KiB,-10.7 KiB,-10.7 KiB
2026-02-10 02:42:00,36.6 KiB,2.17 KiB,2.18 KiB,2.17 KiB,-40.9 KiB,-10.7 KiB,-10.6 KiB,-10.6 KiB
2026-02-10 02:44:00,36.4 KiB,2.27 KiB,2.27 KiB,2.26 KiB,-40.9 KiB,-10.7 KiB,-10.7 KiB,-10.6 KiB
2026-02-10 02:46:00,36.6 KiB,2.94 KiB,2.93 KiB,2.93 KiB,-41.4 KiB,-11.3 KiB,-11.3 KiB,-11.2 KiB
2026-02-10 02:48:00,33.7 KiB,2.52 KiB,2.51 KiB,2.53 KiB,-38.6 KiB,-11.1 KiB,-11.0 KiB,-10.9 KiB
2026-02-10 02:50:00,27.6 KiB,2.66 KiB,2.69 KiB,2.70 KiB,-33.5 KiB,-11.2 KiB,-11.1 KiB,-11.0 KiB
2026-02-10 02:52:00,27.7 KiB,3.19 KiB,3.23 KiB,3.23 KiB,-34.0 KiB,-11.7 KiB,-11.5 KiB,-11.4 KiB
2026-02-10 02:54:00,39.6 KiB,2.39 KiB,2.37 KiB,2.38 KiB,-43.5 KiB,-10.9 KiB,-10.9 KiB,-10.7 KiB
2026-02-10 02:56:00,26.5 KiB,3.04 KiB,3.01 KiB,3.06 KiB,-32.8 KiB,-11.4 KiB,-11.5 KiB,-11.3 KiB
2026-02-10 02:58:00,26.4 KiB,2.33 KiB,2.30 KiB,2.34 KiB,-32.2 KiB,-10.8 KiB,-10.8 KiB,-10.7 KiB
2026-02-10 03:00:00,36.2 KiB,3.16 KiB,3.13 KiB,3.18 KiB,-41.3 KiB,-11.5 KiB,-11.5 KiB,-11.4 KiB
2026-02-10 03:02:00,38.5 KiB,3.03 KiB,3.01 KiB,3.05 KiB,-43.1 KiB,-11.4 KiB,-11.4 KiB,-11.3 KiB
2026-02-10 03:04:00,38.4 KiB,2.42 KiB,2.40 KiB,2.41 KiB,-42.7 KiB,-10.8 KiB,-10.9 KiB,-10.7 KiB
2026-02-10 03:06:00,41.2 KiB,3.76 KiB,3.75 KiB,3.77 KiB,-46.1 KiB,-12.0 KiB,-12.0 KiB,-11.8 KiB
2026-02-10 03:08:00,36.9 KiB,3.06 KiB,3.06 KiB,3.06 KiB,-41.8 KiB,-11.4 KiB,-11.4 KiB,-11.3 KiB
2026-02-10 03:10:00,36.9 KiB,3.09 KiB,3.15 KiB,3.12 KiB,-41.8 KiB,-11.5 KiB,-11.4 KiB,-11.4 KiB
2026-02-10 03:12:00,38.8 KiB,3.22 KiB,3.22 KiB,3.21 KiB,-43.5 KiB,-11.6 KiB,-11.6 KiB,-11.5 KiB
2026-02-10 03:14:00,36.5 KiB,3.36 KiB,3.30 KiB,3.33 KiB,-41.6 KiB,-11.7 KiB,-11.8 KiB,-11.6 KiB
2026-02-10 03:16:00,36.4 KiB,3.14 KiB,3.12 KiB,3.12 KiB,-41.4 KiB,-11.4 KiB,-11.5 KiB,-11.4 KiB
2026-02-10 03:18:00,39.0 KiB,3.26 KiB,3.26 KiB,3.26 KiB,-43.7 KiB,-11.6 KiB,-11.6 KiB,-11.4 KiB
2026-02-10 03:20:00,39.0 KiB,3.17 KiB,3.17 KiB,3.17 KiB,-43.6 KiB,-11.5 KiB,-11.5 KiB,-11.4 KiB
2026-02-10 03:22:00,39.0 KiB,3.24 KiB,3.22 KiB,3.23 KiB,-43.6 KiB,-11.6 KiB,-11.6 KiB,-11.5 KiB
2026-02-10 03:24:00,35.5 KiB,2.65 KiB,2.63 KiB,2.64 KiB,-40.1 KiB,-11.1 KiB,-11.1 KiB,-11.0 KiB
2026-02-10 03:26:00,35.5 KiB,3.04 KiB,3.04 KiB,3.04 KiB,-40.5 KiB,-11.5 KiB,-11.5 KiB,-11.3 KiB
2026-02-10 03:28:00,38.3 KiB,2.94 KiB,2.94 KiB,2.93 KiB,-42.9 KiB,-11.3 KiB,-11.3 KiB,-11.2 KiB
2026-02-10 03:30:00,34.6 KiB,2.48 KiB,2.47 KiB,2.46 KiB,-39.4 KiB,-10.9 KiB,-10.9 KiB,-10.8 KiB
2026-02-10 03:32:00,34.7 KiB,3.18 KiB,3.17 KiB,3.17 KiB,-40.1 KiB,-11.5 KiB,-11.5 KiB,-11.4 KiB
2026-02-10 03:34:00,39.6 KiB,3.18 KiB,3.17 KiB,3.17 KiB,-44.3 KiB,-11.6 KiB,-11.5 KiB,-11.4 KiB
2026-02-10 03:36:00,27.5 KiB,2.41 KiB,2.37 KiB,2.40 KiB,-33.3 KiB,-10.8 KiB,-10.9 KiB,-10.8 KiB
2026-02-10 03:38:00,26.2 KiB,2.42 KiB,2.39 KiB,2.42 KiB,-32.2 KiB,-10.9 KiB,-10.9 KiB,-10.8 KiB
2026-02-10 03:40:00,32.1 KiB,2.93 KiB,2.93 KiB,2.97 KiB,-37.6 KiB,-11.4 KiB,-11.3 KiB,-11.3 KiB
2026-02-10 03:42:00,38.4 KiB,3.00 KiB,3.00 KiB,3.03 KiB,-43.1 KiB,-11.4 KiB,-11.4 KiB,-11.3 KiB
2026-02-10 03:44:00,38.5 KiB,3.20 KiB,3.21 KiB,3.23 KiB,-43.2 KiB,-11.6 KiB,-11.6 KiB,-11.4 KiB
2026-02-10 03:46:00,38.5 KiB,3.23 KiB,3.23 KiB,3.25 KiB,-43.2 KiB,-11.7 KiB,-11.6 KiB,-11.4 KiB
2026-02-10 03:48:00,33.7 KiB,2.32 KiB,2.32 KiB,2.31 KiB,-38.4 KiB,-10.8 KiB,-10.8 KiB,-10.7 KiB
2026-02-10 03:50:00,33.8 KiB,2.36 KiB,2.36 KiB,2.35 KiB,-38.5 KiB,-10.8 KiB,-10.8 KiB,-10.8 KiB
2026-02-10 03:52:00,37.4 KiB,2.98 KiB,2.98 KiB,2.96 KiB,-42.2 KiB,-11.3 KiB,-11.4 KiB,-11.2 KiB
2026-02-10 03:54:00,38.3 KiB,3.10 KiB,3.07 KiB,3.08 KiB,-43.0 KiB,-11.4 KiB,-11.5 KiB,-11.3 KiB
2026-02-10 03:56:00,38.5 KiB,3.04 KiB,3.02 KiB,3.02 KiB,-43.1 KiB,-11.4 KiB,-11.5 KiB,-11.3 KiB
2026-02-10 03:58:00,40.6 KiB,2.90 KiB,2.86 KiB,2.88 KiB,-44.8 KiB,-11.3 KiB,-11.4 KiB,-11.2 KiB
2026-02-10 04:00:00,24.7 KiB,2.00 KiB,1.98 KiB,1.99 KiB,-30.6 KiB,-10.5 KiB,-10.6 KiB,-10.4 KiB
2026-02-10 04:02:00,21.6 KiB,2.21 KiB,2.21 KiB,2.22 KiB,-28.2 KiB,-10.7 KiB,-10.8 KiB,-10.6 KiB
2026-02-10 04:04:00,30.4 KiB,3.11 KiB,3.13 KiB,3.14 KiB,-36.5 KiB,-11.5 KiB,-11.5 KiB,-11.3 KiB
2026-02-10 04:06:00,36.7 KiB,2.56 KiB,2.59 KiB,2.59 KiB,-41.1 KiB,-11.0 KiB,-11.1 KiB,-10.9 KiB
2026-02-10 04:08:00,35.4 KiB,2.33 KiB,2.33 KiB,2.34 KiB,-39.9 KiB,-10.8 KiB,-10.8 KiB,-10.7 KiB
2026-02-10 04:10:00,35.5 KiB,2.90 KiB,2.89 KiB,2.90 KiB,-40.5 KiB,-11.3 KiB,-11.3 KiB,-11.1 KiB
2026-02-10 04:12:00,34.8 KiB,3.00 KiB,3.01 KiB,3.02 KiB,-39.9 KiB,-11.4 KiB,-11.4 KiB,-11.2 KiB
2026-02-10 04:14:00,34.0 KiB,3.50 KiB,3.50 KiB,3.49 KiB,-39.6 KiB,-11.9 KiB,-11.8 KiB,-11.7 KiB
2026-02-10 04:16:00,33.9 KiB,2.81 KiB,2.81 KiB,2.80 KiB,-38.9 KiB,-11.3 KiB,-11.2 KiB,-11.1 KiB
2026-02-10 04:18:00,34.9 KiB,2.60 KiB,2.59 KiB,2.58 KiB,-39.7 KiB,-11.0 KiB,-11.1 KiB,-10.9 KiB
2026-02-10 04:20:00,34.7 KiB,2.36 KiB,2.37 KiB,2.37 KiB,-39.3 KiB,-10.9 KiB,-10.8 KiB,-10.7 KiB
2026-02-10 04:22:00,35.0 KiB,3.09 KiB,3.11 KiB,3.12 KiB,-40.1 KiB,-11.5 KiB,-11.5 KiB,-11.3 KiB
2026-02-10 04:24:00,39.0 KiB,3.38 KiB,3.38 KiB,3.42 KiB,-43.8 KiB,-11.8 KiB,-11.8 KiB,-11.6 KiB
2026-02-10 04:26:00,39.0 KiB,3.11 KiB,3.11 KiB,3.15 KiB,-43.5 KiB,-11.5 KiB,-11.5 KiB,-11.4 KiB
2026-02-10 04:28:00,39.5 KiB,3.07 KiB,3.08 KiB,3.10 KiB,-44.0 KiB,-11.5 KiB,-11.5 KiB,-11.3 KiB
2026-02-10 04:30:00,36.4 KiB,3.07 KiB,3.08 KiB,3.09 KiB,-41.3 KiB,-11.4 KiB,-11.5 KiB,-11.3 KiB
2026-02-10 04:32:00,36.4 KiB,3.06 KiB,3.06 KiB,3.08 KiB,-41.3 KiB,-11.4 KiB,-11.5 KiB,-11.3 KiB
2026-02-10 04:34:00,41.0 KiB,3.78 KiB,3.79 KiB,3.81 KiB,-45.7 KiB,-12.1 KiB,-12.1 KiB,-11.9 KiB
2026-02-10 04:36:00,37.7 KiB,3.21 KiB,3.20 KiB,3.19 KiB,-42.6 KiB,-11.6 KiB,-11.6 KiB,-11.4 KiB
2026-02-10 04:38:00,37.8 KiB,3.79 KiB,3.77 KiB,3.74 KiB,-43.0 KiB,-12.0 KiB,-12.1 KiB,-11.9 KiB
2026-02-10 04:40:00,36.7 KiB,3.03 KiB,3.02 KiB,3.01 KiB,-41.4 KiB,-11.4 KiB,-11.5 KiB,-11.3 KiB
2026-02-10 04:42:00,36.4 KiB,3.33 KiB,3.31 KiB,3.30 KiB,-41.5 KiB,-11.7 KiB,-11.7 KiB,-11.6 KiB
2026-02-10 04:44:00,36.5 KiB,3.23 KiB,3.23 KiB,3.21 KiB,-41.6 KiB,-11.6 KiB,-11.6 KiB,-11.5 KiB
2026-02-10 04:46:00,35.6 KiB,3.27 KiB,3.25 KiB,3.24 KiB,-40.7 KiB,-11.7 KiB,-11.6 KiB,-11.5 KiB
2026-02-10 04:48:00,35.6 KiB,3.97 KiB,3.98 KiB,3.96 KiB,-41.2 KiB,-12.3 KiB,-12.3 KiB,-12.2 KiB
2026-02-10 04:50:00,35.5 KiB,3.06 KiB,3.06 KiB,3.03 KiB,-40.5 KiB,-11.5 KiB,-11.4 KiB,-11.3 KiB
2026-02-10 04:52:00,37.8 KiB,3.11 KiB,3.11 KiB,3.10 KiB,-42.6 KiB,-11.5 KiB,-11.5 KiB,-11.4 KiB
2026-02-10 04:54:00,37.7 KiB,3.31 KiB,3.30 KiB,3.28 KiB,-42.6 KiB,-11.7 KiB,-11.7 KiB,-11.6 KiB
2026-02-10 04:56:00,39.5 KiB,3.58 KiB,3.56 KiB,3.55 KiB,-44.4 KiB,-11.9 KiB,-11.9 KiB,-11.8 KiB
2026-02-10 04:58:00,39.1 KiB,3.60 KiB,3.59 KiB,3.58 KiB,-43.9 KiB,-12.0 KiB,-12.0 KiB,-11.8 KiB
2026-02-10 05:00:00,39.0 KiB,3.25 KiB,3.19 KiB,3.20 KiB,-43.6 KiB,-11.7 KiB,-11.6 KiB,-11.5 KiB
2026-02-10 05:02:00,38.2 KiB,3.26 KiB,3.24 KiB,3.25 KiB,-43.0 KiB,-11.6 KiB,-11.6 KiB,-11.5 KiB
2026-02-10 05:04:00,22.4 KiB,2.57 KiB,2.54 KiB,2.57 KiB,-29.0 KiB,-11.0 KiB,-11.0 KiB,-10.9 KiB
2026-02-10 05:06:00,21.7 KiB,2.65 KiB,2.65 KiB,2.67 KiB,-28.6 KiB,-11.1 KiB,-11.1 KiB,-11.0 KiB
2026-02-10 05:08:00,33.0 KiB,3.17 KiB,3.20 KiB,3.22 KiB,-38.6 KiB,-11.5 KiB,-11.5 KiB,-11.4 KiB
2026-02-10 05:10:00,36.2 KiB,2.62 KiB,2.64 KiB,2.59 KiB,-40.9 KiB,-11.1 KiB,-11.1 KiB,-10.8 KiB
2026-02-10 05:12:00,36.3 KiB,3.16 KiB,3.19 KiB,3.21 KiB,-41.4 KiB,-11.6 KiB,-11.5 KiB,-11.4 KiB
2026-02-10 05:14:00,36.3 KiB,2.99 KiB,2.99 KiB,2.99 KiB,-41.3 KiB,-11.4 KiB,-11.4 KiB,-11.3 KiB
2026-02-10 05:16:00,37.4 KiB,2.13 KiB,2.11 KiB,2.12 KiB,-41.6 KiB,-10.6 KiB,-10.6 KiB,-10.5 KiB
2026-02-10 05:18:00,37.5 KiB,2.89 KiB,2.86 KiB,2.87 KiB,-42.2 KiB,-11.3 KiB,-11.3 KiB,-11.2 KiB
2026-02-10 05:20:00,39.5 KiB,2.24 KiB,2.23 KiB,2.24 KiB,-43.4 KiB,-10.8 KiB,-10.8 KiB,-10.6 KiB
2026-02-10 05:22:00,38.9 KiB,3.13 KiB,3.11 KiB,3.12 KiB,-43.5 KiB,-11.5 KiB,-11.6 KiB,-11.4 KiB
2026-02-10 05:24:00,38.9 KiB,3.15 KiB,3.13 KiB,3.12 KiB,-43.6 KiB,-11.5 KiB,-11.6 KiB,-11.3 KiB
2026-02-10 05:26:00,38.0 KiB,3.18 KiB,3.20 KiB,3.19 KiB,-42.7 KiB,-11.6 KiB,-11.6 KiB,-11.4 KiB
2026-02-10 05:28:00,37.6 KiB,3.14 KiB,3.16 KiB,3.16 KiB,-42.5 KiB,-11.6 KiB,-11.5 KiB,-11.4 KiB
2026-02-10 05:30:00,37.5 KiB,3.00 KiB,2.99 KiB,2.98 KiB,-42.2 KiB,-11.4 KiB,-11.4 KiB,-11.2 KiB
