"Time","rskj-miner1","rskj-miner2","rskj-miner4","rskj-node1"
2026-02-09 18:16:00,14.0 KiB/s,2.09 KiB/s,2.07 KiB/s,2.05 KiB/s
2026-02-09 18:20:00,28.4 KiB/s,3.91 KiB/s,3.27 KiB/s,3.28 KiB/s
2026-02-09 18:24:00,36.7 KiB/s,4.58 KiB/s,4.59 KiB/s,4.62 KiB/s
2026-02-09 18:28:00,37.5 KiB/s,3.88 KiB/s,3.90 KiB/s,3.90 KiB/s
2026-02-09 18:32:00,34.8 KiB/s,3.23 KiB/s,3.22 KiB/s,3.20 KiB/s
2026-02-09 18:36:00,38.6 KiB/s,3.06 KiB/s,3.06 KiB/s,3.04 KiB/s
2026-02-09 18:40:00,38.9 KiB/s,3.40 KiB/s,3.40 KiB/s,3.42 KiB/s
2026-02-09 18:44:00,39.8 KiB/s,3.18 KiB/s,3.14 KiB/s,3.15 KiB/s
2026-02-09 18:48:00,37.2 KiB/s,3.39 KiB/s,3.39 KiB/s,3.35 KiB/s
2026-02-09 18:52:00,37.5 KiB/s,3.29 KiB/s,3.27 KiB/s,3.26 KiB/s
2026-02-09 18:56:00,32.5 KiB/s,3.17 KiB/s,3.15 KiB/s,3.17 KiB/s
2026-02-09 19:00:00,31.7 KiB/s,3.04 KiB/s,2.98 KiB/s,3.00 KiB/s
2026-02-09 19:04:00,33.6 KiB/s,2.43 KiB/s,2.41 KiB/s,2.42 KiB/s
2026-02-09 19:08:00,36.6 KiB/s,3.06 KiB/s,3.04 KiB/s,3.06 KiB/s
2026-02-09 19:12:00,39.0 KiB/s,2.97 KiB/s,2.95 KiB/s,2.98 KiB/s
2026-02-09 19:16:00,36.2 KiB/s,3.42 KiB/s,3.42 KiB/s,3.42 KiB/s
2026-02-09 19:20:00,21.3 KiB/s,2.03 KiB/s,2.02 KiB/s,2.02 KiB/s
2026-02-09 19:24:00,27.9 KiB/s,3.13 KiB/s,3.12 KiB/s,3.16 KiB/s
2026-02-09 19:28:00,36.3 KiB/s,2.26 KiB/s,2.28 KiB/s,2.28 KiB/s
2026-02-09 19:32:00,39.0 KiB/s,3.07 KiB/s,3.10 KiB/s,3.11 KiB/s
2026-02-09 19:36:00,39.1 KiB/s,3.26 KiB/s,3.26 KiB/s,3.29 KiB/s
2026-02-09 19:40:00,20.0 KiB/s,2.40 KiB/s,2.41 KiB/s,2.40 KiB/s
2026-02-09 19:44:00,39.4 KiB/s,2.48 KiB/s,2.49 KiB/s,2.49 KiB/s
