"Time","rskj-miner1","rskj-miner2","rskj-miner4","rskj-node1"
2026-02-09 21:12:00,44.1%,24.0%,12.9%,21.7%
2026-02-09 21:14:00,52.1%,11.0%,9.97%,11.6%
2026-02-09 21:16:00,43.1%,18.5%,17.1%,15.8%
2026-02-09 21:18:00,62.2%,22.3%,23.6%,17.7%
2026-02-09 21:20:00,42.7%,37.7%,36.0%,39.4%
2026-02-09 21:22:00,53.1%,30.5%,17.0%,16.8%
2026-02-09 21:24:00,51.6%,5.42%,9.62%,17.2%
2026-02-09 21:26:00,71.8%,30.9%,44.9%,32.2%
2026-02-09 21:28:00,45.4%,15.5%,29.1%,49.5%
2026-02-09 21:30:00,39.9%,7.50%,9.35%,11.1%
2026-02-09 21:32:00,39.4%,18.7%,19.8%,24.0%
2026-02-09 21:34:00,43.7%,9.95%,8.92%,11.0%
2026-02-09 21:36:00,28.1%,19.4%,15.8%,14.1%
2026-02-09 21:38:00,47.0%,11.5%,9.22%,20.4%
2026-02-09 21:40:00,48.3%,10.3%,16.7%,20.4%
2026-02-09 21:42:00,21.3%,16.9%,19.0%,17.8%
2026-02-09 21:44:00,9.93%,14.0%,9.27%,19.0%
2026-02-09 21:46:00,35.7%,11.1%,11.6%,11.5%
2026-02-09 21:48:00,27.5%,14.9%,21.8%,24.2%
2026-02-09 21:50:00,37.5%,12.4%,14.1%,23.4%
2026-02-09 21:52:00,52.5%,13.7%,15.2%,13.7%
2026-02-09 21:54:00,65.6%,9.30%,13.5%,15.3%
2026-02-09 21:56:00,40.4%,12.1%,14.4%,13.6%
2026-02-09 21:58:00,64.2%,11.2%,13.4%,15.0%
2026-02-09 22:00:00,33.2%,16.1%,8.32%,22.9%
2026-02-09 22:02:00,60.5%,24.7%,14.4%,27.0%
2026-02-09 22:04:00,46.8%,9.51%,10.1%,11.6%
2026-02-09 22:06:00,22.8%,11.4%,11.5%,9.46%
2026-02-09 22:08:00,22.7%,30.3%,25.9%,27.9%
2026-02-09 22:10:00,48.7%,9.26%,13.0%,10.5%
2026-02-09 22:12:00,64.6%,10.2%,11.8%,14.4%
2026-02-09 22:14:00,38.0%,11.1%,10.8%,21.9%
2026-02-09 22:16:00,57.2%,16.7%,23.8%,18.0%
2026-02-09 22:18:00,50.6%,13.6%,15.4%,11.4%
2026-02-09 22:20:00,50.2%,16.2%,19.5%,15.5%
2026-02-09 22:22:00,39.6%,10.2%,16.7%,14.8%
2026-02-09 22:24:00,32.9%,15.5%,20.4%,14.9%
2026-02-09 22:26:00,58.3%,10.0%,6.19%,12.2%
2026-02-09 22:28:00,70.7%,8.26%,15.9%,4.59%
2026-02-09 22:30:00,42.0%,24.7%,10.2%,15.9%
2026-02-09 22:32:00,47.4%,26.9%,26.4%,32.1%
2026-02-09 22:34:00,66.3%,11.3%,19.0%,21.3%
2026-02-09 22:36:00,51.4%,21.9%,22.8%,21.2%
2026-02-09 22:38:00,42.3%,23.9%,19.1%,12.3%
2026-02-09 22:40:00,39.6%,11.0%,12.9%,13.2%
2026-02-09 22:42:00,42.1%,12.9%,19.3%,22.3%
2026-02-09 22:44:00,51.5%,10.8%,11.6%,19.0%
2026-02-09 22:46:00,36.1%,20.1%,27.4%,25.8%
2026-02-09 22:48:00,32.6%,15.0%,12.2%,14.3%
2026-02-09 22:50:00,77.8%,40.0%,22.2%,26.3%
2026-02-09 22:52:00,31.1%,7.92%,11.6%,12.9%
2026-02-09 22:54:00,26.9%,23.4%,14.2%,28.8%
2026-02-09 22:56:00,56.9%,44.5%,50.9%,22.6%
2026-02-09 22:58:00,60.1%,21.4%,39.4%,19.6%
2026-02-09 23:00:00,39.0%,19.4%,20.8%,18.3%
2026-02-09 23:02:00,72.5%,15.9%,29.0%,20.8%
2026-02-09 23:04:00,35.5%,17.4%,10.4%,5.64%
2026-02-09 23:06:00,39.2%,9.51%,12.1%,12.2%
2026-02-09 23:08:00,91.7%,15.5%,20.3%,22.7%
2026-02-09 23:10:00,41.5%,12.8%,20.4%,17.9%
2026-02-09 23:12:00,36.9%,10.3%,10.1%,15.4%
2026-02-09 23:14:00,54.3%,20.9%,20.4%,22.1%
2026-02-09 23:16:00,13.4%,11.9%,10.3%,12.2%
2026-02-09 23:18:00,19.3%,15.5%,13.9%,16.2%
2026-02-09 23:20:00,49.8%,17.9%,19.2%,20.6%
2026-02-09 23:22:00,42.5%,19.3%,26.3%,29.6%
2026-02-09 23:24:00,18.6%,14.3%,10.7%,15.6%
2026-02-09 23:26:00,20.1%,11.3%,16.3%,9.35%
2026-02-09 23:28:00,23.3%,1.64%,9.55%,18.1%
2026-02-09 23:30:00,69.0%,16.8%,17.9%,17.2%
2026-02-09 23:32:00,41.4%,11.5%,24.1%,17.7%
2026-02-09 23:34:00,21.3%,16.2%,16.7%,15.0%
2026-02-09 23:36:00,26.9%,8.27%,8.22%,11.5%
2026-02-09 23:38:00,48.4%,20.6%,19.8%,15.0%
2026-02-09 23:40:00,44.3%,10.9%,9.26%,18.0%
2026-02-09 23:42:00,49.3%,12.9%,7.26%,13.9%
2026-02-09 23:44:00,40.9%,23.7%,21.6%,21.2%
2026-02-09 23:46:00,43.4%,22.1%,15.2%,15.9%
2026-02-09 23:48:00,45.9%,18.6%,14.2%,12.6%
2026-02-09 23:50:00,39.6%,9.07%,32.0%,11.1%
2026-02-09 23:52:00,13.1%,11.0%,7.32%,9.65%
2026-02-09 23:54:00,33.6%,8.47%,15.0%,13.1%
2026-02-09 23:56:00,48.4%,21.4%,16.5%,21.5%
2026-02-09 23:58:00,19.7%,9.18%,11.0%,12.5%
2026-02-10 00:00:00,46.1%,8.47%,9.84%,11.8%
2026-02-10 00:02:00,68.5%,22.1%,19.8%,16.4%
2026-02-10 00:04:00,35.8%,11.3%,9.36%,14.7%
2026-02-10 00:06:00,16.3%,7.15%,12.1%,14.0%
2026-02-10 00:08:00,47.4%,11.2%,10.5%,15.3%
2026-02-10 00:10:00,42.2%,21.1%,21.1%,24.2%
2026-02-10 00:12:00,50.3%,12.9%,15.8%,19.6%
2026-02-10 00:14:00,27.9%,14.9%,10.5%,20.0%
2026-02-10 00:16:00,31.9%,12.2%,13.4%,19.1%
2026-02-10 00:18:00,51.2%,7.09%,11.4%,19.8%
2026-02-10 00:20:00,51.3%,8.85%,14.1%,14.7%
2026-02-10 00:22:00,35.4%,16.2%,16.6%,19.7%
2026-02-10 00:24:00,61.1%,9.32%,10.6%,20.1%
2026-02-10 00:26:00,57.3%,12.1%,13.1%,10.9%
2026-02-10 00:28:00,77.2%,10.9%,10.4%,10.4%
2026-02-10 00:30:00,38.1%,24.0%,22.4%,27.8%
2026-02-10 00:32:00,51.2%,24.7%,23.7%,24.2%
2026-02-10 00:34:00,28.9%,12.2%,9.85%,11.2%
2026-02-10 00:36:00,31.6%,17.9%,14.1%,12.4%
2026-02-10 00:38:00,27.6%,22.0%,31.4%,26.7%
2026-02-10 00:40:00,34.2%,19.0%,20.2%,17.9%
2026-02-10 00:42:00,49.3%,6.07%,8.30%,9.20%
2026-02-10 00:44:00,35.5%,8.00%,10.5%,18.8%
2026-02-10 00:46:00,33.0%,17.3%,17.1%,19.6%
2026-02-10 00:48:00,41.2%,33.6%,14.7%,16.2%
2026-02-10 00:50:00,70.6%,17.4%,15.4%,11.5%
2026-02-10 00:52:00,200%,26.9%,27.1%,170%
2026-02-10 00:54:00,33.8%,21.2%,20.2%,22.4%
2026-02-10 00:56:00,29.6%,11.2%,6.82%,8.20%
2026-02-10 00:58:00,35.3%,13.9%,14.2%,8.13%
2026-02-10 01:00:00,67.0%,23.1%,25.6%,52.4%
2026-02-10 01:02:00,38.1%,24.2%,13.6%,9.76%
2026-02-10 01:04:00,34.6%,11.4%,6.57%,14.3%
2026-02-10 01:06:00,30.0%,20.7%,13.9%,6.53%
2026-02-10 01:08:00,43.3%,16.4%,11.4%,15.3%
2026-02-10 01:10:00,51.4%,20.6%,9.94%,13.8%
2026-02-10 01:12:00,24.2%,14.1%,9.93%,7.07%
2026-02-10 01:14:00,27.7%,17.9%,37.2%,20.1%
2026-02-10 01:16:00,49.9%,20.5%,10.7%,14.4%
2026-02-10 01:18:00,45.9%,25.6%,14.5%,15.3%
2026-02-10 01:20:00,35.3%,10.5%,8.59%,22.1%
2026-02-10 01:22:00,36.9%,11.3%,6.92%,12.4%
2026-02-10 01:24:00,64.8%,35.8%,17.3%,25.1%
2026-02-10 01:26:00,57.2%,34.9%,12.5%,10.7%
2026-02-10 01:28:00,36.0%,16.1%,14.8%,18.3%
2026-02-10 01:30:00,52.6%,14.0%,16.2%,12.7%
2026-02-10 01:32:00,33.7%,15.0%,8.36%,14.7%
2026-02-10 01:34:00,82.8%,46.4%,45.6%,42.6%
2026-02-10 01:36:00,50.6%,19.7%,8.24%,15.2%
2026-02-10 01:38:00,40.1%,11.6%,12.0%,10.8%
2026-02-10 01:40:00,30.6%,28.0%,30.1%,32.8%
2026-02-10 01:42:00,46.0%,7.59%,7.39%,7.86%
2026-02-10 01:44:00,37.5%,19.3%,19.7%,17.3%
2026-02-10 01:46:00,59.5%,34.6%,35.4%,29.5%
2026-02-10 01:48:00,33.1%,9.24%,26.7%,17.2%
2026-02-10 01:50:00,46.3%,15.2%,23.0%,17.6%
2026-02-10 01:52:00,57.6%,37.3%,19.9%,37.2%
2026-02-10 01:54:00,40.1%,8.09%,11.4%,10.9%
2026-02-10 01:56:00,35.8%,28.7%,18.2%,20.3%
2026-02-10 01:58:00,56.6%,152%,15.4%,10.9%
2026-02-10 02:00:00,66.2%,14.1%,24.8%,29.3%
2026-02-10 02:02:00,22.5%,22.4%,30.8%,23.8%
2026-02-10 02:04:00,19.7%,15.8%,12.6%,10.8%
2026-02-10 02:06:00,50.1%,4.15%,6.46%,8.20%
2026-02-10 02:08:00,52.8%,34.6%,13.2%,24.3%
2026-02-10 02:10:00,45.3%,19.0%,4.96%,9.32%
2026-02-10 02:12:00,35.3%,6.46%,12.9%,12.6%
2026-02-10 02:14:00,15.8%,27.7%,32.5%,27.6%
2026-02-10 02:16:00,65.6%,7.12%,4.16%,12.3%
2026-02-10 02:18:00,58.9%,3.73%,8.95%,11.3%
2026-02-10 02:20:00,52.5%,23.4%,17.8%,16.6%
2026-02-10 02:22:00,185%,14.2%,11.3%,162%
2026-02-10 02:24:00,39.2%,14.4%,9.39%,12.5%
2026-02-10 02:26:00,43.8%,27.0%,25.0%,16.8%
2026-02-10 02:28:00,63.8%,9.22%,6.86%,17.9%
2026-02-10 02:30:00,42.0%,14.3%,9.07%,13.1%
2026-02-10 02:32:00,48.3%,39.8%,33.1%,26.6%
2026-02-10 02:34:00,33.2%,7.28%,11.4%,5.14%
2026-02-10 02:36:00,27.6%,4.23%,22.2%,13.9%
2026-02-10 02:38:00,39.5%,30.0%,27.3%,19.8%
2026-02-10 02:40:00,36.6%,17.4%,11.3%,11.3%
2026-02-10 02:42:00,21.8%,11.4%,9.32%,9.74%
2026-02-10 02:44:00,36.2%,13.3%,15.1%,19.9%
2026-02-10 02:46:00,43.8%,4.01%,39.7%,13.2%
2026-02-10 02:48:00,30.8%,23.9%,21.0%,24.7%
2026-02-10 02:50:00,39.6%,9.49%,20.6%,12.9%
2026-02-10 02:52:00,18.6%,12.1%,8.00%,13.6%
2026-02-10 02:54:00,45.9%,19.8%,24.7%,20.7%
2026-02-10 02:56:00,17.1%,22.5%,25.9%,24.1%
2026-02-10 02:58:00,38.0%,14.9%,17.1%,25.8%
2026-02-10 03:00:00,28.6%,9.76%,8.57%,10.2%
2026-02-10 03:02:00,50.7%,18.7%,7.77%,9.51%
2026-02-10 03:04:00,56.6%,11.4%,9.53%,13.5%
2026-02-10 03:06:00,68.8%,19.2%,21.1%,18.3%
2026-02-10 03:08:00,37.2%,16.7%,11.9%,13.8%
2026-02-10 03:10:00,53.9%,22.0%,14.6%,19.7%
2026-02-10 03:12:00,62.3%,31.7%,17.7%,24.6%
2026-02-10 03:14:00,57.9%,15.4%,10.9%,16.6%
2026-02-10 03:16:00,46.8%,26.0%,25.0%,28.4%
2026-02-10 03:18:00,46.9%,27.4%,30.1%,49.7%
2026-02-10 03:20:00,35.7%,28.8%,18.3%,19.1%
2026-02-10 03:22:00,37.1%,10.7%,12.6%,21.2%
2026-02-10 03:24:00,36.9%,16.5%,21.0%,16.4%
2026-02-10 03:26:00,38.4%,25.6%,14.6%,15.0%
2026-02-10 03:28:00,46.4%,12.5%,14.9%,17.9%
2026-02-10 03:30:00,15.9%,5.58%,8.68%,13.7%
2026-02-10 03:32:00,45.3%,32.4%,59.3%,30.8%
2026-02-10 03:34:00,50.6%,17.9%,11.3%,12.0%
2026-02-10 03:36:00,13.0%,16.0%,12.4%,13.9%
2026-02-10 03:38:00,39.1%,10.4%,7.04%,22.5%
2026-02-10 03:40:00,41.3%,20.0%,23.5%,23.3%
2026-02-10 03:42:00,21.9%,15.2%,7.39%,8.89%
2026-02-10 03:44:00,43.5%,7.85%,11.3%,29.7%
2026-02-10 03:46:00,38.4%,15.7%,23.3%,32.9%
2026-02-10 03:48:00,41.3%,23.7%,26.0%,25.6%
2026-02-10 03:50:00,63.4%,10.1%,15.8%,17.1%
2026-02-10 03:52:00,64.9%,14.8%,11.2%,17.1%
2026-02-10 03:54:00,49.6%,18.1%,22.1%,23.5%
2026-02-10 03:56:00,55.0%,24.1%,20.0%,19.3%
2026-02-10 03:58:00,45.6%,4.46%,4.84%,10.5%
2026-02-10 04:00:00,10.8%,8.20%,15.3%,15.2%
2026-02-10 04:02:00,60.1%,13.4%,16.3%,14.4%
2026-02-10 04:04:00,73.7%,21.7%,15.5%,20.7%
2026-02-10 04:06:00,17.9%,12.9%,13.4%,15.1%
2026-02-10 04:08:00,47.4%,24.2%,7.92%,17.7%
2026-02-10 04:10:00,42.1%,30.9%,28.2%,21.4%
2026-02-10 04:12:00,56.8%,24.4%,45.7%,23.3%
2026-02-10 04:14:00,32.9%,10.9%,7.73%,13.8%
2026-02-10 04:16:00,48.4%,6.66%,23.3%,15.4%
2026-02-10 04:18:00,39.8%,144%,18.0%,12.3%
2026-02-10 04:20:00,60.5%,24.1%,27.0%,13.9%
2026-02-10 04:22:00,70.2%,12.3%,13.8%,16.0%
2026-02-10 04:24:00,34.5%,18.2%,29.3%,33.2%
2026-02-10 04:26:00,44.3%,12.1%,29.4%,12.5%
2026-02-10 04:28:00,45.3%,8.26%,17.1%,14.5%
2026-02-10 04:30:00,43.7%,15.1%,15.5%,14.2%
2026-02-10 04:32:00,62.7%,10.6%,21.1%,23.6%
2026-02-10 04:34:00,38.3%,18.1%,14.6%,9.42%
2026-02-10 04:36:00,44.3%,14.8%,14.3%,13.1%
2026-02-10 04:38:00,49.2%,30.7%,36.3%,30.2%
2026-02-10 04:40:00,26.2%,16.0%,16.3%,16.5%
2026-02-10 04:42:00,53.4%,19.1%,24.0%,20.6%
2026-02-10 04:44:00,44.2%,22.7%,14.4%,17.1%
2026-02-10 04:46:00,32.7%,9.04%,15.6%,19.3%
2026-02-10 04:48:00,58.8%,23.5%,29.8%,15.5%
2026-02-10 04:50:00,37.4%,24.3%,17.5%,14.0%
2026-02-10 04:52:00,39.6%,9.51%,15.9%,11.4%
2026-02-10 04:54:00,46.5%,22.8%,20.4%,22.1%
2026-02-10 04:56:00,51.1%,20.7%,19.7%,17.6%
2026-02-10 04:58:00,45.6%,7.32%,12.4%,9.65%
2026-02-10 05:00:00,44.6%,21.5%,20.2%,13.1%
2026-02-10 05:02:00,43.3%,17.7%,16.4%,10.4%
2026-02-10 05:04:00,11.0%,10.0%,25.9%,12.2%
2026-02-10 05:06:00,22.3%,12.9%,8.24%,11.5%
2026-02-10 05:08:00,30.4%,23.6%,33.6%,28.7%
2026-02-10 05:10:00,33.9%,12.2%,36.4%,35.6%
2026-02-10 05:12:00,32.1%,17.3%,15.5%,11.5%
2026-02-10 05:14:00,130%,14.5%,17.9%,21.0%
2026-02-10 05:16:00,55.9%,43.3%,32.0%,27.6%
2026-02-10 05:18:00,42.5%,18.0%,15.8%,15.9%
2026-02-10 05:20:00,56.8%,30.5%,9.68%,18.5%
2026-02-10 05:22:00,22.9%,8.09%,13.8%,8.86%
2026-02-10 05:24:00,68.4%,13.1%,13.4%,17.2%
2026-02-10 05:26:00,26.7%,25.3%,11.3%,7.14%
2026-02-10 05:28:00,41.1%,11.7%,9.65%,14.5%
2026-02-10 05:30:00,34.5%,24.5%,27.4%,20.8%
2026-02-10 05:32:00,33.4%,17.0%,22.3%,10.7%
2026-02-10 05:34:00,23.6%,13.2%,10.6%,9.04%
2026-02-10 05:36:00,38.9%,5.26%,11.3%,11.6%
2026-02-10 05:38:00,71.4%,26.3%,44.8%,24.7%
2026-02-10 05:40:00,69.1%,19.0%,17.1%,10.3%
2026-02-10 05:42:00,86.7%,26.1%,45.1%,21.0%
2026-02-10 05:44:00,45.1%,6.16%,7.69%,7.95%
2026-02-10 05:46:00,59.9%,15.2%,13.5%,11.5%
2026-02-10 05:48:00,27.1%,26.1%,13.2%,11.2%
2026-02-10 05:50:00,61.5%,150%,30.1%,22.8%
2026-02-10 05:52:00,31.1%,18.6%,18.3%,22.6%
2026-02-10 05:54:00,33.4%,15.5%,15.3%,6.66%
2026-02-10 05:56:00,56.8%,36.5%,9.91%,15.1%
2026-02-10 05:58:00,49.8%,6.50%,12.5%,11.2%
2026-02-10 06:00:00,15.2%,8.32%,19.7%,6.23%
2026-02-10 06:02:00,43.2%,9.27%,15.7%,11.2%
2026-02-10 06:04:00,59.9%,22.3%,24.8%,38.9%
2026-02-10 06:06:00,40.4%,11.7%,17.2%,21.7%
2026-02-10 06:08:00,38.2%,12.1%,9.74%,7.43%
2026-02-10 06:10:00,19.4%,46.1%,47.9%,37.5%
2026-02-10 06:12:00,21.4%,14.0%,16.3%,13.1%
2026-02-10 06:14:00,57.5%,8.57%,8.39%,7.74%
2026-02-10 06:16:00,42.4%,10.8%,10.8%,24.7%
2026-02-10 06:18:00,18.1%,12.9%,19.2%,14.6%
2026-02-10 06:20:00,46.5%,27.0%,29.7%,22.7%
2026-02-10 06:22:00,53.0%,8.58%,16.1%,8.65%
2026-02-10 06:24:00,38.5%,8.89%,14.5%,12.4%
2026-02-10 06:26:00,38.9%,10.0%,8.42%,11.2%
2026-02-10 06:28:00,60.8%,8.70%,11.5%,9.14%
2026-02-10 06:30:00,48.3%,15.4%,16.4%,12.4%
2026-02-10 06:32:00,41.7%,21.8%,23.4%,18.7%
2026-02-10 06:34:00,41.1%,16.0%,14.3%,16.2%
2026-02-10 06:36:00,42.9%,8.57%,8.28%,14.1%
2026-02-10 06:38:00,47.3%,21.9%,124%,70.5%
2026-02-10 06:40:00,49.8%,13.0%,18.0%,15.6%
2026-02-10 06:42:00,42.3%,11.3%,29.7%,12.4%
2026-02-10 06:44:00,54.6%,5.76%,11.5%,7.50%
2026-02-10 06:46:00,33.7%,13.3%,21.6%,11.6%
2026-02-10 06:48:00,60.6%,20.6%,17.2%,15.0%
2026-02-10 06:50:00,57.0%,33.1%,31.8%,19.8%
2026-02-10 06:52:00,38.9%,12.4%,9.35%,16.3%
2026-02-10 06:54:00,38.0%,16.2%,12.7%,13.8%
2026-02-10 06:56:00,30.4%,12.2%,15.1%,10.0%
2026-02-10 06:58:00,32.3%,15.5%,14.6%,12.6%
2026-02-10 07:00:00,50.4%,12.9%,16.0%,12.4%
2026-02-10 07:02:00,41.2%,25.4%,21.6%,30.8%
2026-02-10 07:04:00,19.6%,10.8%,12.7%,5.16%
2026-02-10 07:06:00,5.78%,14.8%,35.9%,10.2%
2026-02-10 07:08:00,51.3%,11.2%,12.8%,14.8%
2026-02-10 07:10:00,55.0%,10.2%,7.30%,13.3%
2026-02-10 07:12:00,15.8%,10.1%,11.1%,9.42%
2026-02-10 07:14:00,34.7%,11.9%,26.2%,8.76%
2026-02-10 07:16:00,46.7%,30.3%,27.7%,19.8%
2026-02-10 07:18:00,37.6%,24.7%,8.46%,17.2%
2026-02-10 07:20:00,29.2%,27.0%,17.7%,17.5%
2026-02-10 07:22:00,51.5%,15.8%,12.9%,12.7%
2026-02-10 07:24:00,46.4%,13.6%,13.2%,10.2%
2026-02-10 07:26:00,31.8%,10.8%,12.3%,15.3%
2026-02-10 07:28:00,38.9%,13.2%,13.2%,16.2%
2026-02-10 07:30:00,57.9%,22.8%,20.1%,15.4%
2026-02-10 07:32:00,32.0%,14.4%,19.8%,25.6%
2026-02-10 07:34:00,40.7%,15.6%,16.3%,17.0%
2026-02-10 07:36:00,21.0%,8.53%,24.1%,13.0%
2026-02-10 07:38:00,48.2%,14.0%,14.7%,11.1%
2026-02-10 07:40:00,62.7%,14.0%,10.5%,36.9%
2026-02-10 07:42:00,41.1%,14.9%,11.2%,13.0%
2026-02-10 07:44:00,50.1%,13.9%,9.35%,19.3%
2026-02-10 07:46:00,19.4%,28.2%,16.3%,15.4%
2026-02-10 07:48:00,40.5%,14.3%,83.4%,11.5%
2026-02-10 07:50:00,50.6%,31.1%,20.1%,33.3%
2026-02-10 07:52:00,33.7%,19.5%,13.1%,22.7%
2026-02-10 07:54:00,37.1%,26.9%,17.7%,18.8%
2026-02-10 07:56:00,33.9%,16.7%,12.2%,13.4%
2026-02-10 07:58:00,19.3%,10.3%,14.6%,18.1%
2026-02-10 08:00:00,41.2%,19.9%,20.0%,20.8%
2026-02-10 08:02:00,39.3%,22.5%,18.2%,19.7%
2026-02-10 08:04:00,32.4%,22.4%,17.0%,19.1%
2026-02-10 08:06:00,48.6%,11.9%,11.8%,4.81%
2026-02-10 08:08:00,43.6%,14.3%,18.6%,13.0%
2026-02-10 08:10:00,59.5%,17.1%,26.2%,16.4%
2026-02-10 08:12:00,38.4%,15.7%,12.6%,16.7%
2026-02-10 08:14:00,54.7%,25.7%,12.9%,41.3%
2026-02-10 08:16:00,34.7%,13.0%,16.0%,14.1%
2026-02-10 08:18:00,82.2%,14.4%,19.1%,16.3%
2026-02-10 08:20:00,44.4%,8.07%,12.6%,10.1%
