"Time","rskj-miner1","rskj-miner2","rskj-miner4","rskj-node1"
2026-02-09 18:16:00,21.1 KiB/s,9.63 KiB/s,10.2 KiB/s,10.1 KiB/s
2026-02-09 18:20:00,33.8 KiB/s,10.9 KiB/s,10.1 KiB/s,9.96 KiB/s
2026-02-09 18:24:00,42.2 KiB/s,12.2 KiB/s,12.3 KiB/s,12.0 KiB/s
2026-02-09 18:28:00,42.3 KiB/s,11.6 KiB/s,11.7 KiB/s,11.4 KiB/s
2026-02-09 18:32:00,39.5 KiB/s,11.1 KiB/s,11.0 KiB/s,10.9 KiB/s
2026-02-09 18:36:00,43.0 KiB/s,11.3 KiB/s,11.4 KiB/s,11.2 KiB/s
2026-02-09 18:40:00,43.5 KiB/s,11.7 KiB/s,11.8 KiB/s,11.5 KiB/s
2026-02-09 18:44:00,44.2 KiB/s,11.5 KiB/s,11.5 KiB/s,11.4 KiB/s
2026-02-09 18:48:00,42.1 KiB/s,11.7 KiB/s,11.7 KiB/s,11.5 KiB/s
2026-02-09 18:52:00,42.2 KiB/s,11.6 KiB/s,11.6 KiB/s,11.4 KiB/s
2026-02-09 18:56:00,37.6 KiB/s,11.0 KiB/s,11.1 KiB/s,10.9 KiB/s
2026-02-09 19:00:00,36.8 KiB/s,10.9 KiB/s,11.0 KiB/s,10.8 KiB/s
2026-02-09 19:04:00,38.0 KiB/s,10.4 KiB/s,10.4 KiB/s,10.3 KiB/s
2026-02-09 19:08:00,41.0 KiB/s,10.9 KiB/s,11.0 KiB/s,10.8 KiB/s
2026-02-09 19:12:00,43.0 KiB/s,10.8 KiB/s,10.9 KiB/s,10.7 KiB/s
2026-02-09 19:16:00,40.8 KiB/s,11.3 KiB/s,11.3 KiB/s,11.1 KiB/s
2026-02-09 19:20:00,27.2 KiB/s,10.0 KiB/s,10.1 KiB/s,9.96 KiB/s
2026-02-09 19:24:00,33.7 KiB/s,11.0 KiB/s,11.0 KiB/s,10.9 KiB/s
2026-02-09 19:28:00,40.6 KiB/s,10.8 KiB/s,10.7 KiB/s,10.5 KiB/s
2026-02-09 19:32:00,43.4 KiB/s,11.4 KiB/s,11.4 KiB/s,11.2 KiB/s
2026-02-09 19:36:00,43.7 KiB/s,11.5 KiB/s,11.6 KiB/s,11.4 KiB/s
2026-02-09 19:40:00,26.5 KiB/s,10.4 KiB/s,10.4 KiB/s,10.2 KiB/s
2026-02-09 19:44:00,43.1 KiB/s,10.5 KiB/s,10.4 KiB/s,10.4 KiB/s
2026-02-09 19:48:00,40.3 KiB/s,10.5 KiB/s,10.4 KiB/s,10.3 KiB/s
2026-02-09 19:52:00,39.1 KiB/s,10.9 KiB/s,10.8 KiB/s,10.7 KiB/s
2026-02-09 19:56:00,38.9 KiB/s,10.5 KiB/s,10.6 KiB/s,10.4 KiB/s
2026-02-09 20:00:00,39.6 KiB/s,10.7 KiB/s,10.7 KiB/s,10.6 KiB/s
2026-02-09 20:04:00,38.9 KiB/s,10.6 KiB/s,10.7 KiB/s,10.5 KiB/s
2026-02-09 20:08:00,38.4 KiB/s,11.0 KiB/s,11.0 KiB/s,10.9 KiB/s
2026-02-09 20:12:00,45.8 KiB/s,12.0 KiB/s,12.0 KiB/s,11.8 KiB/s
2026-02-09 20:16:00,28.4 KiB/s,11.0 KiB/s,11.0 KiB/s,10.8 KiB/s
2026-02-09 20:20:00,38.9 KiB/s,10.3 KiB/s,10.2 KiB/s,10.1 KiB/s
2026-02-09 20:24:00,35.9 KiB/s,10.2 KiB/s,10.3 KiB/s,10.1 KiB/s
2026-02-09 20:28:00,27.8 KiB/s,10.9 KiB/s,11.0 KiB/s,10.7 KiB/s
2026-02-09 20:32:00,39.7 KiB/s,10.8 KiB/s,10.8 KiB/s,10.7 KiB/s
2026-02-09 20:36:00,36.8 KiB/s,10.5 KiB/s,10.4 KiB/s,10.4 KiB/s
2026-02-09 20:40:00,37.0 KiB/s,11.0 KiB/s,10.9 KiB/s,10.8 KiB/s
2026-02-09 20:44:00,40.6 KiB/s,11.0 KiB/s,11.0 KiB/s,10.8 KiB/s
2026-02-09 20:48:00,41.8 KiB/s,11.4 KiB/s,11.5 KiB/s,11.2 KiB/s
2026-02-09 20:52:00,41.5 KiB/s,10.7 KiB/s,10.8 KiB/s,10.6 KiB/s
2026-02-09 20:56:00,40.9 KiB/s,11.4 KiB/s,11.6 KiB/s,11.4 KiB/s
2026-02-09 21:00:00,39.6 KiB/s,11.0 KiB/s,11.0 KiB/s,10.9 KiB/s
2026-02-09 21:04:00,37.3 KiB/s,10.9 KiB/s,10.9 KiB/s,10.8 KiB/s
2026-02-09 21:08:00,40.1 KiB/s,10.8 KiB/s,10.8 KiB/s,10.7 KiB/s
2026-02-09 21:12:00,38.1 KiB/s,10.6 KiB/s,10.6 KiB/s,10.5 KiB/s
2026-02-09 21:16:00,41.4 KiB/s,11.1 KiB/s,11.1 KiB/s,10.9 KiB/s
2026-02-09 21:20:00,38.3 KiB/s,11.5 KiB/s,11.4 KiB/s,11.4 KiB/s
2026-02-09 21:24:00,43.3 KiB/s,10.7 KiB/s,10.7 KiB/s,10.7 KiB/s
2026-02-09 21:28:00,42.3 KiB/s,11.1 KiB/s,11.1 KiB/s,10.9 KiB/s
2026-02-09 21:32:00,41.0 KiB/s,11.0 KiB/s,10.9 KiB/s,10.8 KiB/s
2026-02-09 21:36:00,35.4 KiB/s,9.93 KiB/s,9.94 KiB/s,9.84 KiB/s
2026-02-09 21:40:00,39.4 KiB/s,11.4 KiB/s,11.4 KiB/s,11.2 KiB/s
2026-02-09 21:44:00,23.9 KiB/s,10.3 KiB/s,10.3 KiB/s,10.2 KiB/s
2026-02-09 21:48:00,35.8 KiB/s,11.2 KiB/s,11.4 KiB/s,11.1 KiB/s
2026-02-09 21:52:00,40.0 KiB/s,11.1 KiB/s,11.1 KiB/s,10.9 KiB/s
2026-02-09 21:56:00,38.9 KiB/s,11.0 KiB/s,10.9 KiB/s,10.8 KiB/s
2026-02-09 22:00:00,39.3 KiB/s,10.4 KiB/s,10.3 KiB/s,10.2 KiB/s
2026-02-09 22:04:00,41.7 KiB/s,11.1 KiB/s,11.0 KiB/s,10.9 KiB/s
2026-02-09 22:08:00,32.4 KiB/s,10.2 KiB/s,10.3 KiB/s,10.2 KiB/s
2026-02-09 22:12:00,40.7 KiB/s,10.6 KiB/s,10.6 KiB/s,10.5 KiB/s
2026-02-09 22:16:00,42.8 KiB/s,11.4 KiB/s,11.4 KiB/s,11.3 KiB/s
2026-02-09 22:20:00,43.2 KiB/s,11.0 KiB/s,11.0 KiB/s,10.9 KiB/s
2026-02-09 22:24:00,43.0 KiB/s,11.7 KiB/s,11.7 KiB/s,11.6 KiB/s
2026-02-09 22:28:00,43.0 KiB/s,11.5 KiB/s,11.5 KiB/s,11.4 KiB/s
2026-02-09 22:32:00,41.2 KiB/s,11.6 KiB/s,11.5 KiB/s,11.4 KiB/s
2026-02-09 22:36:00,36.8 KiB/s,10.8 KiB/s,10.8 KiB/s,10.7 KiB/s
2026-02-09 22:40:00,42.2 KiB/s,11.2 KiB/s,11.1 KiB/s,11.0 KiB/s
2026-02-09 22:44:00,41.4 KiB/s,11.2 KiB/s,11.3 KiB/s,11.1 KiB/s
2026-02-09 22:48:00,38.2 KiB/s,10.3 KiB/s,10.3 KiB/s,10.2 KiB/s
2026-02-09 22:52:00,42.0 KiB/s,10.6 KiB/s,10.7 KiB/s,10.6 KiB/s
2026-02-09 22:56:00,36.0 KiB/s,11.4 KiB/s,11.5 KiB/s,11.3 KiB/s
2026-02-09 23:00:00,38.9 KiB/s,11.5 KiB/s,11.6 KiB/s,11.4 KiB/s
2026-02-09 23:04:00,45.1 KiB/s,11.1 KiB/s,11.1 KiB/s,11.0 KiB/s
