Time,"__name__=""dockerstats_memory_usage_bytes"",id=""2448b4734be3"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner2""","__name__=""dockerstats_memory_usage_bytes"",id=""2e7a9b320abc"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner1""","__name__=""dockerstats_memory_usage_bytes"",id=""3103e9d23be4"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node2""","__name__=""dockerstats_memory_usage_bytes"",id=""5908d36887d3"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node1"""
2026-03-20 17:20:07,8583483392,8586137600,5716320256,5647474688
2026-03-20 17:20:37,8582815744,8581562368,5717651456,5648007168
2026-03-20 17:21:07,8583897088,8484298752,5719285760,5648863232
2026-03-20 17:21:37,8491782144,8506318848,5720580096,5649821696
2026-03-20 17:22:07,8506347520,8521494528,5721497600,5656109056
2026-03-20 17:22:37,8514076672,8528121856,5723037696,5651353600
2026-03-20 17:23:07,8519774208,8531742720,5724426240,5653073920
2026-03-20 17:23:37,8523640832,8534278144,5725405184,5653155840
2026-03-20 17:24:07,8550666240,8560611328,5726769152,5653995520
2026-03-20 17:24:37,8554967040,8563302400,5727997952,5655158784
2026-03-20 17:25:07,8580009984,8587808768,5729013760,5655449600
2026-03-20 17:25:37,8487456768,8508252160,5729370112,5656113152
2026-03-20 17:26:07,8542617600,8566525952,5730328576,5657227264
2026-03-20 17:26:37,8580202496,8495411200,5732073472,5657075712
2026-03-20 17:27:07,8499318784,8534687744,5732507648,5657542656
2026-03-20 17:27:37,8541704192,8582479872,5733326848,5658382336
2026-03-20 17:28:07,8588640256,8553996288,5776269312,5702848512
2026-03-20 17:28:37,8284667904,8317194240,5761056768,5690986496
2026-03-20 17:29:07,8316252160,8350040064,5762187264,5692092416
2026-03-20 17:29:37,8345374720,8378855424,5763825664,5693759488
2026-03-20 17:30:07,8379162624,8328777728,5764587520,5694791680
2026-03-20 17:30:37,8339771392,8368738304,5765922816,5695684608
2026-03-20 17:31:07,8402165760,8359948288,5767409664,5696147456
2026-03-20 17:31:37,8369029120,8409251840,5768806400,5697236992
2026-03-20 17:32:07,8416763904,8464605184,5783973888,5711466496
2026-03-20 17:32:37,8449687552,8418975744,5785792512,5712502784
2026-03-20 17:33:07,8383213568,8447512576,5787049984,5713666048
2026-03-20 17:33:37,8390840320,8457482240,5788221440,5716582400
2026-03-20 17:34:07,8410877952,8481333248,5789470720,5716955136
2026-03-20 17:34:37,8448806912,8522719232,5790666752,5716844544
2026-03-20 17:35:07,8488398848,8205238272,5793157120,5716918272
2026-03-20 17:35:37,8433131520,8130695168,5793497088,5717016576
2026-03-20 17:36:07,8481632256,7779446784,5793890304,5709701120
2026-03-20 17:36:37,8524144640,7632240640,5789265920,5693177856
2026-03-20 17:37:07,8452153344,7652249600,5789990912,5694402560
2026-03-20 17:37:37,8458088448,7667228672,5790707712,5695328256
2026-03-20 17:38:07,8464027648,7679545344,5791850496,5696532480
2026-03-20 17:38:37,8490487808,7717126144,5793902592,5697826816
2026-03-20 17:39:07,8495546368,7737163776,5794385920,5698953216
2026-03-20 17:39:37,8499699712,7752847360,5791465472,5699940352
2026-03-20 17:40:07,8503980032,7769436160,5792403456,5700993024
2026-03-20 17:40:37,8507203584,7776391168,5793132544,5702029312
2026-03-20 17:41:07,8522276864,7715934208,5793484800,5703610368
2026-03-20 17:41:37,8542552064,7743737856,5794258944,5704523776
2026-03-20 17:42:07,8583114752,7789408256,5794725888,5705150464
2026-03-20 17:42:37,8502153216,7824420864,5795360768,5706481664
2026-03-20 17:43:07,8512147456,7841239040,5796540416,5707624448
2026-03-20 17:43:37,8549433344,7800786944,5795987456,5707866112
2026-03-20 17:44:07,8244903936,7743930368,5796700160,5708595200
2026-03-20 17:44:37,8199225344,7702974464,5797289984,5709672448
2026-03-20 17:45:07,8210993152,7619887104,5797773312,5710430208
2026-03-20 17:45:37,8225660928,7532249088,5798481920,5711405056
2026-03-20 17:46:07,8255754240,7350464512,5799067648,5713125376
2026-03-20 17:46:37,8238321664,7323070464,5786554368,5713268736
2026-03-20 17:47:07,8216973312,7347785728,5787713536,5715529728
2026-03-20 17:47:37,8225046528,7317413888,5787471872,5715476480
2026-03-20 17:48:07,8171159552,7316283392,5788712960,5718016000
2026-03-20 17:48:37,7525892096,7286616064,5628592128,5539774464
2026-03-20 17:49:07,7536590848,7295463424,5629247488,5544562688
2026-03-20 17:49:37,7545896960,7300538368,5629845504,5547356160
2026-03-20 17:50:07,7559180288,7313940480,5630394368,5552222208
2026-03-20 17:50:37,7582793728,7338438656,5631197184,5552443392
2026-03-20 17:51:07,7613845504,7371169792,5631729664,5552885760
2026-03-20 17:51:37,7636480000,7391342592,5633114112,5549707264
2026-03-20 17:52:07,7645339648,7399284736,5633642496,5549391872
2026-03-20 17:52:37,7640768512,7378440192,5633900544,5549547520
2026-03-20 17:53:07,7677632512,7416283136,5634744320,5550047232
2026-03-20 17:53:37,7711617024,7450497024,5635305472,5550088192
2026-03-20 17:54:07,7749464064,7489064960,5635858432,5550768128
2026-03-20 17:54:37,7699103744,7440723968,5635952640,5550247936
2026-03-20 17:55:07,7980195840,7751970816,5744926720,5658402816
2026-03-20 17:55:37,7941959680,7683735552,5637644288,5551316992
2026-03-20 17:56:07,7983607808,7728594944,5637984256,5550796800
2026-03-20 17:56:37,7954837504,7703293952,5638926336,5551206400
2026-03-20 17:57:07,7996710912,7748804608,5638791168,5551136768
2026-03-20 17:57:37,8021630976,7774113792,5640708096,5551304704
2026-03-20 17:58:07,8080601088,7730638848,5640323072,5551407104
2026-03-20 17:58:37,8008609792,7766761472,5641342976,5551800320
2026-03-20 17:59:07,8014143488,7772762112,5641670656,5551902720
2026-03-20 17:59:37,8029483008,7788048384,5642403840,5552205824
2026-03-20 18:00:07,8040042496,7795294208,5643227136,5552361472
2026-03-20 18:00:37,8049553408,7811764224,5643685888,5552582656
2026-03-20 18:01:07,8078708736,7865888768,5644181504,5552959488
2026-03-20 18:01:37,8136450048,7900078080,5695676416,5576896512
2026-03-20 18:02:07,8097746944,7865962496,5696557056,5577039872
2026-03-20 18:02:37,8135327744,7903948800,5696724992,5577277440
2026-03-20 18:03:07,8151478272,7919562752,5698093056,5577555968
2026-03-20 18:03:37,8165117952,7932731392,5698514944,5578047488
2026-03-20 18:04:07,8171741184,7938859008,5699035136,5578231808
2026-03-20 18:04:37,8177897472,7944597504,5700198400,5578346496
2026-03-20 18:05:07,8193425408,7960293376,5701267456,5578633216
2026-03-20 18:05:37,8197382144,7964774400,5701603328,5578469376
2026-03-20 18:06:07,8219652096,7988232192,5701914624,5579075584
2026-03-20 18:06:37,8178397184,7949447168,5701877760,5578559488
2026-03-20 18:07:07,8231018496,8000069632,5702144000,5578620928
2026-03-20 18:07:37,8181862400,7934750720,5687078912,5567516672
2026-03-20 18:08:07,8212439040,7985156096,5614227456,5482160128
2026-03-20 18:08:37,8254398464,7954890752,5554786304,5431341056
2026-03-20 18:09:07,8194166784,7987896320,5495726080,5361598464
2026-03-20 18:09:37,8213213184,8042815488,5406875648,5258108928
2026-03-20 18:10:07,8253845504,7992614912,5384286208,5179682816
2026-03-20 18:10:37,8206249984,8031997952,5347618816,5050515456
2026-03-20 18:11:07,8237404160,8064593920,5276020736,4903907328
2026-03-20 18:11:37,8265662464,8006565888,5283258368,4916293632
2026-03-20 18:12:07,8281137152,8009273344,5136068608,4886470656
2026-03-20 18:12:37,8286945280,8015007744,5145182208,4896788480
2026-03-20 18:13:07,8304623616,8034422784,5145726976,4896804864
2026-03-20 18:13:37,8234438656,8053936128,5136760832,4914585600
2026-03-20 18:14:07,8239407104,8058871808,5144584192,4923318272
2026-03-20 18:14:37,8249339904,8056442880,5057589248,4926808064
2026-03-20 18:15:07,8267243520,8075317248,5014347776,4944515072
2026-03-20 18:15:37,8270708736,8079093760,5021421568,4949913600
2026-03-20 18:16:07,8286810112,8103837696,5013831680,4949975040
2026-03-20 18:16:37,8271130624,8057659392,5027172352,4963307520
2026-03-20 18:17:07,8216952832,8086884352,5027524608,4963409920
2026-03-20 18:17:37,8260124672,8050585600,5032325120,4967829504
2026-03-20 18:18:07,8303968256,8096321536,5041381376,4976521216
2026-03-20 18:18:37,8098394112,8105779200,5050040320,4985589760
2026-03-20 18:19:07,8114118656,8118509568,5063389184,4997554176
2026-03-20 18:19:37,8119611392,8125120512,5074219008,5008470016
2026-03-20 18:20:07,8105406464,8112746496,5076402176,5010780160
2026-03-20 18:20:37,8122900480,8040218624,5087850496,5021204480
2026-03-20 18:21:07,8131817472,8049831936,5097058304,5029519360
2026-03-20 18:21:37,8046452736,7999967232,5097127936,5026701312
2026-03-20 18:22:07,8035237888,7934955520,5101813760,5030920192
2026-03-20 18:22:37,7943487488,7789662208,5109624832,5038383104
2026-03-20 18:23:07,7981412352,7524622336,5118185472,5046456320
2026-03-20 18:23:37,7898845184,7451615232,5125922816,5054070784
2026-03-20 18:24:07,7912198144,7352954880,5134209024,5062643712
2026-03-20 18:24:37,7856148480,7380504576,5142028288,5070049280
2026-03-20 18:25:07,7772921856,7340920832,5146255360,5073420288
2026-03-20 18:25:37,7688151040,7320469504,5159993344,5085749248
2026-03-20 18:26:07,7697489920,7330172928,5166772224,5092392960
2026-03-20 18:26:37,7718408192,7352836096,5167169536,5092466688
2026-03-20 18:27:07,7677710336,7396241408,5171150848,5096046592
2026-03-20 18:27:37,7676403712,7311192064,5178187776,5102485504
2026-03-20 18:28:07,7622852608,7314563072,5181628416,5105627136
2026-03-20 18:28:37,7575711744,7297077248,5192683520,5115858944
2026-03-20 18:29:07,7579897856,7299096576,5199364096,5122326528
2026-03-20 18:29:37,7590674432,7309877248,5206552576,5129101312
2026-03-20 18:30:07,7558692864,7334543360,5210386432,5131558912
2026-03-20 18:30:37,7548104704,7372251136,5213573120,5134376960
2026-03-20 18:31:07,7638650880,7472705536,5243625472,5164150784
2026-03-20 18:31:37,7655661568,7434383360,5252976640,5172924416
2026-03-20 18:32:07,7682985984,7458099200,5260136448,5179416576
2026-03-20 18:32:37,7689273344,7467483136,5268664320,5185880064
2026-03-20 18:33:07,7700328448,7478984704,5276012544,5194301440
2026-03-20 18:33:37,7705399296,7483113472,5279514624,5196554240
2026-03-20 18:34:07,7721312256,7499956224,5285621760,5201813504
2026-03-20 18:34:37,7743967232,7521902592,5291020288,5206753280
2026-03-20 18:35:07,7777976320,7558037504,5293809664,5209878528
2026-03-20 18:35:37,7734358016,7513944064,5299605504,5214564352
2026-03-20 18:36:07,7746109440,7525113856,5306658816,5220892672
2026-03-20 18:36:37,7775801344,7557111808,5312499712,5226287104
2026-03-20 18:37:07,7803965440,7585632256,5320531968,5233221632
2026-03-20 18:37:37,7811588096,7592738816,5326123008,5238480896
2026-03-20 18:38:07,7823925248,7605039104,5337243648,5248921600
2026-03-20 18:38:37,7829454848,7610810368,5341097984,5242834944
2026-03-20 18:39:07,7866404864,7660908544,5332058112,5242884096
2026-03-20 18:39:37,7819550720,7605415936,5339308032,5249994752
2026-03-20 18:40:07,7840108544,7625854976,5347819520,5257281536
2026-03-20 18:40:37,7850401792,7636426752,5353271296,5262045184
2026-03-20 18:41:07,7870148608,7656759296,5359697920,5265891328
2026-03-20 18:41:37,7887601664,7674376192,5362102272,5272866816
2026-03-20 18:42:07,7928860672,7635488768,5364568064,5269786624
2026-03-20 18:42:37,7887278080,7679868928,5364920320,5269934080
2026-03-20 18:43:07,7933304832,7729319936,5371715584,5276155904
2026-03-20 18:43:37,7969824768,7683092480,5376659456,5280157696
2026-03-20 18:44:07,7904722944,7692001280,5380689920,5283700736
2026-03-20 18:44:37,7917498368,7701417984,5387214848,5289984000
2026-03-20 18:45:07,7922671616,7707357184,5390270464,5293342720
2026-03-20 18:45:37,7930531840,7714381824,5395558400,5297577984
2026-03-20 18:46:07,7935524864,7717990400,5397639168,5299146752
2026-03-20 18:46:37,7954780160,7726923776,5402066944,5302808576
2026-03-20 18:47:07,7984709632,7743590400,5407027200,5307432960
2026-03-20 18:47:37,7993212928,7745159168,5409079296,5309014016
2026-03-20 18:48:07,8026923008,7770419200,5409406976,5308104704
2026-03-20 18:48:37,7981268992,7794212864,5413433344,5311434752
2026-03-20 18:49:07,8017158144,7810887680,5417103360,5314883584
2026-03-20 18:49:37,8041197568,7819784192,5421023232,5318189056
2026-03-20 18:50:07,8074113024,7836708864,5424791552,5321289728
2026-03-20 18:50:37,8018350080,7842156544,5428383744,5324554240
2026-03-20 18:51:07,8094142464,7849267200,5432487936,5328138240
2026-03-20 18:51:37,8067182592,7769767936,5432889344,5329063936
2026-03-20 18:52:07,8118734848,7804125184,5434695680,5330296832
2026-03-20 18:52:37,8192401408,7832170496,5436616704,5331517440
2026-03-20 18:53:07,8122929152,7855226880,5440057344,5334622208
2026-03-20 18:53:37,8169795584,7815311360,5440335872,5334749184
2026-03-20 18:54:07,8141361152,7865671680,5440638976,5334839296
2026-03-20 18:54:37,8194408448,7839440896,5443866624,5337776128
2026-03-20 18:55:07,8160768000,7888240640,5445857280,5339402240
2026-03-20 18:55:37,8202911744,7933874176,5449068544,5342498816
2026-03-20 18:56:07,8242343936,7898251264,5452275712,5345128448
2026-03-20 18:56:37,8207294464,7948849152,5454123008,5346525184
2026-03-20 18:57:07,8261509120,7927066624,5454458880,5346529280
2026-03-20 18:57:37,8222146560,7966240768,5459083264,5350879232
2026-03-20 18:58:07,8258609152,8004694016,5463126016,5354196992
2026-03-20 18:58:37,8295514112,7954751488,5466013696,5357322240
2026-03-20 18:59:07,8302309376,7960711168,5468794880,5359202304
2026-03-20 18:59:37,8312180736,7969112064,5470314496,5361188864
2026-03-20 19:00:07,8331632640,8022937600,5416452096,5362581504
2026-03-20 19:00:37,8315584512,8042094592,5459501056,5422055424
2026-03-20 19:01:07,8353832960,8083267584,5460840448,5423177728
2026-03-20 19:01:37,8385769472,8030818304,5463543808,5425401856
2026-03-20 19:02:07,8419438592,8067551232,5465014272,5426565120
2026-03-20 19:02:37,8438054912,8081485824,5469425664,5430398976
2026-03-20 19:03:07,8374890496,8105512960,5473243136,5434040320
2026-03-20 19:03:37,8379822080,8110354432,5476036608,5436014592
2026-03-20 19:04:07,8398508032,8050307072,5476466688,5436022784
2026-03-20 19:04:37,8432979968,8088145920,5477965824,5437145088
2026-03-20 19:05:07,8397672448,8137211904,5479403520,5438291968
2026-03-20 19:05:37,8446230528,8108371968,5480931328,5439377408
2026-03-20 19:06:07,8487518208,8152862720,5483819008,5441994752
2026-03-20 19:06:37,8449351680,8224456704,5485281280,5443063808
2026-03-20 19:07:07,8472170496,8138616832,5489098752,5446356992
2026-03-20 19:07:37,8498167808,8165023744,5491908608,5448605696
2026-03-20 19:08:07,8518631424,8185565184,5494398976,5450878976
2026-03-20 19:08:37,8542302208,8209522688,5496840192,5452652544
2026-03-20 19:09:07,8547909632,8215371776,5500162048,5455409152
2026-03-20 19:09:37,8550019072,8217088000,5501927424,5457248256
2026-03-20 19:10:07,8477495296,8226091008,5504262144,5458583552
2026-03-20 19:10:37,8491171840,8239845376,5505765376,5459566592
2026-03-20 19:11:07,8510464000,8177446912,5508124672,5461377024
2026-03-20 19:11:37,8552013824,8220475392,5509390336,5462618112
2026-03-20 19:12:07,8568504320,8237268992,5513740288,5466157056
2026-03-20 19:12:37,8571850752,8240824320,5516111872,5468823552
2026-03-20 19:13:07,8576483328,8244150272,5518966784,5470367744
2026-03-20 19:13:37,8585252864,8253444096,5503938560,5471555584
2026-03-20 19:14:07,8584269824,8261328896,5522997248,5473599488
2026-03-20 19:14:37,8589754368,8279916544,5526806528,5475844096
2026-03-20 19:15:07,8588505088,8282386432,5528264704,5477797888
2026-03-20 19:15:37,8589803520,8286117888,5529604096,5478432768
2026-03-20 19:16:07,8488079360,8292683776,5533347840,5481701376
2026-03-20 19:16:37,8490295296,8294834176,5534437376,5482524672
2026-03-20 19:17:07,8516694016,8238882816,5535780864,5483139072
2026-03-20 19:17:37,8535171072,8257900544,5538803712,5485735936
2026-03-20 19:18:07,8539267072,8262008832,5540864000,5487292416
2026-03-20 19:18:37,8566767616,8290983936,5542096896,5487976448
2026-03-20 19:19:07,8585113600,8310751232,5545259008,5490089984
2026-03-20 19:19:37,8586305536,8316919808,5546795008,5491605504
2026-03-20 19:20:07,8584318976,8319721472,5549850624,5494419456
2026-03-20 19:20:37,8582217728,8325988352,5550047232,5494095872
2026-03-20 19:21:07,8491614208,8274432000,5552111616,5495926784
2026-03-20 19:21:37,8529739776,8315047936,5552885760,5495652352
2026-03-20 19:22:07,8545742848,8330858496,5557035008,5499494400
2026-03-20 19:22:37,8557735936,8342323200,5557202944,5499482112
2026-03-20 19:23:07,8581169152,8367869952,5560086528,5501861888
2026-03-20 19:23:37,8457535488,8311992320,5560926208,5502660608
2026-03-20 19:24:07,8469037056,8324894720,5563617280,5507805184
2026-03-20 19:24:37,8478044160,8334618624,5564686336,5505359872
2026-03-20 19:25:07,8513708032,8372281344,5565767680,5506048000
2026-03-20 19:25:37,8545882112,8406687744,5567758336,5507280896
2026-03-20 19:26:07,8494739456,8363974656,5567930368,5507534848
2026-03-20 19:26:37,8543641600,8413708288,5568704512,5508009984
2026-03-20 19:27:07,8572551168,8382173184,5569675264,5508747264
2026-03-20 19:27:37,8510300160,8431697920,5571407872,5510397952
2026-03-20 19:28:07,8554577920,8488087552,5572194304,5510508544
2026-03-20 19:28:37,8503336960,8446357504,5573320704,5512040448
2026-03-20 19:29:07,8586092544,8589328384,5647867904,5603876864
2026-03-20 19:29:37,8320761856,8298332160,5635424256,5571596288
2026-03-20 19:30:07,8345337856,8319115264,5638057984,5572603904
2026-03-20 19:30:37,8271519744,8324788224,5639991296,5573857280
2026-03-20 19:31:07,8290787328,8337973248,5641461760,5574991872
2026-03-20 19:31:37,8312786944,8358752256,5642698752,5575663616
2026-03-20 19:32:07,8341749760,8383954944,5644308480,5577072640
2026-03-20 19:32:37,8352948224,8389967872,5645787136,5577990144
2026-03-20 19:33:07,8364990464,8396423168,5647945728,5578891264
2026-03-20 19:33:37,8372633600,8399118336,5649059840,5579755520
2026-03-20 19:34:07,8382676992,8403619840,5650518016,5581045760
2026-03-20 19:34:37,8389398528,8407900160,5651845120,5581901824
2026-03-20 19:35:07,8403353600,8418660352,5652623360,5582536704
2026-03-20 19:35:37,8420642816,8344342528,5654904832,5583826944
2026-03-20 19:36:07,8435548160,8355311616,5655261184,5584072704
2026-03-20 19:36:37,8393420800,8394674176,5656125440,5584584704
2026-03-20 19:37:07,8433512448,8432893952,5656850432,5585006592
2026-03-20 19:37:37,8473870336,8389431296,5658030080,5586145280
2026-03-20 19:38:07,8434302976,8428318720,5658738688,5586878464
2026-03-20 19:38:37,8484913152,8476250112,5659009024,5586620416
2026-03-20 19:39:07,8459362304,8446951424,5659869184,5586980864
2026-03-20 19:39:37,8516882432,8502136832,5660639232,5587984384
2026-03-20 19:40:07,8564768768,8466157568,5662535680,5589307392
2026-03-20 19:40:37,8582615040,8478461952,5663457280,5589975040
2026-03-20 19:41:07,8497442816,8500142080,5664792576,5590560768
2026-03-20 19:41:37,8508125184,8503689216,5666775040,5592088576
2026-03-20 19:42:07,8525627392,8518512640,5667192832,5591945216
2026-03-20 19:42:37,8559652864,8568954880,5668200448,5592281088
2026-03-20 19:43:07,8587034624,8493821952,5669367808,5594042368
2026-03-20 19:43:37,8586514432,8498753536,5670649856,5593993216
2026-03-20 19:44:07,8585830400,8508399616,5672321024,5595377664
2026-03-20 19:44:37,8586059776,8511270912,5674328064,5596110848
2026-03-20 19:45:07,8586010624,8514015232,5675188224,5596774400
2026-03-20 19:45:37,8580608000,8521953280,5675659264,5597601792
2026-03-20 19:46:07,8507396096,8563355648,5676359680,5597392896
2026-03-20 19:46:37,8545398784,8488550400,5677428736,5598318592
2026-03-20 19:47:07,8583589888,8524644352,5678473216,5598793728
2026-03-20 19:47:37,8587014144,8530837504,5679906816,5599739904
2026-03-20 19:48:07,8586747904,8545038336,5680742400,5600026624
2026-03-20 19:48:37,8485023744,8569475072,5683040256,5601529856
2026-03-20 19:49:07,8489353216,8573120512,5683798016,5602037760
2026-03-20 19:49:37,8513470464,8589852672,5684375552,5602312192
2026-03-20 19:50:07,8542044160,8497725440,5684645888,5602312192
2026-03-20 19:50:37,8581652480,8536027136,5686251520,5603545088
2026-03-20 19:51:07,8588775424,8543916032,5687521280,5604069376
2026-03-20 19:51:37,8583294976,8547188736,5688328192,5604642816
2026-03-20 19:52:07,8583938048,8550518784,5690310656,5605146624
2026-03-20 19:52:37,8488366080,8571310080,5690724352,5606137856
2026-03-20 19:53:07,8504336384,8584564736,5691777024,5606703104
2026-03-20 19:53:37,8516911104,8588369920,5693034496,5607424000
2026-03-20 19:54:07,8527110144,8585789440,5694558208,5608476672
2026-03-20 19:54:37,8542474240,8492474368,5695127552,5608931328
2026-03-20 19:55:07,8557002752,8509030400,5696610304,5609963520
2026-03-20 19:55:37,8574717952,8527372288,5697765376,5610557440
2026-03-20 19:56:07,8542588928,8529465344,5698670592,5611237376
2026-03-20 19:56:37,8546463744,8547274752,5724196864,5635915776
2026-03-20 19:57:07,8554110976,8553656320,5724856320,5636579328
2026-03-20 19:57:37,8572014592,8572096512,5725966336,5637718016
2026-03-20 19:58:07,8589512704,8589893632,5727100928,5637566464
2026-03-20 19:58:37,8503242752,8588345344,5727891456,5638459392
2026-03-20 19:59:07,8546439168,8522878976,5728169984,5638426624
2026-03-20 19:59:37,8588095488,8573501440,5729271808,5639241728
2026-03-20 20:00:07,8497823744,8483332096,5730185216,5639712768
2026-03-20 20:00:37,8508366848,8493948928,5730791424,5639827456
2026-03-20 20:01:07,8531406848,8521904128,5731811328,5640663040
2026-03-20 20:01:37,8563490816,8552796160,5733232640,5641146368
2026-03-20 20:02:07,8565661696,8554659840,5734236160,5641580544
2026-03-20 20:02:37,8589119488,8583569408,5734313984,5641592832
2026-03-20 20:03:07,8508129280,8501637120,5736099840,5642948608
2026-03-20 20:03:37,8514695168,8507265024,5736505344,5643350016
2026-03-20 20:04:07,8521117696,8514203648,5737738240,5643550720
2026-03-20 20:04:37,8533569536,8526123008,5738827776,5644124160
2026-03-20 20:05:07,8538427392,8530653184,5739995136,5645357056
2026-03-20 20:05:37,8538267648,8532783104,5740933120,5645336576
2026-03-20 20:06:07,8541028352,8535605248,5742313472,5645926400
2026-03-20 20:06:37,8561631232,8557879296,5742411776,5645934592
2026-03-20 20:07:07,8581115904,8577957888,5743874048,5647220736
2026-03-20 20:07:37,8589185024,8588771328,5744738304,5647290368
2026-03-20 20:08:07,8587624448,8586571776,5745774592,5648113664
2026-03-20 20:08:37,8503746560,8505434112,5746761728,5648330752
2026-03-20 20:09:07,8550612992,8555769856,5746995200,5648588800
2026-03-20 20:09:37,8588955648,8484659200,5747867648,5649301504
2026-03-20 20:10:07,8514867200,8526524416,5748244480,5649252352
2026-03-20 20:10:37,8554397696,8568053760,5748584448,5649793024
2026-03-20 20:11:07,8391245824,8361033728,5747617792,5646188544
