Time,Series_B
2026-03-20 16:49:37,445
2026-03-20 16:50:07,445
2026-03-20 16:50:37,477
2026-03-20 16:51:07,477
2026-03-20 16:51:37,157.75
2026-03-20 16:52:07,248
2026-03-20 16:52:37,477
2026-03-20 16:53:07,477
2026-03-20 16:53:37,477
2026-03-20 16:54:07,477
2026-03-20 16:54:37,477
2026-03-20 16:55:07,477
2026-03-20 16:55:37,477
2026-03-20 16:56:07,477
2026-03-20 16:56:37,235
2026-03-20 16:57:07,291
2026-03-20 16:57:37,161
2026-03-20 16:58:07,151
2026-03-20 16:58:37,55
2026-03-20 16:59:07,477
2026-03-20 16:59:37,217
2026-03-20 17:00:07,477
2026-03-20 17:00:37,477
2026-03-20 17:01:07,340
2026-03-20 17:01:37,477
2026-03-20 17:02:07,201
2026-03-20 17:02:37,201
2026-03-20 17:03:07,477
2026-03-20 17:03:37,477
2026-03-20 17:04:07,477
2026-03-20 17:04:37,477
2026-03-20 17:05:07,477
2026-03-20 17:05:37,402
2026-03-20 17:06:07,68
2026-03-20 17:06:37,180
2026-03-20 17:07:07,65
2026-03-20 17:07:37,65
2026-03-20 17:08:07,477
2026-03-20 17:08:37,477
2026-03-20 17:09:07,477
2026-03-20 17:09:37,477
2026-03-20 17:10:07,477
2026-03-20 17:10:37,477
2026-03-20 17:11:07,477
2026-03-20 17:11:37,477
2026-03-20 17:12:07,414
2026-03-20 17:12:37,204
2026-03-20 17:13:07,477
2026-03-20 17:13:37,477
2026-03-20 17:14:07,477
2026-03-20 17:14:37,477
2026-03-20 17:15:07,163
2026-03-20 17:15:37,76
2026-03-20 17:16:07,477
2026-03-20 17:16:37,477
2026-03-20 17:17:07,477
2026-03-20 17:17:37,175
2026-03-20 17:18:07,477
2026-03-20 17:18:37,477
2026-03-20 17:19:07,477
2026-03-20 17:19:37,226
2026-03-20 17:20:07,477
2026-03-20 17:20:37,46
2026-03-20 17:21:07,477
2026-03-20 17:21:37,471
2026-03-20 17:22:07,469.5
2026-03-20 17:22:37,384
2026-03-20 17:23:07,468
2026-03-20 17:23:37,477
2026-03-20 17:24:07,437
2026-03-20 17:24:37,277
2026-03-20 17:25:07,277
2026-03-20 17:25:37,277
2026-03-20 17:26:07,477
2026-03-20 17:26:37,477
2026-03-20 17:27:07,477
2026-03-20 17:27:37,477
2026-03-20 17:28:07,477
2026-03-20 17:28:37,477
2026-03-20 17:29:07,477
2026-03-20 17:29:37,477
2026-03-20 17:30:07,477
2026-03-20 17:30:37,477
2026-03-20 17:31:07,259
2026-03-20 17:31:37,477
2026-03-20 17:32:07,166
2026-03-20 17:32:37,477
2026-03-20 17:33:07,477
2026-03-20 17:33:37,477
2026-03-20 17:34:07,477
2026-03-20 17:34:37,477
2026-03-20 17:35:07,477
2026-03-20 17:35:37,477
2026-03-20 17:36:07,477
2026-03-20 17:36:37,477
2026-03-20 17:37:07,222
2026-03-20 17:37:37,477
2026-03-20 17:38:07,453
2026-03-20 17:38:37,477
2026-03-20 17:39:07,477
2026-03-20 17:39:37,192
2026-03-20 17:40:07,161
2026-03-20 17:40:37,200
2026-03-20 17:41:07,477
2026-03-20 17:41:37,477
2026-03-20 17:42:07,477
2026-03-20 17:42:37,268
2026-03-20 17:43:07,477
2026-03-20 17:43:37,477
2026-03-20 17:44:07,477
2026-03-20 17:44:37,477
2026-03-20 17:45:07,462
2026-03-20 17:45:37,473.25
2026-03-20 17:46:07,477
2026-03-20 17:46:37,477
2026-03-20 17:47:07,299
2026-03-20 17:47:37,299
