Time,"__name__=""dockerstats_memory_usage_bytes"",id=""19c98afb5d8e"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner4""","__name__=""dockerstats_memory_usage_bytes"",id=""22ec4669ab6e"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner2""","__name__=""dockerstats_memory_usage_bytes"",id=""3bd64936d549"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node2""","__name__=""dockerstats_memory_usage_bytes"",id=""4c36ab46243a"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node1""","__name__=""dockerstats_memory_usage_bytes"",id=""8550f126da22"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner1""","__name__=""dockerstats_memory_usage_bytes"",id=""a86735e5c58a"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner3"""
2026-03-05 21:02:48,4239998976,4227997696,4862763008,4251516928,4292911104,4214235136
2026-03-05 21:03:18,4192002048,4137451520,4870549504,4120334336,4206641152,4157464576
2026-03-05 21:03:48,4199325696,4142940160,4872986624,4125523968,4215984128,4165246976
2026-03-05 21:04:18,4207497216,4148736000,4876759040,4130353152,4224339968,4176867328
2026-03-05 21:04:48,4207632384,4148912128,4876763136,4130349056,4227457024,4176662528
2026-03-05 21:05:18,4221235200,4161490944,4879769600,4134543360,4237385728,4190449664
2026-03-05 21:05:48,4225695744,4164341760,4881350656,4137598976,4246192128,4196802560
2026-03-05 21:06:18,4229140480,4169154560,4881969152,4138983424,4251545600,4200800256
2026-03-05 21:06:48,4242386944,4178333696,4886286336,4131225600,4263157760,4214616064
2026-03-05 21:07:18,4248170496,4181139456,4887437312,4152221696,4268191744,4218941440
2026-03-05 21:07:48,4253089792,4187066368,4887498752,4155338752,4273983488,4224622592
2026-03-05 21:08:18,4255703040,4190011392,4889210880,4157804544,4276600832,4227436544
2026-03-05 21:08:48,4265046016,4197179392,4895662080,4164251648,4285132800,4235108352
2026-03-05 21:09:18,4273360896,4205998080,4900544512,4172402688,4291518464,4244885504
2026-03-05 21:09:48,4275937280,4209324032,4902170624,4175335424,4293603328,4247736320
2026-03-05 21:10:18,4268470272,4214939648,4903817216,4178534400,4291657728,4252172288
2026-03-05 21:10:48,4271951872,4219453440,4905443328,4180299776,4293341184,4256497664
2026-03-05 21:11:18,4294443008,4287913984,5146370048,4294197248,4212768768,4294447104
2026-03-05 21:11:48,4167991296,4136648704,4910481408,4146823168,4144435200,4152483840
2026-03-05 21:12:18,4177031168,4144943104,4915523584,4154863616,4156182528,4167872512
2026-03-05 21:12:48,4195115008,4162428928,4920803328,4170383360,4178997248,4181180416
2026-03-05 21:13:18,4198076416,4165382144,4922183680,4172070912,4186079232,4186173440
2026-03-05 21:13:48,4207054848,4173406208,4926197760,4178096128,4214153216,4195094528
2026-03-05 21:14:18,4210753536,4207759360,4928655360,4182409216,4221517824,4200361984
2026-03-05 21:14:48,4222001152,4216279040,4933783552,4190339072,4236550144,4212944896
2026-03-05 21:15:18,4228337664,4226027520,4937023488,4194029568,4194816000,4219297792
2026-03-05 21:15:48,4234371072,4231938048,4938915840,4201369600,4203077632,4225105920
2026-03-05 21:16:18,4239912960,4236812288,4941144064,4203749376,4211343360,4230930432
2026-03-05 21:16:48,4180705280,4150562816,4943314944,4078305280,4157276160,4161175552
2026-03-05 21:17:18,4185464832,4155547648,4945002496,4083056640,4164599808,4166041600
2026-03-05 21:17:48,4196765696,4167196672,4949839872,4091502592,4179140608,4179800064
2026-03-05 21:18:18,4196835328,4169752576,4949884928,4091613184,4179263488,4179873792
2026-03-05 21:18:48,4200259584,4173254656,4951875584,4094816256,4182634496,4183040000
2026-03-05 21:19:18,4207583232,4180611072,4953157632,4099252224,4191244288,4191260672
2026-03-05 21:19:48,4214468608,4187611136,4956360704,4105269248,4199243776,4198461440
2026-03-05 21:20:18,4232208384,4208168960,4967620608,4119953408,4217114624,4215865344
2026-03-05 21:20:48,4232232960,4208574464,4967673856,4120686592,4219985920,4215894016
2026-03-05 21:21:18,4239597568,4214464512,4970930176,4126842880,4227485696,4221992960
2026-03-05 21:21:48,4242792448,4220895232,4972486656,4129017856,4232658944,4226498560
2026-03-05 21:22:18,4227694592,4222480384,4974202880,4130766848,4235710464,4228345856
2026-03-05 21:22:48,4246888448,4224929792,4975820800,4133638144,4238999552,4230754304
2026-03-05 21:23:18,4192985088,4166713344,4982394880,4293918720,4163932160,4170682368
2026-03-05 21:23:48,4207742976,4188303360,4964159488,4140773376,4182523904,4189270016
2026-03-05 21:24:18,4212817920,4168798208,4979441664,4177551360,4189249536,4194037760
2026-03-05 21:24:48,4220424192,4193513472,4995760128,4182790144,4203876352,4201586688
2026-03-05 21:25:18,4225171456,4199825408,4996833280,4186025984,4206190592,4206379008
2026-03-05 21:25:48,4231405568,4187660288,5000089600,4192600064,4214935552,4212629504
2026-03-05 21:26:18,4234608640,4190867456,5001740288,4197994496,4220518400,4218998784
2026-03-05 21:26:48,4244692992,4198445056,5006102528,4205576192,4233355264,4226519040
2026-03-05 21:27:18,4244758528,4198498304,5006139392,4207738880,4236136448,4226588672
2026-03-05 21:27:48,4251906048,4205879296,5009281024,4213506048,4246749184,4234166272
2026-03-05 21:28:18,4262092800,4215529472,5016182784,4224163840,4260143104,4244611072
2026-03-05 21:28:48,4264280064,4218769408,5017829376,4226338816,4264140800,4246806528
2026-03-05 21:29:18,4203118592,4168695808,5019471872,4203855872,4176334848,4183273472
2026-03-05 21:29:48,4204720128,4192219136,5019799552,4207665152,4179464192,4185116672
2026-03-05 21:30:18,4213497856,4197720064,5022814208,4213256192,4189224960,4193636352
2026-03-05 21:30:48,4222857216,4207239168,5027680256,4219719680,4200988672,4203032576
2026-03-05 21:31:18,4235583488,4222771200,5033336832,4233601024,4218732544,4221734912
2026-03-05 21:31:48,4249534464,4232163328,5037346816,4242538496,4224098304,4229406720
2026-03-05 21:32:18,4254580736,4237185024,5039013888,4244246528,4217724928,4234428416
