Time,"__name__=""dockerstats_memory_usage_bytes"",id=""2fc5d701d57a"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner1""","__name__=""dockerstats_memory_usage_bytes"",id=""48fdb664e8e2"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node2""","__name__=""dockerstats_memory_usage_bytes"",id=""698c54ba6060"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner3""","__name__=""dockerstats_memory_usage_bytes"",id=""7dfdb6f0e6b6"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner2""","__name__=""dockerstats_memory_usage_bytes"",id=""963539534f6e"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node1""","__name__=""dockerstats_memory_usage_bytes"",id=""e0c06bff716e"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner4"""
2026-03-04 19:40:01,2508689408,3232026624,3306180608,2234114048,2096513024,2233405440
2026-03-04 19:40:31,2509312000,3251961856,3306455040,2243567616,2103119872,2233749504
2026-03-04 19:41:01,2513989632,3252027392,3306573824,2243620864,2103836672,2233802752
2026-03-04 19:41:31,2517618688,3252924416,3306962944,2244071424,2613481472,2241495040
2026-03-04 19:42:01,2518700032,3252191232,3307601920,2257285120,2613977088,2242191360
2026-03-04 19:42:31,2519896064,3252486144,3308249088,2257723392,2614054912,2252066816
2026-03-04 19:43:01,2520813568,3253006336,3308593152,2258288640,2614595584,2252656640
2026-03-04 19:43:31,2522947584,3286839296,3310166016,2258513920,2616168448,2254446592
2026-03-04 19:44:01,2523717632,3287158784,3310534656,2258886656,2616561664,2254807040
2026-03-04 19:44:31,2524303360,3287179264,3325394944,2258956288,2616655872,2254893056
2026-03-04 19:45:01,2525306880,3287228416,3325464576,2259009536,2616901632,2255011840
2026-03-04 19:45:31,2525806592,3287334912,3325566976,2259152896,2617171968,2255142912
2026-03-04 19:46:01,2529275904,3288190976,3326128128,2260197376,2618089472,2256121856
2026-03-04 19:46:31,2531909632,3289038848,3327541248,2261221376,2617929728,2257113088
2026-03-04 19:47:01,2540290048,3289481216,3328057344,2261704704,2618511360,2257596416
2026-03-04 19:47:31,2540204032,3290329088,3329003520,2262687744,2619396096,2258604032
2026-03-04 19:48:01,2544238592,3291652096,3330383872,2264051712,2620936192,2259963904
2026-03-04 19:48:31,2547892224,3291672576,3330441216,2264174592,2620760064,2260058112
2026-03-04 19:49:01,2547765248,3292106752,3330916352,2264616960,2621296640,2272862208
2026-03-04 19:49:31,2549493760,3310669824,3330969600,2270068736,2621620224,2272944128
2026-03-04 19:50:01,2552008704,3310714880,3331158016,2270138368,2621317120,2273026048
2026-03-04 19:50:31,2560307200,3311370240,3332124672,2270867456,2622111744,2273742848
2026-03-04 19:51:01,2567397376,3313049600,3333935104,2279223296,2623840256,2275532800
2026-03-04 19:51:31,2577637376,3314180096,3335135232,2280165376,2625011712,2276761600
2026-03-04 19:52:01,2582282240,3316408320,3338031104,2286989312,2627256320,2284961792
2026-03-04 19:52:31,2603274240,3318628352,3340886016,2289414144,2629517312,2287321088
2026-03-04 19:53:01,2605371392,3319545856,3341635584,2301730816,2630356992,2295750656
2026-03-04 19:53:31,2614362112,3320659968,3363270656,2303213568,2631626752,2297094144
2026-03-04 19:54:01,2621411328,3347214336,3365027840,2322411520,2633326592,2314186752
2026-03-04 19:54:31,2627579904,3347226624,3365040128,2322460672,2637287424,2314231808
2026-03-04 19:55:01,2649329664,3349143552,3366801408,2324168704,2638962688,2325999616
2026-03-04 19:55:31,2657046528,3349233664,3394985984,2332241920,2641719296,2325946368
2026-03-04 19:56:01,2675728384,3350409216,3396308992,2333822976,2642911232,2327257088
2026-03-04 19:56:31,2686918656,3351564288,3397562368,2361847808,2652536832,2328580096
2026-03-04 19:57:01,2712600576,3352162304,3398242304,2362478592,2653151232,2356150272
2026-03-04 19:57:31,2728292352,3354669056,3400916992,2365186048,2665295872,2358861824
2026-03-04 19:58:01,2733572096,3355361280,3420413952,2365890560,2665865216,2359562240
2026-03-04 19:58:31,2744287232,3356028928,3421102080,2366640128,2666635264,2360299520
2026-03-04 19:59:01,2749378560,3369914368,3423899648,2377584640,2680877056,2371878912
2026-03-04 19:59:31,2768687104,3372470272,3425923072,2386644992,2682413056,2373681152
2026-03-04 20:00:01,2778603520,3372498944,3436691456,2386665472,2682470400,2384785408
2026-03-04 20:00:31,2792620032,3373907968,3438206976,2410217472,2684186624,2386358272
2026-03-04 20:01:01,2820960256,3375214592,3439681536,2411614208,2693472256,2396078080
2026-03-04 20:01:31,2837889024,3376504832,3441070080,2425032704,2694819840,2397519872
2026-03-04 20:02:01,2850791424,3397816320,3458117632,2429845504,2706665472,2422865920
2026-03-04 20:02:31,2862768128,3399155712,3460722688,2439393280,2708029440,2424324096
2026-03-04 20:03:01,2774061056,3399852032,3462098944,2440097792,2718519296,2436620288
2026-03-04 20:03:31,2799575040,3401883648,3465949184,2463223808,2720612352,2438066176
2026-03-04 20:04:01,2812137472,3423092736,3491811328,2474926080,2734403584,2452836352
2026-03-04 20:04:31,2826248192,3423723520,3492478976,2475634688,2735071232,2453544960
2026-03-04 20:05:01,2845294592,3425701888,3494567936,2506706944,2753839104,2466422784
2026-03-04 20:05:31,2876895232,3426455552,3495424000,2507599872,2754637824,2467303424
2026-03-04 20:06:01,2904784896,3447857152,3515359232,2510372864,2757869568,2484170752
2026-03-04 20:06:31,2919591936,3447877632,3515392000,2510426112,2757902336,2484232192
2026-03-04 20:07:01,2939363328,3448209408,3515494400,2518089728,2758111232,2512416768
2026-03-04 20:07:31,2953211904,3453861888,3516727296,2596827136,2780405760,2518134784
2026-03-04 20:08:01,2968293376,3450777600,3519733760,2538680320,2769358848,2515177472
2026-03-04 20:08:31,2985885696,3452440576,3521449984,2540765184,2783932416,2516938752
2026-03-04 20:09:01,2905350144,3474120704,3551092736,2541838336,2785251328,2530217984
2026-03-04 20:09:31,2925408256,3474788352,3551780864,2542563328,2785935360,2530938880
2026-03-04 20:10:01,2938093568,3474886656,3551907840,2542616576,2785910784,2531000320
2026-03-04 20:10:31,2939842560,3475808256,3552829440,2560950272,2786897920,2541072384
2026-03-04 20:11:01,2939863040,3475845120,3552882688,2561044480,2786914304,2541355008
2026-03-04 20:11:31,2940182528,3496595456,3552964608,2561146880,2794348544,2541199360
2026-03-04 20:12:01,2940780544,3496955904,3553513472,2561810432,2794668032,2541486080
2026-03-04 20:12:31,2944929792,3497099264,3553718272,2562166784,2794848256,2551021568
2026-03-04 20:13:01,2946220032,3497906176,3554738176,2562043904,2795565056,2551668736
2026-03-04 20:13:31,2946777088,3497951232,3554758656,2575593472,2816020480,2559770624
2026-03-04 20:14:01,2947973120,3498405888,3572113408,2576158720,2816221184,2560454656
2026-03-04 20:14:31,2948333568,3510300672,3572166656,2576261120,2816262144,2560786432
2026-03-04 20:15:01,2948452352,3510345728,3572219904,2576289792,2816184320,2560565248
2026-03-04 20:15:31,2948964352,3510362112,3572240384,2576347136,2816339968,2560606208
2026-03-04 20:16:01,2949615616,3510390784,3572264960,2576355328,2816344064,2560626688
2026-03-04 20:16:31,2950627328,3510927360,3572899840,2576990208,2816892928,2561515520
2026-03-04 20:17:01,2953101312,3512631296,3574804480,2578849792,2818560000,2563350528
2026-03-04 20:17:31,2957660160,3513073664,3575287808,2579841024,2819002368,2563624960
2026-03-04 20:18:01,2963312640,3513536512,3575836672,2579857408,2819436544,2564349952
2026-03-04 20:18:31,2965708800,3514396672,3576840192,2580877312,2831347712,2565120000
2026-03-04 20:19:01,2968416256,3514859520,3577339904,2581344256,2831773696,2565832704
2026-03-04 20:19:31,2970501120,3515305984,3577819136,2591608832,2832228352,2566348800
2026-03-04 20:20:01,2972160000,3515346944,3577909248,2591666176,2832248832,2566160384
2026-03-04 20:20:31,2973192192,3535159296,3578028032,2591760384,2832195584,2574528512
2026-03-04 20:21:01,2978500608,3535626240,3578556416,2592223232,2832658432,2575003648
2026-03-04 20:21:31,2991550464,3536695296,3579904000,2593431552,2833715200,2575949824
2026-03-04 20:22:01,2995531776,3537289216,3580612608,2594037760,2834280448,2576556032
2026-03-04 20:22:31,3001585664,3538960384,3582390272,2603597824,2835988480,2578452480
2026-03-04 20:23:01,3006836736,3541200896,3605897216,2608521216,2855333888,2588598272
2026-03-04 20:23:31,3020259328,3541762048,3607072768,2609164288,2855997440,2589261824
2026-03-04 20:24:01,3031392256,3542908928,3609350144,2622504960,2859749376,2600058880
2026-03-04 20:24:31,3040759808,3542921216,3609907200,2622304256,2859782144,2600120320
2026-03-04 20:25:01,3045498880,3563929600,3613573120,2624073728,2860929024,2605309952
2026-03-04 20:25:31,3064553472,3566149632,3636420608,2627112960,2863259648,2608250880
2026-03-04 20:26:01,3071352832,3567841280,3639791616,2641141760,2864967680,2617200640
2026-03-04 20:26:31,3086426112,3569750016,3611447296,2655932416,2871726080,2630270976
2026-03-04 20:27:01,3091148800,3571712000,3615531008,2657337344,2884202496,2631954432
2026-03-04 20:27:31,3108245504,3573485568,3616903168,2681602048,2886270976,2659909632
2026-03-04 20:28:01,3126996992,3574153216,3617697792,2682298368,2886144000,2660179968
2026-03-04 20:28:31,3148431360,3575480320,3619246080,2691702784,2907217920,2670530560
2026-03-04 20:29:01,3160403968,3578093568,3653279744,2694483968,2909851648,2673242112
2026-03-04 20:29:31,3171287040,3627106304,3659358208,2711511040,2912546816,2691846144
2026-03-04 20:30:01,3180404736,3627794432,3660128256,2726854656,2913218560,2692534272
2026-03-04 20:30:31,3199512576,3629740032,3666042880,2728931328,2921775104,2711404544
2026-03-04 20:31:01,3218903040,3631685632,3674775552,2740543488,2923786240,2712731648
2026-03-04 20:31:31,3237744640,3632435200,3677409280,2742079488,2939781120,2725351424
2026-03-04 20:32:01,3258052608,3633799168,3681017856,2755022848,2941153280,2760663040
2026-03-04 20:32:31,3280556032,3633807360,3681026048,2755092480,2950127616,2760478720
2026-03-04 20:33:01,3295600640,3637731328,3698880512,2774040576,2954072064,2764734464
2026-03-04 20:33:31,3306815488,3639693312,3700903936,2793164800,2965327872,2766852096
2026-03-04 20:34:01,3222409216,3641028608,3702296576,2794246144,2967195648,2797162496
2026-03-04 20:34:31,3243696128,3660632064,3702308864,2803572736,2979442688,2797211648
2026-03-04 20:35:01,3262984192,3661967360,3703705600,2804948992,2980757504,2798575616
2026-03-04 20:35:31,3273494528,3662639104,3721920512,2816831488,2981453824,2799308800
2026-03-04 20:36:01,3284049920,3663986688,3723325440,2818179072,2982764544,2800656384
2026-03-04 20:36:31,3305689088,3665989632,3725430784,2828603392,2984816640,2812801024
2026-03-04 20:37:01,3327860736,3677360128,3726512128,2829635584,2985807872,2813874176
2026-03-04 20:37:31,3348021248,3677769728,3727200256,2844033024,2986500096,2825609216
2026-03-04 20:38:01,3365822464,3679232000,3754663936,2845503488,2997170176,2827182080
2026-03-04 20:38:31,3383840768,3680501760,3755675648,2846863360,2998198272,2839408640
2026-03-04 20:39:01,3402506240,3681894400,3758288896,2848280576,3007311872,2841112576
2026-03-04 20:39:31,3419770880,3700346880,3763605504,2858782720,3010334720,2843971584
2026-03-04 20:40:01,3337584640,3700367360,3763658752,2858250240,3010920448,2843779072
2026-03-04 20:40:31,3362054144,3703685120,3769954304,2867236864,3019735040,2858426368
2026-03-04 20:41:01,3380940800,3704705024,3771871232,2868260864,3033567232,2859458560
2026-03-04 20:41:31,3385794560,3704795136,3772067840,2875772928,3033522176,2868146176
2026-03-04 20:42:01,3391139840,3720269824,3774251008,2876940288,3034902528,2869460992
2026-03-04 20:42:31,3393748992,3720491008,3794915328,2883510272,3042496512,2869645312
2026-03-04 20:43:01,3396890624,3720536064,3794997248,2883522560,3042242560,2869657600
2026-03-04 20:43:31,3398303744,3720691712,3795316736,2889998336,3048169472,2883842048
2026-03-04 20:44:01,3399159808,3720863744,3795722240,2890235904,3048079360,2883579904
2026-03-04 20:44:31,3400720384,3743342592,3817549824,2899955712,3048681472,2884390912
2026-03-04 20:45:01,3401101312,3744092160,3818594304,2900815872,3066634240,2884976640
2026-03-04 20:45:31,3401449472,3744129024,3818643456,2901147648,3067736064,2885328896
2026-03-04 20:46:01,3402051584,3744161792,3818713088,2900914176,3066966016,2893799424
2026-03-04 20:46:31,3402285056,3744186368,3818733568,2901225472,3066744832,2893840384
2026-03-04 20:47:01,3405737984,3744403456,3818962944,2901172224,3066863616,2894041088
2026-03-04 20:47:31,3406774272,3769053184,3819491328,2901995520,3067351040,2894614528
2026-03-04 20:48:01,3409346560,3770748928,3821498368,2903842816,3069280256,2896543744
2026-03-04 20:48:31,3415719936,3771445248,3821977600,2904133632,3069476864,2897076224
2026-03-04 20:49:01,3418320896,3772035072,3822972928,2905067520,3070312448,2898018304
2026-03-04 20:49:31,3421351936,3773714432,3824766976,2920992768,3079385088,2899861504
2026-03-04 20:50:01,3423952896,3773743104,3824807936,2921250816,3079155712,2899886080
2026-03-04 20:50:31,3427188736,3774574592,3825680384,2921664512,3086946304,2900783104
2026-03-04 20:51:01,3428503552,3774615552,3825725440,2921951232,3086700544,2900807680
2026-03-04 20:51:31,3430211584,3775045632,3826176000,2922950656,3087679488,2901278720
2026-03-04 20:52:01,3436417024,3775606784,3845308416,2924134400,3087683584,2908962816
2026-03-04 20:52:31,3451658240,3776708608,3846541312,2925420544,3089080320,2915745792
2026-03-04 20:53:01,3461300224,3777851392,3849367552,2947190784,3089932288,2916970496
2026-03-04 20:53:31,3473891328,3779518464,3852173312,2949595136,3091619840,2934398976
2026-03-04 20:54:01,3481280512,3780648960,3853451264,2959011840,3107627008,2935611392
2026-03-04 20:54:31,3493142528,3780657152,3853463552,2959335424,3107409920,2945605632
2026-03-04 20:55:01,3516239872,3820535808,3854663680,2967269376,3113390080,2946777088
2026-03-04 20:55:31,3523702784,3821363200,3855241216,2968125440,3113984000,2954117120
2026-03-04 20:56:01,3529859072,3822485504,3887316992,2974957568,3115081728,2955268096
2026-03-04 20:56:31,3543318528,3822239744,3887325184,2975244288,3115118592,2955321344
2026-03-04 20:57:01,3547549696,3824017408,3889180672,2977128448,3116867584,2957193216
2026-03-04 20:57:31,3565555712,3824869376,3891335168,2977345536,3119054848,2961936384
2026-03-04 20:58:01,3578306560,3824640000,3891408896,2980147200,3119058944,2961948672
2026-03-04 20:58:31,3586379776,3824660480,3891994624,2980753408,3119112192,2962022400
2026-03-04 20:59:01,3608989696,3826733056,3895267328,2997334016,3133501440,2978615296
2026-03-04 20:59:31,3613364224,3827191808,3896332288,2998755328,3133947904,2979364864
2026-03-04 21:00:01,3617873920,3829420032,3900272640,3011252224,3135918080,2981482496
2026-03-04 21:00:31,3621888000,3830530048,3903029248,3012653056,3137277952,2982965248
2026-03-04 21:01:01,3631988736,3832606720,3907231744,3031502848,3143090176,2998730752
2026-03-04 21:01:31,3639918592,3834454016,3909451776,3034365952,3144171520,2999865344
2026-03-04 21:02:01,3659382784,3834867712,3910520832,3045560320,3151724544,3008958464
2026-03-04 21:02:31,3677741056,3836162048,3911618560,3046244352,3153625088,3010396160
2026-03-04 21:03:01,3702358016,3855872000,3928731648,3056607232,3155042304,3021811712
2026-03-04 21:03:31,3621974016,3857108992,3930218496,3058139136,3171241984,3023396864
2026-03-04 21:04:01,3632357376,3859832832,3932946432,3076497408,3173945344,3039846400
2026-03-04 21:04:31,3643727872,3861172224,3934089216,3087638528,3180044288,3041263616
2026-03-04 21:05:01,3664244736,3879129088,3951529984,3090649088,3199856640,3055345664
2026-03-04 21:05:31,3690217472,3880660992,3952185344,3103809536,3201179648,3056766976
2026-03-04 21:06:01,3710054400,3881836544,3954270208,3105177600,3202629632,3069083648
2026-03-04 21:06:31,3724832768,3884183552,3956649984,3114938368,3205120000,3095171072
2026-03-04 21:07:01,3748589568,3904872448,3984035840,3143897088,3215581184,3097903104
2026-03-04 21:07:31,3783012352,3905589248,3985039360,3144671232,3216285696,3111768064
2026-03-04 21:08:01,3813969920,3907313664,3986534400,3157270528,3236474880,3113680896
2026-03-04 21:08:31,3835654144,3908366336,3987615744,3158441984,3237826560,3124682752
2026-03-04 21:09:01,3863265280,3910627328,4010606592,3173851136,3239546880,3126706176
2026-03-04 21:09:31,3883651072,3932622848,4012044288,3175583744,3241222144,3138535424
2026-03-04 21:10:01,3914252288,3933638656,4013162496,3176673280,3242217472,3139616768
2026-03-04 21:10:31,3835404288,3934564352,4014084096,3177398272,3254005760,3140599808
2026-03-04 21:11:01,3863117824,3936329728,4039516160,3179462656,3256029184,3142426624
2026-03-04 21:11:31,3887869952,3936997376,4040192000,3180187648,3267670016,3143151616
2026-03-04 21:12:01,3902615552,3937370112,4041101312,3180564480,3268009984,3154415616
2026-03-04 21:12:31,3902881792,3959652352,4040859648,3190665216,3268042752,3154472960
2026-03-04 21:13:01,3904888832,3960565760,4041830400,3191611392,3276271616,3155394560
2026-03-04 21:13:31,3907432448,3960799232,4059512832,3191889920,3276709888,3155697664
2026-03-04 21:14:01,3910213632,3961270272,4060393472,3200548864,3277164544,3163672576
2026-03-04 21:14:31,3913670656,3961708544,4060717056,3201191936,3277619200,3164364800
2026-03-04 21:15:01,3914133504,3972964352,4060803072,3201187840,3299418112,3181248512
2026-03-04 21:15:31,3915182080,3973390336,4062244864,3216240640,3299885056,3181617152
2026-03-04 21:16:01,3916214272,3973722112,4062875648,3216609280,3300225024,3181973504
2026-03-04 21:16:31,3918077952,3973890048,4062818304,3216822272,3300401152,3182174208
2026-03-04 21:17:01,3919409152,3973931008,4062859264,3216850944,3300417536,3182452736
2026-03-04 21:17:31,3921063936,3978387456,4062904320,3216949248,3300466688,3182256128
2026-03-04 21:18:01,3922948096,3980455936,4063084544,3217371136,3300720640,3182415872
2026-03-04 21:18:31,3925946368,4014968832,4064866304,3218669568,3302109184,3183996928
2026-03-04 21:19:01,3930152960,4016533504,4066287616,3220074496,3304030208,3185790976
2026-03-04 21:19:31,3935760384,4016308224,4066570240,3220148224,3303796736,3185848320
2026-03-04 21:20:01,3937374208,4016328704,4066361344,3220402176,3311706112,3185864704
2026-03-04 21:20:31,3944747008,4017598464,4069396480,3221884928,3314561024,3190280192
2026-03-04 21:21:01,3949588480,4018044928,4069650432,3222360064,3314987008,3191144448
2026-03-04 21:21:31,3954221056,4019302400,4071206912,3231490048,3316310016,3193671680
2026-03-04 21:22:01,3955372032,4019335168,4071260160,3231498240,3316322304,3193683968
2026-03-04 21:22:31,3958607872,4020604928,4072591360,3235520512,3326439424,3206582272
2026-03-04 21:23:01,3971985408,4021489664,4093669376,3236429824,3327332352,3208278016
2026-03-04 21:23:31,3998011392,4024266752,4096454656,3258732544,3330117632,3214647296
2026-03-04 21:24:01,4006866944,4024295424,4096524288,3258744832,3337547776,3235000320
2026-03-04 21:24:31,4010680320,4024860672,4097302528,3259604992,3337596928,3236249600
2026-03-04 21:25:01,4002508800,4026015744,4045979648,3292794880,3339042816,3246776320
2026-03-04 21:25:31,4005613568,4050702336,4046589952,3293454336,3351310336,3247435776
2026-03-04 21:26:01,4038959104,4051574784,4047847424,3294666752,3352694784,3258171392
2026-03-04 21:26:31,4054122496,4053544960,4086915072,3296452608,3358900224,3259973632
2026-03-04 21:27:01,4058124288,4053880832,4087549952,3297042432,3359469568,3274043392
2026-03-04 21:27:31,4071776256,4054466560,4088152064,3309182976,3360309248,3274682368
2026-03-04 21:28:01,4080934912,4055592960,4089384960,3310362624,3361177600,3275866112
2026-03-04 21:28:31,4093542400,4056317952,4090687488,3328622592,3361914880,3276742656
2026-03-04 21:29:01,4113633280,4057239552,4090953728,3331137536,3362807808,3293270016
2026-03-04 21:29:31,4126826496,4058243072,4092854272,3332620288,3363848192,3294720000
2026-03-04 21:30:01,4153892864,4060139520,4094443520,3334647808,3381411840,3305197568
2026-03-04 21:30:31,4163645440,4083724288,4113162240,3351605248,3384012800,3308191744
2026-03-04 21:31:01,4173205504,4083761152,4113223680,3351629824,3384033280,3317497856
2026-03-04 21:31:31,4186169344,4084441088,4113887232,3364978688,3384733696,3318448128
2026-03-04 21:32:01,4202651648,4084469760,4113960960,3365031936,3384799232,3318243328
2026-03-04 21:32:31,4218114048,4086071296,4115582976,3366412288,3386130432,3325980672
2026-03-04 21:33:01,4223201280,4085874688,4115365888,3372802048,3392806912,3326017536
2026-03-04 21:33:31,4240240640,4089229312,4124577792,3376332800,3395911680,3329548288
2026-03-04 21:34:01,4155543552,4089958400,4125593600,3377045504,3396857856,3330252800
2026-03-04 21:34:31,4182228992,4090609664,4126019584,3377766400,3397275648,3336019968
2026-03-04 21:35:01,4192497664,4092592128,4128784384,3383148544,3411955712,3337801728
2026-03-04 21:35:31,4207575040,4113543168,4130557952,3403714560,3413954560,3352416256
2026-03-04 21:36:01,4217810944,4114935808,4131942400,3404808192,3420041216,3353755648
2026-03-04 21:36:31,4231139328,4116258816,4133289984,3414290432,3421507584,3364376576
2026-03-04 21:37:01,4250488832,4117569536,4149526528,3415629824,3427811328,3365613568
2026-03-04 21:37:31,4273152000,4132204544,4150923264,3429564416,3429855232,3394174976
2026-03-04 21:38:01,4283916288,4133863424,4153483264,3431149568,3442176000,3395719168
2026-03-04 21:38:31,4293595136,4134952960,4154667008,3440001024,3443539968,3397279744
2026-03-04 21:39:01,4293111808,4134981632,4183789568,3440029696,3451064320,3397292032
2026-03-04 21:39:31,4294443008,4134993920,4183805952,3451023360,3451105280,3397361664
2026-03-04 21:40:01,4294569984,4137623552,4186517504,3453673472,3453759488,3407368192
2026-03-04 21:40:31,4250546176,4159094784,4188958720,3465363456,3461828608,3421417472
2026-03-04 21:41:01,4276105216,4159782912,4199780352,3466113024,3462492160,3421847552
2026-03-04 21:41:31,4191715328,4161445888,4201472000,3473346560,3473375232,3423584256
2026-03-04 21:42:01,4206866432,4161478656,4201566208,3473674240,3473657856,3424161792
2026-03-04 21:42:31,4227731456,4173234176,4202614784,3474472960,3479924736,3424731136
2026-03-04 21:43:01,4244590592,4173926400,4203356160,3475169280,3480580096,3439468544
2026-03-04 21:43:31,4245245952,4174528512,4220403712,3475853312,3481206784,3439624192
2026-03-04 21:44:01,4246224896,4174901248,4221161472,3483574272,3490717696,3440230400
2026-03-04 21:44:31,4247445504,4200685568,4221210624,3487641600,3491090432,3440447488
2026-03-04 21:45:01,4251131904,4201295872,4225298432,3488452608,3493298176,3462471680
2026-03-04 21:45:31,4252794880,4201721856,4225880064,3499819008,3493560320,3463077888
2026-03-04 21:46:01,4253585408,4202463232,4226453504,3500351488,3514159104,3463610368
2026-03-04 21:46:31,4254007296,4202213376,4226482176,3500408832,3514204160,3463655424
2026-03-04 21:47:01,4255219712,4202254336,4226785280,3500437504,3514220544,3463680000
2026-03-04 21:47:31,4256452608,4224217088,4252672000,3500638208,3514576896,3463901184
2026-03-04 21:48:01,4259954688,4224266240,4252741632,3500662784,3514327040,3463917568
2026-03-04 21:48:31,4260675584,4224430080,4252893184,3500900352,3514515456,3464142848
2026-03-04 21:49:01,4262354944,4225093632,4253614080,3501580288,3515162624,3464826880
2026-03-04 21:49:31,4267089920,4227219456,4255936512,3504009216,3517403136,3467218944
2026-03-04 21:50:01,4268806144,4228063232,4256919552,3504943104,3518238720,3468156928
2026-03-04 21:50:31,4273188864,4229328896,4258295808,3506421760,3532107776,3469586432
2026-03-04 21:51:01,4277997568,4231036928,4260106240,3519758336,3533791232,3478441984
2026-03-04 21:51:31,4280680448,4231462912,4260573184,3520249856,3534249984,3478482944
2026-03-04 21:52:01,4283645952,4239908864,4262027264,3521155072,3541340160,3484266496
2026-03-04 21:52:31,4284755968,4240334848,4261941248,3526070272,3541778432,3484733440
2026-03-04 21:53:01,4286304256,4241195008,4262850560,3526971392,3542622208,3492069376
2026-03-04 21:53:31,4287852544,4241629184,4279803904,3532337152,3543072768,3492573184
2026-03-04 21:54:01,4289302528,4241752064,4279959552,3534770176,3543080960,3502686208
2026-03-04 21:54:31,4292239360,4243591168,4281655296,3536547840,3544895488,3504701440
2026-03-04 21:55:01,4292939776,4243361792,4281729024,3553759232,3556184064,3516203008
2026-03-04 21:55:31,4293693440,4244475904,4282949632,3555049472,3556978688,3517222912
2026-03-04 21:56:01,4293111808,4245061632,4283629568,3569487872,3557535744,3526955008
2026-03-04 21:56:31,4292685824,4283551744,4283641856,3569545216,3568623616,3527020544
2026-03-04 21:57:01,4292853760,4287438848,4294078464,3573673984,3572490240,3541458944
2026-03-04 21:57:31,4293410816,4287455232,4294090752,3573731328,3580891136,3541512192
2026-03-04 21:58:01,4293341184,4288036864,4292841472,3582300160,3581444096,3548884992
2026-03-04 21:58:31,4288016384,4289155072,4286214144,3583516672,3582586880,3550105600
2026-03-04 21:59:01,4291358720,4290449408,4287787008,3588026368,3583848448,3564355584
2026-03-04 21:59:31,4292988928,4291100672,4288557056,3598790656,3586449408,3575824384
2026-03-04 22:00:01,4293758976,4293017600,4290654208,3600846848,3588382720,3577991168
2026-03-04 22:00:31,4293668864,4296884224,4292861952,3621982208,3604164608,3588853760
2026-03-04 22:01:01,4293505024,4296908800,4292878336,3621990400,3604164608,3588857856
2026-03-04 22:01:31,4206678016,4297834496,4204142592,3632193536,3604856832,3613327360
2026-03-04 22:02:01,4209438720,4297596928,4204183552,3632209920,3604860928,3613339648
