Time,"__name__=""promtail_custom_block_datasource_flush_seconds"",container_id=""rskj-miner1"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail""","__name__=""promtail_custom_block_datasource_flush_seconds"",container_id=""rskj-miner2"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail""","__name__=""promtail_custom_block_datasource_flush_seconds"",container_id=""rskj-node1"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail""","__name__=""promtail_custom_block_datasource_flush_seconds"",container_id=""rskj-node2"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail"""
2026-03-18 01:24:12,,0.001561,,
2026-03-18 01:24:42,0.000907,0.001561,0.00192,0.001104
2026-03-18 01:25:12,0.000907,0.001561,0.00192,0.001104
2026-03-18 01:25:42,0.000907,0.001561,0.00192,0.001104
2026-03-18 01:26:12,0.000907,0.001561,0.00192,0.001104
2026-03-18 01:26:42,0.000907,0.001561,0.00192,0.001104
2026-03-18 01:27:12,0.000907,0.001561,0.00192,0.001104
2026-03-18 01:27:42,0.000907,0.001561,0.00192,0.001104
2026-03-18 01:28:12,0.000907,0.001561,0.00192,0.001104
2026-03-18 01:28:42,0.000907,0.001561,0.00192,0.001104
2026-03-18 01:29:12,0.000907,,0.00192,0.001104
2026-03-18 05:05:12,,0.001292,,
2026-03-18 05:05:42,0.000176,0.001292,,
2026-03-18 05:06:12,0.000176,0.001292,0.001423,0.00043
2026-03-18 05:06:42,0.000176,0.001292,0.001423,0.00043
2026-03-18 05:07:12,0.000176,0.001292,0.001423,0.00043
2026-03-18 05:07:42,0.000176,0.001292,0.001423,0.00043
2026-03-18 05:08:12,0.000176,0.001292,0.001423,0.00043
2026-03-18 05:08:42,0.000176,0.001292,0.001423,0.00043
2026-03-18 05:09:12,0.000176,0.001292,0.001423,0.00043
2026-03-18 05:09:42,0.000176,0.001292,0.001423,0.00043
2026-03-18 05:10:12,0.000176,,0.001423,0.00043
2026-03-18 05:10:42,,,0.001423,0.00043
2026-03-18 08:58:42,0.007982,,,
2026-03-18 08:59:12,0.007982,0.007903,,
2026-03-18 08:59:42,0.007982,0.007903,,
2026-03-18 09:00:12,0.007982,0.007903,0.010333,0.01586
2026-03-18 09:00:42,0.007982,0.007903,0.010333,0.01586
2026-03-18 09:01:12,0.007982,0.007903,0.010333,0.01586
2026-03-18 09:01:42,0.007982,0.007903,0.010333,0.01586
2026-03-18 09:02:12,0.007982,0.007903,0.010333,0.01586
2026-03-18 09:02:42,0.007982,0.007903,0.010333,0.01586
2026-03-18 09:03:12,0.007982,0.007903,0.010333,0.01586
2026-03-18 09:03:42,,0.007903,0.010333,0.01586
2026-03-18 09:04:12,,,0.010333,0.01586
2026-03-18 09:04:42,,,0.010333,0.01586
2026-03-18 12:51:12,0.002773,,,
2026-03-18 12:51:42,0.002773,0.005346,,
2026-03-18 12:52:12,0.002773,0.005346,,
2026-03-18 12:52:42,0.002773,0.005346,0.004477,0.000364
2026-03-18 12:53:12,0.002773,0.005346,0.004477,0.000364
2026-03-18 12:53:42,0.002773,0.005346,0.004477,0.000364
2026-03-18 12:54:12,0.002773,0.005346,0.004477,0.000364
2026-03-18 12:54:42,0.002773,0.005346,0.004477,0.000364
2026-03-18 12:55:12,0.002773,0.005346,0.004477,0.000364
