Time,"__name__=""dockerstats_memory_usage_bytes"",id=""37148f56100e"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner2""","__name__=""dockerstats_memory_usage_bytes"",id=""67521290537f"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node1""","__name__=""dockerstats_memory_usage_bytes"",id=""a8469a7559fe"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner1""","__name__=""dockerstats_memory_usage_bytes"",id=""f30e284a89f1"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node2"""
2026-03-17 23:18:42,4540829696,2710458368,4528267264,2695004160
2026-03-17 23:19:12,4445618176,2719514624,4534312960,2704076800
2026-03-17 23:19:42,4462092288,2728132608,4550946816,2712956928
2026-03-17 23:20:12,4460130304,2728177664,4552769536,2712739840
2026-03-17 23:20:42,4509814784,2737266688,4490121216,2721820672
2026-03-17 23:21:12,4541411328,2743189504,4530991104,2729914368
2026-03-17 23:21:42,4463800320,2752040960,4556324864,2738823168
2026-03-17 23:22:12,4503527424,2759028736,4483420160,2744913920
2026-03-17 23:22:42,4477198336,2765246464,4454936576,2750885888
2026-03-17 23:23:12,4511694848,2768244736,4494618624,2753863680
2026-03-17 23:23:42,4451909632,2774286336,4537638912,2759823360
2026-03-17 23:24:12,4456419328,2777292800,4539547648,2763153408
2026-03-17 23:24:42,4466962432,2780307456,4550082560,2765873152
2026-03-17 23:25:12,4479582208,2786422784,4564303872,2771976192
2026-03-17 23:25:42,4494921728,2680631296,4470669312,2775113728
2026-03-17 23:26:12,4504973312,2683699200,4482031616,2670542848
2026-03-17 23:26:42,4526305280,2690039808,4502220800,2676883456
2026-03-17 23:27:12,4549681152,2699214848,4525608960,2686070784
2026-03-17 23:27:42,4453978112,2702303232,4539613184,2689245184
2026-03-17 23:28:12,4495683584,2720641024,4470398976,2707648512
2026-03-17 23:28:42,4506427392,2723717120,4484243456,2710757376
2026-03-17 23:29:12,4517732352,2726780928,4495577088,2713817088
2026-03-17 23:29:42,4540403712,2732912640,4519886848,2719936512
2026-03-17 23:30:12,4460724224,2742280192,4547977216,2729308160
2026-03-17 23:30:42,4486799360,2748420096,4465762304,2735452160
2026-03-17 23:31:12,4509425664,2754740224,4488093696,2741768192
2026-03-17 23:31:42,4535160832,2760871936,4513153024,2747924480
2026-03-17 23:32:12,4455800832,2770038784,4541923328,2757341184
2026-03-17 23:32:42,4481150976,2776203264,4462616576,2763288576
2026-03-17 23:33:12,4509884416,2788409344,4483833856,2775527424
2026-03-17 23:33:42,4521943040,2681204736,4495601664,2775556096
2026-03-17 23:34:12,4550365184,2690375680,4524421120,2677100544
2026-03-17 23:34:42,4474327040,2702606336,4557684736,2689335296
2026-03-17 23:35:12,4498382848,2708713472,4471808000,2695442432
2026-03-17 23:35:42,4523646976,2714824704,4498059264,2701561856
2026-03-17 23:36:12,4543225856,2718138368,4517859328,2704617472
2026-03-17 23:36:42,4464848896,2720960512,4547264512,2707689472
2026-03-17 23:37:12,4497944576,2727059456,4473049088,2713792512
2026-03-17 23:37:42,4542795776,2739314688,4517871616,2726010880
2026-03-17 23:38:12,4468461568,2745671680,4552830976,2732343296
2026-03-17 23:38:42,4496486400,2753916928,4466782208,2738737152
2026-03-17 23:39:12,4527722496,2763128832,4498411520,2747691008
2026-03-17 23:39:42,4459536384,2769252352,4540833792,2753810432
2026-03-17 23:40:12,4501172224,2775355392,4472717312,2761990144
2026-03-17 23:40:42,4544217088,2781999104,4515475456,2768084992
2026-03-17 23:41:12,4485189632,2790641664,4560916480,2777292800
2026-03-17 23:41:42,4530991104,2691862528,4499079168,2679050240
2026-03-17 23:42:12,4466028544,2697965568,4542664704,2685124608
2026-03-17 23:42:42,4508803072,2704080896,4477292544,2691231744
2026-03-17 23:43:12,4550434816,2704130048,4518887424,2691244032
2026-03-17 23:43:42,4499922944,2710298624,4470235136,2697342976
2026-03-17 23:44:12,4559691776,2719432704,4530044928,2706448384
2026-03-17 23:44:42,4528836608,2725580800,4500529152,2712567808
2026-03-17 23:45:12,4525051904,2737618944,4495249408,2724605952
2026-03-17 23:45:42,4497096704,2740670464,4574027776,2727653376
2026-03-17 23:46:12,4472225792,2740686848,4553195520,2727673856
2026-03-17 23:46:42,4469551104,2755735552,4544540672,2742722560
2026-03-17 23:47:12,4559704064,2764767232,4526702592,2751750144
2026-03-17 23:47:42,4493045760,2770853888,4570677248,2757787648
2026-03-17 23:48:12,4547092480,2776866816,4519522304,2763800576
2026-03-17 23:48:42,4488040448,2782015488,4573933568,2766843904
2026-03-17 23:49:12,4542976000,2791034880,4521156608,2775867392
2026-03-17 23:49:42,4541140992,2690138112,4521779200,2782511104
2026-03-17 23:50:12,4520878080,2695553024,4503744512,2680393728
2026-03-17 23:50:42,4559314944,2701692928,4547153920,2686345216
2026-03-17 23:51:12,4513546240,2709778432,4505714688,2696478720
2026-03-17 23:51:42,4572336128,2715811840,4569735168,2702417920
2026-03-17 23:52:12,4473425920,2721820672,4581167104,2708328448
2026-03-17 23:52:42,4547100672,2724913152,4549595136,2711339008
2026-03-17 23:53:12,4477140992,2730893312,4485259264,2717253632
2026-03-17 23:53:42,4506177536,2731036672,4519538688,2717319168
2026-03-17 23:54:12,4553003008,2739986432,4564893696,2726170624
2026-03-17 23:54:42,4528361472,2754879488,4532486144,2741018624
2026-03-17 23:55:12,4531003392,2754949120,4535152640,2741092352
2026-03-17 23:55:42,4554174464,2764136448,4558217216,2750275584
2026-03-17 23:56:12,4565475328,2770264064,4569567232,2756419584
2026-03-17 23:56:42,4576399360,2773348352,4580544512,2759749632
2026-03-17 23:57:12,4480000000,2776408064,4591841280,2762567680
2026-03-17 23:57:42,4487897088,2776432640,4492410880,2762608640
2026-03-17 23:58:12,4499189760,2779762688,4503744512,2765660160
2026-03-17 23:58:42,4507095040,2779549696,4511666176,2765692928
2026-03-17 23:59:12,4524511232,2785648640,4529106944,2771808256
2026-03-17 23:59:42,4553715712,2797887488,4558336000,2784059392
2026-03-18 00:00:12,4572471296,2696286208,4576997376,2682908672
2026-03-18 00:00:42,4495933440,2694987776,4503924736,2683351040
2026-03-18 00:01:12,4519010304,2704171008,4528316416,2692521984
2026-03-18 00:01:42,4530819072,2704199680,4540125184,2692554752
2026-03-18 00:02:12,4558192640,2716405760,4569632768,2704764928
2026-03-18 00:02:42,4570025984,2716446720,4581453824,2704801792
2026-03-18 00:03:12,4485001216,2722553856,4496261120,2710917120
2026-03-18 00:03:42,4519374848,2731724800,4528832512,2721460224
2026-03-18 00:04:12,4533346304,2740887552,4544598016,2729246720
2026-03-18 00:04:42,4550238208,2745491456,4561211392,2733858816
2026-03-18 00:05:12,4569968640,2755231744,4581457920,2741489664
2026-03-18 00:05:42,4487860224,2761363456,4499480576,2747604992
2026-03-18 00:06:12,4509954048,2764423168,4519411712,2750910464
2026-03-18 00:06:42,4539572224,2767523840,4548972544,2753736704
2026-03-18 00:07:12,4574687232,2773823488,4582391808,2760040448
2026-03-18 00:07:42,4502970368,2779959296,4510056448,2766163968
2026-03-18 00:08:12,4523847680,2779979776,4530929664,2766168064
2026-03-18 00:08:42,4553519104,2783064064,4560556032,2769248256
2026-03-18 00:09:12,4580499456,2786119680,4587569152,2772295680
2026-03-18 00:09:42,4498116608,2786181120,4505718784,2772328448
2026-03-18 00:10:12,4535365632,2789220352,4543442944,2775379968
2026-03-18 00:10:42,4489924608,2798362624,4497469440,2786672640
2026-03-18 00:11:12,4550053888,2699563008,4557516800,2688348160
2026-03-18 00:11:42,4493148160,2702643200,4500623360,2691432448
2026-03-18 00:12:12,4550389760,2711764992,4557836288,2700558336
2026-03-18 00:12:42,4595200000,2715078656,4501282816,2703843328
2026-03-18 00:13:12,4555972608,2727276544,4564729856,2715992064
2026-03-18 00:13:42,4498833408,2730352640,4507439104,2719068160
2026-03-18 00:14:12,4573806592,2748817408,4582219776,2737266688
2026-03-18 00:14:42,4516786176,2751627264,4525105152,2740334592
2026-03-18 00:15:12,4596404224,2760769536,4601507840,2749460480
2026-03-18 00:15:42,4593258496,2771517440,4597288960,2760130560
2026-03-18 00:16:12,4562415616,2771988480,4581236736,2760564736
2026-03-18 00:16:42,4560691200,2780667904,4570521600,2769215488
2026-03-18 00:17:12,4540080128,2786717696,4554444800,2775441408
2026-03-18 00:17:42,4545368064,2803974144,4553326592,2790551552
2026-03-18 00:18:12,4526911488,2699739136,4534611968,2686062592
2026-03-18 00:18:42,4521807872,2711457792,4527669248,2697986048
2026-03-18 00:19:12,4590010368,2714857472,4593672192,2701123584
2026-03-18 00:19:42,4571729920,2720960512,4567400448,2707177472
2026-03-18 00:20:12,4558835712,2721009664,4553756672,2707218432
2026-03-18 00:20:42,4572377088,2732982272,4569845760,2719432704
2026-03-18 00:21:12,4574711808,2745544704,4558045184,2731229184
2026-03-18 00:21:42,4561100800,2748035072,4540616704,2734235648
2026-03-18 00:22:12,4528242688,2753712128,4610912256,2740191232
2026-03-18 00:22:42,4524466176,2759720960,4603248640,2746888192
2026-03-18 00:23:12,4557266944,2759766016,4520366080,2746937344
2026-03-18 00:23:42,4594536448,2762772480,4543217664,2749956096
2026-03-18 00:24:12,4529205248,2771623936,4583370752,2758823936
2026-03-18 00:24:42,4575821824,2777571328,4615888896,2765438976
2026-03-18 00:25:12,4623527936,2789580800,4554674176,2777210880
2026-03-18 00:25:42,4540702720,2795888640,4570857472,2783272960
2026-03-18 00:26:12,4552032256,2798678016,4584271872,2786328576
2026-03-18 00:26:42,4574191616,2699849728,4604370944,2687922176
2026-03-18 00:27:12,4585472000,2702905344,4615700480,2690985984
2026-03-18 00:27:42,4605591552,2709041152,4528308224,2697183232
2026-03-18 00:28:12,4517457920,2718240768,4548730880,2704887808
2026-03-18 00:28:42,4540583936,2727698432,4571852800,2714624000
2026-03-18 00:29:12,4550111232,2730749952,4583149568,2717675520
2026-03-18 00:29:42,4559818752,2731040768,4591054848,2717708288
2026-03-18 00:30:12,4586369024,2743001088,4617543680,2729910272
2026-03-18 00:30:42,4607823872,2749198336,4531171328,2736041984
2026-03-18 00:31:12,4616974336,2748940288,4540301312,2736050176
2026-03-18 00:31:42,4528865280,2752229376,4559953920,2739339264
2026-03-18 00:32:12,4557389824,2761383936,4588838912,2748497920
2026-03-18 00:32:42,4582682624,2767859712,4613881856,2754703360
2026-03-18 00:33:12,4611452928,2776748032,4534685696,2763853824
2026-03-18 00:33:42,4523204608,2780090368,4553904128,2766934016
2026-03-18 00:34:12,4545822720,2785943552,4576522240,2773041152
2026-03-18 00:34:42,4571123712,2792607744,4601757696,2781290496
2026-03-18 00:35:12,4587618304,2795139072,4618317824,2784358400
2026-03-18 00:35:42,4611379200,2798428160,4533252096,2787631104
2026-03-18 00:36:12,4530565120,2801700864,4560207872,2790883328
2026-03-18 00:36:42,4578443264,2706436096,4608430080,2695905280
2026-03-18 00:37:12,4605460480,2709999616,4527661056,2698973184
2026-03-18 00:37:42,4527824896,2713108480,4557332480,2702057472
2026-03-18 00:38:12,4554821632,2717790208,4584370176,2705104896
2026-03-18 00:38:42,4590571520,2723938304,4620226560,2711244800
2026-03-18 00:39:12,4617621504,2730029056,4545409024,2717331456
2026-03-18 00:39:42,4539568128,2730074112,4569042944,2717364224
2026-03-18 00:40:12,4578791424,2739232768,4608319488,2726502400
2026-03-18 00:40:42,4530077696,2751668224,4558471168,2738716672
2026-03-18 00:41:12,4584751104,2757517312,4618473472,2745421824
2026-03-18 00:41:42,4544335872,2769903616,4573126656,2757193728
2026-03-18 00:42:12,4592091136,2775986176,4621152256,2763280384
2026-03-18 00:42:42,4540194816,2782093312,4569755648,2769391616
2026-03-18 00:43:12,4594302976,2794246144,4618182656,2781569024
2026-03-18 00:43:42,4527874048,2794283008,4551954432,2781626368
2026-03-18 00:44:12,4587569152,2806419456,4611657728,2793762816
2026-03-18 00:44:42,4537339904,2704125952,4560338944,2692173824
2026-03-18 00:45:12,4584275968,2707177472,4607995904,2695213056
2026-03-18 00:45:42,4562673664,2719326208,4586881024,2707337216
2026-03-18 00:46:12,4556582912,2728468480,4579622912,2716438528
2026-03-18 00:46:42,4623224832,2737807360,4537409536,2725482496
2026-03-18 00:47:12,4577824768,2743676928,4599934976,2731511808
2026-03-18 00:47:42,4556746752,2746777600,4579061760,2734563328
2026-03-18 00:48:12,4538224640,2752823296,4561502208,2740584448
2026-03-18 00:48:42,4623921152,2761928704,4536590336,2749644800
2026-03-18 00:49:12,4604502016,2767089664,4625231872,2752671744
2026-03-18 00:49:42,4591153152,2779164672,4611317760,2764828672
2026-03-18 00:50:12,4532826112,2785460224,4557287424,2770857984
2026-03-18 00:50:42,4619587584,2791239680,4638429184,2776875008
2026-03-18 00:51:12,4617670656,2797162496,4631891968,2783449088
2026-03-18 00:51:42,4564897792,2803154944,4578299904,2789482496
2026-03-18 00:52:12,4638199808,2806136832,4542050304,2792550400
2026-03-18 00:52:42,4567891968,2809167872,4571250688,2795585536
2026-03-18 00:53:12,4574580736,2713210880,4569407488,2700161024
2026-03-18 00:53:42,4586110976,2716213248,4569559040,2703167488
2026-03-18 00:54:12,4615643136,2719195136,4598644736,2706145280
2026-03-18 00:54:42,4653166592,2725728256,4629995520,2712817664
2026-03-18 00:55:12,4614234112,2734018560,4590034944,2721411072
2026-03-18 00:55:42,4603527168,2737250304,4569784320,2724401152
2026-03-18 00:56:12,4609474560,2739949568,4578381824,2727366656
2026-03-18 00:56:42,4626128896,2743291904,4592357376,2730450944
2026-03-18 00:57:12,4544290816,2755252224,4618940416,2742751232
2026-03-18 00:57:42,4558897152,2761383936,4633309184,2748882944
2026-03-18 00:58:12,4578779136,2770542592,4650749952,2758041600
2026-03-18 00:58:42,4593451008,2776891392,4560867328,2764378112
2026-03-18 00:59:12,4601483264,2779934720,4569153536,2769584128
2026-03-18 00:59:42,4621492224,2786074624,4589264896,2775728128
2026-03-18 01:00:12,4642660352,2798292992,4609736704,2788007936
2026-03-18 01:00:42,4548341760,2801373184,4624154624,2794143744
2026-03-18 01:01:12,4557926400,2807480320,4633755648,2797199360
2026-03-18 01:01:42,4581928960,2709340160,4550295552,2699071488
2026-03-18 01:02:12,4595838976,2713939968,4564258816,2703667200
2026-03-18 01:02:42,4612182016,2717011968,4580634624,2706751488
2026-03-18 01:03:12,4631957504,2724667392,4600475648,2714398720
2026-03-18 01:03:42,4645068800,2724691968,4613586944,2714427392
2026-03-18 01:04:12,4556386304,2730795008,4633169920,2720530432
2026-03-18 01:04:42,4580040704,2733887488,4652670976,2723610624
2026-03-18 01:05:12,4616462336,2749345792,4585967616,2739073024
2026-03-18 01:05:42,4629557248,2749632512,4599083008,2739097600
2026-03-18 01:06:12,4554952704,2758533120,4632317952,2748248064
2026-03-18 01:06:42,4584861696,2761621504,4553674752,2751332352
2026-03-18 01:07:12,4605788160,2761646080,4574613504,2751336448
2026-03-18 01:07:42,4629401600,2761691136,4598243328,2751369216
2026-03-18 01:08:12,4650418176,2761695232,4619239424,2751377408
2026-03-18 01:08:42,4578000896,2767831040,4655099904,2757771264
2026-03-18 01:09:12,4623118336,2782175232,4593090560,2769694720
2026-03-18 01:09:42,4550512640,2788311040,4629196800,2775818240
2026-03-18 01:10:12,4586659840,2797477888,4556742656,2784952320
2026-03-18 01:10:42,4610326528,2797543424,4580663296,2784980992
2026-03-18 01:11:12,4653928448,2803859456,4624199680,2791284736
2026-03-18 01:11:42,4599873536,2809962496,4570963968,2797391872
2026-03-18 01:12:12,4653850624,2817445888,4629344256,2804752384
2026-03-18 01:12:42,4591583232,2719420416,4561743872,2706558976
2026-03-18 01:13:12,4631375872,2722471936,4601790464,2709630976
2026-03-18 01:13:42,4579008512,2728570880,4660232192,2715725824
2026-03-18 01:14:12,4632657920,2734669824,4606062592,2721804288
2026-03-18 01:14:42,4578799616,2743812096,4659769344,2730938368
2026-03-18 01:15:12,4617564160,2746863616,4591149056,2733989888
2026-03-18 01:15:42,4659937280,2749939712,4633440256,2737057792
2026-03-18 01:16:12,4616384512,2753007616,4588085248,2740101120
2026-03-18 01:16:42,4601319424,2756182016,4570361856,2743173120
2026-03-18 01:17:12,4583120896,2759286784,4665163776,2747281408
2026-03-18 01:17:42,4570927104,2768404480,4652253184,2755284992
2026-03-18 01:18:12,4559089664,2774519808,4634521600,2761302016
2026-03-18 01:18:42,4656558080,2780606464,4618416128,2767351808
2026-03-18 01:19:12,4642299904,2786693120,4612341760,2773368832
2026-03-18 01:19:42,4635639808,2795884544,4604448768,2782420992
2026-03-18 01:20:12,4612714496,2798960640,4582682624,2785439744
2026-03-18 01:20:42,4610674688,2815107072,4583182336,2796773376
2026-03-18 01:21:12,4629188608,2717790208,4593152000,2704019456
2026-03-18 01:21:42,4571037696,2729783296,4630867968,2716016640
2026-03-18 01:22:12,4671377408,2738733056,4622766080,2724868096
2026-03-18 01:22:42,4660002816,2738819072,4611010560,2724941824
2026-03-18 01:23:12,4584554496,2741800960,4635840512,2727927808
2026-03-18 01:23:42,4625571840,2750685184,4676124672,2736803840
2026-03-18 01:24:12,4654768128,2750783488,4592857088,2736848896
2026-03-18 01:24:42,4620189696,2789408768,4652978176,2776834048
2026-03-18 01:25:12,4657410048,2801274880,4684177408,2788839424
2026-03-18 01:25:42,4689354752,2801381376,4708085760,2788913152
2026-03-18 01:26:12,4724117504,2804490240,4626739200,2791919616
2026-03-18 01:26:42,4652908544,2813157376,4654989312,2800635904
2026-03-18 01:27:12,4641583104,2816114688,4682362880,2803601408
2026-03-18 01:27:42,4655726592,2822041600,4710825984,2809511936
2026-03-18 01:28:12,4655902720,2822045696,4711006208,2809516032
2026-03-18 01:28:42,4668055552,2825617408,4723171328,2812833792
2026-03-18 01:29:12,4700917760,2840649728,4646772736,2830249984
2026-03-18 01:29:42,4727013376,2850111488,4677636096,2839453696
2026-03-18 01:30:12,4642209792,2856427520,4692033536,2846674944
2026-03-18 01:30:42,4662599680,2757984256,4717707264,2747969536
2026-03-18 01:31:12,4673703936,2761121792,4729028608,2751086592
2026-03-18 01:31:42,4693389312,2767269888,4641345536,2757230592
2026-03-18 01:32:12,4715913216,2773434368,4661231616,2763362304
2026-03-18 01:32:42,4633718784,2779582464,4688965632,2770030592
2026-03-18 01:33:12,4653441024,2785243136,4711092224,2775638016
2026-03-18 01:33:42,4687077376,2795180032,4635508736,2784829440
2026-03-18 01:34:12,4717248512,2802786304,4665585664,2795749376
2026-03-18 01:34:42,4737032192,2810269696,4685668352,2800185344
2026-03-18 01:35:12,4662083584,2824613888,4718063616,2812416000
2026-03-18 01:35:42,4687409152,2830794752,4634759168,2818551808
2026-03-18 01:36:12,4716179456,2838233088,4658851840,2824699904
2026-03-18 01:36:42,4647571456,2852282368,4702425088,2840014848
2026-03-18 01:37:12,4680654848,2858397696,4735512576,2846121984
2026-03-18 01:37:42,4716429312,2757152768,4663738368,2744459264
2026-03-18 01:38:12,4651716608,2772905984,4708978688,2756653056
2026-03-18 01:38:42,4681302016,2777042944,4630089728,2759733248
2026-03-18 01:39:12,4714344448,2783145984,4663046144,2765840384
2026-03-18 01:39:42,4642639872,2789273600,4702916608,2771963904
2026-03-18 01:40:12,4681678848,2798424064,4634808320,2781130752
2026-03-18 01:40:42,4720345088,2807607296,4673601536,2790309888
2026-03-18 01:41:12,4635127808,2813710336,4696612864,2796421120
2026-03-18 01:41:42,4667162624,2816811008,4732829696,2799509504
2026-03-18 01:42:12,4719345664,2828992512,4672299008,2811936768
2026-03-18 01:42:42,4645072896,2832105472,4706349056,2814783488
2026-03-18 01:43:12,4682866688,2838216704,4739170304,2820874240
2026-03-18 01:43:42,4738957312,2844332032,4687626240,2826989568
2026-03-18 01:44:12,4674404352,2853478400,4728233984,2836353024
2026-03-18 01:44:42,4709232640,2856579072,4658352128,2839183360
2026-03-18 01:45:12,4643389440,2856595456,4699987968,2839457792
2026-03-18 01:45:42,4706623488,2760798208,4655632384,2744037376
2026-03-18 01:46:12,4646866944,2763857920,4703240192,2747613184
2026-03-18 01:46:42,4707905536,2779103232,4656373760,2763030528
2026-03-18 01:47:12,4670230528,2779123712,4724453376,2762276864
2026-03-18 01:47:42,4641091584,2779168768,4699934720,2762321920
2026-03-18 01:48:12,4640083968,2791227392,4696158208,2774622208
2026-03-18 01:48:42,4725501952,2791272448,4673482752,2774413312
2026-03-18 01:49:12,4701413376,2794340352,4654190592,2777968640
2026-03-18 01:49:42,4700975104,2803396608,4753723392,2786762752
2026-03-18 01:50:12,4691460096,2815447040,4748378112,2799067136
2026-03-18 01:50:42,4682342400,2826608640,4739014656,2808512512
2026-03-18 01:51:12,4675739648,2838642688,4733407232,2820808704
2026-03-18 01:51:42,4682342400,2844733440,4745228288,2826620928
2026-03-18 01:52:12,4729905152,2861768704,4672098304,2843529216
2026-03-18 01:52:42,4695248896,2864848896,4743151616,2846543872
2026-03-18 01:53:12,4704100352,2870833152,4745539584,2745180160
2026-03-18 01:53:42,4744286208,2772086784,4670865408,2754576384
2026-03-18 01:54:12,4670550016,2775130112,4698341376,2757554176
2026-03-18 01:54:42,4686864384,2784100352,4696403968,2766487552
2026-03-18 01:55:12,4712509440,2787168256,4724772864,2769481728
2026-03-18 01:55:42,4751052800,2793119744,4751876096,2775670784
2026-03-18 01:56:12,4663644160,2799112192,4765503488,2781863936
2026-03-18 01:56:42,4761870336,2805129216,4745175040,2787565568
2026-03-18 01:57:12,4676743168,2807971840,4765417472,2790674432
2026-03-18 01:57:42,4700069888,2814115840,4681146368,2801795072
2026-03-18 01:58:12,4711677952,2823380992,4692660224,2808016896
2026-03-18 01:58:42,4728725504,2832576512,4709793792,2817212416
2026-03-18 01:59:12,4737015808,2835648512,4718059520,2820268032
2026-03-18 01:59:42,4751056896,2838769664,4732018688,2823696384
2026-03-18 02:00:12,4661145600,2844889088,4749422592,2829545472
2026-03-18 02:00:42,4681252864,2851033088,4662202368,2836463616
2026-03-18 02:01:12,4704915456,2860208128,4685774848,2845118464
2026-03-18 02:01:42,4718919680,2866356224,4699869184,2853142528
2026-03-18 02:02:12,4732821504,2869415936,4713828352,2856697856
2026-03-18 02:02:42,4752089088,2767339520,4739088384,2755158016
2026-03-18 02:03:12,4682555392,2779582464,4663578624,2767650816
2026-03-18 02:03:42,4703617024,2785718272,4684492800,2773528576
2026-03-18 02:04:12,4719095808,2791837696,4704190464,2779660288
2026-03-18 02:04:42,4750209024,2801041408,4735651840,2788855808
2026-03-18 02:05:12,4763344896,2807173120,4749635584,2794999808
2026-03-18 02:05:42,4672528384,2817302528,4766326784,2801115136
2026-03-18 02:06:12,4689080320,2820378624,4675293184,2804183040
2026-03-18 02:06:42,4714606592,2826526720,4700635136,2810322944
2026-03-18 02:07:12,4729622528,2826522624,4715646976,2810327040
2026-03-18 02:07:42,4759339008,2829627392,4745281536,2813411328
2026-03-18 02:08:12,4699688960,2846998528,4685901824,2828673024
2026-03-18 02:08:42,4747673600,2862321664,4733882368,2843983872
2026-03-18 02:09:12,4674117632,2871492608,4768026624,2853130240
2026-03-18 02:09:42,4703739904,2874527744,4690272256,2856206336
2026-03-18 02:10:12,4741857280,2779369472,4727500800,2761273344
2026-03-18 02:10:42,4658860032,2783232000,4751884288,2764873728
2026-03-18 02:11:12,4688351232,2791624704,4673617920,2773512192
2026-03-18 02:11:42,4708605952,2794708992,4699254784,2776338432
2026-03-18 02:12:12,4753903616,2797793280,4736372736,2779398144
2026-03-18 02:12:42,4696682496,2800926720,4679397376,2782494720
2026-03-18 02:13:12,4750503936,2807734272,4739289088,2789216256
2026-03-18 02:13:42,4710793216,2819239936,4696694784,2800816128
2026-03-18 02:14:12,4753084416,2822307840,4736339968,2803871744
2026-03-18 02:14:42,4701421568,2828476416,4685156352,2810040320
2026-03-18 02:15:12,4743086080,2828509184,4726890496,2810056704
2026-03-18 02:15:42,4692307968,2834649088,4675072000,2816180224
2026-03-18 02:16:12,4740145152,2837729280,4723015680,2819219456
2026-03-18 02:16:42,4692389888,2846961664,4675506176,2828390400
2026-03-18 02:17:12,4674273280,2862071808,4764901376,2843430912
