Time,"__name__=""dockerstats_memory_usage_bytes"",id=""0dad7441fca6"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node2""","__name__=""dockerstats_memory_usage_bytes"",id=""1e90f9caa9e3"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner1""","__name__=""dockerstats_memory_usage_bytes"",id=""9f0188587dc4"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner4""","__name__=""dockerstats_memory_usage_bytes"",id=""d856b9fa972d"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner3""","__name__=""dockerstats_memory_usage_bytes"",id=""df7d33e94132"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node1""","__name__=""dockerstats_memory_usage_bytes"",id=""ee087d56bc0e"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner2"""
2026-02-13 10:40:48,4117180416,4189036544,4206944256,4065067008,4010328064,4156334080
2026-02-13 10:41:18,4117217280,4199047168,4207104000,4068843520,4010487808,4156399616
2026-02-13 10:41:48,4117295104,4199657472,4207243264,4067872768,4009562112,4156502016
2026-02-13 10:42:18,4117364736,4199862272,4207456256,4067049472,4008726528,4156641280
2026-02-13 10:42:48,4117393408,4200243200,4207792128,4067098624,4008755200,4156710912
2026-02-13 10:43:18,4117479424,4201033728,4207992832,4066390016,4007743488,4156993536
2026-02-13 10:43:48,4117536768,4201361408,4208181248,4065497088,4006752256,4157157376
2026-02-13 10:44:18,4117536768,4201668608,4208189440,4065529856,4006752256,4157190144
2026-02-13 10:44:48,4117561344,4202098688,4208295936,4065607680,4006789120,4157456384
2026-02-13 10:45:18,4117606400,4203118592,4208459776,4065820672,4006846464,4157440000
2026-02-13 10:45:48,4117626880,4202889216,4208541696,4065873920,4006883328,4157480960
2026-02-13 10:46:18,4117651456,4203159552,4208607232,4064878592,4005834752,4157575168
2026-02-13 10:46:48,4117786624,4203532288,4208697344,4064944128,4005871616,4157640704
2026-02-13 10:47:18,4117856256,4204269568,4209115136,4064309248,4004917248,4158054400
2026-02-13 10:47:48,4117913600,4205207552,4209393664,4064530432,4004974592,4158320640
2026-02-13 10:48:18,4117950464,4206026752,4209524736,4064710656,4005007360,4158500864
2026-02-13 10:48:48,4118126592,4206800896,4209717248,4063825920,4004057088,4158652416
2026-02-13 10:49:18,4118126592,4207427584,4209717248,4063854592,4004057088,4158681088
2026-02-13 10:49:48,4118167552,4208050176,4209885184,4061863936,4001984512,4158844928
2026-02-13 10:50:18,4118183936,4208693248,4209979392,4061970432,4001996800,4158943232
2026-02-13 10:50:48,4118192128,4210221056,4210085888,4062035968,4002074624,4159004672
2026-02-13 10:51:18,4118196224,4210061312,4210085888,4059914240,3999924224,4159053824
2026-02-13 10:51:48,4118319104,4211093504,4210515968,4060278784,4000088064,4159356928
2026-02-13 10:52:18,4118351872,4212097024,4210589696,4051763200,3991482368,4159483904
2026-02-13 10:52:48,4118491136,4213800960,4210855936,4051984384,3991552000,4159676416
2026-02-13 10:53:18,4118577152,4215025664,4211089408,4051189760,3990601728,4159864832
2026-02-13 10:53:48,4118630400,4216401920,4211318784,4050321408,3989622784,4160061440
2026-02-13 10:54:18,4118654976,4217643008,4211355648,4050407424,3989663744,4160110592
2026-02-13 10:54:48,4118716416,4219043840,4211499008,4048408576,3987652608,4160282624
2026-02-13 10:55:18,4118790144,4220379136,4211679232,4048539648,3987791872,4160405504
2026-02-13 10:55:48,4118884352,4221861888,4211929088,4047761408,3986898944,4160823296
2026-02-13 10:56:18,4118913024,4223143936,4211978240,4046782464,3985850368,4160679936
2026-02-13 10:56:48,4118945792,4224593920,4212137984,4046925824,3985956864,4160778240
2026-02-13 10:57:18,4118974464,4226965504,4212326400,4045004800,3983872000,4160933888
2026-02-13 10:57:48,4119044096,4229685248,4212654080,4045336576,3983986688,4161183744
2026-02-13 10:58:18,4119101440,4232437760,4212920320,4043513856,3981963264,4161425408
2026-02-13 10:58:48,4119142400,4189622272,4173799424,4043698176,4081541120,4161544192
2026-02-13 10:59:18,4119232512,4192182272,4174036992,4159619072,4017598464,4161716224
2026-02-13 10:59:48,4119269376,4194787328,4174180352,4158640128,4016615424,4161757184
2026-02-13 11:00:18,4119285760,4197490688,4174340096,4092383232,3860361216,4161892352
2026-02-13 11:00:48,4119314432,4200026112,4174508032,4092473344,3860492288,4161953792
2026-02-13 11:01:18,4119363584,4202541056,4174700544,4092686336,3860635648,4163162112
2026-02-13 11:01:48,4119453696,4205797376,4175040512,4093018112,3860885504,4163354624
2026-02-13 11:02:18,4119506944,4210585600,4175310848,4093304832,3861065728,4163514368
2026-02-13 11:02:48,4119564288,4215808000,4175659008,4093599744,3861245952,4163698688
2026-02-13 11:03:18,4119683072,4220710912,4176072704,4094074880,3861540864,4120584192
2026-02-13 11:03:48,4196352000,4225548288,4176265216,4094234624,3861667840,4120662016
2026-02-13 11:04:18,4196352000,4125540352,4176269312,4094271488,3861667840,4120694784
2026-02-13 11:04:48,4196573184,4130791424,4176441344,4094423040,3861774336,4120784896
2026-02-13 11:05:18,4196610048,4135915520,4176576512,4094595072,3861880832,4120870912
2026-02-13 11:05:48,4196716544,4140711936,4176830464,4094873600,3862110208,4121010176
2026-02-13 11:06:18,4196773888,4145594368,4177059840,4095168512,3862351872,4121120768
2026-02-13 11:06:48,4196880384,4150673408,4177506304,4095680512,3862974464,4121272320
2026-02-13 11:07:18,4196904960,4160061440,4177645568,4095881216,3863101440,4121415680
2026-02-13 11:07:48,4197068800,4170293248,4178194432,4096413696,3863588864,4121944064
2026-02-13 11:08:18,4197146624,4179308544,4178567168,4096823296,3863994368,4122390528
2026-02-13 11:08:48,4197146624,4188598272,4178599936,4096827392,3863994368,4121878528
2026-02-13 11:09:18,4197363712,4198490112,4179107840,4097384448,3864514560,4122181632
2026-02-13 11:09:48,4197543936,4207099904,4179623936,4097912832,3814002688,4122423296
2026-02-13 11:10:18,4197621760,4216430592,4179972096,4098326528,3814453248,4122595328
2026-02-13 11:10:48,4197789696,4225347584,4180414464,4098727936,3814961152,4122849280
2026-02-13 11:11:18,4197855232,4235272192,4180656128,4070293504,3814305792,4122980352
2026-02-13 11:11:48,4197974016,4139098112,4180959232,4070608896,3814662144,4123148288
2026-02-13 11:12:18,4197978112,4139610112,4181004288,4070682624,3814703104,4123230208
2026-02-13 11:12:48,4198039552,4139749376,4181164032,4070862848,3814866944,4123308032
2026-02-13 11:13:18,4198100992,4140093440,4181237760,4070944768,3815059456,4123340800
2026-02-13 11:13:48,4198154240,4139900928,4181303296,4071030784,3815149568,4123414528
2026-02-13 11:14:18,4198240256,4140044288,4181397504,4071133184,3815264256,4124024832
2026-02-13 11:14:48,4198268928,4140494848,4181544960,4071268352,3815305216,4123611136
2026-02-13 11:15:18,4198301696,4141047808,4181737472,4071501824,3815362560,4123807744
2026-02-13 11:15:48,4198342656,4141527040,4181987328,4071731200,3815452672,4123992064
2026-02-13 11:16:18,4198371328,4141928448,4182061056,4072112128,3815510016,4124078080
2026-02-13 11:16:48,4198404096,4142260224,4182110208,4072144896,3815530496,4124131328
2026-02-13 11:17:18,4198416384,4142575616,4182200320,4072275968,3815575552,4124217344
2026-02-13 11:17:48,4198432768,4142952448,4182253568,4072296448,3815600128,4124250112
2026-02-13 11:18:18,4198445056,4143386624,4182339584,4072390656,3815665664,4124315648
2026-02-13 11:18:48,4198477824,4143783936,4182536192,4072542208,3815772160,4124413952
2026-02-13 11:19:18,4198539264,4144517120,4182753280,4072820736,3815858176,4124639232
2026-02-13 11:19:48,4198596608,4145786880,4182941696,4072992768,3815952384,4124790784
2026-02-13 11:20:18,4198629376,4146540544,4183080960,4073209856,3816157184,4124962816
2026-02-13 11:20:48,4198633472,4147134464,4183113728,4073213952,3816161280,4124966912
2026-02-13 11:21:18,4198674432,4147945472,4183322624,4073472000,3816300544,4125126656
2026-02-13 11:21:48,4198694912,4148609024,4183379968,4073598976,3816329216,4125257728
2026-02-13 11:22:18,4198756352,4149268480,4183523328,4073762816,3816407040,4125421568
2026-02-13 11:22:48,4198805504,4257296384,4294967296,4073910272,3955900416,4125532160
2026-02-13 11:23:18,4198830080,4048351232,4103585792,4071956480,4059631616,4125589504
