Time,"__name__=""dockerstats_memory_usage_bytes"",id=""4803d20c0a2b"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node2""","__name__=""dockerstats_memory_usage_bytes"",id=""50491906c364"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node1""","__name__=""dockerstats_memory_usage_bytes"",id=""7d566f6372a9"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner1""","__name__=""dockerstats_memory_usage_bytes"",id=""a0b9d55c18b2"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner3""","__name__=""dockerstats_memory_usage_bytes"",id=""dd8966529fa6"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner4""","__name__=""dockerstats_memory_usage_bytes"",id=""e7d7d83e2085"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner2"""
2026-02-20 14:40:51,2408861696,1234628608,1284341760,2447163392,1229324288,1235025920
2026-02-20 14:41:21,2409332736,1234866176,1287110656,2447872000,1233903616,1237692416
2026-02-20 14:41:51,2411233280,1234898944,1291243520,2448093184,1234169856,1238048768
2026-02-20 14:42:21,2411274240,1234948096,1293373440,2448220160,1234247680,1238200320
2026-02-20 14:42:51,2411315200,1234972672,1295491072,2448240640,1234280448,1238233088
2026-02-20 14:43:21,2411327488,1235005440,1297920000,2448273408,1234337792,1238331392
2026-02-20 14:43:51,2413449216,1235038208,1300058112,2448302080,1234382848,1238380544
2026-02-20 14:44:21,2413490176,1235189760,1302417408,2448338944,1234399232,1238421504
2026-02-20 14:44:51,2413559808,1235263488,1304567808,2448408576,1234468864,1238499328
2026-02-20 14:45:21,2413654016,1235329024,1306390528,2448523264,1234653184,1241796608
2026-02-20 14:45:51,2413752320,1235329024,1309057024,2450874368,1234657280,1241829376
2026-02-20 14:46:21,2413789184,1235386368,1310728192,2450935808,1234718720,1243992064
2026-02-20 14:46:51,2413903872,1235419136,1313112064,2451034112,1234874368,1245122560
2026-02-20 14:47:21,2413924352,1235767296,1315147776,2451111936,1235005440,1245286400
2026-02-20 14:47:51,2413981696,1235603456,1317916672,2451206144,1235095552,1245417472
2026-02-20 14:48:21,2414088192,1236185088,1319411712,2451329024,1235505152,1245990912
2026-02-20 14:48:51,2414133248,1236254720,1321545728,2451423232,1235570688,1246027776
2026-02-20 14:49:21,2414137344,1236258816,1324453888,2451431424,1235587072,1246048256
2026-02-20 14:49:51,2414137344,1236267008,1325760512,2451439616,1235591168,1246072832
2026-02-20 14:50:21,2414153728,1238376448,1330667520,2451615744,1235759104,1248337920
2026-02-20 14:50:51,2414157824,1238388736,1334259712,2451705856,1235841024,1248436224
2026-02-20 14:51:21,2414407680,1238429696,1338617856,2452201472,1236086784,1248690176
2026-02-20 14:51:51,2414440448,1238441984,1343455232,2452291584,1236414464,1248755712
2026-02-20 14:52:21,2414518272,1238552576,1347391488,2456117248,1238478848,1249120256
2026-02-20 14:52:51,2414530560,1238573056,1351671808,2456195072,1238528000,1249185792
2026-02-20 14:53:21,2414575616,1242025984,1359867904,2456518656,1239789568,1249251328
2026-02-20 14:53:51,2414579712,1242025984,1364025344,2456256512,1239789568,1249255424
2026-02-20 14:54:21,2414624768,1242050560,1368621056,2456342528,1239851008,1249312768
2026-02-20 14:54:51,2414641152,1242062848,1373134848,2456412160,1239879680,1249357824
2026-02-20 14:55:21,2414702592,1242214400,1276006400,2456858624,1240481792,1249878016
2026-02-20 14:55:51,2414710784,1242341376,1283821568,2456915968,1240276992,1249955840
2026-02-20 14:56:21,2414723072,1242345472,1292365824,2457038848,1240326144,1249992704
2026-02-20 14:56:51,2414755840,1242554368,1300070400,2457083904,1240436736,1250291712
2026-02-20 14:57:21,2414759936,1242570752,1308856320,2457137152,1241018368,1250344960
2026-02-20 14:57:51,2414784512,1242611712,1317060608,2457305088,1240600576,1250512896
2026-02-20 14:58:21,2414841856,1242693632,1325584384,2457464832,1240731648,1250709504
2026-02-20 14:58:51,2414850048,1242714112,1333833728,2457464832,1240731648,1250766848
2026-02-20 14:59:21,2414854144,1242726400,1342287872,2457485312,1240756224,1250840576
2026-02-20 14:59:51,2415149056,1242750976,1350520832,2458054656,1240817664,1250938880
2026-02-20 15:00:21,2414931968,1242779648,1366855680,2457772032,1241001984,1251188736
2026-02-20 15:00:51,2414964736,1242816512,1382592512,2457817088,1241051136,1251221504
2026-02-20 15:01:21,2415079424,1242890240,1293438976,2458042368,1241235456,1253564416
2026-02-20 15:01:51,2415185920,1243004928,1309560832,2458238976,1241313280,1253670912
2026-02-20 15:02:21,2415288320,1243062272,1325588480,2458279936,1241350144,1253793792
2026-02-20 15:02:51,2417401856,1243172864,1341480960,2458341376,1241370624,1253822464
2026-02-20 15:03:21,2417442816,1243226112,1357189120,2458443776,1241427968,1253875712
2026-02-20 15:03:51,2417643520,1243287552,1372012544,2458595328,1241489408,1253928960
2026-02-20 15:04:21,2417774592,1243361280,1387642880,2458730496,1241595904,1254023168
2026-02-20 15:04:51,2417819648,1243389952,1296900096,2458869760,1241702400,1254125568
2026-02-20 15:05:21,2417909760,1243459584,1296912384,2458976256,1243860992,1254162432
2026-02-20 15:05:51,2418032640,1245716480,1298083840,2459123712,1243983872,1254256640
2026-02-20 15:06:21,2418581504,1245720576,1300471808,2459611136,1244033024,1254391808
2026-02-20 15:06:51,2418618368,1245769728,1304453120,2462019584,1244270592,1256693760
2026-02-20 15:07:21,2418688000,1245859840,1306849280,2462199808,1244459008,1256828928
2026-02-20 15:07:51,2418794496,1246027776,1308696576,2462552064,1246830592,1257091072
2026-02-20 15:08:21,2418831360,1246076928,1310572544,2462642176,1246945280,1257181184
2026-02-20 15:08:51,2418839552,1246089216,1313177600,2462683136,1246994432,1257213952
2026-02-20 15:09:21,2419122176,1246109696,1314799616,2464907264,1247371264,1257553920
2026-02-20 15:09:51,2418896896,1248227328,1316884480,2464935936,1247166464,1257336832
2026-02-20 15:10:21,2418921472,1248260096,1318862848,2464989184,1247236096,1257623552
2026-02-20 15:10:51,2418978816,1250050048,1320738816,2465193984,1247469568,1257529344
2026-02-20 15:11:21,2421125120,1250304000,1322885120,2465472512,1247776768,1257979904
2026-02-20 15:11:51,2421157888,1250336768,1325195264,2465685504,1247920128,1258123264
2026-02-20 15:12:21,2421182464,1250361344,1327292416,2465808384,1248055296,1258242048
2026-02-20 15:12:51,2421194752,1250377728,1329475584,2465972224,1248124928,1260138496
2026-02-20 15:13:21,2421293056,1250447360,1331249152,2466177024,1248698368,1260425216
2026-02-20 15:13:51,2421374976,1250500608,1333374976,2466467840,1248907264,1260544000
2026-02-20 15:14:21,2421436416,1250525184,1335525376,2466545664,1249001472,1260621824
2026-02-20 15:14:51,2421694464,1250525184,1337651200,2466549760,1249005568,1260625920
2026-02-20 15:15:21,2421465088,1250545664,1339834368,2466676736,1249091584,1260716032
2026-02-20 15:15:51,2421481472,1250562048,1341792256,2466729984,1249132544,1260752896
2026-02-20 15:16:21,2421551104,1250582528,1346322432,2466848768,1249181696,1260806144
2026-02-20 15:16:51,2423664640,1250861056,1348448256,2466881536,1249210368,1260851200
2026-02-20 15:17:21,2423689216,1250611200,1350795264,2466918400,1249226752,1260871680
2026-02-20 15:17:51,2423996416,1250635776,1353506816,2467295232,1251393536,1260920832
2026-02-20 15:18:21,2423779328,1250668544,1358417920,2470813696,1251450880,1260961792
2026-02-20 15:18:51,2423799808,1255059456,1360429056,2470875136,1256026112,1260994560
2026-02-20 15:19:21,2423836672,1255100416,1362853888,2470924288,1256095744,1261047808
2026-02-20 15:19:51,2423836672,1255096320,1365065728,2470928384,1256095744,1261051904
2026-02-20 15:20:21,2423967744,1255374848,1367109632,2470998016,1256173568,1261088768
2026-02-20 15:20:51,2424147968,1255124992,1370599424,2471018496,1257738240,1261113344
2026-02-20 15:21:21,2424201216,1255153664,1375186944,2471227392,1261907968,1261305856
2026-02-20 15:21:51,2424221696,1255174144,1379225600,2471362560,1262067712,1261441024
2026-02-20 15:22:21,2424262656,1255219200,1383587840,2473578496,1262211072,1261522944
2026-02-20 15:22:51,2424303616,1255223296,1387700224,2473619456,1265360896,1261580288
2026-02-20 15:23:21,2424373248,1255243776,1392533504,2473730048,1265483776,1261690880
2026-02-20 15:23:51,2424406016,1255276544,1396072448,2473865216,1265602560,1263902720
2026-02-20 15:24:21,2424434688,1257398272,1295724544,2473910272,1265676288,1263947776
2026-02-20 15:24:51,2424455168,1257414656,1299562496,2473959424,1265713152,1263984640
2026-02-20 15:25:21,2424520704,1257447424,1303736320,2474012672,1265782784,1264029696
2026-02-20 15:25:51,2424561664,1257447424,1311866880,2474020864,1265786880,1264033792
2026-02-20 15:26:21,2424614912,1257459712,1322737664,2474184704,1265938432,1264185344
2026-02-20 15:26:51,2424713216,1257533440,1330700288,2474414080,1266143232,1264386048
2026-02-20 15:27:21,2424713216,1257525248,1339600896,2474459136,1266184192,1264431104
2026-02-20 15:27:51,2424778752,1257615360,1347653632,2474569728,1266335744,1264590848
2026-02-20 15:28:21,2424811520,1257656320,1356099584,2474811392,1266458624,1264726016
2026-02-20 15:28:51,2424905728,1257721856,1364193280,2474938368,1266573312,1264824320
2026-02-20 15:29:21,2424983552,1257836544,1372028928,2475102208,1268813824,1264992256
2026-02-20 15:29:51,2425024512,1257873408,1380700160,2475200512,1268912128,1265061888
2026-02-20 15:30:21,2425053184,1257906176,1389035520,2475278336,1268977664,1265111040
2026-02-20 15:30:51,2427453440,1258242048,1405399040,2475679744,1269202944,1265496064
2026-02-20 15:31:21,2427293696,1258061824,1315053568,2476032000,1269436416,1267634176
2026-02-20 15:31:51,2427338752,1258090496,1329840128,2475921408,1269538816,1269837824
2026-02-20 15:32:21,2427396096,1258160128,1345044480,2478247936,1269743616,1270050816
2026-02-20 15:32:51,2427428864,1258192896,1360814080,2478350336,1269854208,1270165504
2026-02-20 15:33:21,2427473920,1258373120,1378893824,2478538752,1270124544,1270403072
2026-02-20 15:33:51,2427482112,1258377216,1393672192,2478559232,1270140928,1270423552
2026-02-20 15:34:21,2427486208,1258381312,1408589824,2478579712,1270157312,1270456320
2026-02-20 15:34:51,2427510784,1258409984,1319276544,2478702592,1270214656,1270489088
2026-02-20 15:35:21,2427559936,1258438656,1334816768,2478776320,1272373248,1270550528
2026-02-20 15:35:51,2427576320,1260568576,1338421248,2480918528,1272418304,1270636544
2026-02-20 15:36:21,2429546496,1262055424,1338568704,2481098752,1272582144,1272877056
2026-02-20 15:36:51,2438483968,1264267264,1339236352,2483544064,1274986496,1273171968
2026-02-20 15:37:21,2442661888,1264472064,1340059648,2486067200,1275428864,1273626624
2026-02-20 15:37:51,2442665984,1264484352,1340674048,2486161408,1275502592,1273708544
2026-02-20 15:38:21,2442670080,1264570368,1341280256,2486222848,1275621376,1273786368
2026-02-20 15:38:51,2442678272,1264824320,1341788160,2486317056,1275621376,1273786368
2026-02-20 15:39:21,2442690560,1264656384,1342611456,2486484992,1275928576,1274073088
2026-02-20 15:39:51,2442711040,1268092928,1344413696,2487906304,1277222912,1274093568
2026-02-20 15:40:21,2442731520,1268109312,1345843200,2488016896,1277255680,1274142720
2026-02-20 15:40:51,2442739712,1268117504,1345470464,2488033280,1277284352,1274159104
2026-02-20 15:41:21,2442772480,1268154368,1346150400,2488143872,1277423616,1274261504
2026-02-20 15:41:51,2442805248,1268199424,1347571712,2488504320,1277878272,1274597376
2026-02-20 15:42:21,2442809344,1268195328,1350889472,2488582144,1277919232,1274650624
2026-02-20 15:42:51,2442813440,1268203520,1353121792,2488688640,1278025728,1276833792
2026-02-20 15:43:21,2442817536,1268215808,1354149888,2488754176,1278083072,1276903424
2026-02-20 15:43:51,2442838016,1268232192,1355456512,2488922112,1278259200,1277067264
2026-02-20 15:44:21,2442874880,1268277248,1356591104,2489176064,1278582784,1277300736
2026-02-20 15:44:51,2442878976,1268289536,1357701120,2489233408,1278640128,1277366272
2026-02-20 15:45:21,2442891264,1268314112,1358618624,2489303040,1278676992,1277403136
2026-02-20 15:45:51,2442899456,1268326400,1360035840,2489339904,1278722048,1277448192
2026-02-20 15:46:21,2442924032,1268342784,1361285120,2489503744,1278885888,1277714432
2026-02-20 15:46:51,2442936320,1268350976,1363505152,2489589760,1278976000,1277710336
2026-02-20 15:47:21,2442973184,1268391936,1366638592,2489974784,1279344640,1278091264
2026-02-20 15:47:51,2442985472,1268404224,1368399872,2490060800,1279434752,1278164992
2026-02-20 15:48:21,2443014144,1268428800,1370927104,2490314752,1279754240,1278480384
2026-02-20 15:48:51,2443038720,1268449280,1372897280,2490351616,1279795200,1278517248
2026-02-20 15:49:21,2443063296,1268473856,1375719424,2490417152,1279864832,1278603264
2026-02-20 15:49:51,2443071488,1268482048,1377767424,2490437632,1279881216,1278631936
2026-02-20 15:50:21,2443083776,1268490240,1380003840,2490478592,1279905792,1278660608
2026-02-20 15:50:51,2443083776,1268502528,1382252544,2490511360,1279918080,1278672896
2026-02-20 15:51:21,2443231232,1268506624,1385529344,2490798080,1282174976,1278824448
2026-02-20 15:51:51,2443243520,1268527104,1390145536,2490884096,1282256896,1278914560
2026-02-20 15:52:21,2443284480,1268563968,1394069504,2493288448,1282547712,1279254528
2026-02-20 15:52:51,2443296768,1268588544,1398415360,2493460480,1282699264,1279426560
2026-02-20 15:53:21,2445430784,1270747136,1402560512,2493693952,1282920448,1279655936
2026-02-20 15:53:51,2445455360,1270775808,1406500864,2493734912,1282953216,1279696896
2026-02-20 15:54:21,2445475840,1270804480,1413021696,2493767680,1282985984,1279729664
2026-02-20 15:54:51,2445492224,1270849536,1417445376,2493792256,1283018752,1279766528
2026-02-20 15:55:21,2445496320,1270857728,1316958208,2493841408,1283022848,1279778816
2026-02-20 15:55:51,2445537280,1270951936,1321402368,2493919232,1283088384,1279844352
2026-02-20 15:56:21,2445565952,1270976512,1327812608,2494021632,1283215360,1279905792
2026-02-20 15:56:51,2445598720,1271029760,1335689216,2494414848,1283366912,1282150400
2026-02-20 15:57:21,2445651968,1271123968,1343946752,2494631936,1283751936,1282568192
2026-02-20 15:57:51,2445676544,1272430592,1351823360,2494976000,1285951488,1282650112
2026-02-20 15:58:21,2445959168,1275674624,1359896576,2494857216,1286352896,1282781184
2026-02-20 15:58:51,2445737984,1277808640,1367482368,2494963712,1286213632,1282891776
2026-02-20 15:59:21,2445758464,1280479232,1375748096,2495021056,1286270976,1282945024
2026-02-20 15:59:51,2445762560,1280479232,1384812544,2495033344,1286270976,1282945024
2026-02-20 16:00:21,2445762560,1280491520,1392361472,2495033344,1286275072,1282953216
2026-02-20 16:00:51,2445783040,1280507904,1400647680,2495115264,1286291456,1282973696
2026-02-20 16:01:21,2445811712,1280528384,1416531968,2495270912,1288593408,1283117056
2026-02-20 16:01:51,2445840384,1280548864,1326309376,2495631360,1288658944,1283260416
2026-02-20 16:02:21,2445840384,1280552960,1342652416,2497523712,1288683520,1283313664
2026-02-20 16:02:51,2445844480,1280552960,1358356480,2497523712,1288683520,1283313664
2026-02-20 16:03:21,2446155776,1280655360,1374470144,2497773568,1288982528,1283612672
2026-02-20 16:03:51,2445942784,1280696320,1391108096,2497896448,1289101312,1285824512
2026-02-20 16:04:21,2445950976,1282809856,1407262720,2497994752,1289150464,1286148096
2026-02-20 16:04:51,2445987840,1283108864,1423130624,2498093056,1289367552,1286049792
2026-02-20 16:05:21,2448134144,1282899968,1331847168,2498310144,1289535488,1286258688
2026-02-20 16:05:51,2448175104,1282932736,1350397952,2498404352,1291735040,1286348800
2026-02-20 16:06:21,2448203776,1282965504,1355931648,2498473984,1291792384,1286418432
2026-02-20 16:06:51,2448224256,1282985984,1361055744,2501574656,1291821056,1286438912
2026-02-20 16:07:21,2448220160,1282977792,1361334272,2501623808,1291857920,1286500352
2026-02-20 16:07:51,2448236544,1283825664,1362022400,2501767168,1294868480,1286635520
2026-02-20 16:08:21,2448281600,1283854336,1362915328,2502172672,1295261696,1287016448
2026-02-20 16:08:51,2448302080,1283874816,1363546112,2502381568,1295458304,1287217152
2026-02-20 16:09:21,2448310272,1284141056,1363898368,2502410240,1295491072,1287245824
2026-02-20 16:09:51,2448314368,1283883008,1364303872,2502410240,1295491072,1287241728
2026-02-20 16:10:21,2448330752,1283903488,1365082112,2504622080,1295589376,1287344128
2026-02-20 16:10:51,2448347136,1283919872,1365786624,2504687616,1295671296,1287426048
2026-02-20 16:11:21,2448400384,1283948544,1366769664,2504798208,1295769600,1287520256
2026-02-20 16:11:51,2448424960,1283969024,1366749184,2504871936,1295826944,1287573504
2026-02-20 16:12:21,2448457728,1284001792,1368178688,2505506816,1296465920,1288212480
2026-02-20 16:12:51,2448482304,1284284416,1369710592,2505945088,1296896000,1288650752
2026-02-20 16:13:21,2448502784,1284046848,1370939392,2506100736,1297063936,1288810496
2026-02-20 16:13:51,2448506880,1284055040,1371643904,2506133504,1297080320,1288839168
2026-02-20 16:14:21,2448523264,1284063232,1372745728,2506244096,1297190912,1288949760
2026-02-20 16:14:51,2448527360,1284071424,1373835264,2506317824,1297256448,1289023488
2026-02-20 16:15:21,2448543744,1284091904,1375129600,2506498048,1297436672,1289207808
2026-02-20 16:15:51,2448551936,1284132864,1376768000,2506809344,1297588224,1289547776
2026-02-20 16:16:21,2448572416,1284141056,1377480704,2506801152,1297747968,1289502720
2026-02-20 16:16:51,2448568320,1284157440,1378377728,2506805248,1297747968,1289510912
2026-02-20 16:17:21,2448596992,1284198400,1380847616,2507321344,1298231296,1289977856
2026-02-20 16:17:51,2448605184,1284243456,1383067648,2507427840,1298333696,1290055680
2026-02-20 16:18:21,2448629760,1284251648,1385353216,2507726848,1298620416,1290346496
2026-02-20 16:18:51,2448633856,1284259840,1387634688,2507804672,1298698240,1290428416
2026-02-20 16:19:21,2448662528,1284292608,1389834240,2508001280,1298882560,1290608640
2026-02-20 16:19:51,2448662528,1284300800,1391828992,2508042240,1298919424,1290649600
2026-02-20 16:20:21,2448678912,1284325376,1393922048,2508238848,1299070976,1290805248
2026-02-20 16:20:51,2448691200,1284329472,1396269056,2508345344,1299181568,1290915840
2026-02-20 16:21:21,2448732160,1284337664,1398075392,2508505088,1299296256,1293131776
2026-02-20 16:21:51,2448756736,1284370432,1400664064,2508816384,1299591168,1293426688
2026-02-20 16:22:21,2448781312,1284399104,1405145088,2509205504,1299968000,1293807616
2026-02-20 16:22:51,2448793600,1284427776,1409331200,2509205504,1299976192,1293811712
2026-02-20 16:23:21,2448801792,1284440064,1416171520,2509471744,1300230144,1294069760
2026-02-20 16:23:51,2448846848,1284481024,1420140544,2509799424,1300549632,1294397440
2026-02-20 16:24:21,2448859136,1284517888,1424769024,2509852672,1300586496,1294442496
2026-02-20 16:24:51,2448900096,1284808704,1428463616,2510041088,1301131264,1294974976
2026-02-20 16:25:21,2448936960,1284571136,1432817664,2510700544,1301155840,1295007744
2026-02-20 16:25:51,2449227776,1285156864,1436786688,2510573568,1301295104,1295142912
2026-02-20 16:26:21,2448990208,1284640768,1335607296,2510704640,1301409792,1295265792
2026-02-20 16:26:51,2448994304,1284653056,1340563456,2510766080,1301471232,1295319040
2026-02-20 16:27:21,2449014784,1284669440,1349132288,2510954496,1301663744,1295511552
2026-02-20 16:27:51,2449022976,1284673536,1357623296,2511069184,1301774336,1295626240
2026-02-20 16:28:21,2451132416,1284685824,1365585920,2511257600,1301958656,1295822848
2026-02-20 16:28:51,2451144704,1286795264,1374199808,2511368192,1302073344,1295925248
2026-02-20 16:29:21,2451152896,1288912896,1382121472,2511564800,1302261760,1296121856
2026-02-20 16:29:51,2451161088,1288929280,1390694400,2511675392,1302376448,1296232448
2026-02-20 16:30:21,2451189760,1289220096,1400037376,2512556032,1302638592,1296490496
2026-02-20 16:30:51,2451193856,1289469952,1407987712,2512633856,1303220224,1296576512
2026-02-20 16:31:21,2451226624,1289502720,1415966720,2512850944,1303429120,1296785408
2026-02-20 16:31:51,2451238912,1289793536,1427771392,2512990208,1303564288,1297170432
2026-02-20 16:32:21,2451267584,1289551872,1442996224,2513223680,1303797760,1297149952
2026-02-20 16:32:51,2451304448,1289601024,1352613888,2513645568,1306329088,1297588224
2026-02-20 16:33:21,2451357696,1289797632,1368543232,2513928192,1307000832,1297997824
2026-02-20 16:33:51,2451386368,1289863168,1384923136,2515107840,1306841088,1298108416
2026-02-20 16:34:21,2451410944,1289891840,1399529472,2515181568,1306927104,1298194432
2026-02-20 16:34:51,2451451904,1289936896,1414782976,2517393408,1307037696,1298333696
2026-02-20 16:35:21,2451484672,1289961472,1433436160,2517540864,1307148288,1298444288
2026-02-20 16:35:51,2451542016,1290027008,1448079360,2517721088,1307607040,1300746240
2026-02-20 16:36:21,2451554304,1290039296,1357611008,2517819392,1307705344,1300840448
2026-02-20 16:36:51,2451599360,1290084352,1369432064,2517954560,1307860992,1300992000
2026-02-20 16:37:21,2451599360,1290100736,1369497600,2518441984,1307660288,1301053440
2026-02-20 16:37:51,2451632128,1290121216,1369735168,2524803072,1307893760,1301266432
2026-02-20 16:38:21,2451660800,1290162176,1370595328,2525184000,1308282880,1301651456
2026-02-20 16:38:51,2451673088,1290174464,1371242496,2525270016,1308626944,1301733376
2026-02-20 16:39:21,2451689472,1290190848,1372049408,2525466624,1308557312,1301925888
2026-02-20 16:39:51,2451701760,1290207232,1372635136,2525540352,1308635136,1302003712
2026-02-20 16:40:21,2451726336,1290223616,1372979200,2525642752,1308733440,1302118400
2026-02-20 16:40:51,2451730432,1290231808,1373765632,2527813632,1308803072,1302188032
2026-02-20 16:41:21,2451746816,1290240000,1374154752,2527936512,1308917760,1302302720
2026-02-20 16:41:51,2451759104,1290252288,1374826496,2528067584,1309319168,1302433792
2026-02-20 16:42:21,2451771392,1290268672,1375498240,2528247808,1309245440,1302618112
2026-02-20 16:42:51,2451787776,1290276864,1376165888,2528387072,1311469568,1302753280
2026-02-20 16:43:21,2451800064,1292394496,1377595392,2528718848,1311821824,1303101440
2026-02-20 16:43:51,2451812352,1298993152,1379368960,2528923648,1312026624,1303298048
2026-02-20 16:44:21,2453921792,1298997248,1380134912,2529054720,1312161792,1303437312
2026-02-20 16:44:51,2453925888,1299005440,1381322752,2529140736,1312251904,1303527424
2026-02-20 16:45:21,2453946368,1299017728,1382563840,2529366016,1312460800,1305841664
2026-02-20 16:45:51,2453975040,1299046400,1383583744,2529554432,1312649216,1306030080
2026-02-20 16:46:21,2453991424,1299062784,1384701952,2529697792,1313034240,1306161152
2026-02-20 16:46:51,2453999616,1299066880,1385820160,2529738752,1312804864,1306206208
2026-02-20 16:47:21,2454286336,1299087360,1387012096,2529816576,1312886784,1306296320
2026-02-20 16:47:51,2454028288,1299099648,1388769280,2529927168,1312993280,1306398720
2026-02-20 16:48:21,2454048768,1299116032,1391308800,2530320384,1313382400,1306779648
2026-02-20 16:48:51,2454048768,1299128320,1393688576,2530410496,1313472512,1306873856
2026-02-20 16:49:21,2454069248,1299136512,1398067200,2530648064,1313693696,1307099136
2026-02-20 16:49:51,2454073344,1299148800,1400303616,2530725888,1313783808,1307201536
2026-02-20 16:50:21,2454089728,1299152896,1402843136,2530852864,1313910784,1307320320
2026-02-20 16:50:51,2454093824,1299152896,1404723200,2530856960,1313914880,1307316224
2026-02-20 16:51:21,2454257664,1299156992,1406922752,2531332096,1313959936,1307369472
2026-02-20 16:51:51,2454294528,1299189760,1408729088,2531250176,1314123776,1307533312
2026-02-20 16:52:21,2454294528,1299185664,1410916352,2531368960,1314496512,1307656192
2026-02-20 16:52:51,2454331392,1299218432,1415376896,2531880960,1314754560,1308164096
2026-02-20 16:53:21,2454355968,1299243008,1420005376,2532204544,1315192832,1308610560
2026-02-20 16:53:51,2454364160,1299259392,1424101376,2532515840,1315385344,1308803072
2026-02-20 16:54:21,2454380544,1299275776,1428205568,2534756352,1315524608,1308942336
2026-02-20 16:54:51,2454396928,1301397504,1433214976,2534887424,1315647488,1309069312
2026-02-20 16:55:21,2454417408,1304354816,1437519872,2535890944,1316659200,1309229056
2026-02-20 16:55:51,2454421504,1304383488,1441816576,2535952384,1316720640,1309294592
2026-02-20 16:56:21,2454462464,1304412160,1446412288,2536144896,1316868096,1309642752
2026-02-20 16:56:51,2454474752,1304420352,1450508288,2536259584,1317003264,1309581312
2026-02-20 16:57:21,2454749184,1304444928,1454755840,2536374272,1317126144,1309962240
2026-02-20 16:57:51,2454495232,1304461312,1357742080,2536452096,1317208064,1309786112
2026-02-20 16:58:21,2456604672,1304469504,1365946368,2536595456,1317339136,1309929472
2026-02-20 16:58:51,2456621056,1304485888,1374425088,2536763392,1317765120,1310105600
2026-02-20 16:59:21,2456649728,1304514560,1382789120,2536984576,1317736448,1310343168
2026-02-20 16:59:51,2456657920,1304522752,1390997504,2537070592,1317814272,1310416896
2026-02-20 17:00:21,2456682496,1304543232,1399533568,2537275392,1318027264,1310691328
2026-02-20 17:00:51,2456731648,1304596480,1409146880,2537988096,1318240256,1310908416
2026-02-20 17:01:21,2456739840,1304600576,1417768960,2537508864,1318309888,1310953472
2026-02-20 17:01:51,2456772608,1304637440,1425453056,2537623552,1320509440,1311076352
2026-02-20 17:02:21,2456780800,1304666112,1434607616,2537713664,1320611840,1311195136
2026-02-20 17:02:51,2456793088,1304662016,1449861120,2537709568,1320607744,1311182848
