Time,"__name__=""jvm_memory_bytes_used"",area=""heap"",instance=""rskj-miner1:8080"",job=""rskj-jvm"",name=""rskj-miner1""","__name__=""jvm_memory_bytes_used"",area=""heap"",instance=""rskj-miner2:8080"",job=""rskj-jvm"",name=""rskj-miner2""","__name__=""jvm_memory_bytes_used"",area=""heap"",instance=""rskj-miner4:8080"",job=""rskj-jvm"",name=""rskj-miner4""","__name__=""jvm_memory_bytes_used"",area=""heap"",instance=""rskj-node1:8080"",job=""rskj-jvm"",name=""rskj-node1""","__name__=""jvm_memory_bytes_used"",area=""heap"",instance=""rskj-node2:8080"",job=""rskj-jvm"",name=""rskj-node2""","__name__=""jvm_memory_bytes_max"",area=""heap"",instance=""rskj-miner1:8080"",job=""rskj-jvm"",name=""rskj-miner1""","__name__=""jvm_memory_bytes_max"",area=""heap"",instance=""rskj-miner2:8080"",job=""rskj-jvm"",name=""rskj-miner2""","__name__=""jvm_memory_bytes_max"",area=""heap"",instance=""rskj-miner4:8080"",job=""rskj-jvm"",name=""rskj-miner4""","__name__=""jvm_memory_bytes_max"",area=""heap"",instance=""rskj-node1:8080"",job=""rskj-jvm"",name=""rskj-node1""","__name__=""jvm_memory_bytes_max"",area=""heap"",instance=""rskj-node2:8080"",job=""rskj-jvm"",name=""rskj-node2"""
2026-02-27 17:04:01,1906013952,1071341360,674215024,1684576152,2089139872,3113877504,3113877504,3113877504,3113877504,3221225472
2026-02-27 17:04:31,1977920584,765335312,1201440344,1347187536,2598747808,3113877504,3113877504,3113877504,3113877504,3221225472
2026-02-27 17:05:01,1893786904,1367938432,915476040,1777058056,1632091456,3113877504,3113877504,3113877504,3113877504,3221225472
2026-02-27 17:05:31,2589785968,1074200544,1368181920,1287793672,1963441472,3113877504,3113877504,3113877504,3113877504,3221225472
2026-02-27 17:06:01,2415847112,1454085864,881656600,1579688952,2225585472,3113877504,3113877504,3113877504,3113877504,3221225472
2026-02-27 17:06:31,2131450744,1066067400,1231691600,1866317512,2500312384,3113877504,3113877504,3113877504,3113877504,3221225472
2026-02-27 17:07:01,2002000464,1492674416,791375184,1340364688,2804399424,3113877504,3113877504,3113877504,3113877504,3221225472
2026-02-27 17:07:31,2366051728,1029336560,1102404976,1630876232,1734512248,3113877504,3113877504,3113877504,3113877504,3221225472
2026-02-27 17:08:01,2067238880,1452093712,1470429048,1098094392,2036502136,3113877504,3113877504,3113877504,3113877504,3221225472
2026-02-27 17:08:31,2497281112,1020820256,971737768,1421043256,2351074936,3113877504,3113877504,3113877504,3113877504,3221225472
2026-02-27 17:09:01,1981791320,1366550912,1286637584,1702991112,2613218936,3113877504,3113877504,3113877504,3113877504,3221225472
2026-02-27 17:09:31,1969545208,1084160328,948699736,1342899200,1739245184,3113877504,3113877504,3113877504,3113877504,3221225472
2026-02-27 17:10:01,1929203728,791677048,1478201744,1711997792,2081080960,3113877504,3113877504,3113877504,3113877504,3221225472
2026-02-27 17:10:31,2537685064,1439787896,1195597608,1311978384,2513094272,3113877504,3113877504,3113877504,3113877504,3221225472
2026-02-27 17:11:01,2227844616,991544184,1540147912,1632377328,1478951968,3113877504,3113877504,3113877504,3113877504,3221225472
2026-02-27 17:11:31,2709252088,1467360224,1123810040,1176541824,1609047392,3113877504,3113877504,3113877504,3113877504,3221225472
2026-02-27 17:12:01,2191154896,951055064,1379410168,1435173248,1831345504,3113877504,3113877504,3113877504,3113877504,3221225472
2026-02-27 17:12:31,2712934152,1418290824,919742792,1795329872,2181569888,3113877504,3113877504,3113877504,3113877504,3221225472
2026-02-27 17:13:01,2168248280,911184472,1221845600,1231801280,2439519584,3113877504,3113877504,3113877504,3113877504,3221225472
2026-02-27 17:13:31,2657241992,1239936672,1478212304,1486544312,2691177824,3113877504,3113877504,3113877504,3113877504,3221225472
2026-02-27 17:14:01,2145246632,1572707976,877016152,1742980640,1593985200,3113877504,3113877504,3113877504,3113877504,3221225472
2026-02-27 17:14:31,2629504040,1059667560,1178749696,1186578680,1872906416,3113877504,3113877504,3113877504,3113877504,3221225472
2026-02-27 17:15:01,2266123536,1414436288,1482064464,1468023976,2126661808,3113877504,3113877504,3113877504,3113877504,3221225472
2026-02-27 17:15:31,2295409944,874918992,854702080,1694538464,2340571312,3113877504,3113877504,3113877504,3113877504,3221225472
2026-02-27 17:16:01,2227166784,1285303784,1204399600,1159729392,2648852656,3113877504,3113877504,3113877504,3113877504,3221225472
2026-02-27 17:16:31,2514641112,851378160,1536605592,1471874792,1608957968,3113877504,3113877504,3113877504,3113877504,3221225472
2026-02-27 17:17:01,2492061240,1255539160,1037213184,1805118984,1784577368,3113877504,3113877504,3113877504,3113877504,3221225472
2026-02-27 17:17:31,2769605160,838411288,1373278840,1291656960,2099150168,3113877504,3113877504,3113877504,3113877504,3221225472
2026-02-27 17:18:01,2294067752,1145328368,788630232,1545773232,2331934040,3113877504,3113877504,3113877504,3113877504,3221225472
2026-02-27 17:18:31,1981993880,1578753064,1153777416,1888636224,2659089752,3113877504,3113877504,3113877504,3113877504,3221225472
2026-02-27 17:19:01,2741658424,1079255848,1457939384,1328516152,1611515496,3113877504,3113877504,3113877504,3113877504,3221225472
2026-02-27 17:19:31,2483798496,1402799880,895104984,1602463040,1865270888,3113877504,3113877504,3113877504,3113877504,3221225472
2026-02-27 17:20:01,2089270264,885422864,1175111024,1870351984,2112734824,3113877504,3113877504,3113877504,3113877504,3221225472
2026-02-27 17:20:31,2601926848,1279001960,1483279840,1325718616,2395850344,3113877504,3113877504,3113877504,3113877504,3221225472
2026-02-27 17:21:01,2307128688,1664304072,978844776,1641794576,2699937384,3113877504,3113877504,3113877504,3113877504,3221225472
2026-02-27 17:21:31,2179566112,1229920632,1331672416,1978123520,1566104760,3113877504,3113877504,3113877504,3113877504,3221225472
2026-02-27 17:22:01,2006625304,1537050296,738702840,1384353448,1798888632,3113877504,3113877504,3113877504,3113877504,3221225472
2026-02-27 17:22:31,2515597832,1052356368,1031870512,1651754352,2054741176,3113877504,3113877504,3113877504,3113877504,3221225472
2026-02-27 17:23:01,2339277360,1392489656,1316183064,1923073432,2312690872,3113877504,3113877504,3113877504,3113877504,3221225472
2026-02-27 17:23:31,2523582040,905275304,742812080,1340403888,2566446264,3113877504,3113877504,3113877504,3113877504,3221225472
2026-02-27 17:24:01,2277415376,1209311584,1001723400,1589419176,2807618744,3113877504,3113877504,3113877504,3113877504,3221225472
2026-02-27 17:24:31,2390061640,1591635992,1310155512,1885413080,1758483040,3113877504,3113877504,3113877504,3113877504,3221225472
2026-02-27 17:25:01,2703154048,1033595840,1589935952,1302385688,1999655520,3113877504,3113877504,3113877504,3113877504,3221225472
2026-02-27 17:25:31,2123338024,1345255848,972920528,1530334552,2215662176,3113877504,3113877504,3113877504,3113877504,3221225472
2026-02-27 17:26:01,2411858632,1648637544,1219061736,1782210216,2446348896,3113877504,3113877504,3113877504,3113877504,3221225472
