Time,"name=""rskj-miner1""","name=""rskj-miner4""","name=""rskj-node1"""
2026-02-27 19:35:01,2.216914168,,
2026-02-27 20:40:01,1.403926125,,
2026-02-27 20:41:01,1.403926125,,
2026-02-27 23:20:01,,4.323858751,
2026-02-27 23:38:01,,1.820750501,
2026-02-27 23:51:01,,,1.550167876
2026-02-28 00:07:01,,1.141504292,
2026-02-28 00:16:01,,1.369606084,
2026-02-28 00:37:01,1.039461,,
