Time,"container_id=""rskj-miner1"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail""","container_id=""rskj-miner2"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail""","container_id=""rskj-miner4"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail""","container_id=""rskj-node1"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail""","container_id=""rskj-node2"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail"""
2026-02-27 17:04:01,26.938133815003,26.938133815003,26.938133815003,26.938133815003,26.938133815003
2026-02-27 17:04:31,26.938133815003,26.938133815003,26.938133815003,26.938133815003,26.938133815003
2026-02-27 17:05:01,27.465905732706535,27.465905732706535,27.465905732706535,27.465905732706535,27.465905732706535
2026-02-27 17:05:31,28.00401775782172,28.00401775782172,28.00401775782172,28.00401775782172,28.00401775782172
2026-02-27 17:06:01,28.564098112978154,28.564098112978154,28.564098112978154,28.564098112978154,28.564098112978154
2026-02-27 17:06:31,27.432959827704224,27.432959827704224,27.432959827704224,27.432959827704224,27.432959827704224
2026-02-27 17:07:01,26.346614618527138,26.346614618527138,26.346614618527138,26.346614618527138,26.346614618527138
2026-02-27 17:07:31,26.87354691089768,26.87354691089768,26.87354691089768,26.87354691089768,26.87354691089768
2026-02-27 17:08:01,25.80935445322613,25.80935445322613,25.80935445322613,25.80935445322613,25.80935445322613
2026-02-27 17:08:31,24.787304016878377,24.787304016878377,24.787304016878377,24.787304016878377,24.787304016878377
2026-02-27 17:09:01,24.29155793654081,24.29155793654081,24.29155793654081,24.29155793654081,24.29155793654081
2026-02-27 17:09:31,23.329612242253795,23.329612242253795,23.329612242253795,23.329612242253795,23.329612242253795
2026-02-27 17:10:01,23.77717133090191,23.77717133090191,23.77717133090191,23.77717133090191,23.77717133090191
2026-02-27 17:10:31,25.222431423950265,25.222431423950265,25.222431423950265,25.222431423950265,25.222431423950265
2026-02-27 17:11:01,26.241417653477857,26.241417653477857,26.241417653477857,26.241417653477857,26.241417653477857
2026-02-27 17:11:31,26.220428717981896,26.220428717981896,26.220428717981896,26.220428717981896,26.220428717981896
2026-02-27 17:12:01,26.220428717981896,26.220428717981896,26.220428717981896,26.220428717981896,26.220428717981896
2026-02-27 17:12:31,26.199456570276105,26.199456570276105,26.199456570276105,26.199456570276105,26.199456570276105
