Time,"__name__=""dockerstats_memory_usage_bytes"",id=""a4b8089959be"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner2""","__name__=""dockerstats_memory_usage_bytes"",id=""d55e6260376b"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node1""","__name__=""dockerstats_memory_usage_bytes"",id=""e891e460902c"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-miner1""","__name__=""dockerstats_memory_usage_bytes"",id=""fe4bb0279bea"",instance=""docker-stats-exporter:9487"",job=""docker-stats-exporter"",name=""rskj-node2"""
2026-03-18 20:09:18,6092009472,2948411392,6044864512,2951041024
2026-03-18 20:09:48,6093029376,2953625600,6136156160,2956046336
2026-03-18 20:10:18,6088163328,2960924672,6134022144,2964267008
2026-03-18 20:10:48,6156328960,2968313856,6097707008,2972246016
2026-03-18 20:11:18,6109745152,2973978624,6077562880,2979549184
2026-03-18 20:11:48,6096560128,2978344960,6155218944,2982440960
2026-03-18 20:12:18,6182588416,2983706624,6124728320,2986967040
2026-03-18 20:12:48,6154022912,2986078208,6069964800,2994376704
2026-03-18 20:13:18,6152224768,2993278976,6091345920,3000172544
2026-03-18 20:13:48,6158417920,2998104064,6096326656,3005050880
2026-03-18 20:14:18,6118871040,3004317696,6164733952,3014942720
2026-03-18 20:14:48,6196305920,3007332352,6107795456,2911252480
2026-03-18 20:15:18,6171156480,3010678784,6078881792,2916786176
2026-03-18 20:15:48,6146846720,3025858560,6159970304,2926678016
2026-03-18 20:16:18,6224920576,3030646784,6125178880,2934931456
2026-03-18 20:16:48,6174752768,3037761536,6180802560,2945134592
2026-03-18 20:17:18,6168653824,2938310656,6136348672,2952409088
2026-03-18 20:17:48,6208794624,2942922752,6103416832,2957074432
2026-03-18 20:18:18,6183546880,2945843200,6182821888,2960064512
2026-03-18 20:18:48,6154907648,2953097216,6157393920,2965180416
2026-03-18 20:19:18,6246162432,2957815808,6136303616,2971156480
2026-03-18 20:19:48,6230208512,2963968000,6132551680,2978193408
2026-03-18 20:20:18,6198976512,2970296320,6185332736,2985439232
2026-03-18 20:20:48,6139174912,2976698368,6143324160,2992078848
2026-03-18 20:21:18,6222503936,2981711872,6113222656,2995544064
2026-03-18 20:21:48,6195699712,2987024384,6189772800,2999672832
2026-03-18 20:22:18,6164865024,2991325184,6154473472,3002912768
2026-03-18 20:22:48,6234923008,2995183616,6130806784,3007713280
2026-03-18 20:23:18,6220337152,3004391424,6224961536,3013410816
2026-03-18 20:23:48,6180560896,3011305472,6187290624,3023740928
2026-03-18 20:24:18,6245179392,3018117120,6142713856,3029315584
2026-03-18 20:24:48,6224506880,3022499840,6214590464,3036372992
2026-03-18 20:25:18,6202515456,3029102592,6187134976,3040878592
2026-03-18 20:25:48,6282493952,3033112576,6154473472,3044524032
2026-03-18 20:26:18,6251593728,3036741632,6229274624,3048370176
2026-03-18 20:26:48,6218002432,3043680256,6195036160,3056398336
2026-03-18 20:27:18,6275919872,3049443328,6253584384,3061821440
2026-03-18 20:27:48,6222548992,3052433408,6203543552,3068989440
2026-03-18 20:28:18,6297063424,3056906240,6169075712,3073511424
2026-03-18 20:28:48,6265905152,3061366784,6246453248,3079143424
2026-03-18 20:29:18,6238556160,3068514304,6213296128,3083882496
2026-03-18 20:29:48,6307676160,3074859008,6174134272,3091902464
2026-03-18 20:30:18,6277398528,3078742016,6247436288,3100311552
2026-03-18 20:30:48,6239936512,3084050432,6232092672,3102662656
2026-03-18 20:31:18,6286528512,3090911232,6209150976,3110318080
2026-03-18 20:31:48,6243635200,3096936448,6271881216,3115507712
2026-03-18 20:32:18,6207074304,3102117888,6234841088,3120599040
2026-03-18 20:32:48,6295572480,3106177024,6303666176,3124011008
2026-03-18 20:33:18,6268805120,3112308736,6309564416,3127734272
2026-03-18 20:33:48,6297231360,3167019008,6329778176,3198222336
2026-03-18 20:34:18,6365798400,3173052416,6295871488,3202842624
2026-03-18 20:34:48,6316748800,3195498496,6359486464,3208966144
2026-03-18 20:35:18,6375297024,3203776512,6320742400,3216302080
2026-03-18 20:35:48,6349369344,3206946816,6373556224,3112587264
2026-03-18 20:36:18,6322159616,3216084992,6368710656,3116519424
2026-03-18 20:36:48,6390022144,3226525696,6329917440,3119931392
2026-03-18 20:37:18,6357970944,3229974528,6408216576,3125276672
2026-03-18 20:37:48,6311718912,3235213312,6380003328,3138166784
2026-03-18 20:38:18,6372769792,3241283584,6341734400,3147259904
2026-03-18 20:38:48,6345846784,3248627712,6428217344,3151388672
2026-03-18 20:39:18,6389772288,3150536704,6392180736,3154997248
2026-03-18 20:39:48,6383939584,3155206144,6361554944,3158732800
2026-03-18 20:40:18,6345510912,3159932928,6439624704,3161825280
2026-03-18 20:40:48,6437978112,3167117312,6418886656,3165818880
2026-03-18 20:41:18,6376194048,3154522112,6374944768,3171381248
2026-03-18 20:41:48,6450561024,3176161280,6439673856,3174711296
2026-03-18 20:42:18,6401069056,3183759360,6504058880,3178872832
2026-03-18 20:42:48,6381613056,3188367360,6503313408,3181236224
2026-03-18 20:43:18,6458486784,3194441728,6488891392,3184545792
2026-03-18 20:43:48,6445387776,3197767680,6467129344,3187965952
2026-03-18 20:44:18,6423736320,3202998272,6550540288,3192107008
2026-03-18 20:44:48,6393966592,3205840896,6522658816,3195969536
2026-03-18 20:45:18,6457950208,3214528512,6484697088,3199959040
2026-03-18 20:45:48,6406656000,3225137152,6543040512,3206967296
2026-03-18 20:46:18,6468587520,3226030080,6499217408,3210752000
2026-03-18 20:46:48,6440468480,3229081600,6587121664,3214721024
2026-03-18 20:47:18,6422294528,3232878592,6566535168,3218894848
2026-03-18 20:47:48,6507651072,3236134912,6545870848,3222220800
2026-03-18 20:48:18,6497435648,3239366656,6545391616,3224915968
2026-03-18 20:48:48,6488047616,3243708416,6540328960,3228434432
2026-03-18 20:49:18,6456123392,3249774592,6618664960,3234320384
2026-03-18 20:49:48,6519709696,3253452800,6577700864,3239862272
2026-03-18 20:50:18,6477475840,3258359808,6634553344,3243614208
2026-03-18 20:50:48,6445240320,3261095936,6601760768,3246559232
2026-03-18 20:51:18,6520819712,3263811584,6569250816,3249893376
2026-03-18 20:51:48,6486376448,3267268608,6641909760,3254046720
2026-03-18 20:52:18,6444716032,3271073792,6598328320,3258454016
2026-03-18 20:52:48,6524071936,3273740288,6567776256,3260698624
2026-03-18 20:53:18,6521196544,3278483456,6556123136,3263520768
2026-03-18 20:53:48,6471434240,3281215488,6613929984,3268947968
2026-03-18 20:54:18,6535245824,3286818816,6566055936,3273207808
2026-03-18 20:54:48,6497218560,3288805376,6632378368,3278147584
2026-03-18 20:55:18,6481334272,3291926528,6612484096,3280461824
2026-03-18 20:55:48,6472212480,3295236096,6588735488,3283386368
2026-03-18 20:56:18,6558035968,3299840000,6667190272,3287769088
2026-03-18 20:56:48,6530985984,3302785024,6644940800,3184553984
2026-03-18 20:57:18,6495219712,3307307008,6611841024,3188514816
2026-03-18 20:57:48,6557790208,3313258496,6674153472,3196026880
2026-03-18 20:58:18,6521405440,3316572160,6638030848,3199082496
2026-03-18 20:58:48,6577258496,3320233984,6685249536,3203129344
2026-03-18 20:59:18,6548361216,3323658240,6666493952,3206680576
2026-03-18 20:59:48,6505984000,3328950272,6626996224,3213365248
2026-03-18 21:00:18,6565330944,3331452928,6683369472,3199123456
2026-03-18 21:00:48,6532214784,3333804032,6649827328,3202195456
2026-03-18 21:01:18,6577889280,3232677888,6711943168,3206819840
2026-03-18 21:01:48,6560268288,3236270080,6681821184,3210440704
2026-03-18 21:02:18,6529196032,3241050112,6643490816,3231883264
2026-03-18 21:02:48,6593146880,3245379584,6704508928,3237797888
2026-03-18 21:03:18,6540763136,3230547968,6650142720,3238989824
2026-03-18 21:03:48,6575308800,3234693120,6701629440,3242741760
2026-03-18 21:04:18,6535294976,3253968896,6662504448,3247153152
2026-03-18 21:04:48,6512844800,3256803328,6633218048,3249754112
2026-03-18 21:05:18,6618640384,3260866560,6722846720,3252740096
2026-03-18 21:05:48,6593171456,3265110016,6701244416,3257069568
2026-03-18 21:06:18,6550765568,3272953856,6672125952,3263574016
2026-03-18 21:06:48,6630166528,3275460608,6649024512,3266273280
2026-03-18 21:07:18,6600077312,3278794752,6739312640,3269918720
2026-03-18 21:07:48,6593531904,3338280960,6741176320,3318870016
2026-03-18 21:08:18,6662901760,3340484608,6807293952,3323162624
2026-03-18 21:08:48,6621241344,3343171584,6763208704,3343654912
2026-03-18 21:09:18,6687240192,3346362368,6737354752,3346710528
2026-03-18 21:09:48,6670835712,3350794240,6810259456,3351220224
2026-03-18 21:10:18,6633627648,3358478336,6773227520,3354169344
2026-03-18 21:10:48,6702125056,3365294080,6736564224,3356418048
2026-03-18 21:11:18,6665830400,3368222720,6809636864,3359150080
2026-03-18 21:11:48,6624501760,3372167168,6765457408,3362680832
2026-03-18 21:12:18,6689644544,3376537600,6831218688,3368652800
2026-03-18 21:12:48,6643650560,3380113408,6784933888,3372322816
2026-03-18 21:13:18,6721576960,3382243328,6752276480,3374125056
2026-03-18 21:13:48,6681030656,3386310656,6829789184,3376922624
2026-03-18 21:14:18,6661275648,3390722048,6810595328,3381530624
2026-03-18 21:14:48,6736154624,3394682880,6778146816,3386073088
2026-03-18 21:15:18,6714544128,3399831552,6860398592,3391332352
2026-03-18 21:15:48,6684778496,3405094912,6824775680,3403960320
2026-03-18 21:16:18,6795198464,3408711680,6802948096,3406315520
2026-03-18 21:16:48,6782103552,3413327872,6781825024,3410329600
2026-03-18 21:17:18,6739431424,3417571328,6840991744,3411795968
2026-03-18 21:17:48,6810910720,3420225536,6791274496,3414179840
2026-03-18 21:18:18,6776233984,3423756288,6860513280,3418701824
2026-03-18 21:18:48,6836371456,3428847616,6818091008,3316686848
2026-03-18 21:19:18,6828208128,3433115648,6870061056,3321974784
2026-03-18 21:19:48,6800384000,3435732992,6861070336,3324637184
2026-03-18 21:20:18,6773440512,3440640000,6828384256,3328073728
2026-03-18 21:20:48,6855933952,3444617216,6884417536,3331928064
2026-03-18 21:21:18,6821625856,3449442304,6860029952,3341164544
2026-03-18 21:21:48,6893338624,3452616704,6815432704,3339481088
2026-03-18 21:22:18,6863765504,3455926272,6888656896,3343249408
2026-03-18 21:22:48,6827372544,3462041600,6844809216,3351994368
2026-03-18 21:23:18,6902759424,3465121792,6910599168,3355119616
2026-03-18 21:23:48,6885322752,3467444224,6873657344,3357544448
2026-03-18 21:24:18,6942932992,3364290560,6908641280,3360010240
2026-03-18 21:24:48,6902038528,3367497728,6877229056,3363217408
2026-03-18 21:25:18,6868762624,3371540480,6840590336,3366326272
2026-03-18 21:25:48,6935773184,3374231552,6922244096,3369897984
2026-03-18 21:26:18,6948864000,3378900992,6902824960,3375116288
2026-03-18 21:26:48,6888857600,3383754752,6843084800,3379302400
2026-03-18 21:27:18,6945153024,3387572224,6903332864,3383480320
2026-03-18 21:27:48,6923919360,3391254528,6856028160,3387179008
2026-03-18 21:28:18,7004188672,3395256320,6929936384,3390959616
2026-03-18 21:28:48,6948114432,3397734400,6893436928,3395088384
2026-03-18 21:29:18,6930194432,3408498688,6866984960,3398311936
2026-03-18 21:29:48,6968332288,3411243008,6906331136,3402952704
2026-03-18 21:30:18,6917697536,3413872640,6964375552,3407622144
2026-03-18 21:30:48,6984638464,3418025984,6941327360,3411136512
2026-03-18 21:31:18,6950162432,3421106176,6905221120,3414839296
2026-03-18 21:31:48,6953205760,3425640448,6999928832,3419205632
2026-03-18 21:32:18,6917840896,3430002688,6972993536,3422818304
2026-03-18 21:32:48,6974218240,3433078784,6920462336,3427807232
2026-03-18 21:33:18,6923882496,3437215744,6986067968,3431477248
2026-03-18 21:33:48,6994944000,3439550464,6950338560,3434430464
2026-03-18 21:34:18,6956773376,3448737792,7025356800,3438895104
2026-03-18 21:34:48,7024549888,3452051456,6983442432,3442622464
2026-03-18 21:35:18,6993596416,3454627840,6954647552,3447197696
2026-03-18 21:35:48,6945849344,3458101248,7020392448,3454074880
2026-03-18 21:36:18,7007158272,3463839744,6973693952,3457359872
2026-03-18 21:36:48,6937325568,3467444224,7045005312,3461103616
2026-03-18 21:37:18,7027003392,3471396864,7010488320,3464765440
2026-03-18 21:37:48,6992093184,3473547264,7088058368,3473645568
2026-03-18 21:38:18,7081242624,3478257664,7051878400,3477086208
2026-03-18 21:38:48,7045222400,3483455488,7017156608,3480580096
2026-03-18 21:39:18,7011450880,3487834112,7097171968,3483287552
2026-03-18 21:39:48,7088734208,3490947072,7070654464,3486318592
2026-03-18 21:40:18,7056695296,3494113280,7040233472,3383193600
2026-03-18 21:40:48,7009705984,3497111552,7107452928,3388362752
2026-03-18 21:41:18,7106408448,3529998336,7102713856,3451994112
2026-03-18 21:41:48,7071731712,3532640256,7186915328,3455008768
2026-03-18 21:42:18,7134478336,3535372288,7150469120,3459170304
2026-03-18 21:42:48,7107883008,3539742720,7123312640,3464187904
2026-03-18 21:43:18,7073067008,3549753344,7206756352,3473412096
2026-03-18 21:43:48,7149129728,3554160640,7188746240,3475906560
2026-03-18 21:44:18,7120359424,3560595456,7157682176,3479932928
2026-03-18 21:44:48,7070760960,3565752320,7227887616,3485286400
2026-03-18 21:45:18,7124504576,3571077120,7180349440,3490570240
2026-03-18 21:45:48,7086739456,3574747136,7255101440,3492958208
2026-03-18 21:46:18,7161733120,3578261504,7221530624,3496226816
2026-03-18 21:46:48,7137177600,3582459904,7196700672,3499012096
2026-03-18 21:47:18,7115329536,3587379200,7285919744,3504025600
2026-03-18 21:47:48,7181889536,3485569024,7252332544,3507212288
2026-03-18 21:48:18,7184945152,3491475456,7240445952,3511623680
2026-03-18 21:48:48,7162544128,3494690816,7218065408,3514843136
2026-03-18 21:49:18,7138807808,3497947136,7300018176,3518136320
2026-03-18 21:49:48,7190818816,3502813184,7255269376,3524177920
2026-03-18 21:50:18,7160172544,3506671616,7306702848,3527892992
2026-03-18 21:50:48,7122878464,3509886976,7281115136,3531812864
2026-03-18 21:51:18,7195799552,3514372096,7246061568,3535671296
2026-03-18 21:51:48,7159283712,3519410176,7315607552,3539656704
2026-03-18 21:52:18,7117471744,3522150400,7276810240,3542982656
2026-03-18 21:52:48,7196672000,3525541888,7240081408,3545927680
2026-03-18 21:53:18,7151865856,3530080256,7305781248,3549663232
2026-03-18 21:53:48,7213449216,3535781888,7257563136,3554398208
2026-03-18 21:54:18,7181012992,3537936384,7306444800,3556515840
2026-03-18 21:54:48,7142150144,3540353024,7292510208,3561963520
2026-03-18 21:55:18,7218487296,3544641536,7258402816,3565137920
2026-03-18 21:55:48,7210717184,3547541504,7247880192,3567255552
2026-03-18 21:56:18,7172300800,3552604160,7316262912,3571261440
2026-03-18 21:56:48,7240433664,3557662720,7271690240,3577266176
2026-03-18 21:57:18,7195934720,3560685568,7337295872,3579830272
2026-03-18 21:57:48,7153885184,3570364416,7294169088,3583221760
2026-03-18 21:58:18,7229591552,3572957184,7267282944,3587284992
2026-03-18 21:58:48,7185596416,3575689216,7327244288,3591073792
2026-03-18 21:59:18,7252959232,3579260928,7284928512,3596320768
2026-03-18 21:59:48,7215439872,3582578688,7356391424,3599273984
2026-03-18 22:00:18,7173193728,3590602752,7318011904,3610615808
2026-03-18 22:00:48,7245393920,3593027584,7388155904,3612913664
2026-03-18 22:01:18,7207460864,3596275712,7352926208,3617206272
2026-03-18 22:01:48,7275147264,3600756736,7325986816,3512442880
2026-03-18 22:02:18,7238447104,3605303296,7386980352,3515531264
2026-03-18 22:02:48,7200731136,3609485312,7347445760,3519533056
2026-03-18 22:03:18,7278796800,3612471296,7317671936,3523108864
2026-03-18 22:03:48,7241879552,3615916032,7385448448,3526692864
2026-03-18 22:04:18,7216173056,3621507072,7354884096,3529162752
2026-03-18 22:04:48,7284125696,3625656320,7312285696,3531952128
2026-03-18 22:05:18,7251136512,3631144960,7390982144,3537846272
2026-03-18 22:05:48,7204823040,3636404224,7342800896,3541393408
2026-03-18 22:06:18,7283707904,3639525376,7412154368,3544326144
2026-03-18 22:06:48,7243071488,3644293120,7373914112,3547496448
2026-03-18 22:07:18,7311593472,3650031616,7330291712,3550748672
2026-03-18 22:07:48,7267430400,3653791744,7398760448,3554787328
2026-03-18 22:08:18,7242235904,3659145216,7358541824,3559100416
2026-03-18 22:08:48,7297097728,3663765504,7430553600,3563134976
2026-03-18 22:09:18,7297204224,3667464192,7406714880,3567640576
2026-03-18 22:09:48,7276281856,3673153536,7378939904,3575025664
2026-03-18 22:10:18,7235297280,3572162560,7442276352,3580956672
2026-03-18 22:10:48,7302627328,3577217024,7407226880,3596472320
2026-03-18 22:11:18,7264215040,3582906368,7360638976,3603132416
2026-03-18 22:11:48,7325593600,3588153344,7424602112,3608432640
2026-03-18 22:12:18,7285944320,3593211904,7382818816,3617304576
2026-03-18 22:12:48,7247384576,3597799424,7453032448,3622023168
2026-03-18 22:13:18,7319060480,3601641472,7418277888,3627462656
2026-03-18 22:13:48,7288721408,3609001984,7378632704,3632279552
2026-03-18 22:14:18,7339581440,3615547392,7445377024,3639238656
2026-03-18 22:14:48,7331508224,3617546240,7414734848,3643359232
2026-03-18 22:15:18,7283580928,3625025536,7452934144,3648897024
2026-03-18 22:15:48,7351619584,3630915584,7429054464,3655081984
2026-03-18 22:16:18,7330410496,3635806208,7405453312,3660111872
2026-03-18 22:16:48,7298359296,3640532992,7476211712,3666485248
2026-03-18 22:17:18,7363526656,3646054400,7435976704,3672354816
2026-03-18 22:17:48,7327719424,3651149824,7496761344,3677249536
2026-03-18 22:18:18,7291203584,3658485760,7463899136,3683131392
2026-03-18 22:18:48,7403479040,3743772672,7419699200,3768717312
2026-03-18 22:19:18,7372599296,3747753984,7495659520,3775340544
2026-03-18 22:19:48,7425605632,3751649280,7468716032,3778224128
2026-03-18 22:20:18,7426813952,3755388928,7434559488,3780780032
2026-03-18 22:20:48,7393599488,3759996928,7506706432,3785977856
2026-03-18 22:21:18,7461871616,3775152128,7458623488,3802234880
2026-03-18 22:21:48,7441440768,3779444736,7534325760,3807444992
2026-03-18 22:22:18,7425163264,3784499200,7504834560,3703824384
2026-03-18 22:22:48,7405957120,3788492800,7477604352,3707158528
2026-03-18 22:23:18,7389470720,3792351232,7452356608,3713073152
2026-03-18 22:23:48,7460618240,3797127168,7515697152,3717943296
2026-03-18 22:24:18,7425884160,3801825280,7470321664,3722653696
2026-03-18 22:24:48,7399186432,3808247808,7543189504,3727360000
2026-03-18 22:25:18,7478251520,3812691968,7516598272,3733090304
2026-03-18 22:25:48,7442886656,3816972288,7474724864,3737743360
2026-03-18 22:26:18,7411089408,3822161920,7552360448,3743694848
2026-03-18 22:26:48,7484719104,3826798592,7513464832,3753238528
2026-03-18 22:27:18,7414185984,3830759424,7470264320,3756249088
2026-03-18 22:27:48,7386017792,3835486208,7543029760,3762458624
2026-03-18 22:28:18,7461904384,3841847296,7511310336,3766616064
2026-03-18 22:28:48,7419871232,3847389184,7574499328,3774889984
2026-03-18 22:29:18,7475654656,3852210176,7535288320,3779641344
2026-03-18 22:29:48,7452405760,3856281600,7493984256,3783766016
2026-03-18 22:30:18,7425699840,3862380544,7577022464,3788054528
2026-03-18 22:30:48,7495344128,3868311552,7541473280,3794882560
2026-03-18 22:31:18,7460765696,3874365440,7596793856,3799445504
2026-03-18 22:31:48,7427260416,3774529536,7572484096,3804516352
2026-03-18 22:32:18,7495475200,3785203712,7524388864,3812102144
2026-03-18 22:32:48,7460372480,3791949824,7593148416,3817496576
2026-03-18 22:33:18,7436226560,3798188032,7579283456,3823304704
2026-03-18 22:33:48,7524679680,3805220864,7554908160,3831443456
2026-03-18 22:34:18,7500111872,3811356672,7636889600,3839815680
2026-03-18 22:34:48,7483469824,3816685568,7617994752,3845144576
2026-03-18 22:35:18,7467102208,3820392448,7607136256,3848605696
2026-03-18 22:35:48,7541477376,3830161408,7677870080,3858755584
2026-03-18 22:36:18,7518027776,3837194240,7659454464,3865980928
2026-03-18 22:36:48,7490383872,3842621440,7622438912,3872034816
2026-03-18 22:37:18,7568621568,3850760192,7700893696,3878440960
2026-03-18 22:37:48,7549333504,3856576512,7677743104,3886317568
2026-03-18 22:38:18,7594405888,3863965696,7636021248,3892797440
2026-03-18 22:38:48,7586656256,3868897280,7710228480,3899002880
2026-03-18 22:39:18,7558721536,3875348480,7689887744,3905785856
2026-03-18 22:39:48,7656738816,3880243200,7660384256,3911004160
2026-03-18 22:40:18,7646330880,3886260224,7741784064,3917279232
2026-03-18 22:40:48,7583662080,3891556352,7709528064,3923038208
2026-03-18 22:41:18,7655718912,3898843136,7673073664,3930669056
2026-03-18 22:41:48,7611654144,3905576960,7743463424,3936870400
2026-03-18 22:42:18,7576768512,3910537216,7708581888,3943170048
2026-03-18 22:42:48,7650156544,3917815808,7781249024,3881107456
2026-03-18 22:43:18,7637385216,3923402752,7763316736,3849949184
2026-03-18 22:43:48,7600590848,3930234880,7732207616,3856232448
2026-03-18 22:44:18,7686557696,3936100352,7810363392,3862863872
2026-03-18 22:44:48,7684976640,3941588992,7781122048,3865698304
2026-03-18 22:45:18,7628226560,3944800256,7755923456,3868278784
2026-03-18 22:45:48,7715565568,3949408256,7834832896,3871547392
2026-03-18 22:46:18,7690616832,3956420608,7809216512,3875487744
2026-03-18 22:46:48,7656439808,3965595648,7774728192,3879895040
2026-03-18 22:47:18,7726981120,3970953216,7844982784,3885420544
2026-03-18 22:47:48,7714508800,3976626176,7808774144,3889664000
2026-03-18 22:48:18,7668244480,3981099008,7890845696,3892797440
2026-03-18 22:48:48,7751983104,3985850368,7862059008,3897036800
2026-03-18 22:49:18,7718920192,3990986752,7832076288,3900129280
2026-03-18 22:49:48,7690764288,3995365376,7805607936,3903725568
2026-03-18 22:50:18,7756558336,3998420992,7876321280,3907604480
2026-03-18 22:50:48,7707443200,4002017280,7828865024,3911876608
2026-03-18 22:51:18,7784796160,4006014976,7901872128,3917586432
2026-03-18 22:51:48,7753109504,4009488384,7866212352,3920646144
2026-03-18 22:52:18,7748067328,4013322240,7833276416,3923451904
2026-03-18 22:52:48,7836303360,4016861184,7901597696,3927543808
2026-03-18 22:53:18,7806193664,4021567488,7890505728,3930869760
2026-03-18 22:53:48,7755747328,3918237696,7841705984,3936120832
2026-03-18 22:54:18,7823978496,3923116032,7905886208,3942875136
2026-03-18 22:54:48,7787597824,3925803008,7868456960,3945213952
2026-03-18 22:55:18,7758049280,3929546752,7922843648,3947958272
2026-03-18 22:55:48,7885078528,4011917312,7984365568,4030173184
2026-03-18 22:56:18,7849738240,4013260800,7947608064,4032372736
2026-03-18 22:56:48,7805067264,4016214016,8012849152,4035948544
2026-03-18 22:57:18,7887134720,4018315264,7985356800,4038635520
2026-03-18 22:57:48,7851143168,4020924416,7945347072,4041228288
2026-03-18 22:58:18,7819063296,4023209984,8021577728,4044836864
2026-03-18 22:58:48,7901007872,4025159680,7991463936,4047921152
2026-03-18 22:59:18,7859798016,4029968384,7948177408,4052578304
2026-03-18 22:59:48,7918391296,4034633728,8007983104,4057075712
2026-03-18 23:00:18,7883898880,4037791744,7975133184,4060798976
2026-03-18 23:00:48,7862882304,4041814016,8061460480,4064436224
2026-03-18 23:01:18,7845441536,4044492800,8050876416,4067786752
2026-03-18 23:01:48,7939018752,4048121856,8032284672,4071968768
2026-03-18 23:02:18,7918583808,4057079808,8007233536,4075229184
2026-03-18 23:02:48,7865974784,4060041216,8059920384,4081127424
2026-03-18 23:03:18,7918702592,4064460800,8004743168,4086075392
2026-03-18 23:03:48,7851388928,4067938304,8068620288,4088868864
2026-03-18 23:04:18,7919017984,4070703104,8029093888,3987193856
2026-03-18 23:04:48,7932030976,4073914368,8006434816,3989409792
2026-03-18 23:05:18,7944806400,4076818432,8003952640,3992092672
2026-03-18 23:05:48,7871016960,4081283072,8069636096,3995172864
2026-03-18 23:06:18,7929724928,4084846592,8027607040,4003336192
2026-03-18 23:06:48,7915286528,4088385536,8089501696,4006141952
2026-03-18 23:07:18,7977791488,4093034496,8046526464,4009447424
2026-03-18 23:07:48,7919386624,4096790528,8010563584,4013699072
2026-03-18 23:08:18,7891668992,4100296704,8083742720,4016799744
2026-03-18 23:08:48,7965159424,4103454720,8051429376,4019810304
2026-03-18 23:09:18,7938494464,4106489856,8020328448,4023123968
2026-03-18 23:09:48,7912456192,4110651392,8102830080,4028002304
2026-03-18 23:10:18,7885127680,4115161088,8071065600,4030369792
2026-03-18 23:10:48,7968976896,4118749184,8048361472,4034715648
2026-03-18 23:11:18,7942942720,4125310976,8022228992,4040716288
2026-03-18 23:11:48,7892197376,4130770944,8076943360,4046016512
2026-03-18 23:12:18,7965777920,4135895040,8037707776,4050137088
2026-03-18 23:12:48,7924137984,4138082304,8103067648,4053876736
2026-03-18 23:13:18,7884709888,4141973504,8064720896,4056363008
2026-03-18 23:13:48,7954829312,4144308224,8129224704,4059721728
2026-03-18 23:14:18,7906357248,4148617216,8072433664,4064505856
2026-03-18 23:14:48,7980371968,4152061952,8122462208,4069031936
2026-03-18 23:15:18,7956750336,4155162624,8112943104,4071727104
2026-03-18 23:15:48,7923855360,4159750144,8080629760,4074573824
2026-03-18 23:16:18,8006938624,4161875968,8054013952,4076584960
2026-03-18 23:16:48,7977811968,4059172864,8128860160,4081045504
2026-03-18 23:17:18,7944015872,4062961664,8088264704,4085198848
2026-03-18 23:17:48,7948910592,4067356672,8081014784,4089081856
2026-03-18 23:18:18,7916859392,4072095744,8150818816,4094668800
2026-03-18 23:18:48,7980388352,4074733568,8107098112,4097454080
