Time,"__name__=""promtail_custom_block_processed_after_seconds"",container_id=""rskj-miner1"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail""","__name__=""promtail_custom_block_processed_after_seconds"",container_id=""rskj-miner2"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail""","__name__=""promtail_custom_block_processed_after_seconds"",container_id=""rskj-node1"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail""","__name__=""promtail_custom_block_processed_after_seconds"",container_id=""rskj-node2"",exported_job=""docker-json-logs"",instance=""host.docker.internal:9080"",job=""promtail"",source=""promtail"""
2026-03-18 19:56:48,0.45082,0.380089,0.073464,0.095616
2026-03-18 19:57:18,0.316597,0.319819,0.091626,0.116435
2026-03-18 19:57:48,0.455989,0.381679,0.205582,0.155794
2026-03-18 19:58:18,0.535064,0.532865,0.292443,0.239782
2026-03-18 19:58:48,0.535064,0.532865,0.292443,0.239782
2026-03-18 19:59:18,0.535901,0.331185,0.14365,0.140313
2026-03-18 19:59:48,0.659469,0.41501,0.148175,0.184779
2026-03-18 20:00:18,0.508743,0.55669,0.247983,0.224921
2026-03-18 20:00:48,0.508743,0.635274,0.247983,0.224921
2026-03-18 20:01:18,0.648302,0.904905,0.664464,0.491676
2026-03-18 20:01:48,0.404072,0.352496,0.13189,0.10031
2026-03-18 20:02:18,0.452595,0.373539,0.116291,0.145658
2026-03-18 20:02:48,0.401515,0.440254,0.135309,0.137087
2026-03-18 20:03:18,0.480108,0.531803,0.135199,0.248613
2026-03-18 20:03:48,0.612182,0.438495,0.170296,0.144333
2026-03-18 20:04:18,0.3843,0.662571,0.152975,0.13825
2026-03-18 20:04:48,0.453325,0.340763,0.101699,0.083977
2026-03-18 20:05:18,0.54249,0.616787,0.147886,0.336504
2026-03-18 20:05:48,0.687565,0.409183,0.192616,0.352353
2026-03-18 20:06:18,0.353139,0.424033,0.234904,0.139995
2026-03-18 20:06:48,0.285115,0.240915,0.117594,0.108081
2026-03-18 20:07:18,0.045498,0.084091,0.113902,0.047448
2026-03-18 20:07:48,0.720905,0.672892,0.549809,0.311638
2026-03-18 20:08:18,0.575724,0.541431,0.185292,0.282334
2026-03-18 20:08:48,0.654792,0.462459,0.221854,0.154532
2026-03-18 20:09:18,0.619708,0.369197,0.156455,0.181106
2026-03-18 20:09:48,0.3249,0.466144,0.173423,0.126993
2026-03-18 20:10:18,0.21936,0.418754,0.398982,0.207727
2026-03-18 20:10:48,0.365241,0.322451,0.099665,0.103026
2026-03-18 20:11:18,0.529392,0.463975,0.149562,0.179022
2026-03-18 20:11:48,0.50056,0.434386,0.10402,0.107916
2026-03-18 20:12:18,0.569932,0.443946,0.163829,0.163905
2026-03-18 20:12:48,0.410033,0.451466,0.133887,0.077177
2026-03-18 20:13:18,0.474995,0.208044,0.180244,0.229822
2026-03-18 20:13:48,0.303581,0.470214,0.172041,0.175827
2026-03-18 20:14:18,0.361778,0.30161,0.172041,0.175827
2026-03-18 20:14:48,0.59435,0.465829,0.20478,0.171197
2026-03-18 20:15:18,0.478375,0.442743,0.07862,0.104653
2026-03-18 20:15:48,0.65295,0.340297,0.114478,0.143255
2026-03-18 20:16:18,0.269976,0.294812,0.120717,0.140054
2026-03-18 20:16:48,0.635642,0.498732,0.208056,0.183437
2026-03-18 20:17:18,0.635642,0.498732,0.208056,0.183437
2026-03-18 20:17:48,0.95765,0.71264,0.359522,0.247184
2026-03-18 20:18:18,0.364718,0.591562,0.13134,0.157097
2026-03-18 20:18:48,0.345855,0.475897,0.068721,0.097148
2026-03-18 20:19:18,0.484742,0.439541,0.137778,0.154908
2026-03-18 20:19:48,0.212898,0.374676,0.196302,0.137524
2026-03-18 20:20:18,0.555222,0.472982,0.120202,0.223535
2026-03-18 20:20:48,0.555222,0.472982,0.120202,0.223535
2026-03-18 20:21:18,0.535587,0.502574,0.13016,0.17814
2026-03-18 20:21:48,0.578341,0.637858,0.150548,0.393633
2026-03-18 20:22:18,0.563784,0.632166,0.222117,0.253513
2026-03-18 20:22:48,0.555955,0.446089,0.189484,0.189774
2026-03-18 20:23:18,0.270154,0.174715,0.121165,0.102151
2026-03-18 20:23:48,0.290702,0.325838,0.160372,0.145287
2026-03-18 20:24:18,0.587076,0.761035,0.210175,0.230925
2026-03-18 20:24:48,0.483368,0.402802,0.147406,0.15273
2026-03-18 20:25:18,0.789427,0.80146,0.149021,0.259073
2026-03-18 20:25:48,0.551382,0.617364,0.280086,0.250523
2026-03-18 20:26:18,0.64217,0.596545,0.238669,0.35523
2026-03-18 20:26:48,0.285965,0.236443,0.121689,0.151045
2026-03-18 20:27:18,0.804861,0.645343,0.415835,0.415048
2026-03-18 20:27:48,0.663479,,0.15787,0.179849
2026-03-18 20:28:18,0.877742,0.50917,0.249048,0.268356
2026-03-18 20:28:48,0.574854,0.668916,0.127222,0.182428
2026-03-18 20:29:18,0.715886,0.513744,0.645016,0.202608
2026-03-18 20:29:48,0.767631,0.536205,0.175985,0.163132
2026-03-18 20:30:18,0.66248,0.575016,0.108422,0.224219
2026-03-18 20:30:48,0.662522,0.27232,0.286782,0.240362
2026-03-18 20:31:18,0.507171,0.461632,0.121339,0.130829
2026-03-18 20:31:48,0.490268,0.530402,0.13875,0.149851
2026-03-18 20:32:18,0.705532,,0.420778,0.412849
2026-03-18 20:32:48,0.548181,0.382478,0.202342,0.186225
2026-03-18 20:33:18,0.548181,0.382478,0.202342,0.186225
2026-03-18 20:33:48,0.970514,,0.194269,0.204155
2026-03-18 20:34:18,0.36709,0.035402,0.063923,0.069976
2026-03-18 20:34:48,0.175764,0.035402,0.063923,0.069976
2026-03-18 20:35:18,0.668745,0.604688,0.305999,0.310662
2026-03-18 20:35:48,0.668745,0.604688,0.305999,0.310662
2026-03-18 20:36:18,0.631083,0.855307,0.779003,0.455177
2026-03-18 20:36:48,0.67069,0.795035,0.257431,0.297258
2026-03-18 20:37:18,0.0413,0.123261,0.032572,0.040049
