Time,"__name__=""jvm_memory_bytes_used"",area=""heap"",instance=""rskj-miner1:8080"",job=""rskj-jvm"",name=""rskj-miner1""","__name__=""jvm_memory_bytes_used"",area=""heap"",instance=""rskj-miner2:8080"",job=""rskj-jvm"",name=""rskj-miner2""","__name__=""jvm_memory_bytes_used"",area=""heap"",instance=""rskj-node1:8080"",job=""rskj-jvm"",name=""rskj-node1""","__name__=""jvm_memory_bytes_used"",area=""heap"",instance=""rskj-node2:8080"",job=""rskj-jvm"",name=""rskj-node2""","__name__=""jvm_memory_bytes_max"",area=""heap"",instance=""rskj-miner1:8080"",job=""rskj-jvm"",name=""rskj-miner1""","__name__=""jvm_memory_bytes_max"",area=""heap"",instance=""rskj-miner2:8080"",job=""rskj-jvm"",name=""rskj-miner2""","__name__=""jvm_memory_bytes_max"",area=""heap"",instance=""rskj-node1:8080"",job=""rskj-jvm"",name=""rskj-node1""","__name__=""jvm_memory_bytes_max"",area=""heap"",instance=""rskj-node2:8080"",job=""rskj-jvm"",name=""rskj-node2"""
2026-03-18 19:56:48,1506299592,733748360,825963520,1507460608,5368709120,5368709120,4294967296,4294967296
2026-03-18 19:57:18,3324020024,2595947944,695484416,1183433216,5368709120,5368709120,4294967296,4294967296
2026-03-18 19:57:48,2041836912,473634856,1493872640,1308674560,5368709120,5368709120,4294967296,4294967296
2026-03-18 19:58:18,531581992,2191920896,1741211136,1274616320,5368709120,5368709120,4294967296,4294967296
2026-03-18 19:58:48,1027182464,705546384,379487744,1619565056,5368709120,5368709120,4294967296,4294967296
2026-03-18 19:59:18,2893729792,2410323792,1483679232,461137920,5368709120,5368709120,4294967296,4294967296
2026-03-18 19:59:48,2120568320,1325204832,1233674240,1930667520,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:00:18,2102759328,702314960,164758016,626829312,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:00:48,352526264,1882979456,1796461056,1837458944,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:01:18,3038910480,374580384,857460736,646755328,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:01:48,2449974512,2365336320,1413234688,904252416,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:02:18,1517692032,1588952064,1881099264,1455948800,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:02:48,675178912,678977072,708813312,1441812992,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:03:18,520859424,995759616,992615936,1031181312,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:03:48,2514046288,2790994512,1057138176,667186176,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:04:18,1236612776,1318945616,2067928576,1236072448,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:04:48,547171024,3095958232,378327040,1246589440,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:05:18,3501926032,2685132536,1076151808,1975888384,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:05:48,2556685392,1816650240,2065576960,755287040,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:06:18,384536016,3308807536,1428567552,1549261824,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:06:48,1857980704,2009225536,433559552,285177344,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:07:18,1930136760,1251785632,1704071168,1171847680,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:07:48,3303083360,396755104,1049223168,436882944,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:08:18,2241732528,2377482240,444304896,1557318144,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:08:48,777518592,719369096,1994662400,697512448,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:09:18,2620197760,2344789104,930489856,1360743936,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:09:48,3389281728,3378871304,1049434112,861154304,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:10:18,1947595808,708265280,1499325952,780503040,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:10:48,1751919104,600078064,1152893952,189529088,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:11:18,1541825488,1233932048,1905261056,445999104,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:11:48,2911855552,2753336992,1555088384,1863673856,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:12:18,1547880512,1963482968,1936230912,1548143104,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:12:48,3212076608,3150679904,911788032,1591725056,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:13:18,863362760,2730327552,1374410240,1385658368,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:13:48,2454388656,812235104,1168477184,856680960,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:14:18,1154568592,3266590528,837270016,2061543424,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:14:48,2363241288,971084024,1626300416,574228992,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:15:18,1267279104,2900152768,981523968,1384229888,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:15:48,3363008448,1805304592,394674176,1905443328,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:16:18,2020680608,3458252320,1420335104,947546112,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:16:48,2954731776,527280048,1202842112,1988412416,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:17:18,1172491056,2662279088,1843695616,222616576,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:17:48,2632457168,906313728,785705472,822438912,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:18:18,1516684720,3475791952,241492480,1834334208,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:18:48,2074574656,1117353024,468983808,1399156224,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:19:18,3332685872,2134742336,1906094592,419278848,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:19:48,782002384,2829777408,1970785792,2045815296,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:20:18,1001732696,1729123712,1257836544,802349056,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:20:48,3443773272,1020706880,1673179648,830157312,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:21:18,1304899840,2484379432,379760640,1179404288,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:21:48,3513877440,2400845792,1220591104,1344561152,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:22:18,1215078728,1549230624,507713536,2049731584,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:22:48,1599285952,2964061632,1797516800,998431232,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:23:18,2173139968,857755568,1605617664,524045824,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:23:48,2596776216,3109909336,1788146176,781531136,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:24:18,1790167072,1076473600,523087872,802533376,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:24:48,2866876368,2529392760,333850624,1950234624,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:25:18,729376192,1183687184,2090781184,1236273664,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:25:48,2231646320,2963697920,1143386624,1887393280,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:26:18,2813536256,857045984,1925149696,700999168,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:26:48,577798368,2836122336,2001736192,584217600,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:27:18,2114886976,3671197016,1950021632,616353280,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:27:48,1256808848,990240096,468999680,1079965184,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:28:18,2941089368,3001999584,1688567296,2022657024,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:28:48,668021008,1133296992,649907712,943143424,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:29:18,2547981896,3382820896,295052800,2046857728,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:29:48,3466833088,2064157816,1800287232,1325010944,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:30:18,1263180720,724622968,965168128,355111936,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:30:48,1246690896,2577242688,1646225408,505670656,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:31:18,2110749376,2356450752,677488128,1285412352,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:31:48,910640768,1161827512,2059045888,390736384,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:32:18,1426259808,3040856056,876272640,666289152,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:32:48,3103594816,2418028032,485038080,1967056384,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:33:18,2883157952,2922400096,990055936,391048192,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:33:48,1867015408,2397515408,1486695936,1440965120,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:34:18,3008232544,3343609856,1067293184,819159552,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:34:48,1150683016,1400877056,999427072,624124416,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:35:18,1641345824,1242644160,885989056,2139316736,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:35:48,3731803840,1967514832,1322369152,604201472,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:36:18,2148886184,3358806336,358747136,1350787584,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:36:48,3154838864,1604770592,257035264,876412928,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:37:18,3514054144,2698463744,1854016512,458241536,5368709120,5368709120,4294967296,4294967296
2026-03-18 20:37:48,3614637152,2962484000,644196864,1022435328,5368709120,5368709120,4294967296,4294967296
