Time,"__name__=""node_load1"",instance=""host.docker.internal:9300"",job=""node-exporter"""
2026-02-13 10:40:48,4.3
2026-02-13 10:41:18,4.34
2026-02-13 10:41:48,4.74
2026-02-13 10:42:18,4.8
2026-02-13 10:42:48,4.65
2026-02-13 10:43:18,5.02
2026-02-13 10:43:48,4.98
2026-02-13 10:44:18,4.53
2026-02-13 10:44:48,5.15
2026-02-13 10:45:18,4.86
2026-02-13 10:45:48,4.37
2026-02-13 10:46:18,4.27
2026-02-13 10:46:48,4.23
2026-02-13 10:47:18,4.26
2026-02-13 10:47:48,4.25
2026-02-13 10:48:18,4.72
2026-02-13 10:48:48,4.63
2026-02-13 10:49:18,4.36
2026-02-13 10:49:48,4.38
2026-02-13 10:50:18,4.6
2026-02-13 10:50:48,4.86
2026-02-13 10:51:18,4.5
2026-02-13 10:51:48,4.54
2026-02-13 10:52:18,4.92
2026-02-13 10:52:48,4.25
2026-02-13 10:53:18,4.41
2026-02-13 10:53:48,4.98
2026-02-13 10:54:18,4.32
2026-02-13 10:54:48,5.14
2026-02-13 10:55:18,4.8
2026-02-13 10:55:48,4.7
2026-02-13 10:56:18,4.5
2026-02-13 10:56:48,4.56
2026-02-13 10:57:18,4.27
2026-02-13 10:57:48,4.42
2026-02-13 10:58:18,4.23
2026-02-13 10:58:48,5.4
2026-02-13 10:59:18,5.93
2026-02-13 10:59:48,5.32
2026-02-13 11:00:18,5.79
2026-02-13 11:00:48,4.85
2026-02-13 11:01:18,4.82
2026-02-13 11:01:48,4.81
2026-02-13 11:02:18,5.39
2026-02-13 11:02:48,5.83
2026-02-13 11:03:18,5.1
2026-02-13 11:03:48,4.75
2026-02-13 11:04:18,4.89
2026-02-13 11:04:48,4.68
2026-02-13 11:05:18,4.58
2026-02-13 11:05:48,5.21
2026-02-13 11:06:18,4.81
2026-02-13 11:06:48,4.57
2026-02-13 11:07:18,4.8
2026-02-13 11:07:48,5.44
2026-02-13 11:08:18,4.92
2026-02-13 11:08:48,4.55
2026-02-13 11:09:18,4.39
2026-02-13 11:09:48,4.8
2026-02-13 11:10:18,4.58
2026-02-13 11:10:48,4.42
2026-02-13 11:11:18,4.66
2026-02-13 11:11:48,4.78
2026-02-13 11:12:18,4.36
2026-02-13 11:12:48,4.45
2026-02-13 11:13:18,4.18
2026-02-13 11:13:48,4.48
