Time,"gc=""Copy"",instance=""rskj-miner1:8080"",job=""rskj-jvm"",name=""rskj-miner1""","gc=""Copy"",instance=""rskj-miner2:8080"",job=""rskj-jvm"",name=""rskj-miner2""","gc=""Copy"",instance=""rskj-miner3:8080"",job=""rskj-jvm"",name=""rskj-miner3""","gc=""Copy"",instance=""rskj-miner4:8080"",job=""rskj-jvm"",name=""rskj-miner4""","gc=""Copy"",instance=""rskj-node1:8080"",job=""rskj-jvm"",name=""rskj-node1""","gc=""Copy"",instance=""rskj-node2:8080"",job=""rskj-jvm"",name=""rskj-node2""","gc=""MarkSweepCompact"",instance=""rskj-miner1:8080"",job=""rskj-jvm"",name=""rskj-miner1""","gc=""MarkSweepCompact"",instance=""rskj-miner2:8080"",job=""rskj-jvm"",name=""rskj-miner2""","gc=""MarkSweepCompact"",instance=""rskj-miner3:8080"",job=""rskj-jvm"",name=""rskj-miner3""","gc=""MarkSweepCompact"",instance=""rskj-miner4:8080"",job=""rskj-jvm"",name=""rskj-miner4""","gc=""MarkSweepCompact"",instance=""rskj-node1:8080"",job=""rskj-jvm"",name=""rskj-node1""","gc=""MarkSweepCompact"",instance=""rskj-node2:8080"",job=""rskj-jvm"",name=""rskj-node2"""
2026-02-19 04:06:23,0.010779295617098134,0.004610169491525277,0.008288276072475396,0.008067796610169476,0.004677966101695093,0.009881188454433431,0,0,0,0,0,0
2026-02-19 04:06:53,0.014762711864406456,0.00616938695954265,0.011203199945763655,0.01255932203389806,0.0056271186440676885,0.013474576271185748,0,0,0,0,0,0
2026-02-19 04:07:23,0.01488160816284998,0.010236941120640686,0.007949017813257303,0.024084337553600656,0.006762597244114522,0.011881758703684277,0,0,0,0,0,0
2026-02-19 04:07:53,0.01513533668920915,0.01227118644067779,0.004779580007119187,0.014915254237288058,0.003661016949152681,0.01218602759228587,0,0,0,0,0,0
2026-02-19 04:08:23,0.006304977881731057,0.013440450161861772,0.002084710428637604,0.001677966101694738,0.004406779661016795,0.009101386393682154,0,0,0,0,0,0
2026-02-19 04:08:53,0.0007457627118641138,0.013441133597749183,0.0025254237288135748,0.001677966101694738,0.004406779661016795,0.010305084745761818,0,0,0,0,0,0
2026-02-19 04:09:23,0.0025932642926145047,0.006474686011627401,0.005779954912961814,0.005847556738250264,0.008729109461338404,0.02249228787416519,0,0,0,0,0,0
2026-02-19 04:09:53,0.005321853496492006,0.02267758173590316,0.004525347028016405,0.004169491525423405,0.013491296757681943,0.012186440677966965,0,0,0,0,0,0
2026-02-19 04:10:23,0.005677966101695532,0.020592522287380625,0.008372739445093666,0.00928797816986156,0.008322033898304838,0.0017965797189877213,0,0,0,0,0,0
2026-02-19 04:10:53,0.004101694915253589,0.00610159149844941,0.011711864406779222,0.010559501008492471,0.0035593220338989216,0.002728859811183264,0,0,0,0,0,0
2026-02-19 04:11:23,0.004372955473821274,0.002796562770121924,0.006915254237288397,0.005389830508474299,0.003627180121696955,0.002237326056373922,0,0,0,0,0,0
2026-02-19 04:11:53,0.0071526636044683045,0.0031695989694558286,0.0072880120675921905,0.006779431205721455,0.0072882591230361,0.004084745762711618,0,0,0,0,0,0
2026-02-19 04:12:23,0.011322225800437404,0.009728813559322242,0.00847457627118644,0.00893235478567411,0.007338858663412362,0.004423878775551158,0,0,0,0,0,0
2026-02-19 04:12:53,0.009355932203389221,0.009813559322034029,0.012254237288135817,0.007169491525423759,0.008034306829160627,0.0066440677966101,0,0,0,0,0,0
2026-02-19 04:13:23,0.01454261936643001,0.007898438956592624,0.012220338983050909,0.011779461365061493,0.007220461363751721,0.00825437719283417,0,0,0,0,0,0
2026-02-19 04:13:53,0.015525686876049657,0.017898608450991376,0.006084745762711533,0.019288462516313443,0.008237148522906221,0.010915069236114735,0,0,0,0,0,0
2026-02-19 04:14:23,0.017457627118643605,0.01971219851183937,0.029068289293038445,0.017542372881356356,0.014508474576271094,0.013440905778064144,0,0,0,0,0,0
2026-02-19 04:14:53,0.019373209715418435,0.016474855506025187,0.037966745199071325,0.0422888523534298,0.015644332954795875,0.009999999999999575,0,0,0,0,0,0
2026-02-19 04:15:23,0.02588091727258934,0.019762376908865897,0.012406359106471436,0.03638859699671183,0.006508695210007365,0.016372326361818384,0,0,0,0,0,0
2026-02-19 04:15:53,0.019000322039356275,0.01825454668723196,0.003949085608718566,0.0020677966101697305,0.001999999999999915,0.014254720499000104,0,0,0,0,0,0
2026-02-19 04:16:23,0.003101694915254114,0.008864256538024232,0.005796610169491264,0.0025424159731526658,0.004457551566922202,0.010016949152541548,0,0,0,0,0,0
2026-02-19 04:16:53,0.0022711479466452186,0.0014406291312155442,0.0027287673090286837,0.00379667451990694,0.002457585464652833,0.007915120082710201,0,0,0,0,0,0
2026-02-19 04:17:23,0.0030169491525423265,0.0015253720212879537,0.001830477449534823,0.004508398162742373,0.0026270741173883417,0.001966101694915971,0,0,0,0,0,0
2026-02-19 04:17:53,0.005441784769784131,0.0075847238660427885,0.00538441021537606,0.00817101493498835,0.00454337396375522,0.006204546610385705,0,0,0,0,0,0
2026-02-19 04:18:23,0.006999881357943271,0.014220338983050824,0.007983186155697616,0.008016813274351506,0.003288079863053454,0.012000406793450116,0,0,0,0,0,0
2026-02-19 04:18:53,0.01882667931946028,0.03137227862720413,0.01325542110525055,0.012673669942392246,0.008930387039923859,0.044736663729410736,0,0,0,0,0,0
2026-02-19 04:19:23,0.024864828217427155,0.03527058863409028,0.013016949152541903,0.016474576271186103,0.00964423125815624,0.03816949152542389,0,0,0,0,0,0
2026-02-19 04:19:53,0.020288135593220385,0.009050540659638517,0.014440433212996937,0.015220081015575461,0.006627118644068128,0.0028812582624320516,0,0,0,0,0,0
2026-02-19 04:20:23,0.01572881355932199,0.015949152542373404,0.017152542372881364,0.011847457627118852,0.008067659870171677,0.004016949152542766,0,0,0,0,0,0
2026-02-19 04:20:53,0.010152886538526551,0.011203199945763655,0.01611891726978364,0.006288029016457988,0.006406888252343022,0.00977999254212004,0,0,0,0,0,0
2026-02-19 04:21:23,0.012593220338982965,0.004881355932203575,0.01447457627118715,0.0191016949152544,0.004186369722547314,0.016678248783877362,0,0,0,0,0,0
2026-02-19 04:21:53,0.021254237288135917,0.014610169491525818,0.016915540941371727,0.028949643214291262,0.012457627118644298,0.012677966101694754,0,0,0,0,0,0
2026-02-19 04:22:23,0.019355932203389763,0.014203630570009076,0.040338983050847384,0.01572881355932199,0.00827118644067796,0.00938983050847413,0,0,0,0,0,0
2026-02-19 04:22:53,0.011745563634514391,0.004694915254237065,0.02881355932203467,0.008068070104071309,0.0036440677966097456,0.010271186440677874,0,0,0.10669491525423731,0,0,0
2026-02-19 04:23:23,0.012864188742563933,0.009491364553143205,0.0029322530890354384,0.026661468838454536,0.009745762711864213,0.008830508474576525,0,0,0.10669672367328263,0.07271309683214969,0,0
2026-02-19 04:23:53,0.023679783021664732,0.008254097388180255,0.0063556090368286355,0.02415213301469486,0.02232241224427545,0.012355513372427797,0,0,0,0.07271063202318603,0,0
2026-02-19 04:24:23,0.023355932203389593,0.013033898305084838,0.012372671649632402,0.012847675384329196,0.034440677966101396,0.011338790867951098,0.0807457627118644,0,0,0,0,0
2026-02-19 04:24:53,0.012865497076022676,0.027982576566498087,0.014932203389830031,0.016593220338982795,0.023016559041372252,0.011152542372881618,0,0,0,0,0,0
2026-02-19 04:25:23,0.011965898883070071,0.016999999999999762,0.013898069524245237,0.009440517957322071,0.0047966101694917876,0.016898305084746,0,0.10974576271186431,0,0,0,0
2026-02-19 04:25:53,0.008186579433549791,0.0021355932203395455,0.007915254237287873,0.004779661016949815,0.002508517093510476,0.01920338983050816,0,0.10974576271186431,0,0,0,0
2026-02-19 04:26:23,0.01127118644067735,0.013152319452212851,0.003525423728814014,0.009610169491525548,0.006627230970016773,0.017372881355932783,0,0,0,0,0,0
